UTC time,oil,wind,hydro,nat_gas,solar,coal
2023-04-12 00:00:00,0.0,971.0,6.0,1479.0,0.0,409.0
2023-04-12 01:00:00,0.0,1063.0,6.0,1388.0,0.0,413.0
2023-04-12 02:00:00,0.0,1204.0,6.0,1287.0,0.0,399.0
2023-04-12 03:00:00,0.0,1190.0,58.0,1233.0,0.0,398.0
2023-04-12 04:00:00,0.0,1115.0,331.0,1699.0,161.0,406.0
2023-04-12 05:00:00,0.0,951.0,297.0,1851.0,1018.0,419.0
2023-04-12 06:00:00,0.0,816.0,185.0,1718.0,2098.0,418.0
2023-04-12 07:00:00,0.0,832.0,64.0,1331.0,2896.0,386.0
2023-04-12 08:00:00,0.0,894.0,53.0,940.0,3518.0,223.0
2023-04-12 09:00:00,0.0,1075.0,52.0,791.0,3822.0,189.0
2023-04-12 10:00:00,0.0,1237.0,74.0,702.0,3854.0,188.0
2023-04-12 11:00:00,0.0,1321.0,49.0,741.0,3618.0,187.0
2023-04-12 12:00:00,0.0,1401.0,33.0,996.0,3170.0,192.0
2023-04-12 13:00:00,0.0,1560.0,22.0,1005.0,2513.0,197.0
2023-04-12 14:00:00,0.0,1568.0,28.0,1292.0,1794.0,195.0
2023-04-12 15:00:00,0.0,1419.0,56.0,1829.0,903.0,189.0
2023-04-12 16:00:00,0.0,1308.0,286.0,2831.0,170.0,187.0
2023-04-12 17:00:00,0.0,1161.0,515.0,2971.0,1.0,188.0
2023-04-12 18:00:00,0.0,1051.0,571.0,3102.0,0.0,206.0
2023-04-12 19:00:00,0.0,1015.0,362.0,2905.0,0.0,218.0
2023-04-12 20:00:00,0.0,984.0,160.0,2685.0,0.0,218.0
2023-04-12 21:00:00,0.0,815.0,6.0,2614.0,0.0,221.0
2023-04-12 22:00:00,0.0,599.0,6.0,2471.0,0.0,213.0
2023-04-12 23:00:00,0.0,491.0,6.0,2263.0,0.0,197.0
2023-04-13 00:00:00,0.0,380.0,6.0,2119.0,0.0,207.0
2023-04-13 01:00:00,0.0,379.0,6.0,2086.0,0.0,210.0
2023-04-13 02:00:00,0.0,349.0,7.0,2099.0,0.0,212.0
2023-04-13 03:00:00,0.0,320.0,53.0,2430.0,0.0,211.0
2023-04-13 04:00:00,0.0,289.0,286.0,2625.0,130.0,212.0
2023-04-13 05:00:00,0.0,227.0,272.0,2527.0,917.0,206.0
2023-04-13 06:00:00,0.0,241.0,257.0,2470.0,1915.0,207.0
2023-04-13 07:00:00,0.0,269.0,177.0,1965.0,2678.0,210.0
2023-04-13 08:00:00,0.0,385.0,74.0,1108.0,3182.0,193.0
2023-04-13 09:00:00,0.0,683.0,59.0,951.0,3476.0,174.0
2023-04-13 10:00:00,0.0,960.0,78.0,752.0,3572.0,175.0
2023-04-13 11:00:00,0.0,1232.0,54.0,728.0,3475.0,189.0
2023-04-13 12:00:00,0.0,1481.0,22.0,663.0,3168.0,196.0
2023-04-13 13:00:00,0.0,1580.0,22.0,856.0,2639.0,194.0
2023-04-13 14:00:00,0.0,1618.0,23.0,1423.0,1855.0,194.0
2023-04-13 15:00:00,0.0,1562.0,82.0,2466.0,865.0,196.0
2023-04-13 16:00:00,0.0,1576.0,284.0,2889.0,131.0,197.0
2023-04-13 17:00:00,0.0,1561.0,398.0,2692.0,0.0,203.0
2023-04-13 18:00:00,0.0,1605.0,446.0,2556.0,0.0,207.0
2023-04-13 19:00:00,0.0,1632.0,336.0,2445.0,0.0,206.0
2023-04-13 20:00:00,0.0,1644.0,194.0,2269.0,0.0,206.0
2023-04-13 21:00:00,0.0,1756.0,7.0,1841.0,0.0,205.0
2023-04-13 22:00:00,0.0,1825.0,6.0,1347.0,0.0,207.0
2023-04-13 23:00:00,0.0,1847.0,6.0,957.0,0.0,196.0
2023-04-14 00:00:00,0.0,1917.0,6.0,792.0,0.0,200.0
2023-04-14 01:00:00,0.0,1841.0,6.0,819.0,0.0,196.0
2023-04-14 02:00:00,0.0,1813.0,7.0,834.0,0.0,197.0
2023-04-14 03:00:00,0.0,1928.0,53.0,917.0,0.0,199.0
2023-04-14 04:00:00,0.0,1991.0,236.0,1161.0,111.0,206.0
2023-04-14 05:00:00,0.0,2098.0,281.0,1334.0,545.0,217.0
2023-04-14 06:00:00,0.0,2167.0,240.0,1069.0,1179.0,210.0
2023-04-14 07:00:00,0.0,2121.0,237.0,627.0,1776.0,194.0
2023-04-14 08:00:00,0.0,2102.0,79.0,474.0,1908.0,195.0
2023-04-14 09:00:00,0.0,2036.0,89.0,571.0,2144.0,207.0
2023-04-14 10:00:00,0.0,2138.0,147.0,586.0,2255.0,207.0
2023-04-14 11:00:00,0.0,2336.0,118.0,520.0,2343.0,213.0
2023-04-14 12:00:00,0.0,2434.0,133.0,511.0,2163.0,213.0
2023-04-14 13:00:00,0.0,2486.0,123.0,460.0,1823.0,215.0
2023-04-14 14:00:00,0.0,2413.0,302.0,634.0,1172.0,214.0
2023-04-14 15:00:00,0.0,2298.0,295.0,1160.0,632.0,215.0
2023-04-14 16:00:00,0.0,2232.0,389.0,1633.0,157.0,229.0
2023-04-14 17:00:00,0.0,2190.0,454.0,1818.0,1.0,236.0
2023-04-14 18:00:00,0.0,2157.0,468.0,1783.0,0.0,202.0
2023-04-14 19:00:00,0.0,2245.0,326.0,1619.0,0.0,202.0
2023-04-14 20:00:00,0.0,2336.0,43.0,1418.0,0.0,206.0
2023-04-14 21:00:00,0.0,2280.0,70.0,1096.0,0.0,205.0
2023-04-14 22:00:00,0.0,2211.0,27.0,941.0,0.0,201.0
2023-04-14 23:00:00,0.0,2152.0,6.0,786.0,0.0,206.0
2023-04-15 00:00:00,0.0,2037.0,6.0,811.0,0.0,199.0
2023-04-15 01:00:00,0.0,1745.0,6.0,863.0,0.0,201.0
2023-04-15 02:00:00,0.0,1462.0,7.0,1050.0,0.0,197.0
2023-04-15 03:00:00,0.0,1354.0,51.0,1006.0,0.0,207.0
2023-04-15 04:00:00,0.0,1213.0,160.0,948.0,114.0,208.0
2023-04-15 05:00:00,0.0,1011.0,143.0,916.0,793.0,206.0
2023-04-15 06:00:00,0.0,704.0,97.0,690.0,1685.0,207.0
2023-04-15 07:00:00,0.0,432.0,106.0,769.0,2349.0,223.0
2023-04-15 08:00:00,0.0,443.0,76.0,654.0,2910.0,244.0
2023-04-15 09:00:00,0.0,600.0,76.0,569.0,3223.0,220.0
2023-04-15 10:00:00,0.0,682.0,99.0,571.0,3288.0,223.0
2023-04-15 11:00:00,0.0,747.0,54.0,656.0,3078.0,224.0
2023-04-15 12:00:00,0.0,743.0,21.0,902.0,2730.0,216.0
2023-04-15 13:00:00,0.0,794.0,22.0,1209.0,2253.0,217.0
2023-04-15 14:00:00,0.0,837.0,41.0,1767.0,1457.0,218.0
2023-04-15 15:00:00,0.0,844.0,154.0,2177.0,638.0,220.0
2023-04-15 16:00:00,0.0,773.0,435.0,2604.0,124.0,261.0
2023-04-15 17:00:00,0.0,825.0,626.0,2711.0,1.0,301.0
2023-04-15 18:00:00,0.0,861.0,654.0,2626.0,0.0,306.0
2023-04-15 19:00:00,0.0,848.0,351.0,2509.0,0.0,303.0
2023-04-15 20:00:00,0.0,818.0,182.0,2182.0,0.0,292.0
2023-04-15 21:00:00,0.0,757.0,93.0,2202.0,0.0,284.0
2023-04-15 22:00:00,0.0,648.0,49.0,1929.0,0.0,267.0
2023-04-15 23:00:00,0.0,653.0,32.0,1753.0,0.0,245.0
2023-04-16 00:00:00,0.0,660.0,34.0,1397.0,0.0,228.0
2023-04-16 01:00:00,0.0,638.0,63.0,1340.0,0.0,224.0
2023-04-16 02:00:00,0.0,697.0,87.0,1245.0,0.0,218.0
2023-04-16 03:00:00,0.0,768.0,167.0,1199.0,1.0,219.0
2023-04-16 04:00:00,0.0,680.0,286.0,1190.0,142.0,220.0
2023-04-16 05:00:00,0.0,538.0,235.0,1106.0,737.0,230.0
2023-04-16 06:00:00,0.0,435.0,176.0,1038.0,1557.0,247.0
2023-04-16 07:00:00,0.0,473.0,142.0,991.0,2283.0,271.0
2023-04-16 08:00:00,0.0,491.0,245.0,1068.0,2526.0,280.0
2023-04-16 09:00:00,0.0,558.0,320.0,1039.0,2592.0,282.0
2023-04-16 10:00:00,0.0,748.0,97.0,870.0,2511.0,272.0
2023-04-16 11:00:00,0.0,799.0,66.0,961.0,2296.0,225.0
2023-04-16 12:00:00,0.0,740.0,70.0,1009.0,2065.0,206.0
2023-04-16 13:00:00,0.0,938.0,95.0,940.0,1639.0,210.0
2023-04-16 14:00:00,0.0,942.0,120.0,1002.0,1069.0,205.0
2023-04-16 15:00:00,0.0,795.0,89.0,1240.0,497.0,202.0
2023-04-16 16:00:00,0.0,762.0,252.0,1830.0,98.0,207.0
2023-04-16 17:00:00,0.0,728.0,612.0,2162.0,0.0,207.0
2023-04-16 18:00:00,0.0,683.0,653.0,2147.0,0.0,208.0
2023-04-16 19:00:00,0.0,567.0,488.0,2148.0,0.0,210.0
2023-04-16 20:00:00,0.0,513.0,280.0,2144.0,0.0,210.0
2023-04-16 21:00:00,0.0,633.0,7.0,1801.0,0.0,211.0
2023-04-16 22:00:00,0.0,628.0,6.0,1467.0,0.0,210.0
2023-04-16 23:00:00,0.0,784.0,6.0,1139.0,0.0,210.0
2023-04-17 00:00:00,0.0,941.0,6.0,1014.0,0.0,211.0
2023-04-17 01:00:00,0.0,1081.0,6.0,898.0,0.0,211.0
2023-04-17 02:00:00,0.0,1012.0,9.0,895.0,0.0,212.0
2023-04-17 03:00:00,0.0,832.0,83.0,923.0,0.0,213.0
2023-04-17 04:00:00,0.0,689.0,243.0,1208.0,89.0,215.0
2023-04-17 05:00:00,0.0,642.0,248.0,1182.0,454.0,214.0
2023-04-17 06:00:00,0.0,571.0,294.0,1458.0,727.0,231.0
2023-04-17 07:00:00,0.0,711.0,230.0,1488.0,1032.0,272.0
2023-04-17 08:00:00,0.0,543.0,493.0,1503.0,1419.0,282.0
2023-04-17 09:00:00,0.0,550.0,609.0,1534.0,1788.0,284.0
2023-04-17 10:00:00,0.0,670.0,268.0,1258.0,2035.0,256.0
2023-04-17 11:00:00,0.0,707.0,117.75,1272.0,2064.0,227.5
2023-04-17 12:00:00,0.0,751.0,82.0,1586.0,1826.0,215.0
2023-04-17 13:00:00,0.0,699.0,83.0,1718.0,1464.0,215.0
2023-04-17 14:00:00,0.0,659.0,75.0,1716.0,1017.0,214.0
2023-04-17 15:00:00,0.0,628.0,137.0,1677.0,535.0,213.0
2023-04-17 16:00:00,0.0,613.0,301.0,2160.0,113.0,216.0
2023-04-17 17:00:00,0.0,635.0,644.0,2278.0,0.0,224.0
2023-04-17 18:00:00,0.0,579.0,640.0,2451.0,0.0,241.0
2023-04-17 19:00:00,0.0,361.0,380.0,2512.0,0.0,238.0
2023-04-17 20:00:00,0.0,307.0,249.0,2481.0,0.0,234.0
2023-04-17 21:00:00,0.0,265.0,63.0,2041.0,0.0,234.0
2023-04-17 22:00:00,0.0,238.0,22.0,2008.0,0.0,223.0
2023-04-17 23:00:00,0.0,216.0,6.0,1712.0,0.0,207.0
2023-04-18 00:00:00,0.0,244.0,6.0,1715.0,0.0,208.0
2023-04-18 01:00:00,0.0,219.0,31.0,1631.0,0.0,203.0
2023-04-18 02:00:00,0.0,232.0,32.0,1639.0,0.0,202.0
2023-04-18 03:00:00,0.0,325.0,110.0,1757.0,1.0,204.0
2023-04-18 04:00:00,0.0,401.0,401.0,1820.0,74.0,205.0
2023-04-18 05:00:00,0.0,416.0,387.0,2160.0,341.0,208.0
2023-04-18 06:00:00,0.0,489.0,423.0,2288.0,820.0,237.0
2023-04-18 07:00:00,0.0,535.0,321.0,2006.0,1469.0,247.0
2023-04-18 08:00:00,0.0,535.0,59.0,1407.0,1913.0,216.0
2023-04-18 09:00:00,0.0,466.0,75.0,1234.0,2152.0,205.0
2023-04-18 10:00:00,0.0,489.0,98.0,1370.0,2157.0,212.0
2023-04-18 11:00:00,0.0,515.0,55.0,1283.0,2126.0,214.0
2023-04-18 12:00:00,0.0,453.0,32.0,1388.0,1989.0,216.0
2023-04-18 13:00:00,0.0,488.0,33.0,1635.0,1740.0,210.0
2023-04-18 14:00:00,0.0,490.0,54.0,2036.0,1171.0,208.0
2023-04-18 15:00:00,0.0,426.0,137.0,2572.0,605.0,221.0
2023-04-18 16:00:00,0.0,358.0,250.0,3158.0,114.0,341.0
2023-04-18 17:00:00,0.0,345.0,475.0,3347.0,0.0,420.0
2023-04-18 18:00:00,0.0,351.0,529.0,3375.0,0.0,428.0
2023-04-18 19:00:00,0.0,312.0,406.0,3205.0,0.0,421.0
2023-04-18 20:00:00,0.0,317.0,241.0,2924.0,0.0,442.0
2023-04-18 21:00:00,0.0,352.0,73.0,2673.0,0.0,431.0
2023-04-18 22:00:00,0.0,389.0,6.0,2349.0,0.0,397.0
2023-04-18 23:00:00,0.0,420.0,6.0,1862.0,0.0,386.0
2023-04-19 00:00:00,0.0,458.0,6.0,1773.0,0.0,388.0
2023-04-19 01:00:00,0.0,538.0,6.0,1680.0,0.0,390.0
2023-04-19 02:00:00,0.0,578.0,10.0,1666.0,0.0,389.0
2023-04-19 03:00:00,0.0,531.0,167.0,1735.0,1.0,390.0
2023-04-19 04:00:00,0.0,442.0,321.0,2184.0,166.0,391.0
2023-04-19 05:00:00,0.0,379.0,313.0,2291.0,843.0,399.0
2023-04-19 06:00:00,0.0,349.0,327.0,2202.0,1812.0,402.0
2023-04-19 07:00:00,0.0,328.0,167.0,1806.0,2689.0,405.0
2023-04-19 08:00:00,0.0,344.0,134.0,1501.0,3031.0,410.0
2023-04-19 09:00:00,0.0,382.0,60.0,1468.0,3024.0,406.0
2023-04-19 10:00:00,0.0,483.0,187.0,1595.0,2818.0,436.0
2023-04-19 11:00:00,0.0,581.0,290.0,1550.0,2448.0,499.0
2023-04-19 12:00:00,0.0,578.0,492.0,1629.0,2186.0,499.0
2023-04-19 13:00:00,0.0,632.0,549.0,1482.0,1825.0,498.0
2023-04-19 14:00:00,0.0,625.0,659.0,1764.0,1120.0,483.0
2023-04-19 15:00:00,0.0,536.0,608.0,2323.0,570.0,525.0
2023-04-19 16:00:00,0.0,537.0,781.0,2486.0,157.0,557.0
2023-04-19 17:00:00,0.0,523.0,984.0,2663.0,2.0,559.0
2023-04-19 18:00:00,0.0,421.0,1230.0,2420.0,0.0,571.0
2023-04-19 19:00:00,0.0,424.0,1006.0,2169.0,0.0,592.0
2023-04-19 20:00:00,0.0,427.0,743.0,2323.0,0.0,645.0
2023-04-19 21:00:00,0.0,391.0,124.0,2405.0,0.0,628.0
2023-04-19 22:00:00,0.0,313.0,49.0,1930.0,0.0,589.0
2023-04-19 23:00:00,0.0,280.0,160.0,1729.0,0.0,566.0
2023-04-20 00:00:00,0.0,282.0,90.0,1736.0,0.0,568.0
2023-04-20 01:00:00,0.0,247.0,88.0,1783.0,0.0,567.0
2023-04-20 02:00:00,0.0,247.0,102.0,1843.0,0.0,495.0
2023-04-20 03:00:00,0.0,216.0,204.0,2022.0,3.0,413.0
2023-04-20 04:00:00,0.0,188.0,344.0,2261.0,230.0,482.0
2023-04-20 05:00:00,0.0,130.0,385.0,2321.0,1123.0,506.0
2023-04-20 06:00:00,0.0,104.0,377.0,2294.0,2222.0,575.0
2023-04-20 07:00:00,0.0,89.0,167.0,2109.0,3151.0,673.0
2023-04-20 08:00:00,0.0,78.0,66.0,1697.0,3698.0,650.0
2023-04-20 09:00:00,0.0,100.0,70.0,1186.0,3811.0,578.0
2023-04-20 10:00:00,0.0,181.0,85.0,1437.0,3465.0,586.0
2023-04-20 11:00:00,0.0,281.0,47.0,1448.0,3238.0,585.0
2023-04-20 12:00:00,0.0,378.0,21.0,1676.0,2794.0,592.0
2023-04-20 13:00:00,0.0,335.0,28.0,1727.0,2296.0,569.0
2023-04-20 14:00:00,0.0,256.0,49.0,1738.0,1628.0,603.0
2023-04-20 15:00:00,0.0,193.0,204.0,2349.0,822.0,689.0
2023-04-20 16:00:00,0.0,164.0,553.0,2603.0,175.0,755.0
2023-04-20 17:00:00,0.0,188.0,652.0,2915.0,2.0,770.0
2023-04-20 18:00:00,0.0,282.0,719.0,2967.0,0.0,771.0
2023-04-20 19:00:00,0.0,258.0,407.0,2788.0,0.0,676.0
2023-04-20 20:00:00,0.0,246.0,275.0,2806.0,0.0,677.0
2023-04-20 21:00:00,0.0,229.0,114.0,2528.0,0.0,725.0
2023-04-20 22:00:00,0.0,162.0,36.0,2456.0,0.0,569.0
2023-04-20 23:00:00,0.0,146.0,6.0,1985.0,0.0,408.0
2023-04-21 00:00:00,0.0,117.0,6.0,1911.0,0.0,413.0
2023-04-21 01:00:00,0.0,110.0,19.0,1843.0,0.0,412.0
2023-04-21 02:00:00,0.0,101.0,37.0,1906.0,0.0,412.0
2023-04-21 03:00:00,0.0,102.0,133.0,2137.0,2.0,411.0
2023-04-21 04:00:00,0.0,106.0,269.0,2343.0,199.0,435.0
2023-04-21 05:00:00,0.0,99.0,283.0,2140.0,978.0,437.0
2023-04-21 06:00:00,0.0,96.0,301.0,2105.0,1929.0,450.0
2023-04-21 07:00:00,0.0,121.0,75.0,1614.0,2702.0,431.0
2023-04-21 08:00:00,0.0,131.0,55.0,965.0,3180.0,404.0
2023-04-21 09:00:00,0.0,156.0,55.0,814.0,3365.0,400.0
2023-04-21 10:00:00,0.0,185.0,81.0,916.0,3310.0,405.0
2023-04-21 11:00:00,0.0,237.0,48.0,1077.0,2993.0,407.0
2023-04-21 12:00:00,0.0,227.0,42.0,1122.0,2585.0,400.0
2023-04-21 13:00:00,0.0,212.0,31.0,1279.0,2217.0,436.0
2023-04-21 14:00:00,0.0,279.0,94.0,1479.0,1592.0,409.0
2023-04-21 15:00:00,0.0,281.0,256.0,2224.0,688.0,480.0
2023-04-21 16:00:00,0.0,214.0,303.0,2459.0,146.0,472.0
2023-04-21 17:00:00,0.0,229.0,586.0,2544.0,2.0,496.0
2023-04-21 18:00:00,0.0,222.0,613.0,2516.0,0.0,516.0
2023-04-21 19:00:00,0.0,185.0,361.0,2535.0,0.0,528.0
2023-04-21 20:00:00,0.0,211.0,248.0,2453.0,0.0,522.0
2023-04-21 21:00:00,0.0,216.0,183.0,2505.0,0.0,496.0
2023-04-21 22:00:00,0.0,164.0,56.0,2354.0,0.0,422.0
2023-04-21 23:00:00,0.0,118.0,56.0,2190.0,0.0,405.0
2023-04-22 00:00:00,0.0,67.0,56.0,2054.0,0.0,406.0
2023-04-22 01:00:00,0.0,30.0,56.0,1884.0,0.0,412.0
2023-04-22 02:00:00,0.0,20.0,57.0,1742.0,1.0,408.0
2023-04-22 03:00:00,0.0,33.0,107.0,1680.0,2.0,447.0
2023-04-22 04:00:00,0.0,70.0,182.0,1849.0,159.0,498.0
2023-04-22 05:00:00,0.0,82.0,228.0,1870.0,682.0,492.0
2023-04-22 06:00:00,0.0,85.0,259.0,1669.0,1420.0,492.0
2023-04-22 07:00:00,0.0,145.0,104.0,1229.0,2092.0,480.0
2023-04-22 08:00:00,0.0,147.0,109.0,821.0,2457.0,419.0
2023-04-22 09:00:00,0.0,168.0,99.0,716.0,2447.0,412.0
2023-04-22 10:00:00,0.0,241.0,179.0,778.0,2061.0,424.0
2023-04-22 11:00:00,0.0,421.0,76.0,870.0,1693.0,476.0
2023-04-22 12:00:00,0.0,584.0,78.0,731.0,1529.0,400.0
2023-04-22 13:00:00,0.0,698.0,98.0,719.0,1164.0,379.0
2023-04-22 14:00:00,0.0,777.0,93.0,1152.0,748.0,406.0
2023-04-22 15:00:00,0.0,639.0,109.0,1844.0,383.0,411.0
2023-04-22 16:00:00,0.0,699.0,174.0,2074.0,93.0,413.0
2023-04-22 17:00:00,0.0,793.0,454.0,2173.0,2.0,411.0
2023-04-22 18:00:00,0.0,578.0,436.0,2267.0,0.0,470.0
2023-04-22 19:00:00,0.0,570.0,353.0,2150.0,0.0,437.0
2023-04-22 20:00:00,0.0,541.0,134.0,2319.0,0.0,442.0
2023-04-22 21:00:00,0.0,499.0,98.0,2018.0,0.0,413.0
2023-04-22 22:00:00,0.0,582.0,7.0,1821.0,0.0,405.0
2023-04-22 23:00:00,0.0,618.0,6.0,1523.0,0.0,406.0
2023-04-23 00:00:00,0.0,649.0,6.0,1323.0,0.0,407.0
2023-04-23 01:00:00,0.0,727.0,7.0,1173.0,0.0,411.0
2023-04-23 02:00:00,0.0,756.0,55.0,1140.0,0.0,407.0
2023-04-23 03:00:00,0.0,727.0,106.0,1258.0,5.0,438.0
2023-04-23 04:00:00,0.0,788.0,139.0,1069.0,244.0,460.0
2023-04-23 05:00:00,0.0,800.0,140.0,874.0,1094.0,408.0
2023-04-23 06:00:00,0.0,709.0,81.0,707.0,2186.0,227.0
2023-04-23 07:00:00,0.0,684.0,55.0,643.0,3065.0,211.0
2023-04-23 08:00:00,0.0,625.0,58.0,578.0,3469.0,213.0
2023-04-23 09:00:00,0.0,667.0,63.0,639.0,3554.0,207.0
2023-04-23 10:00:00,0.0,629.0,51.0,614.0,3540.0,202.0
2023-04-23 11:00:00,0.0,498.0,27.0,594.0,3403.0,197.0
2023-04-23 12:00:00,0.0,413.0,30.0,617.0,3156.0,209.0
2023-04-23 13:00:00,0.0,386.0,24.0,630.0,2583.0,217.0
2023-04-23 14:00:00,0.0,353.0,83.0,948.0,1864.0,217.0
2023-04-23 15:00:00,0.0,264.0,175.0,1659.0,930.0,219.0
2023-04-23 16:00:00,0.0,201.0,247.0,2118.0,198.0,216.0
2023-04-23 17:00:00,0.0,149.0,531.0,2523.0,3.0,218.0
2023-04-23 18:00:00,0.0,150.0,544.0,2632.0,0.0,222.0
2023-04-23 19:00:00,0.0,128.0,369.0,2560.0,0.0,233.0
2023-04-23 20:00:00,0.0,125.0,269.0,2489.0,0.0,235.0
2023-04-23 21:00:00,0.0,139.0,31.0,2108.0,0.0,231.0
2023-04-23 22:00:00,0.0,144.0,36.0,1787.0,0.0,210.0
2023-04-23 23:00:00,0.0,144.0,36.0,1634.0,0.0,208.0
2023-04-24 00:00:00,0.0,169.0,36.0,1642.0,0.0,213.0
2023-04-24 01:00:00,0.0,219.0,36.0,1549.0,0.0,219.0
2023-04-24 02:00:00,0.0,240.0,22.0,1497.0,0.0,219.0
2023-04-24 03:00:00,0.0,234.0,86.0,1545.0,7.0,218.0
2023-04-24 04:00:00,0.0,211.0,214.0,1927.0,266.0,220.0
2023-04-24 05:00:00,0.0,170.0,278.0,2054.0,1138.0,244.0
2023-04-24 06:00:00,0.0,162.0,205.0,1830.0,2232.0,240.0
2023-04-24 07:00:00,0.0,175.0,135.0,1428.0,3077.0,224.0
2023-04-24 08:00:00,0.0,255.0,136.0,973.0,3626.0,224.0
2023-04-24 09:00:00,0.0,406.0,75.0,941.0,3896.0,227.0
2023-04-24 10:00:00,0.0,566.0,158.0,833.0,3934.0,235.0
2023-04-24 11:00:00,0.0,717.0,113.0,716.0,3816.0,238.0
2023-04-24 12:00:00,0.0,898.0,119.0,758.0,3368.0,232.0
2023-04-24 13:00:00,0.0,1064.0,263.0,827.0,2499.0,232.0
2023-04-24 14:00:00,0.0,1364.0,95.0,955.0,1617.0,259.0
2023-04-24 15:00:00,0.0,1566.0,105.0,1633.0,757.0,269.0
2023-04-24 16:00:00,0.0,1697.0,296.0,2042.0,185.0,232.0
2023-04-24 17:00:00,0.0,1746.0,601.0,1987.0,3.0,213.0
2023-04-24 18:00:00,0.0,1778.0,532.0,2061.0,0.0,215.0
2023-04-24 19:00:00,0.0,1823.0,339.0,1803.0,0.0,215.0
2023-04-24 20:00:00,0.0,1855.0,187.0,1619.0,0.0,216.0
2023-04-24 21:00:00,0.0,1777.0,91.0,1381.0,0.0,216.0
2023-04-24 22:00:00,0.0,1598.0,8.0,1392.0,0.0,216.0
2023-04-24 23:00:00,0.0,1525.0,6.0,1219.0,0.0,215.0
2023-04-25 00:00:00,0.0,1312.0,6.0,1209.0,0.0,225.0
2023-04-25 01:00:00,0.0,1425.0,6.0,1100.0,0.0,228.0
2023-04-25 02:00:00,0.0,1334.0,8.0,1099.0,0.0,215.0
2023-04-25 03:00:00,0.0,1357.0,83.0,953.0,7.0,215.0
2023-04-25 04:00:00,0.0,1292.0,326.0,1112.0,281.0,234.0
2023-04-25 05:00:00,0.0,1144.0,360.0,1210.0,1113.0,231.0
2023-04-25 06:00:00,0.0,967.0,447.0,1293.0,1987.0,236.0
2023-04-25 07:00:00,0.0,897.0,372.0,1341.0,2731.0,243.0
2023-04-25 08:00:00,0.0,1001.0,145.0,890.0,3337.0,249.0
2023-04-25 09:00:00,0.0,1303.0,94.0,745.0,3527.0,247.0
2023-04-25 10:00:00,0.0,1560.0,252.0,816.0,3151.0,248.0
2023-04-25 11:00:00,0.0,1580.0,408.0,857.0,2701.0,247.0
2023-04-25 12:00:00,0.0,1620.0,307.0,905.0,2395.0,251.0
2023-04-25 13:00:00,0.0,1739.0,128.0,956.0,2053.0,245.0
2023-04-25 14:00:00,0.0,1779.0,113.0,1032.0,1489.0,232.0
2023-04-25 15:00:00,0.0,1810.0,125.0,1042.0,827.0,205.0
2023-04-25 16:00:00,0.0,1793.0,267.0,1266.0,198.0,201.0
2023-04-25 17:00:00,0.0,1760.0,443.0,1841.0,5.0,203.0
2023-04-25 18:00:00,0.0,1709.0,513.0,2087.0,0.0,202.0
2023-04-25 19:00:00,0.0,1635.0,355.0,1913.0,0.0,198.0
2023-04-25 20:00:00,0.0,1629.0,208.0,1653.0,0.0,198.0
2023-04-25 21:00:00,0.0,1519.0,61.0,1318.0,0.0,197.0
2023-04-25 22:00:00,0.0,1436.0,6.0,1128.0,0.0,198.0
2023-04-25 23:00:00,0.0,1406.0,6.0,935.0,0.0,197.0
2023-04-26 00:00:00,0.0,1396.0,6.0,858.0,0.0,196.0
2023-04-26 01:00:00,0.0,1334.0,6.0,738.0,0.0,197.0
2023-04-26 02:00:00,0.0,1271.0,8.0,751.0,0.0,192.0
2023-04-26 03:00:00,0.0,1228.0,80.0,738.0,8.0,190.0
2023-04-26 04:00:00,0.0,1232.0,296.0,1036.0,233.0,180.0
2023-04-26 05:00:00,0.0,1194.0,286.0,1219.0,789.0,190.0
2023-04-26 06:00:00,0.0,1235.0,271.0,1283.0,1444.0,191.0
2023-04-26 07:00:00,0.0,1298.0,235.0,965.0,2139.0,191.0
2023-04-26 08:00:00,0.0,1302.0,122.0,758.0,2772.0,189.0
2023-04-26 09:00:00,0.0,1425.0,88.0,830.0,3056.0,195.0
2023-04-26 10:00:00,0.0,1637.0,46.0,966.0,2932.0,199.0
2023-04-26 11:00:00,0.0,1759.0,55.0,1198.0,2650.0,209.0
2023-04-26 12:00:00,0.0,1948.0,44.0,1078.0,2495.0,213.0
2023-04-26 13:00:00,0.0,1911.0,35.0,908.0,2248.0,212.0
2023-04-26 14:00:00,0.0,1958.0,56.0,954.0,1575.0,206.0
2023-04-26 15:00:00,0.0,1858.0,167.0,1192.0,797.0,186.0
2023-04-26 16:00:00,0.0,1804.0,346.0,1698.0,187.0,186.0
2023-04-26 17:00:00,0.0,1663.0,729.0,1808.0,4.0,187.0
2023-04-26 18:00:00,0.0,1736.0,900.0,1669.0,0.0,184.0
2023-04-26 19:00:00,0.0,1987.0,434.0,1538.0,0.0,179.0
2023-04-26 20:00:00,0.0,1959.0,140.0,1376.0,0.0,175.0
2023-04-26 21:00:00,0.0,1949.0,17.0,1173.0,0.0,180.0
2023-04-26 22:00:00,0.0,1850.0,53.0,960.0,0.0,199.0
2023-04-26 23:00:00,0.0,1886.0,51.0,606.0,0.0,200.0
2023-04-27 00:00:00,0.0,1967.0,42.0,536.0,0.0,202.0
2023-04-27 01:00:00,0.0,2031.0,42.0,537.0,0.0,202.0
2023-04-27 02:00:00,0.0,2044.0,45.0,539.0,0.0,203.0
