datetime,avg_other_production_forecast
2023-06-27T00:00:00.000000000,3049.81463
2023-06-27T01:00:00.000000000,3086.56582
2023-06-27T02:00:00.000000000,3196.15749
2023-06-27T03:00:00.000000000,3154.11214
2023-06-27T04:00:00.000000000,3178.49263
2023-06-27T05:00:00.000000000,3212.73958
2023-06-27T06:00:00.000000000,3243.00843
2023-06-27T07:00:00.000000000,3313.96884
2023-06-27T08:00:00.000000000,3284.3619
2023-06-27T09:00:00.000000000,3242.36916
2023-06-27T10:00:00.000000000,3150.47986
2023-06-27T11:00:00.000000000,3004.23467
2023-06-27T12:00:00.000000000,2805.54362
2023-06-27T13:00:00.000000000,2508.11245
2023-06-27T14:00:00.000000000,2071.03874
2023-06-27T15:00:00.000000000,1613.57042
2023-06-27T16:00:00.000000000,1272.95822
2023-06-27T17:00:00.000000000,1064.55108
2023-06-27T18:00:00.000000000,978.64792
2023-06-27T19:00:00.000000000,1036.5685
2023-06-27T20:00:00.000000000,1256.30853
2023-06-27T21:00:00.000000000,1561.54575
2023-06-27T22:00:00.000000000,1891.01295
2023-06-27T23:00:00.000000000,2196.1373
2023-06-28T00:00:00.000000000,1677.79034
2023-06-28T01:00:00.000000000,1689.35364
2023-06-28T02:00:00.000000000,1701.86817
2023-06-28T03:00:00.000000000,1678.06536
2023-06-28T04:00:00.000000000,1638.83734
2023-06-28T05:00:00.000000000,1664.77193
2023-06-28T06:00:00.000000000,1655.91676
2023-06-28T07:00:00.000000000,1624.71065
2023-06-28T08:00:00.000000000,1640.97944
2023-06-28T09:00:00.000000000,1631.19244
2023-06-28T10:00:00.000000000,1614.77471
2023-06-28T11:00:00.000000000,1633.4109
2023-06-28T12:00:00.000000000,1606.0253
2023-06-28T13:00:00.000000000,1605.13831
2023-06-28T14:00:00.000000000,1590.14107
2023-06-28T15:00:00.000000000,1578.07845
2023-06-28T16:00:00.000000000,1550.93491
2023-06-28T17:00:00.000000000,1568.30555
2023-06-28T18:00:00.000000000,1535.67175
2023-06-28T19:00:00.000000000,1533.47294
2023-06-28T20:00:00.000000000,1546.59833
2023-06-28T21:00:00.000000000,1551.00705
2023-06-28T22:00:00.000000000,1533.07151
2023-06-28T23:00:00.000000000,1533.78769
2023-06-29T00:00:00.000000000,1433.59236
2023-06-29T01:00:00.000000000,1437.77278
2023-06-29T02:00:00.000000000,1446.6758
2023-06-29T03:00:00.000000000,1432.53557
2023-06-29T04:00:00.000000000,1404.99115
2023-06-29T05:00:00.000000000,1417.51302
2023-06-29T06:00:00.000000000,1408.00891
2023-06-29T07:00:00.000000000,1391.8611
2023-06-29T08:00:00.000000000,1400.03162
2023-06-29T09:00:00.000000000,1395.58793
2023-06-29T10:00:00.000000000,1388.61482
2023-06-29T11:00:00.000000000,1402.94772
2023-06-29T12:00:00.000000000,1377.41022
2023-06-29T13:00:00.000000000,1370.68649
2023-06-29T14:00:00.000000000,1352.60456
2023-06-29T15:00:00.000000000,1357.49473
2023-06-29T16:00:00.000000000,1339.81567
2023-06-29T17:00:00.000000000,1350.12606
2023-06-29T18:00:00.000000000,1320.99058
2023-06-29T19:00:00.000000000,1324.84838
2023-06-29T20:00:00.000000000,1325.75002
2023-06-29T21:00:00.000000000,1327.99433
2023-06-29T22:00:00.000000000,1323.75641
2023-06-29T23:00:00.000000000,1323.10427
2023-06-30T00:00:00.000000000,1242.39071
2023-06-30T01:00:00.000000000,1243.96546
2023-06-30T02:00:00.000000000,1251.09662
2023-06-30T03:00:00.000000000,1241.86709
2023-06-30T04:00:00.000000000,1220.79537
2023-06-30T05:00:00.000000000,1228.4942
2023-06-30T06:00:00.000000000,1220.55331
2023-06-30T07:00:00.000000000,1210.37476
2023-06-30T08:00:00.000000000,1216.20496
2023-06-30T09:00:00.000000000,1213.46743
2023-06-30T10:00:00.000000000,1210.39007
2023-06-30T11:00:00.000000000,1221.8809
2023-06-30T12:00:00.000000000,1200.43027
2023-06-30T13:00:00.000000000,1193.09535
2023-06-30T14:00:00.000000000,1176.42602
2023-06-30T15:00:00.000000000,1185.46976
2023-06-30T16:00:00.000000000,1172.44336
2023-06-30T17:00:00.000000000,1179.96252
2023-06-30T18:00:00.000000000,1155.65528
2023-06-30T19:00:00.000000000,1161.02268
2023-06-30T20:00:00.000000000,1159.08002
2023-06-30T21:00:00.000000000,1160.30795
2023-06-30T22:00:00.000000000,1159.85003
2023-06-30T23:00:00.000000000,1159.05938
