datetime,avg_hydro_production_forecast
2023-06-27T00:00:00.000000000,1334.42611
2023-06-27T01:00:00.000000000,1024.38011
2023-06-27T02:00:00.000000000,938.1177
2023-06-27T03:00:00.000000000,906.15674
2023-06-27T04:00:00.000000000,964.30486
2023-06-27T05:00:00.000000000,995.23815
2023-06-27T06:00:00.000000000,910.79161
2023-06-27T07:00:00.000000000,878.40053
2023-06-27T08:00:00.000000000,972.29971
2023-06-27T09:00:00.000000000,1048.03502
2023-06-27T10:00:00.000000000,1067.55471
2023-06-27T11:00:00.000000000,1050.66647
2023-06-27T12:00:00.000000000,1041.67908
2023-06-27T13:00:00.000000000,971.16241
2023-06-27T14:00:00.000000000,966.97837
2023-06-27T15:00:00.000000000,1031.74603
2023-06-27T16:00:00.000000000,1125.55131
2023-06-27T17:00:00.000000000,1153.41161
2023-06-27T18:00:00.000000000,1227.49595
2023-06-27T19:00:00.000000000,1240.37215
2023-06-27T20:00:00.000000000,1431.59015
2023-06-27T21:00:00.000000000,1655.41157
2023-06-27T22:00:00.000000000,1701.43436
2023-06-27T23:00:00.000000000,1527.26567
2023-06-28T00:00:00.000000000,1297.30309
2023-06-28T01:00:00.000000000,993.67635
2023-06-28T02:00:00.000000000,908.63927
2023-06-28T03:00:00.000000000,874.77075
2023-06-28T04:00:00.000000000,927.80383
2023-06-28T05:00:00.000000000,956.53164
2023-06-28T06:00:00.000000000,875.06671
2023-06-28T07:00:00.000000000,844.12519
2023-06-28T08:00:00.000000000,934.51645
2023-06-28T09:00:00.000000000,1006.84557
2023-06-28T10:00:00.000000000,1025.34118
2023-06-28T11:00:00.000000000,1010.64065
2023-06-28T12:00:00.000000000,1005.56424
2023-06-28T13:00:00.000000000,939.48233
2023-06-28T14:00:00.000000000,935.68016
2023-06-28T15:00:00.000000000,998.59797
2023-06-28T16:00:00.000000000,1091.07717
2023-06-28T17:00:00.000000000,1120.63654
2023-06-28T18:00:00.000000000,1196.52598
2023-06-28T19:00:00.000000000,1209.86434
2023-06-28T20:00:00.000000000,1397.56913
2023-06-28T21:00:00.000000000,1618.60749
2023-06-28T22:00:00.000000000,1661.73181
2023-06-28T23:00:00.000000000,1490.50055
2023-06-29T00:00:00.000000000,1322.3082
2023-06-29T01:00:00.000000000,1014.35755
2023-06-29T02:00:00.000000000,928.4952
2023-06-29T03:00:00.000000000,895.91151
2023-06-29T04:00:00.000000000,952.38991
2023-06-29T05:00:00.000000000,982.60339
2023-06-29T06:00:00.000000000,899.13007
2023-06-29T07:00:00.000000000,867.21223
2023-06-29T08:00:00.000000000,959.96612
2023-06-29T09:00:00.000000000,1034.58972
2023-06-29T10:00:00.000000000,1053.77515
2023-06-29T11:00:00.000000000,1037.60092
2023-06-29T12:00:00.000000000,1029.89022
2023-06-29T13:00:00.000000000,960.82123
2023-06-29T14:00:00.000000000,956.76182
2023-06-29T15:00:00.000000000,1020.92566
2023-06-29T16:00:00.000000000,1114.29813
2023-06-29T17:00:00.000000000,1142.71294
2023-06-29T18:00:00.000000000,1217.38651
2023-06-29T19:00:00.000000000,1230.41366
2023-06-29T20:00:00.000000000,1420.48467
2023-06-29T21:00:00.000000000,1643.39774
2023-06-29T22:00:00.000000000,1688.47437
2023-06-29T23:00:00.000000000,1515.26455
2023-06-30T00:00:00.000000000,1346.48143
2023-06-30T01:00:00.000000000,1034.35082
2023-06-30T02:00:00.000000000,947.69057
2023-06-30T03:00:00.000000000,916.34916
2023-06-30T04:00:00.000000000,976.1582
2023-06-30T05:00:00.000000000,1007.80787
2023-06-30T06:00:00.000000000,922.39292
2023-06-30T07:00:00.000000000,889.53112
2023-06-30T08:00:00.000000000,984.56939
2023-06-30T09:00:00.000000000,1061.41087
2023-06-30T10:00:00.000000000,1081.26328
2023-06-30T11:00:00.000000000,1063.66444
2023-06-30T12:00:00.000000000,1053.40714
2023-06-30T13:00:00.000000000,981.45019
2023-06-30T14:00:00.000000000,977.14226
2023-06-30T15:00:00.000000000,1042.51056
2023-06-30T16:00:00.000000000,1136.74654
2023-06-30T17:00:00.000000000,1164.05502
2023-06-30T18:00:00.000000000,1237.55323
2023-06-30T19:00:00.000000000,1250.27928
2023-06-30T20:00:00.000000000,1442.63793
2023-06-30T21:00:00.000000000,1667.36345
2023-06-30T22:00:00.000000000,1714.32735
2023-06-30T23:00:00.000000000,1539.20483
