Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
42744,2023-11-17 00:00:00,2024-07-17 00:00:00,3.1,123.75,3292.0,807.0,17440.0,0.0,6372.0,0.0,5839.0,3152.0,556.0
42745,2023-11-17 01:00:00,2024-07-17 00:00:00,3.1,120.79,3296.0,808.0,17442.0,0.0,6119.0,0.0,7079.0,3160.0,551.0
42746,2023-11-17 02:00:00,2024-07-17 00:00:00,3.1,120.02,3283.0,943.0,17444.0,0.0,6153.0,0.0,7725.0,3227.0,544.0
42747,2023-11-17 03:00:00,2024-07-17 00:00:00,3.1,118.58,3309.0,975.0,17442.0,0.0,6103.0,0.0,8663.0,3311.0,544.0
42748,2023-11-17 04:00:00,2024-07-17 00:00:00,3.1,118.5,3410.0,937.0,17279.0,0.0,6514.0,0.0,9091.0,3376.0,544.0
42749,2023-11-17 05:00:00,2024-07-17 00:00:00,3.1,118.05,3507.0,927.0,17212.0,0.0,7227.0,0.0,9466.0,3438.0,562.0
42750,2023-11-17 06:00:00,2024-07-17 00:00:00,3.1,120.36,3715.0,1113.0,17164.0,0.0,8263.0,38.0,9528.0,3409.0,546.0
42751,2023-11-17 07:00:00,2024-07-17 00:00:00,3.1,124.18,3906.0,1205.0,17115.0,0.0,8537.0,171.0,9269.0,3454.0,545.0
42752,2023-11-17 08:00:00,2024-07-17 00:00:00,3.1,122.61,3873.0,1205.0,17103.0,0.0,8604.0,313.0,9068.0,3469.0,451.0
42753,2023-11-17 09:00:00,2024-07-17 00:00:00,3.1,122.65,3850.0,1212.0,17091.0,0.0,8625.0,351.0,8545.0,3449.0,386.0
42754,2023-11-17 10:00:00,2024-07-17 00:00:00,3.1,122.19,3616.0,1122.0,17078.0,0.0,8017.0,292.0,8037.0,3424.0,485.0
42755,2023-11-17 11:00:00,2024-07-17 00:00:00,3.1,121.57,3327.0,1103.0,16051.0,0.0,7563.0,186.0,7860.0,3481.0,471.0
42756,2023-11-17 12:00:00,2024-07-17 00:00:00,3.1,126.37,3392.0,1188.0,15787.0,44.0,7424.0,64.0,7481.0,3434.0,471.0
42757,2023-11-17 13:00:00,2024-07-17 00:00:00,3.1,124.92,3457.0,1276.0,16575.0,4.0,8157.0,0.0,7354.0,3435.0,523.0
42758,2023-11-17 14:00:00,2024-07-17 00:00:00,3.1,127.57,3667.0,1250.0,17214.0,4.0,8326.0,0.0,6800.0,3409.0,526.0
42759,2023-11-17 15:00:00,2024-07-17 00:00:00,3.1,131.96,3857.0,1343.0,17347.0,4.0,8728.0,0.0,6182.0,3458.0,520.0
42760,2023-11-17 16:00:00,2024-07-17 00:00:00,3.1,135.66,3881.0,1437.0,17424.0,4.0,8563.0,0.0,5419.0,3507.0,511.0
42761,2023-11-17 17:00:00,2024-07-17 00:00:00,3.1,137.32,3859.0,1466.0,17438.0,4.0,8524.0,0.0,4844.0,3540.0,500.0
42762,2023-11-17 18:00:00,2024-07-17 00:00:00,3.1,137.68,3844.0,1454.0,17435.0,3.0,8537.0,0.0,4614.0,3569.0,498.0
42763,2023-11-17 19:00:00,2024-07-17 00:00:00,3.1,133.65,3580.0,1421.0,17439.0,0.0,8180.0,0.0,4664.0,3546.0,504.0
42764,2023-11-17 20:00:00,2024-07-17 00:00:00,3.1,129.78,3467.0,1363.0,17439.0,0.0,7713.0,0.0,5414.0,3437.0,499.0
42765,2023-11-17 21:00:00,2024-07-17 00:00:00,3.1,124.98,3345.0,1006.0,17440.0,0.0,7167.0,0.0,5572.0,3350.0,496.0
42766,2023-11-17 22:00:00,2024-07-17 00:00:00,3.1,117.46,3046.0,632.0,17437.0,0.0,7168.0,0.0,4946.0,3291.0,497.0
42767,2023-11-17 23:00:00,2024-07-17 00:00:00,3.1,115.93,2996.0,447.0,17329.0,0.0,6750.0,0.0,4854.0,3223.0,491.0
