UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-10-17 00:00:00,389.0,525.0,17189.0,0.0,8316.0,0.0,8981.0,2203.0,280.0
2023-10-17 01:00:00,389.0,531.0,17229.0,0.0,8637.0,0.0,8407.0,2178.0,281.0
2023-10-17 02:00:00,401.0,516.0,17248.0,0.0,8848.0,0.0,7769.0,2265.0,284.0
2023-10-17 03:00:00,564.0,525.0,17268.0,0.0,8921.0,0.0,6669.0,2337.0,284.0
2023-10-17 04:00:00,825.0,579.0,17306.0,0.0,8664.0,6.0,6343.0,2513.0,310.0
2023-10-17 05:00:00,1035.0,580.0,17304.0,0.0,8847.0,162.0,5538.0,2610.0,311.0
2023-10-17 06:00:00,1088.0,653.0,17304.0,0.0,8922.0,466.0,4302.0,2576.0,292.0
2023-10-17 07:00:00,1093.0,597.0,17297.0,200.0,8872.0,756.0,2922.0,2522.0,250.0
2023-10-17 08:00:00,1118.0,609.0,17298.0,0.0,9244.0,928.0,2008.0,2497.0,225.0
2023-10-17 09:00:00,1137.0,499.0,17296.0,0.0,9058.0,976.0,1494.0,2372.0,225.0
2023-10-17 10:00:00,1111.0,535.0,17327.0,0.0,8840.0,940.0,1314.0,2405.0,232.0
2023-10-17 11:00:00,1090.0,444.0,17329.0,0.0,8800.0,774.0,1365.0,2392.0,238.0
2023-10-17 12:00:00,1077.0,405.0,17336.0,0.0,9113.0,517.0,1352.0,2407.0,244.0
2023-10-17 13:00:00,1081.0,415.0,17336.0,0.0,9294.0,210.0,1658.0,2434.0,244.0
2023-10-17 14:00:00,1091.0,416.0,17334.0,0.0,9096.0,21.0,2431.0,2518.0,262.0
2023-10-17 15:00:00,1133.0,510.0,17336.0,0.0,9165.0,0.0,3797.0,2550.0,286.0
2023-10-17 16:00:00,1167.0,512.0,17368.0,0.0,8952.0,0.0,4818.0,2543.0,283.0
2023-10-17 17:00:00,1155.0,579.0,17368.0,0.0,8955.0,0.0,5386.0,2505.0,276.0
2023-10-17 18:00:00,1110.0,581.0,17370.0,0.0,9047.0,0.0,5749.0,2504.0,276.0
2023-10-17 19:00:00,862.0,569.0,17375.0,0.0,8862.0,0.0,6356.0,2356.0,276.0
2023-10-17 20:00:00,613.0,605.0,17382.0,0.0,8676.0,0.0,6635.0,2283.0,279.0
2023-10-17 21:00:00,489.0,582.0,17379.0,0.0,8301.0,0.0,7317.0,2123.0,288.0
2023-10-17 22:00:00,443.0,564.0,17241.0,0.0,8523.0,0.0,7308.0,2132.0,288.0
2023-10-17 23:00:00,438.0,557.0,17212.0,0.0,8702.0,0.0,7686.0,2120.0,288.0
