Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
40896,2023-09-01 00:00:00,2024-07-17 00:00:00,3.1,39.9,889.0,632.0,11139.0,0.0,4664.0,0.0,5371.0,2082.0,148.0
40897,2023-09-01 01:00:00,2024-07-17 00:00:00,3.1,39.46,886.0,612.0,11135.0,0.0,4863.0,0.0,5203.0,2113.0,148.0
40898,2023-09-01 02:00:00,2024-07-17 00:00:00,3.1,42.01,975.0,606.0,11138.0,0.0,5794.0,0.0,4367.0,2077.0,156.0
40899,2023-09-01 03:00:00,2024-07-17 00:00:00,3.1,53.01,1378.0,700.0,11134.0,0.0,7395.0,76.0,3395.0,2101.0,156.0
40900,2023-09-01 04:00:00,2024-07-17 00:00:00,3.1,60.56,1736.0,761.0,11136.0,0.0,8886.0,219.0,3058.0,2014.0,162.0
40901,2023-09-01 05:00:00,2024-07-17 00:00:00,3.1,59.78,1708.0,703.0,11134.0,0.0,8898.0,418.0,2736.0,1815.0,156.0
40902,2023-09-01 06:00:00,2024-07-17 00:00:00,3.1,59.42,1781.0,624.0,11133.0,0.0,9163.0,808.0,2642.0,1782.0,146.0
40903,2023-09-01 07:00:00,2024-07-17 00:00:00,3.1,58.17,1761.0,625.0,11133.0,0.0,8923.0,1256.0,2768.0,1790.0,143.0
40904,2023-09-01 08:00:00,2024-07-17 00:00:00,3.1,56.81,1658.0,634.0,11126.0,0.0,8157.0,1556.0,2700.0,1802.0,145.0
40905,2023-09-01 09:00:00,2024-07-17 00:00:00,3.1,51.53,1383.0,708.0,11126.0,0.0,7559.0,1655.0,2641.0,1799.0,137.0
40906,2023-09-01 10:00:00,2024-07-17 00:00:00,3.1,45.22,1237.0,582.0,11125.0,1.0,8343.0,1491.0,2478.0,1806.0,128.0
40907,2023-09-01 11:00:00,2024-07-17 00:00:00,3.1,44.68,1163.0,617.0,11124.0,2.0,7762.0,1300.0,2626.0,1785.0,124.0
40908,2023-09-01 12:00:00,2024-07-17 00:00:00,3.1,44.02,1164.0,622.0,11123.0,0.0,8187.0,1240.0,2660.0,1799.0,122.0
40909,2023-09-01 13:00:00,2024-07-17 00:00:00,3.1,48.35,1276.0,676.0,11121.0,12.0,8358.0,1062.0,2606.0,1780.0,143.0
40910,2023-09-01 14:00:00,2024-07-17 00:00:00,3.1,53.72,1513.0,638.0,11165.0,0.0,8407.0,745.0,2928.0,1803.0,144.0
40911,2023-09-01 15:00:00,2024-07-17 00:00:00,3.1,69.04,2085.0,590.0,11158.0,0.0,7867.0,398.0,3211.0,1803.0,136.0
40912,2023-09-01 16:00:00,2024-07-17 00:00:00,3.1,76.79,2350.0,613.0,11158.0,0.0,7874.0,107.0,3189.0,1811.0,137.0
40913,2023-09-01 17:00:00,2024-07-17 00:00:00,3.1,80.84,2582.0,611.0,11161.0,0.0,8095.0,0.0,3674.0,1827.0,144.0
40914,2023-09-01 18:00:00,2024-07-17 00:00:00,3.1,79.78,2568.0,612.0,11157.0,0.0,8019.0,0.0,4065.0,1819.0,151.0
40915,2023-09-01 19:00:00,2024-07-17 00:00:00,3.1,70.98,2241.0,529.0,11161.0,0.0,7740.0,0.0,4363.0,1811.0,154.0
40916,2023-09-01 20:00:00,2024-07-17 00:00:00,3.1,48.74,1408.0,488.0,11158.0,0.0,7381.0,0.0,5165.0,1789.0,160.0
40917,2023-09-01 21:00:00,2024-07-17 00:00:00,3.1,37.7,934.0,482.0,11160.0,0.0,6176.0,0.0,5299.0,1791.0,160.0
40918,2023-09-01 22:00:00,2024-07-17 00:00:00,3.1,35.13,780.0,485.0,11159.0,0.0,5857.0,0.0,4488.0,1749.0,165.0
40919,2023-09-01 23:00:00,2024-07-17 00:00:00,3.1,35.36,723.0,498.0,11155.0,0.0,5246.0,0.0,3998.0,1756.0,172.0
