UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-06-24 00:00:00,17.0,2896.0,33266.0,133.0,7783.0,0.0,2602.0,443.0
2023-06-24 01:00:00,17.0,2598.0,33586.0,134.0,7581.0,0.0,2685.0,450.0
2023-06-24 02:00:00,17.0,2612.0,33783.0,134.0,7218.0,0.0,2769.0,455.0
2023-06-24 03:00:00,17.0,2573.0,33736.0,134.0,7219.0,0.0,2877.0,455.0
2023-06-24 04:00:00,16.0,2492.0,33601.0,134.0,7274.0,471.0,2845.0,453.0
2023-06-24 05:00:00,15.0,2284.0,33878.0,134.0,7570.0,1535.0,2706.0,457.0
2023-06-24 06:00:00,13.0,1510.0,33179.0,134.0,7479.0,4020.0,2110.0,452.0
2023-06-24 07:00:00,12.0,1143.0,32701.0,134.0,7297.0,7106.0,1687.0,452.0
2023-06-24 08:00:00,11.0,836.0,32086.0,133.0,7143.0,9692.0,1644.0,443.0
2023-06-24 09:00:00,11.0,515.0,31028.0,133.0,6675.0,11508.0,1824.0,444.0
2023-06-24 10:00:00,11.0,474.0,30281.0,132.0,6142.0,12557.0,1848.0,445.0
2023-06-24 11:00:00,11.0,478.0,29415.0,132.0,5989.0,12934.0,1683.0,437.0
2023-06-24 12:00:00,11.0,477.0,29096.0,132.0,6112.0,12839.0,1558.0,446.0
2023-06-24 13:00:00,11.0,475.0,29568.0,132.0,6233.0,12197.0,1517.0,434.0
2023-06-24 14:00:00,11.0,556.0,30444.0,132.0,6426.0,10880.0,1496.0,440.0
2023-06-24 15:00:00,11.0,1115.0,31785.0,132.0,7454.0,8849.0,1529.0,450.0
2023-06-24 16:00:00,11.0,2073.0,33241.0,132.0,8161.0,6213.0,1575.0,450.0
2023-06-24 17:00:00,11.0,2604.0,33721.0,132.0,8752.0,3289.0,1672.0,445.0
2023-06-24 18:00:00,11.0,2664.0,33848.0,132.0,9576.0,1153.0,1789.0,442.0
2023-06-24 19:00:00,11.0,2677.0,33780.0,131.0,9422.0,362.0,2168.0,436.0
2023-06-24 20:00:00,11.0,2631.0,33433.0,475.0,9152.0,219.0,2734.0,440.0
2023-06-24 21:00:00,11.0,2655.0,33456.0,459.0,8961.0,0.0,2989.0,436.0
2023-06-24 22:00:00,11.0,2615.0,33507.0,132.0,7908.0,0.0,3014.0,430.0
2023-06-24 23:00:00,11.0,2288.0,33359.0,132.0,7468.0,0.0,3178.0,436.0
