datetime,avg_nat_gas_production_forecast
2023-06-27T00:00:00.000000000,1391.25616
2023-06-27T01:00:00.000000000,1330.20863
2023-06-27T02:00:00.000000000,1299.16827
2023-06-27T03:00:00.000000000,1224.61302
2023-06-27T04:00:00.000000000,1121.4077
2023-06-27T05:00:00.000000000,1018.84435
2023-06-27T06:00:00.000000000,901.17404
2023-06-27T07:00:00.000000000,786.31558
2023-06-27T08:00:00.000000000,662.26259
2023-06-27T09:00:00.000000000,603.02536
2023-06-27T10:00:00.000000000,517.06977
2023-06-27T11:00:00.000000000,498.90695
2023-06-27T12:00:00.000000000,568.9918
2023-06-27T13:00:00.000000000,590.93482
2023-06-27T14:00:00.000000000,606.49891
2023-06-27T15:00:00.000000000,649.20019
2023-06-27T16:00:00.000000000,706.27384
2023-06-27T17:00:00.000000000,830.60172
2023-06-27T18:00:00.000000000,915.43814
2023-06-27T19:00:00.000000000,1026.96983
2023-06-27T20:00:00.000000000,1149.16809
2023-06-27T21:00:00.000000000,1253.11958
2023-06-27T22:00:00.000000000,1359.07279
2023-06-27T23:00:00.000000000,1402.51958
2023-06-28T00:00:00.000000000,1413.8365
2023-06-28T01:00:00.000000000,1353.84434
2023-06-28T02:00:00.000000000,1322.01312
2023-06-28T03:00:00.000000000,1247.80561
2023-06-28T04:00:00.000000000,1152.56464
2023-06-28T05:00:00.000000000,1060.39229
2023-06-28T06:00:00.000000000,955.41728
2023-06-28T07:00:00.000000000,855.71137
2023-06-28T08:00:00.000000000,742.8577
2023-06-28T09:00:00.000000000,693.7122
2023-06-28T10:00:00.000000000,615.17837
2023-06-28T11:00:00.000000000,603.53588
2023-06-28T12:00:00.000000000,676.34328
2023-06-28T13:00:00.000000000,695.34039
2023-06-28T14:00:00.000000000,703.2828
2023-06-28T15:00:00.000000000,736.33033
2023-06-28T16:00:00.000000000,782.71022
2023-06-28T17:00:00.000000000,897.87093
2023-06-28T18:00:00.000000000,972.13282
2023-06-28T19:00:00.000000000,1076.01463
2023-06-28T20:00:00.000000000,1189.45212
2023-06-28T21:00:00.000000000,1292.36716
2023-06-28T22:00:00.000000000,1389.99867
2023-06-28T23:00:00.000000000,1427.75462
2023-06-29T00:00:00.000000000,1435.48783
2023-06-29T01:00:00.000000000,1376.30308
2023-06-29T02:00:00.000000000,1343.6699
2023-06-29T03:00:00.000000000,1269.57493
2023-06-29T04:00:00.000000000,1181.06302
2023-06-29T05:00:00.000000000,1097.70977
2023-06-29T06:00:00.000000000,1003.55374
2023-06-29T07:00:00.000000000,916.83465
2023-06-29T08:00:00.000000000,813.53139
2023-06-29T09:00:00.000000000,773.00257
2023-06-29T10:00:00.000000000,700.80232
2023-06-29T11:00:00.000000000,694.83844
2023-06-29T12:00:00.000000000,770.07308
2023-06-29T13:00:00.000000000,786.50872
2023-06-29T14:00:00.000000000,787.85736
2023-06-29T15:00:00.000000000,812.54879
2023-06-29T16:00:00.000000000,849.71573
2023-06-29T17:00:00.000000000,957.16092
2023-06-29T18:00:00.000000000,1022.38583
2023-06-29T19:00:00.000000000,1119.83274
2023-06-29T20:00:00.000000000,1225.86936
2023-06-29T21:00:00.000000000,1328.16512
2023-06-29T22:00:00.000000000,1418.67576
2023-06-29T23:00:00.000000000,1451.53719
2023-06-30T00:00:00.000000000,1456.0361
2023-06-30T01:00:00.000000000,1397.46324
2023-06-30T02:00:00.000000000,1364.0355
2023-06-30T03:00:00.000000000,1289.88079
2023-06-30T04:00:00.000000000,1207.06913
2023-06-30T05:00:00.000000000,1131.22093
2023-06-30T06:00:00.000000000,1046.30901
2023-06-30T07:00:00.000000000,970.7496
2023-06-30T08:00:00.000000000,875.61237
2023-06-30T09:00:00.000000000,842.46031
2023-06-30T10:00:00.000000000,775.67927
2023-06-30T11:00:00.000000000,774.67124
2023-06-30T12:00:00.000000000,852.0709
2023-06-30T13:00:00.000000000,866.27473
2023-06-30T14:00:00.000000000,861.90543
2023-06-30T15:00:00.000000000,879.34673
2023-06-30T16:00:00.000000000,908.55695
2023-06-30T17:00:00.000000000,1009.49158
2023-06-30T18:00:00.000000000,1066.97334
2023-06-30T19:00:00.000000000,1158.99347
2023-06-30T20:00:00.000000000,1258.76141
2023-06-30T21:00:00.000000000,1360.75254
2023-06-30T22:00:00.000000000,1445.15377
2023-06-30T23:00:00.000000000,1473.79495
