UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-04-18 00:00:00,3456.0,2660.0,5636.0,9414.0,0.0,2698.0,113.0
2023-04-18 01:00:00,3379.0,2662.0,5634.0,9304.0,0.0,2777.0,111.0
2023-04-18 02:00:00,3429.0,2667.0,5632.0,9132.0,0.0,2453.0,112.0
2023-04-18 03:00:00,3439.0,2707.0,5633.0,10694.0,1.0,2059.0,120.0
2023-04-18 04:00:00,3384.0,2626.0,5638.0,11735.0,68.0,2180.0,124.0
2023-04-18 05:00:00,3445.0,2512.0,5639.0,12010.0,389.0,1649.0,124.0
2023-04-18 06:00:00,3450.0,2287.0,5497.0,12402.0,818.0,1445.0,126.0
2023-04-18 07:00:00,3362.0,2258.0,5528.0,12199.0,1352.0,1575.0,125.0
2023-04-18 08:00:00,3337.0,2236.0,5603.0,11072.0,1801.0,1444.0,119.0
2023-04-18 09:00:00,3416.0,2243.0,5481.0,11244.0,2058.0,902.0,120.0
2023-04-18 10:00:00,3443.0,2260.0,5559.0,11240.0,2090.0,629.0,121.0
2023-04-18 11:00:00,3447.0,2264.0,5577.0,11376.0,1908.0,677.0,127.0
2023-04-18 12:00:00,3436.0,2254.0,5629.0,11580.0,1433.0,835.0,122.0
2023-04-18 13:00:00,3707.0,2257.0,5640.0,12098.0,1220.0,882.0,122.0
2023-04-18 14:00:00,3700.0,2266.0,5640.0,12886.0,1005.0,1219.0,121.0
2023-04-18 15:00:00,3969.0,2274.0,5640.0,12636.0,459.0,1890.0,124.0
2023-04-18 16:00:00,4174.0,2298.0,5644.0,12635.0,81.0,2439.0,129.0
2023-04-18 17:00:00,3783.0,2295.0,5644.0,12602.0,0.0,3041.0,126.0
2023-04-18 18:00:00,3365.0,2294.0,5621.0,12237.0,0.0,3822.0,120.0
2023-04-18 19:00:00,3541.0,2286.0,5632.0,11028.0,0.0,4233.0,119.0
2023-04-18 20:00:00,4104.0,2288.0,5632.0,10238.0,0.0,4460.0,114.0
2023-04-18 21:00:00,4582.0,2284.0,5637.0,10168.0,0.0,3893.0,111.0
2023-04-18 22:00:00,4437.0,2289.0,5636.0,9252.0,0.0,3707.0,102.0
2023-04-18 23:00:00,4147.0,2246.0,5638.0,10119.0,0.0,3613.0,103.0
