UTC time,Local time,net_generation,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
01/02/2020 06:00:00,2020-01-01 22:00:00,11328,8,6113,2273,45,0,0,2920,0
01/02/2020 07:00:00,2020-01-01 23:00:00,10782,7,5535,2274,91,0,0,2906,0
01/02/2020 08:00:00,2020-01-02 00:00:00,10817,7,5356,2272,91,0,0,3121,0
01/02/2020 09:00:00,2020-01-02 01:00:00,10424,7,5121,2270,90,0,0,2967,0
01/02/2020 10:00:00,2020-01-02 02:00:00,9406,7,5087,2272,90,0,0,1981,0
01/02/2020 11:00:00,2020-01-02 03:00:00,9860,7,5369,2275,91,0,0,2151,0
01/02/2020 12:00:00,2020-01-02 04:00:00,10186,8,5664,2272,90,0,0,2185,0
01/02/2020 13:00:00,2020-01-02 05:00:00,10101,7,5482,2276,90,0,0,2279,0
01/02/2020 14:00:00,2020-01-02 06:00:00,10909,7,5897,2275,91,0,0,2674,0
01/02/2020 15:00:00,2020-01-02 07:00:00,11611,5,6619,2273,90,0,145,2480,0
01/02/2020 16:00:00,2020-01-02 08:00:00,13234,8,6624,2273,91,0,3085,1154,0
01/02/2020 17:00:00,2020-01-02 09:00:00,15158,7,6131,2273,91,0,5978,679,0
01/02/2020 18:00:00,2020-01-02 10:00:00,14688,6,5619,2272,90,0,6318,383,0
01/02/2020 19:00:00,2020-01-02 11:00:00,15706,6,5879,2272,84,0,6926,538,0
01/02/2020 20:00:00,2020-01-02 12:00:00,15614,7,6104,2275,91,0,6573,565,0
01/02/2020 21:00:00,2020-01-02 13:00:00,15834,5,6290,2274,92,0,6760,414,0
01/02/2020 22:00:00,2020-01-02 14:00:00,15771,7,6508,2273,92,0,6586,305,0
01/02/2020 23:00:00,2020-01-02 15:00:00,14479,5,7088,2274,91,0,4825,196,0
01/03/2020 00:00:00,2020-01-02 16:00:00,12279,6,8344,2274,90,0,1416,149,0
01/03/2020 01:00:00,2020-01-02 17:00:00,12628,5,10040,2274,91,0,51,167,0
01/03/2020 02:00:00,2020-01-02 18:00:00,12846,6,10218,2273,91,0,50,209,0
01/03/2020 03:00:00,2020-01-02 19:00:00,12898,5,10328,2274,91,0,49,150,0
01/03/2020 04:00:00,2020-01-02 20:00:00,12804,5,10367,2272,90,0,10,60,0
01/03/2020 05:00:00,2020-01-02 21:00:00,12673,5,10198,2274,90,0,0,136,0
01/03/2020 06:00:00,2020-01-02 22:00:00,12223,6,9773,2268,90,0,0,118,0
01/03/2020 07:00:00,2020-01-02 23:00:00,11720,5,9266,2270,46,0,0,164,0
01/03/2020 08:00:00,2020-01-03 00:00:00,11104,6,8651,2269,46,0,0,164,0
01/03/2020 09:00:00,2020-01-03 01:00:00,10916,6,8428,2267,46,0,0,200,0
01/03/2020 10:00:00,2020-01-03 02:00:00,10858,6,8355,2270,91,0,0,169,0
01/03/2020 11:00:00,2020-01-03 03:00:00,10702,6,8188,2271,46,0,0,226,0
01/03/2020 12:00:00,2020-01-03 04:00:00,10779,7,8352,2271,45,0,0,137,0
01/03/2020 13:00:00,2020-01-03 05:00:00,10964,7,8465,2268,46,0,5,173,0
01/03/2020 14:00:00,2020-01-03 06:00:00,11321,6,8767,2269,90,0,4,185,0
01/03/2020 15:00:00,2020-01-03 07:00:00,12060,6,9349,2269,90,0,189,156,0
01/03/2020 16:00:00,2020-01-03 08:00:00,14345,4,8799,2268,90,0,2995,190,0
01/03/2020 17:00:00,2020-01-03 09:00:00,15902,7,7714,2269,90,0,5697,125,0
01/03/2020 18:00:00,2020-01-03 10:00:00,15737,7,6698,2268,49,0,6579,136,0
01/03/2020 19:00:00,2020-01-03 11:00:00,16393,8,6377,2270,50,0,7549,140,0
01/03/2020 20:00:00,2020-01-03 12:00:00,15939,7,6390,2267,51,0,7084,139,0
01/03/2020 21:00:00,2020-01-03 13:00:00,16028,7,6322,2267,91,0,7203,139,0
01/03/2020 22:00:00,2020-01-03 14:00:00,15975,5,6722,2269,91,0,6713,175,0
01/03/2020 23:00:00,2020-01-03 15:00:00,15226,5,7261,2269,91,0,5387,214,0
01/04/2020 00:00:00,2020-01-03 16:00:00,12459,6,8172,2266,92,0,1731,192,0
01/04/2020 01:00:00,2020-01-03 17:00:00,12393,7,9803,2270,91,0,4,218,0
01/04/2020 02:00:00,2020-01-03 18:00:00,12521,6,9845,2269,91,0,9,301,0
01/04/2020 03:00:00,2020-01-03 19:00:00,12395,5,9695,2268,91,0,9,327,0
01/04/2020 04:00:00,2020-01-03 20:00:00,12279,5,9606,2267,90,0,0,343,0
01/04/2020 05:00:00,2020-01-03 21:00:00,12072,7,9434,2265,91,0,0,307,0
01/04/2020 06:00:00,2020-01-03 22:00:00,12141,7,9547,2266,90,0,0,264,0
01/04/2020 07:00:00,2020-01-03 23:00:00,11166,7,8702,2267,46,0,0,178,0
01/04/2020 08:00:00,2020-01-04 00:00:00,10372,6,7845,2269,90,0,0,194,0
01/04/2020 09:00:00,2020-01-04 01:00:00,9470,6,6788,2267,91,0,0,352,0
01/04/2020 10:00:00,2020-01-04 02:00:00,9149,7,6440,2269,91,0,0,375,0
01/04/2020 11:00:00,2020-01-04 03:00:00,8520,8,5851,2270,90,0,0,336,0
01/04/2020 12:00:00,2020-01-04 04:00:00,8621,5,5885,2270,90,0,0,408,0
01/04/2020 13:00:00,2020-01-04 05:00:00,8659,7,5794,2270,90,0,0,534,0
01/04/2020 14:00:00,2020-01-04 06:00:00,9076,11,5912,2272,90,0,0,827,0
01/04/2020 15:00:00,2020-01-04 07:00:00,9634,12,5873,2271,90,0,162,1226,0
01/04/2020 16:00:00,2020-01-04 08:00:00,11389,10,4511,2272,90,0,3239,1268,0
01/04/2020 17:00:00,2020-01-04 09:00:00,13342,11,3083,2271,90,0,6591,1297,0
01/04/2020 18:00:00,2020-01-04 10:00:00,13798,16,2950,2272,90,0,7242,1228,0
01/04/2020 19:00:00,2020-01-04 11:00:00,14019,16,3165,2272,91,0,7345,1131,0
01/04/2020 20:00:00,2020-01-04 12:00:00,13858,16,3008,2272,90,0,7209,1263,0
01/04/2020 21:00:00,2020-01-04 13:00:00,14379,15,3423,2272,90,0,7056,1522,0
01/04/2020 22:00:00,2020-01-04 14:00:00,13910,13,3505,2272,90,0,6456,1574,0
01/04/2020 23:00:00,2020-01-04 15:00:00,14014,15,4677,2272,90,0,5444,1516,0
01/05/2020 00:00:00,2020-01-04 16:00:00,11200,17,5780,2272,90,0,1541,1500,0
01/05/2020 01:00:00,2020-01-04 17:00:00,10840,13,6616,2272,91,0,0,1873,0
01/05/2020 02:00:00,2020-01-04 18:00:00,11383,13,7198,2271,90,0,0,1831,0
01/05/2020 03:00:00,2020-01-04 19:00:00,11318,13,7182,2271,90,0,0,1783,0
01/05/2020 04:00:00,2020-01-04 20:00:00,11464,15,7503,2272,90,0,0,1604,0
01/05/2020 05:00:00,2020-01-04 21:00:00,11640,15,7951,2272,90,0,0,1333,0
01/05/2020 06:00:00,2020-01-04 22:00:00,11333,13,7975,2271,90,0,0,1018,0
01/05/2020 07:00:00,2020-01-04 23:00:00,10475,13,7378,2273,90,0,0,755,0
01/05/2020 08:00:00,2020-01-05 00:00:00,10539,13,6958,2273,90,0,0,1237,0
01/05/2020 09:00:00,2020-01-05 01:00:00,10200,13,6733,2271,46,0,0,1171,0
01/05/2020 10:00:00,2020-01-05 02:00:00,10865,13,6701,2274,90,0,0,1820,0
01/05/2020 11:00:00,2020-01-05 03:00:00,10403,13,6419,2274,90,0,0,1642,0
01/05/2020 12:00:00,2020-01-05 04:00:00,10411,13,6272,2274,90,0,0,1798,0
01/05/2020 13:00:00,2020-01-05 05:00:00,10465,14,6730,2273,90,0,0,1394,0
01/05/2020 14:00:00,2020-01-05 06:00:00,10637,13,5843,2274,91,0,0,2454,0
01/05/2020 15:00:00,2020-01-05 07:00:00,11128,11,6141,2274,91,0,169,2443,0
01/05/2020 16:00:00,2020-01-05 08:00:00,12803,12,5236,2273,91,0,2490,2701,0
01/05/2020 17:00:00,2020-01-05 09:00:00,12302,14,2652,2274,90,0,4905,2366,0
01/05/2020 18:00:00,2020-01-05 10:00:00,14406,14,3219,2273,90,0,6434,2376,0
01/05/2020 19:00:00,2020-01-05 11:00:00,14574,11,2683,2274,90,0,7194,2322,0
01/05/2020 20:00:00,2020-01-05 12:00:00,14497,13,2722,2273,90,0,7138,2260,0
01/05/2020 21:00:00,2020-01-05 13:00:00,14527,13,2485,2274,91,0,7262,2402,0
01/05/2020 22:00:00,2020-01-05 14:00:00,13228,13,2350,2274,47,0,6278,2266,0
01/05/2020 23:00:00,2020-01-05 15:00:00,13289,13,3508,2274,46,0,4948,2500,0
01/06/2020 00:00:00,2020-01-05 16:00:00,11231,12,4859,2273,91,0,1441,2556,0
01/06/2020 01:00:00,2020-01-05 17:00:00,11621,12,6704,2274,91,0,0,2577,0
01/06/2020 02:00:00,2020-01-05 18:00:00,11810,12,7475,2274,91,0,0,1991,0
01/06/2020 03:00:00,2020-01-05 19:00:00,11511,13,8049,2274,90,0,0,1118,0
01/06/2020 04:00:00,2020-01-05 20:00:00,11414,12,8266,2274,90,0,0,805,0
01/06/2020 05:00:00,2020-01-05 21:00:00,11092,12,8122,2277,90,0,0,625,0
01/06/2020 06:00:00,2020-01-05 22:00:00,11065,12,8128,2275,90,0,0,594,0
01/06/2020 07:00:00,2020-01-05 23:00:00,10636,12,7675,2274,90,0,0,620,0
01/06/2020 08:00:00,2020-01-06 00:00:00,10562,13,7566,2276,90,0,0,650,0
01/06/2020 09:00:00,2020-01-06 01:00:00,10443,13,7432,2275,90,0,0,667,0
01/06/2020 10:00:00,2020-01-06 02:00:00,10293,12,7353,2277,90,0,0,596,0
01/06/2020 11:00:00,2020-01-06 03:00:00,10260,11,7275,2274,90,0,0,646,0
01/06/2020 12:00:00,2020-01-06 04:00:00,10642,12,7692,2274,91,0,0,609,0
01/06/2020 13:00:00,2020-01-06 05:00:00,10961,13,8123,2275,46,0,0,541,0
01/06/2020 14:00:00,2020-01-06 06:00:00,11882,13,9024,2276,46,0,0,562,0
01/06/2020 15:00:00,2020-01-06 07:00:00,12910,12,9829,2276,90,0,157,546,0
01/06/2020 16:00:00,2020-01-06 08:00:00,15126,14,8998,2276,91,0,3317,431,0
01/06/2020 17:00:00,2020-01-06 09:00:00,15965,14,7198,2276,48,0,5876,551,0
01/06/2020 18:00:00,2020-01-06 10:00:00,16511,13,6904,2275,91,0,6703,525,0
01/06/2020 19:00:00,2020-01-06 11:00:00,16206,13,6689,2276,90,0,6839,299,0
01/06/2020 20:00:00,2020-01-06 12:00:00,17449,12,7509,2274,91,0,7180,383,0
01/06/2020 21:00:00,2020-01-06 13:00:00,17359,14,7406,2274,91,0,7403,172,0
01/06/2020 22:00:00,2020-01-06 14:00:00,16606,16,7056,2274,91,0,7011,158,0
01/06/2020 23:00:00,2020-01-06 15:00:00,16210,15,7818,2275,91,0,5862,149,0
01/07/2020 00:00:00,2020-01-06 16:00:00,14612,14,9981,2272,90,0,2139,116,0
01/07/2020 01:00:00,2020-01-06 17:00:00,13945,14,11455,2275,91,0,0,134,0
01/07/2020 02:00:00,2020-01-06 18:00:00,14396,11,11865,2275,91,0,0,187,0
01/07/2020 03:00:00,2020-01-06 19:00:00,14272,13,11761,2275,91,0,0,164,0
01/07/2020 04:00:00,2020-01-06 20:00:00,13922,11,11401,2276,90,0,0,176,0
01/07/2020 05:00:00,2020-01-06 21:00:00,13630,17,11045,2273,90,0,0,237,0
01/07/2020 06:00:00,2020-01-06 22:00:00,13157,12,10542,2271,90,0,0,275,0
01/07/2020 07:00:00,2020-01-06 23:00:00,12209,13,9549,2274,91,0,0,315,0
01/07/2020 08:00:00,2020-01-07 00:00:00,11569,13,8950,2272,90,0,0,276,0
01/07/2020 09:00:00,2020-01-07 01:00:00,11326,13,8700,2271,90,0,0,285,0
01/07/2020 10:00:00,2020-01-07 02:00:00,10988,13,8325,2273,90,0,0,322,0
01/07/2020 11:00:00,2020-01-07 03:00:00,10880,13,8175,2274,90,0,0,364,0
01/07/2020 12:00:00,2020-01-07 04:00:00,11002,14,8301,2272,90,0,0,360,0
01/07/2020 13:00:00,2020-01-07 05:00:00,11330,14,8631,2273,90,0,0,358,0
01/07/2020 14:00:00,2020-01-07 06:00:00,12661,12,9986,2272,47,0,0,382,0
01/07/2020 15:00:00,2020-01-07 07:00:00,14129,12,11252,2273,91,0,119,382,0
01/07/2020 16:00:00,2020-01-07 08:00:00,15919,13,9953,2272,90,0,3306,284,0
01/07/2020 17:00:00,2020-01-07 09:00:00,16311,15,8120,2274,91,0,5556,256,0
01/07/2020 18:00:00,2020-01-07 10:00:00,16325,14,7767,2271,90,0,5981,203,0
01/07/2020 19:00:00,2020-01-07 11:00:00,16562,16,7431,2271,90,0,6564,189,0
01/07/2020 20:00:00,2020-01-07 12:00:00,16261,19,7605,2274,91,0,6058,216,0
01/07/2020 21:00:00,2020-01-07 13:00:00,15926,17,7551,2275,91,0,5819,173,0
01/07/2020 22:00:00,2020-01-07 14:00:00,15236,16,8029,2272,47,0,4727,145,0
01/07/2020 23:00:00,2020-01-07 15:00:00,15013,16,9152,2270,91,0,3317,168,0
01/08/2020 00:00:00,2020-01-07 16:00:00,14175,19,10238,2271,91,0,1264,293,0
01/08/2020 01:00:00,2020-01-07 17:00:00,14193,18,11378,2270,91,0,0,465,0
01/08/2020 02:00:00,2020-01-07 18:00:00,14755,15,11588,2272,91,0,0,820,0
01/08/2020 03:00:00,2020-01-07 19:00:00,14993,12,11338,2271,91,0,0,1311,0
01/08/2020 04:00:00,2020-01-07 20:00:00,15180,13,11495,2274,91,0,0,1336,0
01/08/2020 05:00:00,2020-01-07 21:00:00,14703,13,10764,2273,90,0,0,1594,0
01/08/2020 06:00:00,2020-01-07 22:00:00,13646,13,9686,2270,90,0,0,1618,0
01/08/2020 07:00:00,2020-01-07 23:00:00,12112,13,8851,2275,90,0,0,913,0
01/08/2020 08:00:00,2020-01-08 00:00:00,11207,13,7570,2275,91,0,0,1290,0
01/08/2020 09:00:00,2020-01-08 01:00:00,10710,14,5960,2270,90,0,0,2407,0
01/08/2020 10:00:00,2020-01-08 02:00:00,10935,14,5528,2271,90,0,0,3063,0
01/08/2020 11:00:00,2020-01-08 03:00:00,10496,15,5065,2273,90,0,0,3087,0
01/08/2020 12:00:00,2020-01-08 04:00:00,10366,14,5401,2272,90,0,0,2623,0
01/08/2020 13:00:00,2020-01-08 05:00:00,10602,14,5533,2271,90,0,0,2728,0
01/08/2020 14:00:00,2020-01-08 06:00:00,11906,14,6250,2273,91,0,0,3313,0
01/08/2020 15:00:00,2020-01-08 07:00:00,13182,12,7829,2273,90,0,133,2845,0
01/08/2020 16:00:00,2020-01-08 08:00:00,14703,11,7089,2273,90,0,2776,2463,0
01/08/2020 17:00:00,2020-01-08 09:00:00,15965,10,6529,2274,91,0,5070,1992,0
01/08/2020 18:00:00,2020-01-08 10:00:00,16147,12,6189,2274,90,0,5810,1772,0
01/08/2020 19:00:00,2020-01-08 11:00:00,16582,15,5870,2273,90,0,6540,1793,0
01/08/2020 20:00:00,2020-01-08 12:00:00,16397,13,5444,2273,91,0,6133,2444,0
01/08/2020 21:00:00,2020-01-08 13:00:00,15761,14,4655,2272,91,0,5995,2734,0
01/08/2020 22:00:00,2020-01-08 14:00:00,15588,14,5034,2272,48,0,4921,3298,0
01/08/2020 23:00:00,2020-01-08 15:00:00,15647,15,6323,2271,91,0,3137,3810,0
01/09/2020 00:00:00,2020-01-08 16:00:00,14450,14,6984,2272,91,0,1493,3596,0
01/09/2020 01:00:00,2020-01-08 17:00:00,14141,14,8113,2271,91,0,0,3689,0
01/09/2020 02:00:00,2020-01-08 18:00:00,14527,15,8521,2272,91,0,0,3659,0
01/09/2020 03:00:00,2020-01-08 19:00:00,14255,16,8808,2275,91,0,0,3095,0
01/09/2020 04:00:00,2020-01-08 20:00:00,14840,16,9514,2274,47,0,0,3021,0
01/09/2020 05:00:00,2020-01-08 21:00:00,13359,17,8071,2272,90,0,0,2940,0
01/09/2020 06:00:00,2020-01-08 22:00:00,12733,16,7330,2273,90,0,0,3054,0
01/09/2020 07:00:00,2020-01-08 23:00:00,12492,16,6918,2276,90,0,0,3223,0
01/09/2020 08:00:00,2020-01-09 00:00:00,11327,14,5914,2274,90,0,0,3067,0
01/09/2020 09:00:00,2020-01-09 01:00:00,11308,17,5541,2274,90,0,0,3417,0
01/09/2020 10:00:00,2020-01-09 02:00:00,11159,18,5500,2273,90,0,0,3309,0
01/09/2020 11:00:00,2020-01-09 03:00:00,10938,17,5288,2274,91,0,0,3301,0
01/09/2020 12:00:00,2020-01-09 04:00:00,11349,19,5848,2273,91,0,0,3152,0
01/09/2020 13:00:00,2020-01-09 05:00:00,11648,17,6370,2273,90,0,0,2933,0
01/09/2020 14:00:00,2020-01-09 06:00:00,13005,18,7711,2273,90,0,0,2949,0
01/09/2020 15:00:00,2020-01-09 07:00:00,13922,19,8409,2274,91,0,93,3037,0
01/09/2020 16:00:00,2020-01-09 08:00:00,16288,17,8211,2274,91,0,2575,3121,0
01/09/2020 17:00:00,2020-01-09 09:00:00,16818,18,6541,2275,91,0,4922,2971,0
01/09/2020 18:00:00,2020-01-09 10:00:00,16759,18,6529,2273,90,0,5150,2699,0
01/09/2020 19:00:00,2020-01-09 11:00:00,16713,18,5665,2272,91,0,6252,2415,0
01/09/2020 20:00:00,2020-01-09 12:00:00,16460,16,5714,2272,90,0,5851,2516,0
01/09/2020 21:00:00,2020-01-09 13:00:00,15996,18,5555,2273,91,0,5691,2369,0
01/09/2020 22:00:00,2020-01-09 14:00:00,16992,17,5742,2271,91,0,5777,3094,0
01/09/2020 23:00:00,2020-01-09 15:00:00,16259,18,6463,2271,91,0,4404,3012,0
01/10/2020 00:00:00,2020-01-09 16:00:00,15351,17,7797,2273,91,0,1492,3681,0
01/10/2020 01:00:00,2020-01-09 17:00:00,15273,18,9535,2271,91,0,0,3394,0
01/10/2020 02:00:00,2020-01-09 18:00:00,15048,18,9722,2271,91,0,0,2978,0
01/10/2020 03:00:00,2020-01-09 19:00:00,14938,16,10416,2272,91,0,0,2176,0
01/10/2020 04:00:00,2020-01-09 20:00:00,14358,16,10643,2273,91,0,0,1367,0
01/10/2020 05:00:00,2020-01-09 21:00:00,14281,15,10529,2272,90,0,0,1407,0
01/10/2020 06:00:00,2020-01-09 22:00:00,13538,17,9258,2273,90,0,0,1932,0
01/10/2020 07:00:00,2020-01-09 23:00:00,13311,19,8958,2271,90,0,0,2006,0
01/10/2020 08:00:00,2020-01-10 00:00:00,12148,17,8771,2273,91,0,0,1028,0
01/10/2020 09:00:00,2020-01-10 01:00:00,12731,16,7892,2272,91,0,0,2492,0
01/10/2020 10:00:00,2020-01-10 02:00:00,12010,15,8261,2274,90,0,0,1403,0
01/10/2020 11:00:00,2020-01-10 03:00:00,11676,16,8898,2273,91,0,0,431,0
01/10/2020 12:00:00,2020-01-10 04:00:00,11169,16,8265,2273,90,0,0,559,0
01/10/2020 13:00:00,2020-01-10 05:00:00,11517,16,7962,2276,90,0,0,1207,0
01/10/2020 14:00:00,2020-01-10 06:00:00,12506,16,9365,2274,90,0,0,795,0
01/10/2020 15:00:00,2020-01-10 07:00:00,13505,15,10423,2275,47,0,153,592,0
01/10/2020 16:00:00,2020-01-10 08:00:00,16140,14,10086,2277,90,0,3460,213,0
01/10/2020 17:00:00,2020-01-10 09:00:00,17122,17,7875,2276,90,0,6810,54,0
01/10/2020 18:00:00,2020-01-10 10:00:00,17433,18,7433,2276,91,0,7574,42,0
01/10/2020 19:00:00,2020-01-10 11:00:00,16985,16,6368,2276,90,0,8107,128,0
01/10/2020 20:00:00,2020-01-10 12:00:00,16370,18,6094,2275,91,0,7651,242,0
01/10/2020 21:00:00,2020-01-10 13:00:00,16512,18,5996,2274,91,0,7839,294,0
01/10/2020 22:00:00,2020-01-10 14:00:00,16772,18,6420,2275,91,0,7688,280,0
01/10/2020 23:00:00,2020-01-10 15:00:00,16069,18,7028,2271,91,0,6388,273,0
01/11/2020 00:00:00,2020-01-10 16:00:00,13814,18,8798,2273,92,0,2356,278,0
01/11/2020 01:00:00,2020-01-10 17:00:00,13572,16,10916,2273,91,0,0,302,0
01/11/2020 02:00:00,2020-01-10 18:00:00,13888,17,11201,2274,91,0,0,336,0
01/11/2020 03:00:00,2020-01-10 19:00:00,13988,14,11258,2272,91,0,0,384,0
01/11/2020 04:00:00,2020-01-10 20:00:00,13421,15,10568,2275,90,0,0,504,0
01/11/2020 05:00:00,2020-01-10 21:00:00,13657,16,10474,2274,91,0,0,834,0
01/11/2020 06:00:00,2020-01-10 22:00:00,13280,17,9842,2273,91,0,0,1089,0
01/11/2020 07:00:00,2020-01-10 23:00:00,12866,17,9322,2272,46,0,0,1240,0
01/11/2020 08:00:00,2020-01-11 00:00:00,12070,18,8382,2273,90,0,0,1338,0
01/11/2020 09:00:00,2020-01-11 01:00:00,11563,16,7956,2274,91,0,0,1258,0
01/11/2020 10:00:00,2020-01-11 02:00:00,11049,14,6730,2273,46,0,0,2016,0
01/11/2020 11:00:00,2020-01-11 03:00:00,11050,14,6593,2273,91,0,0,2110,0
01/11/2020 12:00:00,2020-01-11 04:00:00,10443,17,6192,2272,90,0,0,1904,0
01/11/2020 13:00:00,2020-01-11 05:00:00,10490,16,6314,2275,91,0,0,1828,0
01/11/2020 14:00:00,2020-01-11 06:00:00,11111,15,6643,2275,90,0,0,2122,0
01/11/2020 15:00:00,2020-01-11 07:00:00,11802,15,7082,2275,90,0,139,2202,0
01/11/2020 16:00:00,2020-01-11 08:00:00,13493,10,5332,2277,90,0,3334,2451,0
01/11/2020 17:00:00,2020-01-11 09:00:00,15055,10,4146,2277,90,0,5778,2753,0
01/11/2020 18:00:00,2020-01-11 10:00:00,15269,10,3798,2275,90,0,6196,2900,0
01/11/2020 19:00:00,2020-01-11 11:00:00,15257,10,4146,2278,90,0,5966,2767,0
01/11/2020 20:00:00,2020-01-11 12:00:00,15355,10,3918,2276,90,0,6021,3041,0
01/11/2020 21:00:00,2020-01-11 13:00:00,15061,10,3948,2275,48,0,5581,3198,0
01/11/2020 22:00:00,2020-01-11 14:00:00,15045,10,4190,2276,90,0,5193,3285,0
01/11/2020 23:00:00,2020-01-11 15:00:00,15318,10,5144,2274,90,0,4611,3190,0
01/12/2020 00:00:00,2020-01-11 16:00:00,13284,10,5808,2273,90,0,2109,2994,0
01/12/2020 01:00:00,2020-01-11 17:00:00,12830,14,7546,2272,90,0,18,2889,0
01/12/2020 02:00:00,2020-01-11 18:00:00,12645,12,7504,2275,46,0,3,2805,0
01/12/2020 03:00:00,2020-01-11 19:00:00,13090,13,8013,2275,90,0,3,2697,0
01/12/2020 04:00:00,2020-01-11 20:00:00,12981,15,8134,2276,91,0,0,2496,0
01/12/2020 05:00:00,2020-01-11 21:00:00,13336,12,8454,2274,90,0,0,2537,0
01/12/2020 06:00:00,2020-01-11 22:00:00,12763,15,7477,2273,90,0,0,2938,0
01/12/2020 07:00:00,2020-01-11 23:00:00,12160,14,7257,2276,90,0,0,2554,0
01/12/2020 08:00:00,2020-01-12 00:00:00,11317,15,7704,2278,90,0,0,1260,0
01/12/2020 09:00:00,2020-01-12 01:00:00,11017,16,7736,2277,90,0,0,929,0
01/12/2020 10:00:00,2020-01-12 02:00:00,10694,14,7343,2277,90,0,0,1000,0
01/12/2020 11:00:00,2020-01-12 03:00:00,10890,14,6787,2277,90,0,0,1754,0
01/12/2020 12:00:00,2020-01-12 04:00:00,10831,14,5685,2275,90,0,0,2801,0
01/12/2020 13:00:00,2020-01-12 05:00:00,10925,14,6199,2277,90,0,0,2378,0
01/12/2020 14:00:00,2020-01-12 06:00:00,10678,13,5873,2276,90,0,0,2460,0
01/12/2020 15:00:00,2020-01-12 07:00:00,11546,15,6411,2273,90,0,136,2620,0
01/12/2020 16:00:00,2020-01-12 08:00:00,13555,18,5350,2274,90,0,3515,2308,0
01/12/2020 17:00:00,2020-01-12 09:00:00,15565,19,4537,2275,90,0,7024,1620,0
01/12/2020 18:00:00,2020-01-12 10:00:00,15382,16,4156,2273,90,0,7268,1580,0
01/12/2020 19:00:00,2020-01-12 11:00:00,14752,17,4438,2276,91,0,5985,1945,0
01/12/2020 20:00:00,2020-01-12 12:00:00,15857,18,4305,2277,90,0,6931,2236,0
01/12/2020 21:00:00,2020-01-12 13:00:00,15262,17,4067,2276,90,0,6389,2423,0
01/12/2020 22:00:00,2020-01-12 14:00:00,14969,18,4265,2277,91,0,5905,2413,0
01/12/2020 23:00:00,2020-01-12 15:00:00,14907,17,4732,2274,91,0,4714,3081,0
01/13/2020 00:00:00,2020-01-12 16:00:00,13541,16,5758,2273,91,0,2527,2876,0
01/13/2020 01:00:00,2020-01-12 17:00:00,12386,16,7358,2274,91,0,0,2679,0
