Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
37056,2023-03-25 00:00:00,2024-07-17 00:00:00,3.1,80.85,922.0,1139.0,4642.0,52.0,2476.0,226.0
37057,2023-03-25 01:00:00,2024-07-17 00:00:00,3.1,76.86,923.0,1139.0,5625.0,40.0,2291.0,228.0
37058,2023-03-25 02:00:00,2024-07-17 00:00:00,3.1,71.81,922.0,1140.0,6516.0,15.0,2403.0,224.0
37059,2023-03-25 03:00:00,2024-07-17 00:00:00,3.1,69.74,924.0,1140.0,7007.0,7.0,2489.0,229.0
37060,2023-03-25 04:00:00,2024-07-17 00:00:00,3.1,70.78,925.0,1139.0,6954.0,13.0,2362.0,232.0
37061,2023-03-25 05:00:00,2024-07-17 00:00:00,3.1,74.12,972.0,1140.0,6622.0,6.0,2331.0,233.0
37062,2023-03-25 06:00:00,2024-07-17 00:00:00,3.1,77.8,940.0,1141.0,5571.0,0.0,2323.0,229.0
37063,2023-03-25 07:00:00,2024-07-17 00:00:00,3.1,79.65,938.0,1142.0,5115.0,1.0,2413.0,230.0
37064,2023-03-25 08:00:00,2024-07-17 00:00:00,3.1,78.2,912.0,1143.0,5047.0,0.0,2502.0,228.0
37065,2023-03-25 09:00:00,2024-07-17 00:00:00,3.1,80.67,912.0,1144.0,4912.0,0.0,2262.0,228.0
37066,2023-03-25 10:00:00,2024-07-17 00:00:00,3.1,82.91,910.0,1143.0,4935.0,0.0,1947.0,229.0
37067,2023-03-25 11:00:00,2024-07-17 00:00:00,3.1,82.83,912.0,1144.0,5220.0,0.0,1743.0,230.0
37068,2023-03-25 12:00:00,2024-07-17 00:00:00,3.1,85.32,957.0,1143.0,5385.0,0.0,1551.0,231.0
37069,2023-03-25 13:00:00,2024-07-17 00:00:00,3.1,81.65,960.0,1142.0,6123.0,0.0,1457.0,232.0
37070,2023-03-25 14:00:00,2024-07-17 00:00:00,3.1,81.51,1016.0,1142.0,6512.0,0.0,1493.0,233.0
37071,2023-03-25 15:00:00,2024-07-17 00:00:00,3.1,80.57,1028.0,1143.0,6724.0,10.0,1499.0,230.0
37072,2023-03-25 16:00:00,2024-07-17 00:00:00,3.1,83.58,1032.0,1143.0,6331.0,62.0,1341.0,226.0
37073,2023-03-25 17:00:00,2024-07-17 00:00:00,3.1,83.56,1033.0,1103.0,6062.0,72.0,1562.0,221.0
37074,2023-03-25 18:00:00,2024-07-17 00:00:00,3.1,86.45,1036.0,1114.0,5545.0,76.0,1608.0,221.0
37075,2023-03-25 19:00:00,2024-07-17 00:00:00,3.1,89.09,1037.0,1130.0,5437.0,108.0,1360.0,223.0
37076,2023-03-25 20:00:00,2024-07-17 00:00:00,3.1,92.27,1038.0,1142.0,5162.0,113.0,1217.0,223.0
37077,2023-03-25 21:00:00,2024-07-17 00:00:00,3.1,96.71,1035.0,1144.0,4866.0,114.0,984.0,222.0
37078,2023-03-25 22:00:00,2024-07-17 00:00:00,3.1,101.32,1035.0,1145.0,4621.0,104.0,772.0,222.0
37079,2023-03-25 23:00:00,2024-07-17 00:00:00,3.1,103.48,1035.0,1144.0,4467.0,94.0,728.0,222.0
