UTC time,nat_gas,nuclear,hydro,solar,wind,other
2023-11-21 00:00:00,921.0,1144.0,7365.0,30.0,233.0,178.0
2023-11-21 01:00:00,921.0,1144.0,8455.0,1.0,411.0,178.0
2023-11-21 02:00:00,921.0,1143.0,8950.0,29.0,561.0,178.0
2023-11-21 03:00:00,922.0,1145.0,8823.0,28.0,487.0,179.0
2023-11-21 04:00:00,923.0,1145.0,8274.0,26.0,351.0,177.0
2023-11-21 05:00:00,922.0,1145.0,8051.0,7.0,266.0,181.0
2023-11-21 06:00:00,922.0,1147.0,7580.0,0.0,201.0,179.0
2023-11-21 07:00:00,848.0,1147.0,7286.0,0.0,163.0,172.0
2023-11-21 08:00:00,852.0,1147.0,6399.0,0.0,172.0,169.0
2023-11-21 09:00:00,946.0,1147.0,5698.0,0.0,216.0,168.0
2023-11-21 10:00:00,948.0,1148.0,5582.0,0.0,97.0,170.0
2023-11-21 11:00:00,947.0,1149.0,5517.0,0.0,91.0,168.0
2023-11-21 12:00:00,949.0,1149.0,5720.0,0.0,100.0,167.0
2023-11-21 13:00:00,948.0,1149.0,6455.0,0.0,105.0,169.0
2023-11-21 14:00:00,950.0,1149.0,7513.0,0.0,81.0,174.0
2023-11-21 15:00:00,996.0,1150.0,8917.0,0.0,65.0,175.0
2023-11-21 16:00:00,1029.0,1151.0,9320.0,12.0,52.0,176.0
2023-11-21 17:00:00,951.0,1150.0,8511.0,49.0,41.0,173.0
2023-11-21 18:00:00,921.0,1149.0,8446.0,46.0,32.0,173.0
2023-11-21 19:00:00,943.0,1148.0,7822.0,66.0,25.0,170.0
2023-11-21 20:00:00,942.0,1147.0,7100.0,61.0,14.0,171.0
2023-11-21 21:00:00,932.0,1146.0,6882.0,66.0,10.0,172.0
2023-11-21 22:00:00,930.0,1145.0,6503.0,68.0,12.0,169.0
2023-11-21 23:00:00,929.0,1146.0,6665.0,69.0,7.0,171.0
