UTC time,nat_gas,nuclear,hydro,solar,wind,other
2023-06-22 00:00:00,636.0,768.0,7124.0,132.0,95.0,127.0
2023-06-22 01:00:00,638.0,765.0,7675.0,131.0,88.0,126.0
2023-06-22 02:00:00,653.0,761.0,7822.0,121.0,102.0,130.0
2023-06-22 03:00:00,664.0,751.0,8167.0,55.0,170.0,130.0
2023-06-22 04:00:00,664.0,771.0,7917.0,4.0,99.0,129.0
2023-06-22 05:00:00,666.0,773.0,7304.0,0.0,113.0,152.0
2023-06-22 06:00:00,667.0,767.0,6512.0,0.0,110.0,153.0
2023-06-22 07:00:00,641.0,757.0,5554.0,0.0,87.0,146.0
2023-06-22 08:00:00,537.0,755.0,5445.0,0.0,121.0,138.0
2023-06-22 09:00:00,532.0,766.0,5208.0,0.0,79.0,144.0
2023-06-22 10:00:00,533.0,811.0,4979.0,0.0,36.0,151.0
2023-06-22 11:00:00,535.0,842.0,4945.0,0.0,29.0,145.0
2023-06-22 12:00:00,537.0,849.0,5084.0,0.0,23.0,156.0
2023-06-22 13:00:00,596.0,849.0,5337.0,5.0,16.0,155.0
2023-06-22 14:00:00,815.0,849.0,6111.0,73.0,18.0,165.0
2023-06-22 15:00:00,823.0,846.0,7139.0,125.0,9.0,159.0
2023-06-22 16:00:00,824.0,843.0,7048.0,131.0,18.0,152.0
2023-06-22 17:00:00,890.0,838.0,6995.0,135.0,130.0,160.0
2023-06-22 18:00:00,889.0,834.0,7173.0,132.0,259.0,163.0
2023-06-22 19:00:00,875.0,832.0,7155.0,134.0,330.0,162.0
2023-06-22 20:00:00,863.0,830.0,7252.0,133.0,290.0,163.0
2023-06-22 21:00:00,854.0,828.0,7352.0,134.0,261.0,174.0
2023-06-22 22:00:00,851.0,825.0,7507.0,132.0,269.0,166.0
2023-06-22 23:00:00,803.0,823.0,7884.0,129.0,280.0,164.0
