Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
41712,2023-10-05 00:00:00,2024-07-17 00:00:00,3.1,92.96,929.0,1135.0,5236.0,127.0,255.0,183.0
41713,2023-10-05 01:00:00,2024-07-17 00:00:00,3.1,88.68,981.0,1134.0,6253.0,85.0,174.0,188.0
41714,2023-10-05 02:00:00,2024-07-17 00:00:00,3.1,88.27,1011.0,1136.0,6550.0,30.0,166.0,189.0
41715,2023-10-05 03:00:00,2024-07-17 00:00:00,3.1,87.89,1015.0,1137.0,6500.0,28.0,194.0,179.0
41716,2023-10-05 04:00:00,2024-07-17 00:00:00,3.1,89.25,1015.0,1139.0,6214.0,8.0,222.0,171.0
41717,2023-10-05 05:00:00,2024-07-17 00:00:00,3.1,94.96,1017.0,1138.0,5559.0,0.0,180.0,169.0
41718,2023-10-05 06:00:00,2024-07-17 00:00:00,3.1,106.82,1020.0,1140.0,4425.0,8.0,186.0,172.0
41719,2023-10-05 07:00:00,2024-07-17 00:00:00,3.1,115.16,1016.0,1142.0,3831.0,0.0,155.0,175.0
41720,2023-10-05 08:00:00,2024-07-17 00:00:00,3.1,112.32,960.0,1143.0,3768.0,0.0,177.0,175.0
41721,2023-10-05 09:00:00,2024-07-17 00:00:00,3.1,111.54,913.0,1143.0,3675.0,0.0,124.0,174.0
41722,2023-10-05 10:00:00,2024-07-17 00:00:00,3.1,113.84,931.0,1145.0,3564.0,0.0,127.0,170.0
41723,2023-10-05 11:00:00,2024-07-17 00:00:00,3.1,113.22,930.0,1146.0,3696.0,0.0,83.0,177.0
41724,2023-10-05 12:00:00,2024-07-17 00:00:00,3.1,109.65,933.0,1147.0,3932.0,0.0,83.0,173.0
41725,2023-10-05 13:00:00,2024-07-17 00:00:00,3.1,108.02,984.0,1147.0,4337.0,0.0,57.0,176.0
41726,2023-10-05 14:00:00,2024-07-17 00:00:00,3.1,98.35,1033.0,1148.0,5556.0,0.0,28.0,183.0
41727,2023-10-05 15:00:00,2024-07-17 00:00:00,3.1,96.63,1039.0,1148.0,5796.0,16.0,16.0,185.0
41728,2023-10-05 16:00:00,2024-07-17 00:00:00,3.1,100.79,1034.0,1145.0,5294.0,91.0,7.0,186.0
41729,2023-10-05 17:00:00,2024-07-17 00:00:00,3.1,105.01,1034.0,1143.0,4880.0,130.0,5.0,188.0
41730,2023-10-05 18:00:00,2024-07-17 00:00:00,3.1,105.19,1025.0,1141.0,4842.0,127.0,4.0,190.0
41731,2023-10-05 19:00:00,2024-07-17 00:00:00,3.1,103.86,1022.0,1139.0,4968.0,123.0,5.0,192.0
41732,2023-10-05 20:00:00,2024-07-17 00:00:00,3.1,102.77,1020.0,1137.0,5057.0,97.0,14.0,190.0
41733,2023-10-05 21:00:00,2024-07-17 00:00:00,3.1,100.11,1017.0,1135.0,5238.0,98.0,65.0,189.0
41734,2023-10-05 22:00:00,2024-07-17 00:00:00,3.1,101.14,1013.0,1134.0,5043.0,115.0,84.0,184.0
41735,2023-10-05 23:00:00,2024-07-17 00:00:00,3.1,99.01,1004.0,1133.0,5071.0,128.0,189.0,183.0
