UTC time,nat_gas,nuclear,hydro,solar,wind,other
2023-04-01 00:00:00,845.0,1009.0,6328.0,20.0,712.0,193.0
2023-04-01 01:00:00,936.0,1010.0,7028.0,15.0,780.0,190.0
2023-04-01 02:00:00,940.0,1011.0,7524.0,28.0,849.0,190.0
2023-04-01 03:00:00,941.0,1012.0,7414.0,29.0,982.0,183.0
2023-04-01 04:00:00,940.0,1012.0,7333.0,28.0,1183.0,189.0
2023-04-01 05:00:00,939.0,1011.0,7008.0,20.0,1141.0,189.0
2023-04-01 06:00:00,929.0,1011.0,6446.0,2.0,1259.0,189.0
2023-04-01 07:00:00,924.0,1012.0,5893.0,0.0,1175.0,190.0
2023-04-01 08:00:00,856.0,1011.0,6269.0,0.0,1433.0,181.0
2023-04-01 09:00:00,787.0,1008.0,6133.0,0.0,1541.0,180.0
2023-04-01 10:00:00,785.0,1006.0,5694.0,0.0,1843.0,182.0
2023-04-01 11:00:00,783.0,1009.0,5796.0,0.0,2234.0,184.0
2023-04-01 12:00:00,785.0,1008.0,5994.0,0.0,2415.0,181.0
2023-04-01 13:00:00,787.0,1009.0,6289.0,0.0,2127.0,188.0
2023-04-01 14:00:00,786.0,1013.0,6214.0,0.0,1886.0,198.0
2023-04-01 15:00:00,788.0,1014.0,6344.0,7.0,1769.0,192.0
2023-04-01 16:00:00,789.0,1014.0,5554.0,13.0,1723.0,193.0
2023-04-01 17:00:00,783.0,1011.0,5392.0,30.0,2183.0,191.0
2023-04-01 18:00:00,663.0,1010.0,4791.0,60.0,2486.0,195.0
2023-04-01 19:00:00,614.0,1001.0,4656.0,74.0,2412.0,187.0
2023-04-01 20:00:00,610.0,981.0,4213.0,77.0,2511.0,185.0
2023-04-01 21:00:00,611.0,860.0,4265.0,78.0,2458.0,175.0
2023-04-01 22:00:00,610.0,837.0,4203.0,79.0,2460.0,176.0
2023-04-01 23:00:00,612.0,948.0,3744.0,104.0,2559.0,179.0
