UTC time,wind,solar,hydro,nuclear
2023-01-01 00:00:00,46.0,0.0,373.0,3005.0
2023-01-01 01:00:00,50.0,0.0,349.0,3009.0
2023-01-01 02:00:00,55.0,0.0,336.0,3009.0
2023-01-01 03:00:00,48.0,0.0,322.0,3009.0
2023-01-01 04:00:00,44.0,0.0,325.0,3008.0
2023-01-01 05:00:00,46.0,0.0,321.0,3007.0
2023-01-01 06:00:00,47.0,0.0,322.0,3006.0
2023-01-01 07:00:00,49.0,2.0,320.0,3008.0
2023-01-01 08:00:00,46.0,59.0,345.0,3006.0
2023-01-01 09:00:00,41.0,171.0,324.0,3006.0
2023-01-01 10:00:00,33.0,510.0,316.0,3002.0
2023-01-01 11:00:00,32.0,600.0,354.0,2997.0
2023-01-01 12:00:00,37.0,605.0,351.0,2996.0
2023-01-01 13:00:00,42.0,482.0,412.0,2994.0
2023-01-01 14:00:00,41.0,224.0,424.0,2993.0
2023-01-01 15:00:00,42.0,26.0,479.0,2994.0
2023-01-01 16:00:00,42.0,0.0,456.0,2996.0
2023-01-01 17:00:00,47.0,0.0,547.0,2997.0
2023-01-01 18:00:00,48.0,0.0,580.0,2999.0
2023-01-01 19:00:00,50.0,0.0,449.0,3003.0
2023-01-01 20:00:00,45.0,0.0,328.0,3012.0
2023-01-01 21:00:00,41.0,0.0,333.0,3010.0
2023-01-01 22:00:00,41.0,0.0,348.0,3010.0
2023-01-01 23:00:00,47.0,0.0,350.0,3009.0
2023-01-02 00:00:00,47.0,0.0,325.0,3011.0
2023-01-02 01:00:00,48.0,0.0,319.0,3012.0
2023-01-02 02:00:00,42.0,0.0,323.0,3015.0
2023-01-02 03:00:00,40.0,0.0,305.0,3013.0
2023-01-02 04:00:00,44.0,0.0,394.0,3012.0
2023-01-02 05:00:00,44.0,0.0,428.0,3011.0
2023-01-02 06:00:00,41.0,0.0,422.0,3013.0
2023-01-02 07:00:00,41.0,0.0,394.0,3016.0
2023-01-02 08:00:00,42.0,29.0,372.0,3014.0
2023-01-02 09:00:00,34.0,166.0,393.0,3013.0
2023-01-02 10:00:00,29.0,594.0,364.0,3012.0
2023-01-02 11:00:00,32.0,678.0,352.0,3007.0
2023-01-02 12:00:00,42.0,715.0,361.0,3003.0
2023-01-02 13:00:00,40.0,182.0,384.0,2999.0
2023-01-02 14:00:00,41.0,49.0,452.0,2997.0
2023-01-02 15:00:00,43.0,3.0,436.0,2996.0
2023-01-02 16:00:00,44.0,0.0,728.0,2997.0
2023-01-02 17:00:00,28.0,0.0,847.0,2997.0
2023-01-02 18:00:00,16.0,0.0,590.0,3001.0
2023-01-02 19:00:00,18.0,0.0,431.0,3000.0
2023-01-02 20:00:00,10.0,0.0,412.0,3003.0
2023-01-02 21:00:00,9.0,0.0,382.0,3013.0
2023-01-02 22:00:00,7.0,0.0,302.0,3014.0
2023-01-02 23:00:00,5.0,0.0,276.0,3017.0
2023-01-03 00:00:00,2.0,0.0,308.0,3016.0
2023-01-03 01:00:00,1.0,0.0,245.0,3016.0
2023-01-03 02:00:00,1.0,0.0,238.0,3007.0
2023-01-03 03:00:00,0.0,0.0,231.0,3009.0
2023-01-03 04:00:00,0.0,0.0,257.0,3007.0
2023-01-03 05:00:00,0.0,0.0,274.0,3006.0
2023-01-03 06:00:00,0.0,0.0,325.0,3007.0
2023-01-03 07:00:00,0.0,0.0,566.0,3005.0
2023-01-03 08:00:00,0.0,10.0,734.0,3009.0
2023-01-03 09:00:00,0.0,24.0,506.0,3010.0
2023-01-03 10:00:00,0.0,25.0,344.0,3006.0
2023-01-03 11:00:00,0.0,95.0,588.0,2837.0
2023-01-03 12:00:00,1.0,199.0,510.0,3005.0
2023-01-03 13:00:00,2.0,171.0,619.0,3006.0
2023-01-03 14:00:00,3.0,101.0,763.0,3003.0
2023-01-03 15:00:00,3.0,6.0,879.0,3004.0
2023-01-03 16:00:00,4.0,0.0,979.0,3003.0
2023-01-03 17:00:00,3.0,0.0,1036.0,3007.0
2023-01-03 18:00:00,3.0,0.0,805.0,3008.0
2023-01-03 19:00:00,1.0,0.0,342.0,3009.0
2023-01-03 20:00:00,2.0,0.0,276.0,3011.0
2023-01-03 21:00:00,4.0,0.0,319.0,3012.0
2023-01-03 22:00:00,6.0,0.0,281.0,3014.0
2023-01-03 23:00:00,8.0,0.0,264.0,3013.0
2023-01-04 00:00:00,11.0,0.0,259.0,3013.0
2023-01-04 01:00:00,15.0,0.0,255.0,3017.0
2023-01-04 02:00:00,17.0,0.0,236.0,3022.0
2023-01-04 03:00:00,19.0,0.0,238.0,3014.0
2023-01-04 04:00:00,22.0,0.0,255.0,3014.0
2023-01-04 05:00:00,27.0,0.0,361.0,3013.0
2023-01-04 06:00:00,32.0,0.0,447.0,3013.0
2023-01-04 07:00:00,39.0,1.0,647.0,3014.0
2023-01-04 08:00:00,38.0,73.0,708.0,3015.0
2023-01-04 09:00:00,36.0,137.0,552.0,3013.0
2023-01-04 10:00:00,33.0,177.0,422.0,3011.0
2023-01-04 11:00:00,30.0,165.0,429.0,3011.0
2023-01-04 12:00:00,27.0,219.0,330.0,3015.0
2023-01-04 13:00:00,34.0,118.0,343.0,3013.0
2023-01-04 14:00:00,36.0,64.0,429.0,3007.0
2023-01-04 15:00:00,37.0,6.0,558.0,3006.0
2023-01-04 16:00:00,38.0,0.0,640.0,3006.0
2023-01-04 17:00:00,39.0,0.0,784.0,3004.0
2023-01-04 18:00:00,40.0,0.0,452.0,3005.0
2023-01-04 19:00:00,36.0,0.0,294.0,3004.0
2023-01-04 20:00:00,37.0,0.0,267.0,3005.0
2023-01-04 21:00:00,35.0,0.0,263.0,3005.0
2023-01-04 22:00:00,35.0,0.0,354.0,3001.0
2023-01-04 23:00:00,37.0,0.0,329.0,2999.0
2023-01-05 00:00:00,39.0,0.0,301.0,3002.0
2023-01-05 01:00:00,40.0,0.0,284.0,3004.0
2023-01-05 02:00:00,40.0,0.0,254.0,3002.0
2023-01-05 03:00:00,40.0,0.0,291.0,3000.0
2023-01-05 04:00:00,41.0,0.0,277.0,2999.0
2023-01-05 05:00:00,38.0,0.0,337.0,3000.0
2023-01-05 06:00:00,40.0,0.0,400.0,2999.0
2023-01-05 07:00:00,40.0,0.0,410.0,2998.0
2023-01-05 08:00:00,29.0,6.0,440.0,2999.0
2023-01-05 09:00:00,19.0,36.0,372.0,2999.0
2023-01-05 10:00:00,17.0,118.0,396.0,2998.0
2023-01-05 11:00:00,14.0,448.0,400.0,2998.0
2023-01-05 12:00:00,9.0,426.0,384.0,2994.0
2023-01-05 13:00:00,9.0,271.0,387.0,2996.0
2023-01-05 14:00:00,7.0,175.0,512.0,2998.0
2023-01-05 15:00:00,4.0,36.0,678.0,2998.0
2023-01-05 16:00:00,4.0,0.0,1361.0,2998.0
2023-01-05 17:00:00,2.0,0.0,1272.0,2998.0
2023-01-05 18:00:00,3.0,0.0,563.0,3001.0
2023-01-05 19:00:00,9.0,0.0,394.0,3004.0
2023-01-05 20:00:00,7.0,0.0,318.0,3006.0
2023-01-05 21:00:00,6.0,0.0,309.0,3008.0
2023-01-05 22:00:00,4.0,0.0,412.0,3010.0
2023-01-05 23:00:00,4.0,0.0,387.0,3011.0
2023-01-06 00:00:00,4.0,0.0,347.0,3012.0
2023-01-06 01:00:00,5.0,0.0,360.0,3012.0
2023-01-06 02:00:00,4.0,0.0,322.0,3012.0
2023-01-06 03:00:00,5.0,0.0,324.0,3013.0
2023-01-06 04:00:00,6.0,0.0,370.0,3013.0
2023-01-06 05:00:00,6.0,0.0,322.0,3012.0
2023-01-06 06:00:00,4.0,0.0,371.0,3012.0
2023-01-06 07:00:00,5.0,0.0,558.0,3011.0
2023-01-06 08:00:00,7.0,7.0,571.0,3011.0
2023-01-06 09:00:00,6.0,59.0,426.0,3013.0
2023-01-06 10:00:00,6.0,95.0,450.0,3012.0
2023-01-06 11:00:00,6.0,94.0,360.0,3011.0
2023-01-06 12:00:00,6.0,96.0,397.0,3008.0
2023-01-06 13:00:00,5.0,72.0,421.0,3008.0
2023-01-06 14:00:00,3.0,27.0,452.0,3010.0
2023-01-06 15:00:00,2.0,2.0,461.0,3010.0
2023-01-06 16:00:00,1.0,0.0,796.0,3010.0
2023-01-06 17:00:00,1.0,0.0,1010.0,3011.0
2023-01-06 18:00:00,1.0,0.0,707.0,3010.0
2023-01-06 19:00:00,1.0,0.0,496.0,3012.0
2023-01-06 20:00:00,2.0,0.0,258.0,3012.0
2023-01-06 21:00:00,4.0,0.0,265.0,3013.0
2023-01-06 22:00:00,6.0,0.0,273.0,3015.0
2023-01-06 23:00:00,13.0,0.0,228.0,3014.0
2023-01-07 00:00:00,16.0,0.0,239.0,3013.0
2023-01-07 01:00:00,13.0,0.0,255.0,3015.0
2023-01-07 02:00:00,10.0,0.0,223.0,3013.0
2023-01-07 03:00:00,15.0,0.0,222.0,3015.0
2023-01-07 04:00:00,20.0,0.0,236.0,3013.0
2023-01-07 05:00:00,14.0,0.0,294.0,3014.0
2023-01-07 06:00:00,26.0,0.0,350.0,3015.0
2023-01-07 07:00:00,36.0,0.0,432.0,3015.0
2023-01-07 08:00:00,44.0,12.0,373.0,3017.0
2023-01-07 09:00:00,47.0,166.0,272.0,3015.0
2023-01-07 10:00:00,54.0,266.0,243.0,3013.0
2023-01-07 11:00:00,49.0,696.0,290.0,3016.0
2023-01-07 12:00:00,30.0,707.0,296.0,3011.0
2023-01-07 13:00:00,22.0,483.0,273.0,3011.0
2023-01-07 14:00:00,28.0,295.0,545.0,3009.0
2023-01-07 15:00:00,24.0,31.0,482.0,3010.0
2023-01-07 16:00:00,29.0,0.0,680.0,3008.0
2023-01-07 17:00:00,32.0,0.0,761.0,3012.0
2023-01-07 18:00:00,39.0,0.0,669.0,3015.0
2023-01-07 19:00:00,39.0,0.0,607.0,3012.0
2023-01-07 20:00:00,46.0,0.0,493.0,3015.0
2023-01-07 21:00:00,43.0,0.0,526.0,3017.0
2023-01-07 22:00:00,47.0,0.0,308.0,3019.0
2023-01-07 23:00:00,53.0,0.0,258.0,3020.0
2023-01-08 00:00:00,53.0,0.0,216.0,3020.0
2023-01-08 01:00:00,50.0,0.0,291.0,3021.0
2023-01-08 02:00:00,48.0,0.0,291.0,3022.0
2023-01-08 03:00:00,52.0,0.0,244.0,3022.0
2023-01-08 04:00:00,51.0,0.0,242.0,3020.0
2023-01-08 05:00:00,53.0,0.0,253.0,3019.0
2023-01-08 06:00:00,49.0,0.0,249.0,3019.0
2023-01-08 07:00:00,47.0,0.0,255.0,3019.0
2023-01-08 08:00:00,31.0,0.0,234.0,3018.0
2023-01-08 09:00:00,29.0,18.0,234.0,3018.0
2023-01-08 10:00:00,31.0,68.0,226.0,3017.0
2023-01-08 11:00:00,30.0,40.0,224.0,3016.0
2023-01-08 12:00:00,28.0,65.0,201.0,3014.0
2023-01-08 13:00:00,31.0,45.0,286.0,3013.0
2023-01-08 14:00:00,28.0,7.0,346.0,3013.0
2023-01-08 15:00:00,18.0,0.0,554.0,3012.0
2023-01-08 16:00:00,21.0,0.0,690.0,3012.0
2023-01-08 17:00:00,22.0,0.0,662.0,3012.0
2023-01-08 18:00:00,22.0,0.0,407.0,3013.0
2023-01-08 19:00:00,23.0,0.0,414.0,3013.0
2023-01-08 20:00:00,32.0,0.0,350.0,3014.0
2023-01-08 21:00:00,35.0,0.0,262.0,3013.0
2023-01-08 22:00:00,45.0,0.0,270.0,3014.0
2023-01-08 23:00:00,37.0,0.0,284.0,3014.0
2023-01-09 00:00:00,29.0,0.0,291.0,3013.0
2023-01-09 01:00:00,40.0,0.0,293.0,3014.0
2023-01-09 02:00:00,43.0,0.0,285.0,3012.0
2023-01-09 03:00:00,42.0,0.0,284.0,3012.0
2023-01-09 04:00:00,41.0,0.0,325.0,3012.0
2023-01-09 05:00:00,42.0,0.0,404.0,3012.0
2023-01-09 06:00:00,35.0,0.0,722.0,3014.0
2023-01-09 07:00:00,34.0,4.0,939.0,3013.0
2023-01-09 08:00:00,38.0,25.0,801.0,3014.0
2023-01-09 09:00:00,34.0,159.0,784.0,3015.0
2023-01-09 10:00:00,40.0,96.0,660.0,3013.0
2023-01-09 11:00:00,46.0,229.0,797.0,3013.0
2023-01-09 12:00:00,47.0,314.0,978.0,3014.0
2023-01-09 13:00:00,45.0,83.0,882.0,3013.0
2023-01-09 14:00:00,51.0,47.0,1192.0,3014.0
2023-01-09 15:00:00,56.0,7.0,1255.0,3015.0
2023-01-09 16:00:00,48.0,0.0,2160.0,3018.0
2023-01-09 17:00:00,47.0,0.0,1531.0,3019.0
2023-01-09 18:00:00,48.0,0.0,892.0,3019.0
2023-01-09 19:00:00,44.0,0.0,519.0,3017.0
2023-01-09 20:00:00,47.0,0.0,472.0,3016.0
2023-01-09 21:00:00,56.0,0.0,432.0,3020.0
2023-01-09 22:00:00,54.0,0.0,373.0,3022.0
2023-01-09 23:00:00,53.0,0.0,326.0,3019.0
2023-01-10 00:00:00,58.0,0.0,326.0,3020.0
2023-01-10 01:00:00,51.0,0.0,299.0,3020.0
2023-01-10 02:00:00,44.0,0.0,294.0,3019.0
2023-01-10 03:00:00,37.0,0.0,312.0,3019.0
2023-01-10 04:00:00,38.0,0.0,353.0,3019.0
2023-01-10 05:00:00,31.0,0.0,534.0,3021.0
2023-01-10 06:00:00,24.0,0.0,981.0,3013.0
2023-01-10 07:00:00,18.0,0.0,1799.0,3016.0
2023-01-10 08:00:00,14.0,21.0,2048.0,3018.0
2023-01-10 09:00:00,14.0,392.0,1660.0,3017.0
2023-01-10 10:00:00,12.0,612.0,1438.0,3017.0
2023-01-10 11:00:00,13.0,792.0,815.0,3019.0
2023-01-10 12:00:00,16.0,843.0,751.0,3020.0
2023-01-10 13:00:00,23.0,474.0,984.0,3019.0
2023-01-10 14:00:00,21.0,246.0,1095.0,3018.0
2023-01-10 15:00:00,20.0,59.0,1229.0,3015.0
2023-01-10 16:00:00,24.0,0.0,1115.0,3015.0
2023-01-10 17:00:00,33.0,0.0,1200.0,3018.0
2023-01-10 18:00:00,41.0,0.0,1006.0,3022.0
2023-01-10 19:00:00,37.0,0.0,942.0,3018.0
2023-01-10 20:00:00,43.0,0.0,790.0,3019.0
2023-01-10 21:00:00,37.0,0.0,614.0,3020.0
2023-01-10 22:00:00,40.0,0.0,359.0,3020.0
2023-01-10 23:00:00,41.0,0.0,446.0,3020.0
2023-01-11 00:00:00,39.0,0.0,279.0,3021.0
2023-01-11 01:00:00,37.0,0.0,271.0,3020.0
2023-01-11 02:00:00,39.0,0.0,270.0,3020.0
2023-01-11 03:00:00,43.0,0.0,303.0,3017.0
2023-01-11 04:00:00,41.0,0.0,454.0,3017.0
2023-01-11 05:00:00,41.0,0.0,625.0,3016.0
2023-01-11 06:00:00,40.0,0.0,1014.0,3015.0
2023-01-11 07:00:00,39.0,0.0,1755.0,3016.0
2023-01-11 08:00:00,34.0,43.0,1384.0,3016.0
2023-01-11 09:00:00,35.0,8.0,943.0,3016.0
2023-01-11 10:00:00,41.0,50.0,969.0,3013.0
2023-01-11 11:00:00,41.0,72.0,1162.0,3014.0
2023-01-11 12:00:00,39.0,82.0,1138.0,3012.0
2023-01-11 13:00:00,35.0,50.0,888.0,3012.0
2023-01-11 14:00:00,39.0,20.0,822.0,3011.0
2023-01-11 15:00:00,31.0,0.0,790.0,3004.0
2023-01-11 16:00:00,37.0,0.0,945.0,3008.0
2023-01-11 17:00:00,41.0,0.0,1319.0,3010.0
2023-01-11 18:00:00,37.0,0.0,1275.0,3008.0
2023-01-11 19:00:00,36.0,0.0,888.0,3009.0
2023-01-11 20:00:00,33.0,0.0,682.0,3009.0
2023-01-11 21:00:00,39.0,0.0,635.0,3013.0
2023-01-11 22:00:00,43.0,0.0,539.0,2693.0
2023-01-11 23:00:00,44.0,0.0,599.0,3014.0
2023-01-12 00:00:00,41.0,0.0,454.0,3015.0
2023-01-12 01:00:00,37.0,0.0,285.0,3014.0
2023-01-12 02:00:00,34.0,0.0,264.0,3016.0
2023-01-12 03:00:00,38.0,0.0,352.0,3016.0
2023-01-12 04:00:00,38.0,0.0,600.0,3014.0
2023-01-12 05:00:00,39.0,0.0,981.0,3013.0
2023-01-12 06:00:00,44.0,0.0,1440.0,3010.0
2023-01-12 07:00:00,44.0,0.0,2091.0,3011.0
2023-01-12 08:00:00,42.0,30.0,1315.0,3014.0
2023-01-12 09:00:00,43.0,138.0,1198.0,3021.0
2023-01-12 10:00:00,44.0,127.0,876.0,3019.0
2023-01-12 11:00:00,45.0,97.0,817.0,3014.0
2023-01-12 12:00:00,44.0,264.0,870.0,3005.0
2023-01-12 13:00:00,41.0,197.0,743.0,3005.0
2023-01-12 14:00:00,38.0,138.0,857.0,3004.0
2023-01-12 15:00:00,41.0,31.0,877.0,3004.0
2023-01-12 16:00:00,42.0,0.0,1268.0,3007.0
2023-01-12 17:00:00,47.0,0.0,1330.0,3006.0
2023-01-12 18:00:00,49.0,0.0,1159.0,3006.0
2023-01-12 19:00:00,47.0,0.0,1052.0,3005.0
2023-01-12 20:00:00,47.0,0.0,791.0,3008.0
2023-01-12 21:00:00,47.0,0.0,584.0,3007.0
2023-01-12 22:00:00,46.0,0.0,535.0,3008.0
2023-01-12 23:00:00,47.0,0.0,545.0,3008.0
2023-01-13 00:00:00,45.0,0.0,369.0,3010.0
2023-01-13 01:00:00,45.0,0.0,299.0,3010.0
2023-01-13 02:00:00,45.0,0.0,268.0,3008.0
2023-01-13 03:00:00,45.0,0.0,305.0,3010.0
2023-01-13 04:00:00,46.0,0.0,478.0,3010.0
2023-01-13 05:00:00,42.0,0.0,850.0,3007.0
2023-01-13 06:00:00,44.0,0.0,1583.0,3004.0
2023-01-13 07:00:00,43.0,0.0,1997.0,3005.0
2023-01-13 08:00:00,37.0,6.0,1965.0,3007.0
2023-01-13 09:00:00,41.0,27.0,1414.0,3006.0
2023-01-13 10:00:00,42.0,17.0,1386.0,3006.0
2023-01-13 11:00:00,42.0,29.0,935.0,3006.0
2023-01-13 12:00:00,42.0,206.0,1063.0,3007.0
2023-01-13 13:00:00,42.0,409.0,1153.0,3008.0
2023-01-13 14:00:00,40.0,158.0,1277.0,3008.0
2023-01-13 15:00:00,48.0,14.0,1295.0,3010.0
2023-01-13 16:00:00,48.0,0.0,1882.0,3009.0
2023-01-13 17:00:00,56.0,0.0,1327.0,3009.0
