,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_wind_production_forecast,avg_solar_production_forecast,avg_coal_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_other_production_forecast
13193,2021-07-03 17:00:00,315.35,21568,33364,32024,81,1086,2359,1640,1084,2.69300709630944,299.819155452042,289.552546005898,682.255184323952,0.067814286590863,593.81793,2504.62275,25270.625,1626.666,44003.324,31920.746,146.52826,1318.7048
13194,2021-07-03 18:00:00,318.23,21939,35570,32001,80,1312,2137,1735,1140,2.69300709630944,299.819155452042,289.552546005898,682.255184323952,0.067814286590863,747.40656,2546.31242,26218.225,2518.319,46418.996,31932.28,145.46533,1323.5277
13195,2021-07-03 19:00:00,316.96,22317,36334,31981,79,2332,1988,1933,1150,2.72893280196376,300.371860014827,290.203601722467,765.575555607483,0.068885154544604,955.8211,2504.91678,27361.98,3514.6204,44948.89,31900.723,138.46777,1313.1907
13196,2021-07-03 20:00:00,314.07,22633,36648,31970,77,3506,2095,2071,1154,2.72893280196376,300.371860014827,290.203601722467,765.575555607483,0.068885154544604,820.7534,2342.909,26719.766,4095.8713,47815.023,31966.451,138.82912,1359.78
13197,2021-07-03 21:00:00,312.77,22624,37185,31943,75,4025,1974,2224,1181,2.72893280196376,300.371860014827,290.203601722467,765.575555607483,0.068885154544604,1284.1351,1951.61299,27945.697,4256.749,46876.62,32010.996,140.7439,1384.6968
13198,2021-07-03 22:00:00,315.57,22946,38004,31950,71,4037,1313,2547,1161,2.3499335640797,297.383219252164,292.133857022579,552.028745276424,0.179917503533995,1431.7314,1198.91867,27370.48,4018.6162,45139.66,31978.666,144.29648,1380.7819
13199,2021-07-03 23:00:00,319.19,22874,37735,31967,71,3797,505,2268,1148,2.3499335640797,297.383219252164,292.133857022579,552.028745276424,0.179917503533995,1133.4993,411.09538,26573.117,3647.4446,45160.582,32001.078,145.20204,1374.1553
13200,2021-07-04 00:00:00,326.07,22691,37040,31969,70,2092,23,1967,1111,2.3499335640797,297.383219252164,292.133857022579,552.028745276424,0.179917503533995,1317.3467,45.14936,28112.576,2318.9814,43059.33,31764.928,147.03838,1848.9249
13201,2021-07-04 01:00:00,325.24,22276,35707,31986,74,1219,7,2340,1098,2.07544858913417,293.723001701737,290.241052935696,13.5801996547788,0.013901703424647,1214.0502,35.2039,26031.121,1241.1875,39068.734,31771.96,143.1815,1643.5525
13202,2021-07-04 02:00:00,322.13,21799,33156,31975,77,721,7,2730,1089,2.07544858913417,293.723001701737,290.241052935696,13.5801996547788,0.013901703424647,1206.1349,100.29602,24057.312,569.15405,38343.285,31826.36,143.10872,1342.217
13203,2021-07-04 03:00:00,313.67,20916,29984,31986,76,709,7,3118,782,2.07544858913417,293.723001701737,290.241052935696,13.5801996547788,0.013901703424647,1432.8894,0,22210.928,318.00528,35048.02,31852.062,149.46396,1037.7135
13204,2021-07-04 04:00:00,314.2,20536,25196,32028,86,586,7,1563,660,1.99188026597392,292.587034760979,289.800364090219,6.79021601091377,0.03800052432072,1649.1508,0,20280.719,460.1209,30145.697,31835.684,150.54517,897.2441
13205,2021-07-04 05:00:00,292.37,18342,21989,32022,82,510,7,3431,790,1.99188026597392,292.587034760979,289.800364090219,6.79021601091377,0.03800052432072,1729.8845,0,18486.15,464.23453,29034.602,31851.65,148.12645,872.5809
13206,2021-07-04 06:00:00,288.35,18049,20762,31983,83,510,7,3722,792,1.99188026597392,292.587034760979,289.800364090219,6.79021601091377,0.03800052432072,1683.4634,0,17756.34,214.71155,27499.072,31835.342,149.00726,959.18005
13207,2021-07-04 07:00:00,282.47,17797,17642,32002,84,494,7,3905,790,1.86613994837634,291.85660621115,289.549109433249,0,0.034860672144702,1822.9846,46.82619,17209.965,255.30312,26348.205,31862.729,147.6091,980.96185
13208,2021-07-04 08:00:00,277.14,17024,16966,32002,84,466,7,3745,777,1.86613994837634,291.85660621115,289.549109433249,0,0.034860672144702,1724.5754,16.29977,17332.885,323.1543,25666.838,31840.703,145.57277,911.67126
13209,2021-07-04 09:00:00,274.85,16536,16765,32020,86,501,7,3340,764,1.86613994837634,291.85660621115,289.549109433249,0,0.034860672144702,1783.4866,0,17129.584,380.64005,26645.818,31809.924,143.97226,929.63855
13210,2021-07-04 10:00:00,276.23,16655,16596,32018,87,518,70,3059,760,1.73945053633344,294.021694589078,290.718392927672,31.3272326715042,0.060232344780387,1814.3989,13.03143,18202.488,394.5544,27236.395,31824.145,143.1235,977.46387
13211,2021-07-04 11:00:00,274.97,16606,17254,32036,87,549,926,2633,776,1.73945053633344,294.021694589078,290.718392927672,31.3272326715042,0.060232344780387,1786.4857,554.03629,18968.365,474.0382,30925.186,31858.559,143.03313,1106.2317
13212,2021-07-04 12:00:00,280.73,17201,19860,32026,87,685,1588,2277,816,1.73945053633344,294.021694589078,290.718392927672,31.3272326715042,0.060232344780387,1634.4258,1429.03599,19820.432,441.52893,32992.027,31844.541,138.69217,1175.984
13213,2021-07-04 13:00:00,290.97,17874,24471,31983,88,727,2282,1302,821,2.51164210306225,299.324453977198,291.548402627777,513.311355756117,0.010670585483172,1359.2048,2128.91968,22206.7,587.9574,36801.492,31809.441,141.25706,1370.5347
13214,2021-07-04 14:00:00,307.86,20067,29596,31963,87,770,2553,1097,1050,2.51164210306225,299.324453977198,291.548402627777,513.311355756117,0.010670585483172,1461.1107,2399.76742,23211.04,603.0042,41442.81,31837.268,139.84033,1565.3757
13215,2021-07-04 15:00:00,319.64,21688,33230,31922,87,787,2614,1017,1506,2.51164210306225,299.324453977198,291.548402627777,513.311355756117,0.010670585483172,1371.7521,2484.02864,25630.795,732.1359,44932.402,31907.514,145.01266,1761.2854
13216,2021-07-04 16:00:00,327.91,23465,36045,31906,88,1547,2508,836,1633,3.06389991438767,302.303403263355,291.339462986908,697.773653135192,0.01180603877955,1567.7609,2632.7127,27000.154,1416.1328,47179.414,31827.982,150.62402,1862.2201
13217,2021-07-04 17:00:00,338.13,25158,40354,31860,81,1448,2472,600,1672,3.06389991438767,302.303403263355,291.339462986908,697.773653135192,0.01180603877955,1375.4943,2693.41625,28641.244,2398.4006,52648.47,31758.49,152.20648,1853.8481
13218,2021-07-04 18:00:00,335.97,25028,41288,31839,80,2127,2391,701,1788,3.06389991438767,302.303403263355,291.339462986908,697.773653135192,0.01180603877955,1526.855,2771.31318,29749.062,3435.8674,56241.48,31771.684,150.98505,1882.3411
13219,2021-07-04 19:00:00,335.22,25582,43134,31798,80,3183,2436,785,1809,3.32535019265245,302.590318529968,291.826981050818,790.740620242728,0.022238934828722,1632.412,2750.96297,30612.516,4352.5093,54730.61,31740.514,144.51312,1873.051
13220,2021-07-04 20:00:00,336.36,26206,44456,31785,73,4042,2203,707,1791,3.32535019265245,302.590318529968,291.826981050818,790.740620242728,0.022238934828722,1577.7482,2581.72975,30035.014,4784.5767,58321.082,31802.062,144.75772,1955.9677
13221,2021-07-04 21:00:00,336.18,26514,45364,31659,81,4603,2096,1050,1974,3.32535019265245,302.590318529968,291.826981050818,790.740620242728,0.022238934828722,1987.0911,2159.61656,31464.47,4721.1655,57218.98,31848.383,146.76509,1991.9913
13222,2021-07-04 22:00:00,338.49,26714,46406,31758,81,4496,1683,1018,1934,2.94796257980834,299.130444580265,293.593056166382,563.112153491083,0.096715299226684,2123.8772,1371.82564,30861.195,4046.8757,54417.816,31819.006,150.44862,1964.542
13223,2021-07-04 23:00:00,345.45,26600,45360,31774,81,3112,567,952,1878,2.94796257980834,299.130444580265,293.593056166382,563.112153491083,0.096715299226684,1754.7566,554.2792,29863.068,3341.3757,54468.79,31844.842,151.42651,1958.5403
13224,2021-07-05 00:00:00,347.86,25911,42173,31785,82,1710,22,970,1669,2.94796257980834,299.130444580265,293.593056166382,563.112153491083,0.096715299226684,2734.6619,88.17266,31744.627,3153.688,53786.75,31618.318,101.88505,2588.4011
13225,2021-07-05 01:00:00,345.76,24927,40427,31774,82,797,7,1362,1850,2.85518510121337,295.514735065106,292.089368973228,13.3144369670615,0.162167218231191,2362.3442,18.50722,29865.863,1633.2214,48252.637,31609.424,98.54452,2334.9375
13226,2021-07-05 02:00:00,339.99,24252,37097,31780,82,744,7,1667,1370,2.85518510121337,295.514735065106,292.089368973228,13.3144369670615,0.162167218231191,2465.0557,76.70179,27853.684,653.8036,45330.84,31641.893,98.24931,1868.8142
13227,2021-07-05 03:00:00,337.13,24049,34857,31807,82,627,7,1938,1130,2.85518510121337,295.514735065106,292.089368973228,13.3144369670615,0.162167218231191,2651.5857,15.3133,24853.234,270.0767,41646.742,31648.854,104.63902,1447.958
13228,2021-07-05 04:00:00,300.39,19194,24467,31999,79,517,7,3245,769,2.84630545710864,294.334171339622,291.653699476065,6.65738893460579,0.31297834454051,2739.423,0,22751.553,391.55008,35847.484,31643.12,107.014145,1221.4963
13229,2021-07-05 05:00:00,324.81,22572,26787,31820,86,470,7,2336,833,2.84630545710864,294.334171339622,291.653699476065,6.65738893460579,0.31297834454051,2725.0908,0,20666.488,376.39172,32358.418,31658.664,105.5487,1102.2152
13230,2021-07-05 06:00:00,317.33,21592,24184,31866,86,474,7,2462,800,2.84630545710864,294.334171339622,291.653699476065,6.65738893460579,0.31297834454051,2566.3296,0,19259.076,114.3008,30638.764,31655.69,107.2457,1138.4781
13231,2021-07-05 07:00:00,309.71,20482,21973,31897,89,468,7,2400,802,2.6922568198599,293.458583514039,291.271077213947,0,0.177676067936076,2821.3823,21.54795,19360.693,151.43768,29994.707,31653.557,107.27402,1189.5055
13232,2021-07-05 08:00:00,305.32,19880,21498,31918,87,472,7,2496,798,2.6922568198599,293.458583514039,291.271077213947,0,0.177676067936076,2622.8281,0,19390.809,212.23802,29752.771,31634.996,104.881836,1093.1615
13233,2021-07-05 09:00:00,305.38,19893,21149,31919,85,519,7,2385,807,2.6922568198599,293.458583514039,291.271077213947,0,0.177676067936076,2754.8184,0,19613.3,304.6301,31477.3,31625.473,99.739716,1110.9849
13234,2021-07-05 10:00:00,305.42,20028,21096,31940,85,665,29,2378,810,2.66206529166836,295.182465845351,292.151289254079,30.0547116378142,0.350789776833464,2690.7002,0,20541.53,344.2024,33678.13,31643.186,102.881546,1111.6285
13235,2021-07-05 11:00:00,306.99,20367,22102,31934,84,603,544,2275,844,2.66206529166836,295.182465845351,292.151289254079,30.0547116378142,0.350789776833464,2597.1274,477.20733,22568.521,362.28516,36850.543,31679.65,101.38263,1234.8663
13236,2021-07-05 12:00:00,309.15,20585,25805,31913,84,651,1308,1988,855,2.66206529166836,295.182465845351,292.151289254079,30.0547116378142,0.350789776833464,2307.0837,1277.60321,23368.223,235.9544,38655.7,31655.72,96.94694,1272.0127
13237,2021-07-05 13:00:00,320.91,21910,32568,31897,84,683,1823,1363,990,3.30697599692477,300.217599736494,292.806516495452,499.92095781453,0.21153939523269,2305.2756,1956.50941,24797.713,478.16437,42838.34,31631.043,99.11114,1456.4285
13238,2021-07-05 14:00:00,332.59,23999,36749,31843,83,1087,2402,1163,2061,3.30697599692477,300.217599736494,292.806516495452,499.92095781453,0.21153939523269,2095.8928,2275.44792,26294.822,733.3465,47246.83,31657.178,97.57563,1663.0897
13239,2021-07-05 15:00:00,346.32,27020,41270,31787,83,1070,2690,1270,2584,3.30697599692477,300.217599736494,292.806516495452,499.92095781453,0.21153939523269,1918.1006,2396.12453,28669.094,1057.1246,51118.2,31719.762,101.62269,1840.5709
13240,2021-07-05 16:00:00,353.66,28949,46037,31742,82,1228,2708,1382,2652,3.63938645121127,302.930067837882,292.184147505317,683.771344019458,0.473055325809801,2200.9983,2510.33832,29683.738,1723.6971,54273.91,31652.027,106.62188,1922.1438
