,Solar,Wind Offshore,Wind Onshore
2019-01-04 20:00:00+01:00,0.0,451.0,265.0
2019-01-04 21:00:00+01:00,0.0,462.0,266.0
2019-01-04 22:00:00+01:00,0.0,475.0,270.0
2019-01-04 23:00:00+01:00,0.0,504.0,277.0
2019-01-05 00:00:00+01:00,0.0,541.0,310.0
2019-01-05 01:00:00+01:00,0.0,563.0,319.0
2019-01-05 02:00:00+01:00,0.0,594.0,335.0
2019-01-05 03:00:00+01:00,0.0,614.0,359.0
2019-01-05 04:00:00+01:00,0.0,625.0,393.0
2019-01-05 05:00:00+01:00,0.0,618.0,427.0
2019-01-05 06:00:00+01:00,0.0,598.0,453.0
2019-01-05 07:00:00+01:00,0.0,568.0,464.0
2019-01-05 08:00:00+01:00,1.0,536.0,460.0
2019-01-05 09:00:00+01:00,27.0,506.0,458.0
2019-01-05 10:00:00+01:00,85.0,476.0,469.0
2019-01-05 11:00:00+01:00,140.0,469.0,493.0
2019-01-05 12:00:00+01:00,165.0,464.0,521.0
2019-01-05 13:00:00+01:00,160.0,460.0,530.0
2019-01-05 14:00:00+01:00,124.0,477.0,513.0
2019-01-05 15:00:00+01:00,63.0,494.0,483.0
2019-01-05 16:00:00+01:00,12.0,496.0,449.0
2019-01-05 17:00:00+01:00,0.0,482.0,417.0
2019-01-05 18:00:00+01:00,0.0,453.0,387.0
2019-01-05 19:00:00+01:00,0.0,399.0,361.0
2019-01-05 20:00:00+01:00,0.0,336.0,339.0
2019-01-05 21:00:00+01:00,0.0,288.0,319.0
2019-01-05 22:00:00+01:00,0.0,267.0,300.0
2019-01-05 23:00:00+01:00,0.0,265.0,288.0
2019-01-06 00:00:00+01:00,0.0,264.0,291.0
2019-01-06 01:00:00+01:00,0.0,248.0,279.0
2019-01-06 02:00:00+01:00,0.0,209.0,272.0
2019-01-06 03:00:00+01:00,0.0,161.0,260.0
2019-01-06 04:00:00+01:00,0.0,147.0,243.0
2019-01-06 05:00:00+01:00,0.0,148.0,229.0
2019-01-06 06:00:00+01:00,0.0,151.0,213.0
2019-01-06 07:00:00+01:00,0.0,150.0,191.0
2019-01-06 08:00:00+01:00,1.0,137.0,169.0
2019-01-06 09:00:00+01:00,41.0,117.0,148.0
2019-01-06 10:00:00+01:00,133.0,98.0,129.0
2019-01-06 11:00:00+01:00,200.0,83.0,114.0
2019-01-06 12:00:00+01:00,230.0,68.0,103.0
2019-01-06 13:00:00+01:00,224.0,56.0,92.0
2019-01-06 14:00:00+01:00,185.0,55.0,83.0
2019-01-06 15:00:00+01:00,101.0,58.0,78.0
2019-01-06 16:00:00+01:00,18.0,59.0,76.0
2019-01-06 17:00:00+01:00,0.0,58.0,78.0
2019-01-06 18:00:00+01:00,0.0,54.0,83.0
2019-01-06 19:00:00+01:00,0.0,54.0,86.0
2019-01-06 20:00:00+01:00,0.0,57.0,89.0
2019-01-06 21:00:00+01:00,0.0,62.0,88.0
2019-01-06 22:00:00+01:00,0.0,71.0,85.0
2019-01-06 23:00:00+01:00,0.0,80.0,84.0
2019-01-07 00:00:00+01:00,0.0,45.0,46.0
2019-01-07 01:00:00+01:00,0.0,46.0,52.0
2019-01-07 02:00:00+01:00,0.0,43.0,60.0
2019-01-07 03:00:00+01:00,0.0,45.0,68.0
2019-01-07 04:00:00+01:00,0.0,58.0,77.0
2019-01-07 05:00:00+01:00,0.0,79.0,89.0
2019-01-07 06:00:00+01:00,0.0,118.0,109.0
2019-01-07 07:00:00+01:00,0.0,171.0,135.0
2019-01-07 08:00:00+01:00,1.0,244.0,163.0
2019-01-07 09:00:00+01:00,39.0,330.0,190.0
2019-01-07 10:00:00+01:00,118.0,389.0,209.0
2019-01-07 11:00:00+01:00,172.0,478.0,227.0
2019-01-07 12:00:00+01:00,201.0,626.0,257.0
2019-01-07 13:00:00+01:00,201.0,783.0,310.0
2019-01-07 14:00:00+01:00,159.0,889.0,398.0
2019-01-07 15:00:00+01:00,87.0,960.0,519.0
2019-01-07 16:00:00+01:00,17.0,1028.0,660.0
2019-01-07 17:00:00+01:00,0.0,1071.0,800.0
2019-01-07 18:00:00+01:00,0.0,1097.0,925.0
2019-01-07 19:00:00+01:00,0.0,1113.0,1036.0
2019-01-07 20:00:00+01:00,0.0,1120.0,1121.0
2019-01-07 21:00:00+01:00,0.0,1127.0,1177.0
2019-01-07 22:00:00+01:00,0.0,1131.0,1208.0
2019-01-07 23:00:00+01:00,0.0,1130.0,1221.0
2019-01-08 00:00:00+01:00,0.0,1078.0,1069.0
2019-01-08 01:00:00+01:00,0.0,1082.0,1026.0
2019-01-08 02:00:00+01:00,0.0,1087.0,966.0
2019-01-08 03:00:00+01:00,0.0,1089.0,916.0
2019-01-08 04:00:00+01:00,0.0,1091.0,883.0
2019-01-08 05:00:00+01:00,0.0,1092.0,871.0
2019-01-08 06:00:00+01:00,0.0,1092.0,877.0
2019-01-08 07:00:00+01:00,0.0,1088.0,894.0
2019-01-08 08:00:00+01:00,1.0,1087.0,922.0
2019-01-08 09:00:00+01:00,61.0,1090.0,963.0
2019-01-08 10:00:00+01:00,187.0,1095.0,1010.0
2019-01-08 11:00:00+01:00,275.0,1103.0,1052.0
2019-01-08 12:00:00+01:00,332.0,1111.0,1088.0
2019-01-08 13:00:00+01:00,315.0,1117.0,1125.0
2019-01-08 14:00:00+01:00,245.0,1121.0,1150.0
2019-01-08 15:00:00+01:00,145.0,1121.0,1158.0
2019-01-08 16:00:00+01:00,30.0,1121.0,1146.0
2019-01-08 17:00:00+01:00,0.0,1122.0,1113.0
2019-01-08 18:00:00+01:00,0.0,1120.0,1074.0
2019-01-08 19:00:00+01:00,0.0,1120.0,1037.0
2019-01-08 20:00:00+01:00,0.0,1120.0,1009.0
2019-01-08 21:00:00+01:00,0.0,1121.0,991.0
2019-01-08 22:00:00+01:00,0.0,1123.0,968.0
2019-01-08 23:00:00+01:00,0.0,1123.0,940.0
2019-01-09 00:00:00+01:00,0.0,1126.0,928.0
