UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,avg_wind_production_forecast
2021-04-13 11:00:00,22,7309,1147,41,1253,0,4228,171,3793.01
2021-04-13 12:00:00,21,7819,1147,40,1298,0,4145,9,3756.06
2021-04-13 13:00:00,21,8139,1147,40,1744,0,4172,67,3667.74
2021-04-13 14:00:00,22,8224,1147,40,1504,1979,4235,0,3460.07
2021-04-13 15:00:00,24,5959,1147,41,1013,8189,4583,0,3294.81
2021-04-13 16:00:00,23,5393,1146,42,725,10700,4813,0,3347.95
2021-04-13 17:00:00,23,4825,1146,41,318,11972,4296,0,3432.16
2021-04-13 18:00:00,23,4445,1148,41,332,12519,3564,32,3431.17
2021-04-13 19:00:00,20,4293,1147,41,252,12489,3691,17,3430.86
2021-04-13 20:00:00,18,4120,1147,41,181,12261,3624,0,3465.53
2021-04-13 21:00:00,17,4229,1147,41,158,11764,4128,0,3520.15
2021-04-13 22:00:00,18,4565,1149,41,275,11517,4318,0,3664.27
2021-04-13 23:00:00,19,4806,1148,41,359,10954,4565,0,3888.96
2021-04-14 00:00:00,19,6076,1148,41,611,9293,4621,51,3974.09
2021-04-14 01:00:00,21,7773,1147,41,1691,4358,4473,0,3780.43
2021-04-14 02:00:00,19,11324,1146,42,2293,271,3834,103,3470.21
2021-04-14 03:00:00,19,11598,1146,42,2168,0,4239,108,3303.29
2021-04-14 04:00:00,20,10322,1146,42,2120,0,4454,170,3317.98
2021-04-14 05:00:00,19,10256,1145,42,1818,0,4038,54,3349.65
2021-04-14 06:00:00,20,9937,1150,42,1387,0,3955,0,3328.92
2021-04-14 07:00:00,20,9642,1147,42,1170,0,3796,43,3451.14
2021-04-14 08:00:00,20,8744,1147,42,1094,0,3835,18,3254.29
2021-04-14 09:00:00,21,8862,1148,42,1081,0,3217,0,3100.08
2021-04-14 10:00:00,20,8823,1148,42,1101,0,3092,37,2991.6
2021-04-14 11:00:00,18,9029,1147,42,1105,0,2919,53,2866.11
2021-04-14 12:00:00,18,9443,1147,42,1320,0,2859,8,2700.37
2021-04-14 13:00:00,16,10005,1145,42,1822,0,2896,9,2534.18
2021-04-14 14:00:00,16,9269,1146,41,1814,2141,3182,0,2360.69
2021-04-14 15:00:00,17,6311,1146,42,1136,8298,2988,0,2297.54
2021-04-14 16:00:00,15,4669,1146,43,1052,10958,2881,0,2421.1
2021-04-14 17:00:00,15,4168,1146,43,310,11992,2400,0,2615.17
2021-04-14 18:00:00,16,3888,1146,42,300,12342,2631,0,2771.4
2021-04-14 19:00:00,16,3791,1146,42,303,12083,2928,0,2874.86
2021-04-14 20:00:00,14,3491,1146,42,264,11700,3529,0,2955.47
2021-04-14 21:00:00,15,3671,1146,42,227,10857,3432,0,3037.92
2021-04-14 22:00:00,15,3884,1145,41,283,10464,3521,12,3189.1
2021-04-14 23:00:00,16,4367,1145,40,442,9683,3800,0,3389.58
2021-04-15 00:00:00,15,5619,1144,40,1471,6731,4405,102,3513.01
2021-04-15 01:00:00,14,6992,1143,41,1969,3555,4155,0,3440.33
2021-04-15 02:00:00,15,10123,1142,41,2840,221,3533,145,3241.4
2021-04-15 03:00:00,16,11333,1143,41,2738,0,3271,142,3092.21
2021-04-15 04:00:00,16,10927,1142,41,2552,0,2864,89,2998.19
2021-04-15 05:00:00,16,10486,1144,41,2226,0,2483,52,2966.45
2021-04-15 06:00:00,16,10551,1145,41,1704,0,2606,0,3047.19
2021-04-15 07:00:00,16,10034,1144,41,1332,0,3123,91,2999.08
2021-04-15 08:00:00,17,9746,1144,41,1186,0,3463,0,3179.16
2021-04-15 09:00:00,18,9539,1143,40,1223,0,3809,14,3245.83
2021-04-15 10:00:00,17,9621,1145,41,1149,0,3508,0,3222.2
2021-04-15 11:00:00,16,9805,1145,41,1261,0,3150,3,3071.39
2021-04-15 12:00:00,16,10105,1145,40,1729,0,2841,63,2821.68
2021-04-15 13:00:00,20,10337,1143,41,2245,0,2843,70,2579.84
2021-04-15 14:00:00,20,9925,1142,39,2178,2153,2580,33,2295.36
2021-04-15 15:00:00,22,7472,1142,41,1162,8440,2128,0,2032.52
2021-04-15 16:00:00,21,5272,1143,41,1166,11206,1466,50,1923.61
2021-04-15 17:00:00,21,4850,1143,41,619,12104,839,0,1815.53
2021-04-15 18:00:00,21,4723,1145,41,558,11879,337,0,1725.27
2021-04-15 19:00:00,21,4808,1144,42,460,11890,276,0,1771.36
2021-04-15 20:00:00,20,4430,1145,42,393,12435,535,0,1965.92
2021-04-15 21:00:00,19,4485,1145,42,230,12393,741,0,2272.12
2021-04-15 22:00:00,19,4508,1146,40,416,11905,1694,0,2601.1
2021-04-15 23:00:00,20,4874,1145,40,604,10733,2464,31,2882.55
2021-04-16 00:00:00,20,5665,1146,40,1209,9824,2909,108,3081.65
2021-04-16 01:00:00,20,7054,1146,40,2249,5247,3178,144,3191.63
2021-04-16 02:00:00,19,10294,1146,40,2790,466,3364,109,3227.96
2021-04-16 03:00:00,18,11699,1146,40,2745,0,3424,182,3251.86
2021-04-16 04:00:00,20,11372,1143,40,2415,0,3731,100,3305.96
2021-04-16 05:00:00,20,10370,1143,40,2518,0,3591,129,3332.14
2021-04-16 06:00:00,20,9745,1143,40,2036,0,3613,0,3289.46
2021-04-16 07:00:00,21,9471,1146,40,1452,0,3514,92,3001.64
2021-04-16 08:00:00,21,9452,1145,40,1048,0,3190,0,2813.29
2021-04-16 09:00:00,20,9380,1144,39,1020,0,3197,0,2687.92
2021-04-16 10:00:00,21,9787,1144,39,718,0,2956,18,2620.61
2021-04-16 11:00:00,23,10059,1144,39,715,0,2664,0,2539.37
2021-04-16 12:00:00,22,9505,1144,39,1656,0,2725,14,2379.86
2021-04-16 13:00:00,23,10178,1143,39,2104,0,2561,87,2122.97
2021-04-16 14:00:00,22,10061,1144,37,1866,2222,2046,129,1683.31
2021-04-16 15:00:00,20,7752,1144,36,1097,7658,1641,73,1046.42
2021-04-16 16:00:00,19,7534,1144,51,1064,10329,834,0,512.43
2021-04-16 17:00:00,20,5232,1144,36,788,11518,668,0,300.74
2021-04-16 18:00:00,19,4178,1145,52,581,12406,522,0,264.65
2021-04-16 19:00:00,16,3915,1145,79,555,12358,600,0,296.9
2021-04-16 20:00:00,17,4051,1145,85,259,12436,659,96,458.39
2021-04-16 21:00:00,18,4153,1145,86,272,12386,750,0,903.21
2021-04-16 22:00:00,19,4490,1146,87,262,12078,1603,0,1770.49
2021-04-16 23:00:00,20,4813,1146,86,403,11598,2623,0,2762.39
2021-04-17 00:00:00,21,4834,1145,87,822,10246,3736,0,3447.37
2021-04-17 01:00:00,20,6501,1146,87,1864,5727,3990,133,3673.04
2021-04-17 02:00:00,21,10115,1146,87,2335,469,4138,77,3741.5
2021-04-17 03:00:00,21,10949,1145,87,2508,0,4071,65,3793.09
2021-04-17 04:00:00,21,11142,1145,88,2307,0,4137,147,3770.89
2021-04-17 05:00:00,21,10306,1144,88,2198,0,4029,0,3748.54
2021-04-17 06:00:00,21,9455,1145,88,1912,0,4089,0,3745.31
2021-04-17 07:00:00,21,9155,1145,88,1476,0,3714,91,3413.09
2021-04-17 08:00:00,21,9400,1145,88,1321,0,3359,0,3128.67
2021-04-17 09:00:00,21,9469,1145,88,1217,0,2943,0,2885.82
2021-04-17 10:00:00,22,9475,1145,88,1160,0,2711,10,2620.74
2021-04-17 11:00:00,20,9399,1144,87,1158,0,2867,38,2339.76
2021-04-17 12:00:00,22,9492,1145,87,1414,0,2566,32,2050.49
2021-04-17 13:00:00,21,9935,1144,88,1572,0,2093,5,1679.02
2021-04-17 14:00:00,21,9388,1144,86,1193,2426,1423,0,1158.91
2021-04-17 15:00:00,21,6795,1144,87,728,8544,1105,0,649.14
2021-04-17 16:00:00,21,4455,1144,86,357,11223,1098,0,515.85
2021-04-17 17:00:00,20,3734,1145,87,575,11394,1111,0,685.55
2021-04-17 18:00:00,22,3821,1280,86,229,11637,934,0,794.75
2021-04-17 19:00:00,21,3687,1309,87,218,11981,1108,0,805.52
2021-04-17 20:00:00,21,3547,1308,86,197,12370,926,0,751.72
2021-04-17 21:00:00,23,3796,1308,86,133,12056,849,0,701.64
2021-04-17 22:00:00,22,4170,1309,86,241,11458,536,4,707.05
2021-04-17 23:00:00,24,5202,1311,87,388,10289,516,0,741.58
2021-04-18 00:00:00,25,6782,1310,87,889,8580,730,0,754.87
2021-04-18 01:00:00,23,8229,1311,87,2053,5014,1189,0,749.59
2021-04-18 02:00:00,21,11840,1309,87,2826,457,1100,149,728.66
2021-04-18 03:00:00,23,12663,1311,87,2890,0,869,137,723.72
2021-04-18 04:00:00,21,12871,1312,86,2750,0,611,78,773.7
2021-04-18 05:00:00,23,12411,1310,87,2253,0,587,40,787.01
2021-04-18 06:00:00,23,12097,1312,88,1924,0,634,10,760.9
2021-04-18 07:00:00,22,10343,1384,88,1394,0,374,0,656.81
2021-04-18 08:00:00,23,9590,1547,88,1168,0,306,35,730.74
2021-04-18 09:00:00,24,8800,1531,88,1142,0,416,0,855.16
2021-04-18 10:00:00,24,8465,1566,88,1173,0,460,20,932.65
2021-04-18 11:00:00,24,8466,1563,88,1286,0,570,83,938.99
2021-04-18 12:00:00,25,8521,1565,87,1526,0,828,4,945.37
2021-04-18 13:00:00,24,8427,1568,88,1900,0,660,1,969.77
2021-04-18 14:00:00,21,6652,1560,87,1207,2808,638,0,888.18
2021-04-18 15:00:00,23,3852,1565,88,447,8920,794,0,861.04
2021-04-18 16:00:00,24,3212,1562,88,430,10175,1427,4,1068.51
2021-04-18 17:00:00,24,2934,1566,88,343,10664,1556,0,1275.08
2021-04-18 18:00:00,21,2977,1568,87,281,11240,1376,0,1304.16
2021-04-18 19:00:00,23,3023,1568,88,212,11632,1446,0,1215.85
2021-04-18 20:00:00,24,2993,1568,87,221,12055,1435,0,1055.71
2021-04-18 21:00:00,18,3376,1564,87,199,11768,1219,0,840.2
2021-04-18 22:00:00,16,3957,1567,87,231,12156,1233,0,740.01
2021-04-18 23:00:00,17,4888,1565,87,387,11527,1649,0,983.41
2021-04-19 00:00:00,21,6024,1564,88,931,10161,2180,0,1379.26
2021-04-19 01:00:00,22,6571,1585,87,2269,6050,2252,59,1631.93
2021-04-19 02:00:00,21,11065,1584,87,2479,571,2106,0,1827.54
2021-04-19 03:00:00,18,11250,1583,87,2802,0,1999,162,1826.86
2021-04-19 04:00:00,20,10744,1584,87,2792,0,2174,124,1658.6
2021-04-19 05:00:00,22,9944,1567,87,2496,0,2115,92,1663.41
2021-04-19 06:00:00,22,9238,1565,88,1717,0,1910,0,1814.06
2021-04-19 07:00:00,22,7834,1568,88,1314,0,2338,9,2333.14
2021-04-19 08:00:00,22,7905,1567,88,839,0,3093,0,2434.27
2021-04-19 09:00:00,23,7057,1564,88,826,0,3513,0,2581.35
2021-04-19 10:00:00,22,7573,1563,88,514,0,3452,0,2658.34
2021-04-19 11:00:00,23,7294,1566,87,914,0,2993,38,2539.97
2021-04-19 12:00:00,23,8469,1566,88,1310,0,2261,0,2334.99
2021-04-19 13:00:00,21,8400,1566,87,2003,0,2176,24,2167.72
2021-04-19 14:00:00,21,7878,1565,88,1764,2877,1994,33,1888.17
2021-04-19 15:00:00,21,6012,1560,86,726,9052,1989,0,1411.2
2021-04-19 16:00:00,22,5327,1565,87,341,11290,1689,0,1022.56
2021-04-19 17:00:00,20,4374,1565,88,352,12051,1204,0,833.45
2021-04-19 18:00:00,20,4379,1563,87,302,12432,1071,0,809.65
2021-04-19 19:00:00,21,3880,1549,87,578,12532,1356,0,1109.22
2021-04-19 20:00:00,20,3692,1286,88,571,12534,1619,0,1700.48
2021-04-19 21:00:00,19,4153,1230,88,552,12414,2261,0,2267.04
2021-04-19 22:00:00,19,4693,1203,88,602,12210,2760,0,2722.08
2021-04-19 23:00:00,20,4871,1146,88,1146,11729,3513,0,3157.2
2021-04-20 00:00:00,20,6637,1147,88,1561,10447,3676,0,3459.17
2021-04-20 01:00:00,21,7964,1146,87,2431,6101,3631,3,3637.97
2021-04-20 02:00:00,21,11040,1146,87,2867,617,3679,122,3766.03
2021-04-20 03:00:00,20,12154,1146,87,2948,0,3884,136,3832.76
2021-04-20 04:00:00,22,11115,1146,88,2684,0,4146,67,3858.28
2021-04-20 05:00:00,22,10146,1145,87,2150,0,4548,67,3892.18
2021-04-20 06:00:00,22,8992,1146,88,1655,0,4815,30,3945.68
2021-04-20 07:00:00,22,8383,1145,87,1281,0,4955,63,3907.14
2021-04-20 08:00:00,22,7682,1147,87,1020,0,4908,6,3902.58
2021-04-20 09:00:00,22,7295,1146,87,995,0,4780,14,3850.34
2021-04-20 10:00:00,21,6937,1148,88,976,0,4756,40,3760.24
2021-04-20 11:00:00,22,7030,1147,88,1059,0,4614,58,3651.66
2021-04-20 12:00:00,21,7474,1148,88,1447,0,4378,68,3510.98
2021-04-20 13:00:00,20,8545,1147,88,1867,0,3898,59,3288.62
2021-04-20 14:00:00,20,8472,1147,88,1475,2883,3002,0,2954.49
2021-04-20 15:00:00,20,6541,1147,88,1124,8756,2800,0,2560.31
2021-04-20 16:00:00,23,4823,1148,87,695,10959,2719,0,2322.12
2021-04-20 17:00:00,22,4254,1147,87,615,11884,2517,0,2237.56
2021-04-20 18:00:00,25,4084,1147,87,575,11998,2307,0,2231.52
2021-04-20 19:00:00,21,3640,1147,87,558,12021,2296,0,2388.75
2021-04-20 20:00:00,20,3827,1146,88,541,11907,2503,0,2565.02
2021-04-20 21:00:00,20,4030,1146,87,514,11808,3537,0,2627.83
2021-04-20 22:00:00,19,4144,1146,87,610,11340,3928,0,2684.27
2021-04-20 23:00:00,20,4861,1147,86,847,10748,3489,0,2870.31
2021-04-21 00:00:00,20,6327,1148,86,1062,9050,3490,0,2993.41
2021-04-21 01:00:00,21,7902,1146,87,1940,5353,3446,0,2886.62
2021-04-21 02:00:00,21,10264,1147,88,2782,495,3275,111,2782.1
2021-04-21 03:00:00,19,11823,1146,88,2758,0,2891,161,2813.14
2021-04-21 04:00:00,23,10452,1146,89,2695,0,3229,109,2873.47
2021-04-21 05:00:00,24,9816,1146,89,2479,0,3129,162,2955.03
2021-04-21 06:00:00,23,9119,1146,89,1797,0,3388,32,2966.14
2021-04-21 07:00:00,24,8520,1147,90,1342,0,3445,47,2879.71
2021-04-21 08:00:00,23,8010,1147,46,1139,0,3556,0,2948.41
2021-04-21 09:00:00,24,7537,1146,51,1118,0,3922,0,2935.33
2021-04-21 10:00:00,26,7743,1148,78,1130,0,3218,0,2787.32
2021-04-21 11:00:00,26,7997,1147,83,1333,0,3198,135,2569.09
2021-04-21 12:00:00,24,8524,1147,84,1940,0,2842,11,2447.08
2021-04-21 13:00:00,24,8943,1146,84,2201,0,3298,40,2395.26
2021-04-21 14:00:00,23,8355,1147,84,1994,2528,2719,91,2293.97
2021-04-21 15:00:00,22,6951,1147,85,1049,8247,2904,0,2333.96
2021-04-21 16:00:00,22,5409,1147,84,943,10539,2929,0,2571.13
2021-04-21 17:00:00,19,5560,1146,84,376,11330,2946,0,2784.28
2021-04-21 18:00:00,18,4837,1146,83,566,11366,3167,0,2935.66
2021-04-21 19:00:00,17,4914,1147,84,196,11986,3393,87,3048.91
2021-04-21 20:00:00,16,4744,1147,87,141,11865,3926,0,3147.59
2021-04-21 21:00:00,19,4665,1146,87,97,12051,4356,21,3252.68
2021-04-21 22:00:00,20,5044,1146,87,276,11720,4436,0,3400.1
2021-04-21 23:00:00,22,5519,1148,87,346,11137,4688,0,3558.64
2021-04-22 00:00:00,22,5541,1149,87,896,9770,4902,0,3674.53
2021-04-22 01:00:00,22,6915,1147,53,2037,5427,4770,0,3577.44
2021-04-22 02:00:00,22,9462,1147,46,2590,495,4598,97,3369.94
2021-04-22 03:00:00,23,10434,1146,65,2708,0,4580,186,3315.24
2021-04-22 04:00:00,22,9909,1146,63,2414,0,4585,185,3360.76
2021-04-22 05:00:00,23,9199,1148,52,1880,0,4743,182,3441.35
2021-04-22 06:00:00,23,8646,1149,73,1500,0,4823,0,3480.66
2021-04-22 07:00:00,24,7979,1146,82,1113,0,4736,48,3568.84
2021-04-22 08:00:00,24,7599,1146,82,936,0,4310,0,3486.41
2021-04-22 09:00:00,24,7378,1145,82,754,0,4489,0,3466.91
2021-04-22 10:00:00,25,7214,1146,81,715,0,4331,0,3467.15
2021-04-22 11:00:00,24,6501,1146,82,1187,0,4164,2,3401.54
2021-04-22 12:00:00,25,6844,1146,82,1533,0,4236,36,3275.99
2021-04-22 13:00:00,22,7509,1146,81,1844,0,4227,29,3034.51
2021-04-22 14:00:00,22,7594,1146,81,1494,2568,3914,0,2620.38
2021-04-22 15:00:00,20,6805,1146,81,540,8088,3839,0,2271.71
2021-04-22 16:00:00,19,5022,1146,87,653,10436,3517,0,2092.27
2021-04-22 17:00:00,20,4245,1146,88,288,11464,3258,2,2007.06
2021-04-22 18:00:00,16,3944,1145,89,270,11607,3381,36,2128.21
2021-04-22 19:00:00,17,3802,1147,89,238,12021,3083,0,2496.68
2021-04-22 20:00:00,16,3593,1146,89,218,11918,3368,0,3018.06
2021-04-22 21:00:00,18,3621,1145,89,217,11894,4153,0,3499.48
2021-04-22 22:00:00,16,4087,1147,89,316,11950,4570,0,3863.38
2021-04-22 23:00:00,16,5004,1146,89,352,10913,4818,0,4096.1
2021-04-23 00:00:00,18,6364,1146,89,502,9458,4868,0,4173.88
2021-04-23 01:00:00,18,7131,1146,89,1461,5617,4797,0,4121.2
2021-04-23 02:00:00,19,9164,1146,87,2388,604,4272,110,4006.34
2021-04-23 03:00:00,17,10032,1146,87,2430,0,4732,154,3941.47
2021-04-23 04:00:00,20,9555,1147,87,2247,0,5101,104,3897.95
2021-04-23 05:00:00,19,9038,1145,87,1764,0,5169,135,3834.43
2021-04-23 06:00:00,22,8003,1146,87,1379,0,5113,138,3731.97
2021-04-23 07:00:00,20,8148,1145,88,860,0,5298,36,3800.82
2021-04-23 08:00:00,20,7213,1146,89,1077,0,5132,0,3675.45
2021-04-23 09:00:00,19,7270,1145,89,992,0,4965,0,3577.32
2021-04-23 10:00:00,18,7289,1146,89,1000,0,4889,0,3492.1
2021-04-23 11:00:00,19,7506,1146,89,1185,0,4781,0,3395.63
2021-04-23 12:00:00,22,7799,1147,89,1747,0,4498,0,3224.29
2021-04-23 13:00:00,21,8665,1146,89,2070,0,4158,35,2933.53
2021-04-23 14:00:00,21,8350,1147,88,1844,3043,3675,91,2374.49
2021-04-23 15:00:00,23,6678,1146,87,1204,8804,2613,139,1756.75
2021-04-23 16:00:00,24,5864,1147,89,784,10930,2133,86,1385.65
2021-04-23 17:00:00,24,5450,1147,89,537,11742,1534,0,1228.17
2021-04-23 18:00:00,21,4678,1146,88,810,12379,1589,0,1259.82
2021-04-23 19:00:00,20,4249,1146,89,736,12368,2225,0,1492.79
2021-04-23 20:00:00,22,4430,1147,89,460,12285,2521,0,1990.92
2021-04-23 21:00:00,20,4489,1145,89,83,12396,3176,0,2756.41
2021-04-23 22:00:00,20,4581,1145,89,234,12174,3612,0,3483.69
2021-04-23 23:00:00,21,5593,1146,89,366,11355,4014,0,3867.27
2021-04-24 00:00:00,21,6182,1147,89,525,10451,4397,0,3980.98
2021-04-24 01:00:00,20,7014,1146,88,1576,6209,4591,0,3927.71
2021-04-24 02:00:00,20,9003,1146,88,2476,633,4697,78,3772.95
2021-04-24 03:00:00,21,10235,1146,88,2560,0,4609,183,3699.88
2021-04-24 04:00:00,21,10141,1145,88,2464,0,4685,224,3670.95
2021-04-24 05:00:00,20,9417,1146,88,2484,0,4382,276,3600.34
2021-04-24 06:00:00,20,9080,1145,88,1446,0,4365,124,3515.91
2021-04-24 07:00:00,21,9021,1147,88,984,0,4301,69,3511.73
2021-04-24 08:00:00,22,8910,1146,87,923,0,3757,0,3451.52
2021-04-24 09:00:00,20,8045,1145,88,936,0,4624,24,3445
2021-04-24 10:00:00,21,8418,1146,88,646,0,3572,3,3413.08
2021-04-24 11:00:00,21,8138,1144,87,1017,0,3824,0,3327.7
2021-04-24 12:00:00,22,8046,1145,87,1204,0,3873,0,3212.12
2021-04-24 13:00:00,22,8130,1146,88,1617,0,3603,48,3017.13
2021-04-24 14:00:00,21,6773,1145,87,1376,3008,3495,132,2691.78
2021-04-24 15:00:00,23,5124,1145,89,795,7584,3365,0,2451.66
2021-04-24 16:00:00,22,4531,1145,88,353,10327,2766,0,2483.7
2021-04-24 17:00:00,22,3890,1144,87,345,11268,2659,0,2741.53
2021-04-24 18:00:00,22,3361,1145,87,319,11717,3521,0,3070.39
2021-04-24 19:00:00,23,3038,1145,87,316,10761,3864,0,3305.28
2021-04-24 20:00:00,21,3090,1144,86,131,10025,4423,0,3486.5
2021-04-24 21:00:00,21,3226,1143,87,157,9603,4636,0,3639.94
2021-04-24 22:00:00,16,3568,1144,87,467,10277,4583,0,3761.89
2021-04-24 23:00:00,19,4045,1144,87,485,9775,4811,0,3799.58
2021-04-25 00:00:00,22,5101,1145,87,942,8708,4986,0,3718.76
2021-04-25 01:00:00,22,6353,1145,87,1399,5142,4725,0,3539.38
2021-04-25 02:00:00,22,8088,1144,87,2488,525,4339,108,3244.25
2021-04-25 03:00:00,22,8890,1144,87,2585,0,4132,206,3069.72
2021-04-25 04:00:00,22,8868,1144,87,2376,0,4162,254,3040
2021-04-25 05:00:00,22,8207,1144,87,2009,0,4224,131,2893.04
2021-04-25 06:00:00,22,7984,1144,88,1499,0,3866,4,2730.03
2021-04-25 07:00:00,21,7556,1143,87,1207,0,4162,63,2630.98
2021-04-25 08:00:00,22,6957,1145,87,1204,0,3821,57,2524.07
2021-04-25 09:00:00,22,7176,1144,87,783,0,3306,0,2402.1
2021-04-25 10:00:00,23,6805,1144,87,773,0,3328,0,2204
2021-04-25 11:00:00,21,6305,1144,88,1089,0,3184,59,2055.41
2021-04-25 12:00:00,22,6394,1144,88,1281,0,3623,0,1956.61
2021-04-25 13:00:00,23,6690,1212,87,1611,3,3415,60,1836.82
2021-04-25 14:00:00,22,5753,1281,87,1623,2718,2734,0,1643.58
2021-04-25 15:00:00,22,4885,1303,86,1235,5343,2659,0,1509.72
2021-04-25 16:00:00,21,4260,1306,86,1088,6758,2844,6,1564.87
2021-04-25 17:00:00,22,4106,1403,86,1003,7067,2619,0,1732.11
2021-04-25 18:00:00,23,3843,1493,87,1061,7286,2878,0,1971.75
2021-04-25 19:00:00,24,3815,1569,87,1076,7234,3145,0,2166.25
2021-04-25 20:00:00,23,3666,1567,87,1002,7507,3550,0,2233.45
2021-04-25 21:00:00,23,3860,1584,87,944,8282,3840,0,2321.28
2021-04-25 22:00:00,24,4330,1581,87,748,7773,3761,0,2502.77
2021-04-25 23:00:00,25,5466,1589,87,599,7210,3859,0,2653.87
2021-04-26 00:00:00,24,6145,1595,87,1289,4498,4223,0,2789
2021-04-26 01:00:00,23,7089,1600,87,1745,2203,4305,40,2886.94
2021-04-26 02:00:00,22,7457,1598,87,2336,263,3780,77,2842.91
2021-04-26 03:00:00,23,8649,1598,88,2550,0,3318,132,2712.51
2021-04-26 04:00:00,23,8613,1595,87,2482,0,3307,172,2617.67
2021-04-26 05:00:00,23,8625,1600,88,1858,0,3271,169,2602.98
2021-04-26 06:00:00,23,7561,1597,87,1419,0,3256,49,2655.73
2021-04-26 07:00:00,23,7556,1589,87,1170,0,3615,49,2604.11
2021-04-26 08:00:00,28,7024,1462,86,1079,0,3292,68,2710.57
2021-04-26 09:00:00,26,7223,1312,87,991,0,3183,0,2772.1
2021-04-26 10:00:00,23,7298,1155,87,1029,0,3078,0,2769.3
2021-04-26 11:00:00,23,7581,1000,87,1008,0,2969,205,2741.15
2021-04-26 12:00:00,25,7997,925,87,1491,0,3068,96,2705.74
2021-04-26 13:00:00,23,8497,922,87,1933,0,3253,112,2589.24
2021-04-26 14:00:00,23,8840,921,87,1889,1643,3079,0,2456.27
2021-04-26 15:00:00,22,8013,920,87,1606,4566,2848,0,2499.34
2021-04-26 16:00:00,22,7188,920,87,1133,6279,2598,0,2584.02
2021-04-26 17:00:00,22,7385,921,87,384,7469,2834,0,2573.38
2021-04-26 18:00:00,22,5291,918,87,471,8179,2828,127,2629.95
2021-04-26 19:00:00,21,5287,918,87,412,8963,3749,0,2744.3
2021-04-26 20:00:00,20,5144,918,87,221,8753,4068,0,2828.63
2021-04-26 21:00:00,20,4363,915,87,826,8091,4144,70,2893.6
2021-04-26 22:00:00,20,4425,917,88,1010,8129,3765,89,3018.08
2021-04-26 23:00:00,21,4858,918,87,1263,7485,4248,0,3120.19
2021-04-27 00:00:00,22,5133,920,87,1313,7182,4149,0,3179.95
2021-04-27 01:00:00,21,6144,920,87,2144,5092,4158,119,3192.56
2021-04-27 02:00:00,23,7907,943,88,2786,700,4191,124,3085.4
2021-04-27 03:00:00,20,8974,945,86,3032,0,4120,157,2981.62
2021-04-27 04:00:00,21,8735,983,87,2484,0,4188,129,2891.12
2021-04-27 05:00:00,20,8432,1017,86,2107,0,4219,79,2874.8
2021-04-27 06:00:00,20,8076,1081,87,1417,0,4206,50,2920.92
2021-04-27 07:00:00,22,8138,1116,86,735,0,3876,31,2914.25
2021-04-27 08:00:00,22,8650,1153,87,347,0,3778,28,2953.74
2021-04-27 09:00:00,23,8281,1187,87,312,0,3640,0,2874.81
2021-04-27 10:00:00,24,7833,1220,86,633,0,3836,0,2722.59
2021-04-27 11:00:00,25,7959,1299,87,637,0,3719,103,2654.14
2021-04-27 12:00:00,25,7853,1465,87,1548,0,3719,26,2692.96
2021-04-27 13:00:00,23,8720,1622,87,2061,0,3656,0,2734.35
2021-04-27 14:00:00,24,8055,1786,85,1626,3079,3520,0,2679.97
2021-04-27 15:00:00,23,6139,1887,86,1038,8477,3545,0,2634.12
2021-04-27 16:00:00,22,4218,1902,87,1218,10382,3379,0,2602.12
2021-04-27 17:00:00,22,3527,1914,87,1375,10210,3206,0,2445.52
2021-04-27 18:00:00,22,2928,1947,87,1099,9762,3262,25,2216.61
2021-04-27 19:00:00,23,2891,1986,87,1193,9521,2861,154,2034.07
2021-04-27 20:00:00,22,2991,2010,87,949,9712,3392,0,1979.17
2021-04-27 21:00:00,19,2837,2013,87,899,9725,2924,10,2105.97
2021-04-27 22:00:00,24,3185,2011,86,1019,9755,3134,0,2311.06
2021-04-27 23:00:00,23,4217,2006,87,953,9349,3055,0,2386.95
2021-04-28 00:00:00,23,4976,2005,87,1248,7909,3419,0,2632.4
2021-04-28 01:00:00,22,5687,2005,87,1793,4809,4215,0,3035.42
2021-04-28 02:00:00,21,7910,2006,87,2457,677,4140,84,3283.73
2021-04-28 03:00:00,20,9606,2006,87,2760,0,3866,157,3321.21
2021-04-28 04:00:00,22,10520,2009,87,2541,0,3578,74,3172.5
2021-04-28 05:00:00,22,9999,2006,87,2060,0,3166,149,2983.81
2021-04-28 06:00:00,23,9626,2007,86,1921,0,3036,135,2834.22
2021-04-28 07:00:00,22,8224,2008,87,1169,0,3248,0,2914.23
2021-04-28 08:00:00,20,6974,2008,87,1031,0,3363,2,2763.83
2021-04-28 09:00:00,22,7270,2007,87,1046,0,2509,0,2483.22
2021-04-28 10:00:00,21,7481,2007,87,1036,0,2236,7,2237.16
2021-04-28 11:00:00,21,7860,2006,87,1155,0,2002,88,1985.83
2021-04-28 12:00:00,21,8048,2010,88,1635,0,2548,126,1680.93
2021-04-28 13:00:00,21,8946,2008,87,1935,4,1802,338,1436.87
2021-04-28 14:00:00,18,8549,2006,87,1193,3950,1390,108,1021.78
2021-04-28 15:00:00,21,6087,2039,86,792,9677,1100,0,762.21
2021-04-28 16:00:00,23,5399,2076,87,508,11323,1012,0,674.5
2021-04-28 17:00:00,23,4185,2110,86,334,12022,1042,0,656.4
2021-04-28 18:00:00,24,4193,2142,86,337,12269,996,0,626.38
