UTC time,coal,nat_gas,nuclear,hydro,solar,other
2023-12-14 00:00:00,570.0,1327.0,991.0,226.0,0.0,0.0
2023-12-14 01:00:00,607.0,1305.0,991.0,234.0,0.0,0.0
2023-12-14 02:00:00,581.0,1283.0,993.0,266.0,0.0,0.0
2023-12-14 03:00:00,495.0,1290.0,991.0,295.0,0.0,0.0
2023-12-14 04:00:00,506.0,1284.0,991.0,183.0,0.0,0.0
2023-12-14 05:00:00,507.0,1278.0,993.0,101.0,0.0,0.0
2023-12-14 06:00:00,502.0,1250.0,989.0,20.0,0.0,0.0
2023-12-14 07:00:00,509.0,1278.0,993.0,18.0,0.0,1.0
2023-12-14 08:00:00,498.0,1272.0,991.0,18.0,0.0,1.0
2023-12-14 09:00:00,512.0,1281.0,992.0,19.0,0.0,2.0
2023-12-14 10:00:00,594.0,1305.0,992.0,17.0,0.0,2.0
2023-12-14 11:00:00,614.0,1360.0,991.0,19.0,0.0,2.0
2023-12-14 12:00:00,659.0,1446.0,990.0,111.0,0.0,2.0
2023-12-14 13:00:00,589.0,1492.0,992.0,297.0,12.0,3.0
2023-12-14 14:00:00,523.0,1416.0,991.0,161.0,275.0,2.0
2023-12-14 15:00:00,457.0,1221.0,991.0,20.0,573.0,2.0
2023-12-14 16:00:00,459.0,1106.0,992.0,37.0,625.0,1.0
2023-12-14 17:00:00,458.0,1099.0,990.0,15.0,625.0,0.0
2023-12-14 18:00:00,452.0,1096.0,991.0,15.0,637.0,0.0
2023-12-14 19:00:00,456.0,1112.0,992.0,13.0,653.0,0.0
2023-12-14 20:00:00,456.0,1116.0,991.0,13.0,658.0,1.0
2023-12-14 21:00:00,469.0,1220.0,993.0,13.0,515.0,0.0
2023-12-14 22:00:00,554.0,1516.0,991.0,11.0,139.0,0.0
2023-12-14 23:00:00,574.0,1644.0,991.0,11.0,0.0,0.0
