datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-08-05 00:00:00,2.4569754689917254,298.0198708183975,294.9219906832176,0.9827052272894748,0.6828308934132609,410.60368,1933.48212,986.41331,151.13642,10521.05043,919.75068
2023-08-05 01:00:00,2.4569754689917254,298.0198708183975,294.9219906832176,0.9827052272894748,0.6828308934132609,404.20278,1959.76012,985.90184,149.09703,5290.67009,462.5106
2023-08-05 02:00:00,2.4569754689917254,298.0198708183975,294.9219906832176,0.9827052272894748,0.6828308934132609,413.95517,1896.58095,983.22948,130.72425,712.92997,62.32437
2023-08-05 03:00:00,2.4569754689917254,298.0198708183975,294.9219906832176,0.9827052272894748,0.6828308934132609,421.08287,1837.3878,980.80447,114.64695,2.59,0.22642
2023-08-05 04:00:00,2.319681545960245,297.0517964227503,294.5634018271045,0.9827052272894748,0.6828308934132609,422.62083,1737.23575,981.78225,92.83299,0.0,0.0
2023-08-05 05:00:00,2.319681545960245,297.0517964227503,294.5634018271045,0.9827052272894748,0.6828308934132609,421.02587,1680.53055,983.56539,66.32543,0.0,0.0
2023-08-05 06:00:00,2.319681545960245,297.0517964227503,294.5634018271045,0.9827052272894748,0.6828308934132609,419.25333,1632.73019,983.7782,49.94176,0.0,0.0
2023-08-05 07:00:00,2.433015592484684,296.3786845776748,294.1898792242277,0.4912435396873205,1.2980945728766595,405.83664,1605.85016,982.73384,40.11228,0.0,0.0
2023-08-05 08:00:00,2.433015592484684,296.3786845776748,294.1898792242277,0.4912435396873205,1.2980945728766595,392.14534,1583.71205,982.49436,29.96097,0.0,0.0
2023-08-05 09:00:00,2.433015592484684,296.3786845776748,294.1898792242277,0.4912435396873205,1.2980945728766595,388.42185,1575.01241,982.02661,31.85418,0.0,0.0
2023-08-05 10:00:00,2.601873837639724,297.15997546445635,294.2862237194329,0.0,1.6665719157336978,381.63188,1568.62488,981.70429,31.19678,0.0,0.0
2023-08-05 11:00:00,2.601873837639724,297.15997546445635,294.2862237194329,0.0,1.6665719157336978,374.46197,1543.82268,982.2485,38.15377,0.0,0.0
2023-08-05 12:00:00,2.601873837639724,297.15997546445635,294.2862237194329,0.0,1.6665719157336978,381.11669,1542.07115,982.70796,49.32722,0.23,0.02011
2023-08-05 13:00:00,2.806136027184328,301.92497128660824,293.783120906459,17.082058539050266,1.888595166765907,380.47664,1554.9697,983.13364,64.4696,1477.59001,129.17098
2023-08-05 14:00:00,2.806136027184328,301.92497128660824,293.783120906459,17.082058539050266,1.888595166765907,372.06238,1578.57255,983.2922,58.00766,6563.43981,573.77619
2023-08-05 15:00:00,2.806136027184328,301.92497128660824,293.783120906459,17.082058539050266,1.888595166765907,375.06099,1591.4078,982.98343,36.80957,11149.30028,974.67231
2023-08-05 16:00:00,2.156089144788832,304.9177185962293,292.6121996594304,493.83285555673166,2.357338329507314,386.9705,1649.92604,983.1591,36.36574,12730.72969,1112.92093
2023-08-05 17:00:00,2.156089144788832,304.9177185962293,292.6121996594304,493.83285555673166,2.357338329507314,397.04103,1750.24449,983.23983,56.20751,13317.87961,1164.2496
2023-08-05 18:00:00,2.156089144788832,304.9177185962293,292.6121996594304,493.83285555673166,2.357338329507314,400.47006,1814.38212,983.62415,65.83379,13619.6996,1190.63472
2023-08-05 19:00:00,2.183599214664777,305.17735691791904,292.08537771851263,695.3761379642287,2.66112669866991,403.32158,1896.40112,983.74377,71.52869,13699.89033,1197.645
2023-08-05 20:00:00,2.183599214664777,305.17735691791904,292.08537771851263,695.3761379642287,2.66112669866991,408.91657,1918.75638,983.73492,74.9868,13682.80986,1196.15182
2023-08-05 21:00:00,2.183599214664777,305.17735691791904,292.08537771851263,695.3761379642287,2.66112669866991,419.22762,1976.47151,983.76532,83.00293,13573.19034,1186.56888
2023-08-05 22:00:00,2.2623025611422944,301.3142049646425,293.58398765276706,773.7989174392496,2.78327483824415,418.8769,1981.56705,985.06909,98.63276,13206.0604,1154.47436
2023-08-05 23:00:00,2.2623025611422944,301.3142049646425,293.58398765276706,773.7989174392496,2.78327483824415,417.35754,1960.7615,982.77141,111.16686,12498.76037,1092.64216
2023-08-06 00:00:00,2.2623025611422944,301.3142049646425,293.58398765276706,773.7989174392496,2.78327483824415,374.50646,1890.7953,986.41331,130.68525,10720.47705,152.51915
2023-08-06 01:00:00,2.615029705315662,298.88243834824266,293.3992311372939,517.9451285934026,2.8148327370064257,368.96241,1915.48833,985.90184,136.81186,8200.14057,251.66062
