datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-08-06 00:00:00,2.092694075575599,298.7288423008015,293.58209087383165,0.9139185881103572,0.0551813692261835,440.70747,1984.81606,986.41331,214.33895,10526.1896,920.19994
2023-08-06 01:00:00,2.092694075575599,298.7288423008015,293.58209087383165,0.9139185881103572,0.0551813692261835,433.592,2014.03741,985.90184,217.23571,5663.27018,495.08332
2023-08-06 02:00:00,2.092694075575599,298.7288423008015,293.58209087383165,0.9139185881103572,0.0551813692261835,443.64159,1937.68309,983.22948,191.29354,1082.94002,94.67066
2023-08-06 03:00:00,2.092694075575599,298.7288423008015,293.58209087383165,0.9139185881103572,0.0551813692261835,449.81582,1869.48966,980.80447,168.09735,0.01,0.00087
2023-08-06 04:00:00,1.7468575710737528,297.63098476725474,293.79359399558746,0.9139185881103572,0.0551813692261835,449.60826,1756.44423,981.78225,131.87188,0.0,0.0
2023-08-06 05:00:00,1.7468575710737528,297.63098476725474,293.79359399558746,0.9139185881103572,0.0551813692261835,446.08054,1696.58355,983.56539,86.79985,0.0,0.0
2023-08-06 06:00:00,1.7468575710737528,297.63098476725474,293.79359399558746,0.9139185881103572,0.0551813692261835,442.95736,1645.28855,983.7782,53.9169,0.0,0.0
2023-08-06 07:00:00,1.1954655163906924,296.9075064141281,293.8318864297289,0.4573518162602049,0.1018963437166235,428.71161,1620.9121,982.73384,32.32267,0.0,0.0
2023-08-06 08:00:00,1.1954655163906924,296.9075064141281,293.8318864297289,0.4573518162602049,0.1018963437166235,413.96696,1604.34529,982.49436,12.60016,0.0,0.0
2023-08-06 09:00:00,1.1954655163906924,296.9075064141281,293.8318864297289,0.4573518162602049,0.1018963437166235,409.36655,1595.59417,982.02661,13.55004,0.0,0.0
2023-08-06 10:00:00,1.179269867335468,298.2125360802522,294.3860009157138,0.0,0.280708723028518,402.04267,1590.23471,981.70429,15.29043,0.0,0.0
2023-08-06 11:00:00,1.179269867335468,298.2125360802522,294.3860009157138,0.0,0.280708723028518,394.64562,1563.64189,982.2485,25.84434,0.0,0.0
2023-08-06 12:00:00,1.179269867335468,298.2125360802522,294.3860009157138,0.0,0.280708723028518,402.27336,1554.08147,982.70796,41.63464,0.21,0.01836
2023-08-06 13:00:00,2.1697959371925943,303.24110572288674,294.0873545480142,16.714978968333554,0.4672531374903267,402.63303,1561.10718,983.13364,65.6752,1387.66997,121.31017
2023-08-06 14:00:00,2.1697959371925943,303.24110572288674,294.0873545480142,16.714978968333554,0.4672531374903267,395.38058,1585.60062,983.2922,54.8064,6374.75982,557.28178
2023-08-06 15:00:00,2.1697959371925943,303.24110572288674,294.0873545480142,16.714978968333554,0.4672531374903267,399.5483,1603.18061,982.98343,22.57454,11021.64044,963.51228
2023-08-06 16:00:00,2.5590446551869475,306.1359598311137,293.0058515125578,478.73722484409785,0.7125525837544231,413.13734,1664.27545,983.1591,18.00378,12681.99033,1108.66014
2023-08-06 17:00:00,2.5590446551869475,306.1359598311137,293.0058515125578,478.73722484409785,0.7125525837544231,424.63367,1776.8255,983.23983,37.47679,13302.7403,1162.92612
2023-08-06 18:00:00,2.5590446551869475,306.1359598311137,293.0058515125578,478.73722484409785,0.7125525837544231,428.88321,1850.97173,983.62415,48.5065,13611.16026,1189.88821
2023-08-06 19:00:00,2.8793248280470616,304.6269795838624,293.52347860152724,681.0946687578369,0.8715279879285384,432.12318,1948.81993,983.74377,58.4986,13705.43025,1198.1293
2023-08-06 20:00:00,2.8793248280470616,304.6269795838624,293.52347860152724,681.0946687578369,0.8715279879285384,437.90924,1980.49575,983.73492,65.92255,13682.02981,1196.08363
2023-08-06 21:00:00,2.8793248280470616,304.6269795838624,293.52347860152724,681.0946687578369,0.8715279879285384,448.08646,2045.42025,983.76532,82.19253,13547.39967,1184.31426
2023-08-06 22:00:00,2.9498384116847687,300.2409740450425,295.00862154168465,656.1215202403052,1.666806184436658,447.09872,2051.94203,985.06909,113.73098,13167.41957,1151.09638
2023-08-06 23:00:00,2.9498384116847687,300.2409740450425,295.00862154168465,656.1215202403052,1.666806184436658,445.29002,2024.6656,982.77141,143.94391,12442.30017,1087.70641
2023-08-07 00:00:00,2.9498384116847687,300.2409740450425,295.00862154168465,656.1215202403052,1.666806184436658,422.98264,1926.28735,986.41331,207.23216,10696.90933,154.08116
2023-08-07 01:00:00,2.7133871830373586,297.90536680309714,295.3633989173468,434.66158264942896,2.9629770159924744,416.28788,1961.25629,985.90184,233.27886,8163.0151,255.5474
2023-08-07 02:00:00,2.7133871830373586,297.90536680309714,295.3633989173468,434.66158264942896,2.9629770159924744,426.16253,1889.54963,983.22948,227.80178,5159.23213,394.13526
2023-08-07 03:00:00,2.7133871830373586,297.90536680309714,295.3633989173468,434.66158264942896,2.9629770159924744,432.89813,1826.06228,980.80447,225.2842,2112.09274,301.68554
2023-08-07 04:00:00,2.547496650037544,297.44077053383694,295.2775793672954,0.5539705153359604,4.417084347560043,433.71829,1718.95208,981.78225,199.99795,801.20729,471.107
2023-08-07 05:00:00,2.547496650037544,297.44077053383694,295.2775793672954,0.5539705153359604,4.417084347560043,431.32858,1668.87193,983.56539,152.33106,532.67259,310.46633
2023-08-07 06:00:00,2.547496650037544,297.44077053383694,295.2775793672954,0.5539705153359604,4.417084347560043,429.00065,1623.17921,983.7782,100.61405,49.57139,227.16117
2023-08-07 07:00:00,2.6090621457746743,297.05981470958943,295.1032052782614,0.2769854271081476,4.667316996299089,415.24304,1602.58786,982.73384,59.65278,41.9782,283.60612
2023-08-07 08:00:00,2.6090621457746743,297.05981470958943,295.1032052782614,0.2769854271081476,4.667316996299089,401.1186,1589.13685,982.49436,22.79318,189.62612,185.57458
2023-08-07 09:00:00,2.6090621457746743,297.05981470958943,295.1032052782614,0.2769854271081476,4.667316996299089,397.03449,1575.40157,982.02661,9.99347,0.0,384.94865
2023-08-07 10:00:00,2.863070777204125,298.0352110043312,295.34705395392865,0.0,4.667316996299089,390.02497,1561.58456,981.70429,4.22295,0.0,272.73397
2023-08-07 11:00:00,2.863070777204125,298.0352110043312,295.34705395392865,0.0,4.667316996299089,382.76167,1530.99332,982.2485,12.78346,0.0,169.08584
2023-08-07 12:00:00,2.863070777204125,298.0352110043312,295.34705395392865,0.0,4.667316996299089,389.81651,1512.06322,982.70796,27.0531,0.0,214.71456
2023-08-07 13:00:00,4.198202279113605,303.54811188174216,294.8061857450898,16.61277348197541,4.75153195399546,389.58753,1511.79443,983.13364,59.80534,316.14274,422.00398
2023-08-07 14:00:00,4.198202279113605,303.54811188174216,294.8061857450898,16.61277348197541,4.75153195399546,381.65103,1532.01152,983.2922,51.62276,1025.43678,309.0514
2023-08-07 15:00:00,4.198202279113605,303.54811188174216,294.8061857450898,16.61277348197541,4.75153195399546,385.1304,1549.91325,982.98343,16.19151,831.6676,291.71771
2023-08-07 16:00:00,5.043825652202603,307.3246297202264,294.2899698979353,492.0655948099966,4.794151130646542,397.73053,1605.22201,983.1591,14.94157,2716.68452,255.05166
2023-08-07 17:00:00,5.043825652202603,307.3246297202264,294.2899698979353,492.0655948099966,4.794151130646542,408.38736,1715.05545,983.23983,32.64535,5274.94978,299.95027
2023-08-07 18:00:00,5.043825652202603,307.3246297202264,294.2899698979353,492.0655948099966,4.794151130646542,412.15381,1786.65058,983.62415,37.09432,6905.32251,274.21802
2023-08-07 19:00:00,5.634502618002887,308.2615210505568,294.4048787397544,692.9378736014113,4.825448496918916,415.16505,1885.25941,983.74377,36.7333,7817.6119,344.92378
2023-08-07 20:00:00,5.634502618002887,308.2615210505568,294.4048787397544,692.9378736014113,4.825448496918916,420.8386,1919.67588,983.73492,32.39562,8505.14514,391.7502
2023-08-07 21:00:00,5.634502618002887,308.2615210505568,294.4048787397544,692.9378736014113,4.825448496918916,431.09465,1985.415,983.76532,42.51255,9664.19116,371.35523
2023-08-07 22:00:00,5.7050731260056,302.00449107579885,295.8819261808476,793.8284856816581,4.837191248670359,430.48195,1992.52022,985.06909,79.3968,11084.05116,232.56842
2023-08-07 23:00:00,5.7050731260056,302.00449107579885,295.8819261808476,793.8284856816581,4.837191248670359,428.84362,1965.37627,982.77141,125.65101,11361.71482,354.59931
2023-08-08 00:00:00,5.7050731260056,302.00449107579885,295.8819261808476,793.8284856816581,4.837191248670359,406.74758,1873.66009,986.41331,200.71816,10527.11993,88.25394
2023-08-08 01:00:00,5.114943616719671,297.6294771049889,295.33538504281205,528.3792294174589,6.66847522346515,400.4382,1912.48509,985.90184,232.43483,8277.23974,150.2387
2023-08-08 02:00:00,5.114943616719671,297.6294771049889,295.33538504281205,528.3792294174589,6.66847522346515,410.15254,1844.63317,983.22948,232.67148,5405.22974,216.96306
2023-08-08 03:00:00,5.114943616719671,297.6294771049889,295.33538504281205,528.3792294174589,6.66847522346515,417.40235,1784.90113,980.80447,235.18108,2388.87505,166.65349
2023-08-08 04:00:00,3.5404660210213565,296.89101584116673,294.6933178870737,0.3292740123657671,11.896870345225889,419.1639,1678.70763,981.78225,213.43105,946.93238,261.3237
2023-08-08 05:00:00,3.5404660210213565,296.89101584116673,294.6933178870737,0.3292740123657671,11.896870345225889,417.81654,1627.99962,983.56539,166.19262,521.5678,191.49857
2023-08-08 06:00:00,3.5404660210213565,296.89101584116673,294.6933178870737,0.3292740123657671,11.896870345225889,416.21702,1583.6818,983.7782,110.7509,20.96272,137.88443
2023-08-08 07:00:00,4.165480919309219,297.0936751405494,294.9480912732166,0.1640306165538385,12.820479257291543,402.90653,1560.89888,982.73384,66.15149,40.34113,165.8286
2023-08-08 08:00:00,4.165480919309219,297.0936751405494,294.9480912732166,0.1640306165538385,12.820479257291543,389.35014,1549.41994,982.49436,26.40785,221.23573,113.08392
2023-08-08 09:00:00,4.165480919309219,297.0936751405494,294.9480912732166,0.1640306165538385,12.820479257291543,385.73897,1534.78153,982.02661,11.33643,0.0,213.35997
2023-08-08 10:00:00,4.375832726694956,297.9547809230402,295.55535319339566,0.0,12.861715367966353,379.01739,1523.76816,981.70429,4.63512,0.0,152.87127
2023-08-08 11:00:00,4.375832726694956,297.9547809230402,295.55535319339566,0.0,12.861715367966353,371.87658,1495.84043,982.2485,13.30548,0.0,100.38795
2023-08-08 12:00:00,4.375832726694956,297.9547809230402,295.55535319339566,0.0,12.861715367966353,378.40668,1476.35284,982.70796,27.40164,0.0,121.75906
2023-08-08 13:00:00,5.480223595665344,303.35876388577583,294.84430764200783,16.233738316445752,12.870536991296884,377.63855,1475.84359,983.13364,61.50497,426.96853,242.90245
2023-08-08 14:00:00,5.480223595665344,303.35876388577583,294.84430764200783,16.233738316445752,12.870536991296884,369.07547,1494.60774,983.2922,54.15271,983.34859,178.12863
2023-08-08 15:00:00,5.480223595665344,303.35876388577583,294.84430764200783,16.233738316445752,12.870536991296884,371.92433,1511.6652,982.98343,17.9199,641.20434,161.11888
2023-08-08 16:00:00,5.74784135513462,306.7026429049678,293.11921508944,488.81694317059913,12.883593946492802,383.6187,1565.59773,983.1591,16.42837,2211.08393,145.26529
2023-08-08 17:00:00,5.74784135513462,306.7026429049678,293.11921508944,488.81694317059913,12.883593946492802,393.5066,1672.03331,983.23983,32.17614,4403.51432,182.40031
2023-08-08 18:00:00,5.74784135513462,306.7026429049678,293.11921508944,488.81694317059913,12.883593946492802,396.83053,1741.91543,983.62415,33.67811,5700.01726,155.33236
2023-08-08 19:00:00,5.309145567807322,306.6960013359105,292.6082285568299,687.5411987263174,12.8884437148402,399.63229,1839.09728,983.74377,29.63977,6438.74629,201.94202
2023-08-08 20:00:00,5.309145567807322,306.6960013359105,292.6082285568299,687.5411987263174,12.8884437148402,405.2028,1870.46802,983.73492,21.72868,7097.79403,214.69788
2023-08-08 21:00:00,5.309145567807322,306.6960013359105,292.6082285568299,687.5411987263174,12.8884437148402,415.53101,1937.47774,983.76532,30.01154,8385.05585,210.93554
2023-08-08 22:00:00,5.075653162105311,300.4672469371479,293.1007040821203,742.8062202006987,12.92398080782155,415.26189,1944.70143,985.06909,67.77586,10054.26801,129.49768
2023-08-08 23:00:00,5.075653162105311,300.4672469371479,293.1007040821203,742.8062202006987,12.92398080782155,413.77956,1917.71148,982.77141,117.75873,10709.4294,194.15937
2023-08-09 00:00:00,5.075653162105311,300.4672469371479,293.1007040821203,742.8062202006987,12.92398080782155,391.91768,1829.16672,986.41331,190.83845,9904.25345,50.53823
2023-08-09 01:00:00,4.3516945790476935,297.74557359826474,292.08874760132346,490.2082925926709,16.598745632535593,385.96033,1869.7251,985.90184,199.95058,7851.37119,91.13449
2023-08-09 02:00:00,4.3516945790476935,297.74557359826474,292.08874760132346,490.2082925926709,16.598745632535593,395.52826,1803.87209,983.22948,185.13751,5171.4002,113.32465
2023-08-09 03:00:00,4.3516945790476935,297.74557359826474,292.08874760132346,490.2082925926709,16.598745632535593,403.24772,1746.22689,980.80447,164.18706,2328.84158,87.80175
2023-08-09 04:00:00,3.016584061269797,297.0584338379939,291.92308356004673,0.1788566675706125,21.010838131786578,405.86922,1640.57421,981.78225,139.25798,932.55109,139.22124
2023-08-09 05:00:00,3.016584061269797,297.0584338379939,291.92308356004673,0.1788566675706125,21.010838131786578,405.47396,1589.76249,983.56539,100.15796,490.65138,127.48739
2023-08-09 06:00:00,3.016584061269797,297.0584338379939,291.92308356004673,0.1788566675706125,21.010838131786578,404.53982,1546.59166,983.7782,67.35127,13.45547,89.12121
2023-08-09 07:00:00,3.068519666762524,296.2036813335186,291.61086744021645,0.0890934498609259,21.42892074385692,391.63774,1523.1083,982.73384,52.67693,38.33346,99.56627
2023-08-09 08:00:00,3.068519666762524,296.2036813335186,291.61086744021645,0.0890934498609259,21.42892074385692,378.60027,1513.7727,982.49436,44.28904,217.70734,73.56574
2023-08-09 09:00:00,3.068519666762524,296.2036813335186,291.61086744021645,0.0890934498609259,21.42892074385692,375.42108,1499.53658,982.02661,54.99616,0.0,113.40515
2023-08-09 10:00:00,2.8414980650627006,296.7648010642822,291.957638764812,0.0,21.430228729529805,368.96253,1490.5326,981.70429,67.7549,0.0,83.51575
2023-08-09 11:00:00,2.8414980650627006,296.7648010642822,291.957638764812,0.0,21.430228729529805,361.93359,1464.88215,982.2485,90.58728,0.0,62.15097
2023-08-09 12:00:00,2.8414980650627006,296.7648010642822,291.957638764812,0.0,21.430228729529805,367.98434,1445.33261,982.70796,110.16949,0.0,68.32098
2023-08-09 13:00:00,2.6161908493803945,302.1067052558957,291.5003527946951,16.002205391574517,21.430228729529805,366.72378,1444.3864,983.13364,121.28912,432.66321,141.05054
2023-08-09 14:00:00,2.6161908493803945,302.1067052558957,291.5003527946951,16.002205391574517,21.430228729529805,357.58832,1462.15478,983.2922,110.65205,919.25869,103.68517
2023-08-09 15:00:00,2.6161908493803945,302.1067052558957,291.5003527946951,16.002205391574517,21.430228729529805,359.86124,1478.76629,982.98343,76.31637,558.25153,84.81693
2023-08-09 16:00:00,3.099331469067849,305.28320481023684,291.29651440382725,479.5818873363776,21.430228729529805,370.72826,1531.63888,983.1591,60.72571,1960.70796,82.29322
