Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
43200,2023-12-06 00:00:00,2024-07-17 00:00:00,3.1,379.66,594.0,1254.0,993.0,98.0,0.0,0.0
43201,2023-12-06 01:00:00,2024-07-17 00:00:00,3.1,372.59,597.0,1211.0,991.0,149.0,0.0,0.0
43202,2023-12-06 02:00:00,2024-07-17 00:00:00,3.1,373.3,591.0,1204.0,992.0,132.0,0.0,0.0
43203,2023-12-06 03:00:00,2024-07-17 00:00:00,3.1,387.28,586.0,1244.0,991.0,26.0,0.0,0.0
43204,2023-12-06 04:00:00,2024-07-17 00:00:00,3.1,385.27,584.0,1153.0,994.0,10.0,0.0,0.0
43205,2023-12-06 05:00:00,2024-07-17 00:00:00,3.1,371.54,518.0,1079.0,991.0,11.0,0.0,0.0
43206,2023-12-06 06:00:00,2024-07-17 00:00:00,3.1,367.89,482.0,1129.0,991.0,9.0,0.0,0.0
43207,2023-12-06 07:00:00,2024-07-17 00:00:00,3.1,368.03,484.0,1136.0,993.0,11.0,0.0,0.0
43208,2023-12-06 08:00:00,2024-07-17 00:00:00,3.1,362.06,471.0,1063.0,995.0,10.0,0.0,0.0
43209,2023-12-06 09:00:00,2024-07-17 00:00:00,3.1,368.26,476.0,1159.0,988.0,12.0,0.0,0.0
43210,2023-12-06 10:00:00,2024-07-17 00:00:00,3.1,372.73,510.0,1142.0,993.0,11.0,0.0,0.0
43211,2023-12-06 11:00:00,2024-07-17 00:00:00,3.1,368.94,541.0,1160.0,994.0,86.0,0.0,0.0
43212,2023-12-06 12:00:00,2024-07-17 00:00:00,3.1,356.73,540.0,1283.0,991.0,239.0,0.0,0.0
43213,2023-12-06 13:00:00,2024-07-17 00:00:00,3.1,339.36,531.0,1265.0,992.0,353.0,33.0,0.0
43214,2023-12-06 14:00:00,2024-07-17 00:00:00,3.1,312.11,484.0,1151.0,993.0,193.0,363.0,0.0
43215,2023-12-06 15:00:00,2024-07-17 00:00:00,3.1,293.77,481.0,973.0,991.0,18.0,643.0,0.0
43216,2023-12-06 16:00:00,2024-07-17 00:00:00,3.1,289.55,456.0,991.0,992.0,6.0,669.0,0.0
43217,2023-12-06 17:00:00,2024-07-17 00:00:00,3.1,292.54,459.0,1012.0,993.0,11.0,648.0,0.0
43218,2023-12-06 18:00:00,2024-07-17 00:00:00,3.1,292.09,452.0,1011.0,991.0,13.0,638.0,0.0
43219,2023-12-06 19:00:00,2024-07-17 00:00:00,3.1,296.55,458.0,1044.0,991.0,11.0,623.0,0.0
43220,2023-12-06 20:00:00,2024-07-17 00:00:00,3.1,296.49,456.0,1045.0,992.0,13.0,617.0,0.0
43221,2023-12-06 21:00:00,2024-07-17 00:00:00,3.1,301.34,453.0,1014.0,993.0,13.0,528.0,0.0
43222,2023-12-06 22:00:00,2024-07-17 00:00:00,3.1,361.19,544.0,1166.0,993.0,11.0,156.0,0.0
43223,2023-12-06 23:00:00,2024-07-17 00:00:00,3.1,395.85,701.0,1273.0,993.0,94.0,3.0,0.0
