datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-06-27 00:00:00,5.25904004027335,298.4452609677447,294.7113831960638,3.838187712991929,1.32061290780424,565.52358,1841.51589,986.41331,227.26642,11036.26002,964.79032
2023-06-27 01:00:00,5.25904004027335,298.4452609677447,294.7113831960638,3.838187712991929,1.32061290780424,555.44524,1880.83229,985.90184,256.56143,6677.43992,583.74208
2023-06-27 02:00:00,5.25904004027335,298.4452609677447,294.7113831960638,3.838187712991929,1.32061290780424,566.72719,1799.87279,983.22948,252.73023,1746.82994,152.70795
2023-06-27 03:00:00,5.25904004027335,298.4452609677447,294.7113831960638,3.838187712991929,1.32061290780424,568.94828,1731.65708,980.80447,250.43564,6.09,0.53239
2023-06-27 04:00:00,4.661708364321591,296.9657240739832,294.5164739031145,3.838187712991929,1.32061290780424,561.50328,1611.07419,981.78225,226.28179,0.0,0.0
2023-06-27 05:00:00,4.661708364321591,296.9657240739832,294.5164739031145,3.838187712991929,1.32061290780424,549.96189,1553.6156,983.56539,174.91332,0.0,0.0
2023-06-27 06:00:00,4.661708364321591,296.9657240739832,294.5164739031145,3.838187712991929,1.32061290780424,541.23878,1506.09848,983.7782,117.5051,0.0,0.0
2023-06-27 07:00:00,4.018153806310523,296.041275744816,294.0204147301266,1.918674795985031,2.161342237743023,523.55563,1485.16606,982.73384,74.79301,0.0,0.0
2023-06-27 08:00:00,4.018153806310523,296.041275744816,294.0204147301266,1.918674795985031,2.161342237743023,504.44356,1484.00964,982.49436,37.98526,0.0,0.0
2023-06-27 09:00:00,4.018153806310523,296.041275744816,294.0204147301266,1.918674795985031,2.161342237743023,496.2073,1475.58971,982.02661,25.63938,0.0,0.0
2023-06-27 10:00:00,4.11132146619944,297.2558136563492,294.1298290138585,0.0,2.7881188814778097,486.66964,1473.49225,981.70429,22.34676,0.0,0.0
2023-06-27 11:00:00,4.11132146619944,297.2558136563492,294.1298290138585,0.0,2.7881188814778097,478.33091,1451.33776,982.2485,36.33153,0.0,0.0
2023-06-27 12:00:00,4.11132146619944,297.2558136563492,294.1298290138585,0.0,2.7881188814778097,489.99287,1429.63042,982.70796,52.3477,45.7,3.9951
2023-06-27 13:00:00,5.048168418757442,302.08897362844465,291.6087822949968,31.019000098049133,3.0831369712539587,494.49753,1425.23856,983.13364,80.42709,2600.84992,227.36641
2023-06-27 14:00:00,5.048168418757442,302.08897362844465,291.6087822949968,31.019000098049133,3.0831369712539587,492.06231,1445.01057,983.2922,70.77998,8045.61034,703.3476
2023-06-27 15:00:00,5.048168418757442,302.08897362844465,291.6087822949968,31.019000098049133,3.0831369712539587,501.0774,1466.05406,982.98343,33.73395,11741.30043,1026.42498
2023-06-27 16:00:00,5.376355759511727,304.63763483178866,289.6660897981797,560.2351606989266,3.379225499954913,521.62995,1522.8286,983.1591,31.38049,13072.47956,1142.79672
2023-06-27 17:00:00,5.376355759511727,304.63763483178866,289.6660897981797,560.2351606989266,3.379225499954913,539.03803,1638.76014,983.23983,47.8606,13704.60995,1198.05759
2023-06-27 18:00:00,5.376355759511727,304.63763483178866,289.6660897981797,560.2351606989266,3.379225499954913,546.68955,1719.20567,983.62415,46.39661,14054.69968,1228.66245
2023-06-27 19:00:00,5.118996223946356,304.9689211449537,289.7641531707868,753.2978336684617,3.488210695252772,551.5402,1830.29467,983.74377,37.99996,14132.88036,1235.497
2023-06-27 20:00:00,5.118996223946356,304.9689211449537,289.7641531707868,753.2978336684617,3.488210695252772,558.11832,1868.57635,983.73492,31.3096,14080.08959,1230.88203
2023-06-27 21:00:00,5.118996223946356,304.9689211449537,289.7641531707868,753.2978336684617,3.488210695252772,567.74064,1941.2059,983.76532,41.88076,13935.2804,1218.22281
2023-06-27 22:00:00,3.202911093651929,300.8291260435629,291.8015779849883,825.5826118832972,3.5675712795341887,564.11185,1949.02248,985.06909,84.2211,13549.28,1184.47864
2023-06-27 23:00:00,3.202911093651929,300.8291260435629,291.8015779849883,825.5826118832972,3.5675712795341887,561.10352,1915.25923,982.77141,136.74938,12807.85034,1119.66282
2023-06-28 00:00:00,3.202911093651929,300.8291260435629,291.8015779849883,825.5826118832972,3.5675712795341887,538.88737,1800.03359,986.41331,228.1179,11006.58344,163.66318
2023-06-28 01:00:00,3.0931578133764632,298.0760479738193,290.5524599238567,570.8242259511353,3.61557626932885,529.44133,1835.65472,985.90184,258.0524,8441.24142,272.60885
2023-06-28 02:00:00,3.0931578133764632,298.0760479738193,290.5524599238567,570.8242259511353,3.61557626932885,540.46025,1758.35212,983.22948,251.3945,5364.91253,416.93423
2023-06-28 03:00:00,3.0931578133764632,298.0760479738193,290.5524599238567,570.8242259511353,3.61557626932885,543.52503,1692.47478,980.80447,245.70251,2226.57568,319.25363
2023-06-28 04:00:00,3.2500588378552955,296.5091358057396,290.3162546029474,4.161587704008909,3.641016384541233,537.62447,1576.81527,981.78225,215.38508,851.56221,498.963
2023-06-28 05:00:00,3.2500588378552955,296.5091358057396,290.3162546029474,4.161587704008909,3.641016384541233,527.79324,1521.22327,983.56539,160.32929,547.27058,333.61931
2023-06-28 06:00:00,3.2500588378552955,296.5091358057396,290.3162546029474,4.161587704008909,3.641016384541233,520.26518,1475.52362,983.7782,101.09094,45.63492,243.51324
2023-06-28 07:00:00,2.8208453980328403,295.0847338547543,290.0405892824766,2.0806851675527014,3.684928757526682,503.3156,1455.5107,982.73384,55.92991,42.66173,302.46276
