UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,other
2023-08-21 00:00:00,2023-08-23 15:25:34,3.0,823.0,2315.0,979.0,300.0,69.0,0.0
2023-08-21 01:00:00,2023-08-23 15:25:34,3.0,753.0,2264.0,979.0,301.0,0.0,0.0
2023-08-21 02:00:00,2023-08-23 15:25:34,3.0,578.0,2279.0,979.0,299.0,0.0,0.0
2023-08-21 03:00:00,2023-08-23 15:25:34,3.0,435.0,2220.0,978.0,269.0,0.0,0.0
2023-08-21 04:00:00,2023-08-23 15:25:34,3.0,444.0,1976.0,979.0,230.0,0.0,0.0
2023-08-21 05:00:00,2023-08-23 15:25:34,3.0,449.0,1818.0,979.0,128.0,0.0,0.0
2023-08-21 06:00:00,2023-08-23 15:25:34,3.0,448.0,1786.0,980.0,57.0,0.0,0.0
2023-08-21 07:00:00,2023-08-23 15:25:34,3.0,438.0,1775.0,980.0,18.0,0.0,0.0
2023-08-21 08:00:00,2023-08-23 15:25:34,3.0,444.0,1680.0,979.0,20.0,0.0,0.0
2023-08-21 09:00:00,2023-08-23 15:25:34,3.0,445.0,1706.0,980.0,18.0,0.0,0.0
2023-08-21 10:00:00,2023-08-23 15:25:34,3.0,447.0,1782.0,981.0,20.0,0.0,0.0
2023-08-21 11:00:00,2023-08-23 15:25:34,3.0,449.0,1912.0,979.0,19.0,0.0,0.0
2023-08-21 12:00:00,2023-08-23 15:25:34,3.0,449.0,1861.0,980.0,17.0,95.0,0.0
2023-08-21 13:00:00,2023-08-23 15:25:34,3.0,447.0,1812.0,982.0,18.0,476.0,0.0
2023-08-21 14:00:00,2023-08-23 15:25:34,3.0,449.0,1867.0,980.0,16.0,729.0,0.0
2023-08-21 15:00:00,2023-08-23 15:25:34,3.0,503.0,2039.0,982.0,19.0,772.0,0.0
2023-08-21 16:00:00,2023-08-23 15:25:34,3.0,572.0,2068.0,980.0,18.0,818.0,0.0
2023-08-21 17:00:00,2023-08-23 15:25:34,3.0,680.0,2069.0,980.0,17.0,752.0,0.0
2023-08-21 18:00:00,2023-08-23 15:25:34,3.0,741.0,2145.0,982.0,89.0,728.0,0.0
2023-08-21 19:00:00,2023-08-23 15:25:34,3.0,763.0,2295.0,978.0,87.0,696.0,0.0
2023-08-21 20:00:00,2023-08-23 15:25:34,3.0,780.0,2348.0,977.0,91.0,685.0,0.0
2023-08-21 21:00:00,2023-08-23 15:25:34,3.0,803.0,2374.0,978.0,82.0,683.0,0.0
2023-08-21 22:00:00,2023-08-23 15:25:34,3.0,804.0,2397.0,977.0,178.0,559.0,0.0
2023-08-21 23:00:00,2023-08-23 15:25:34,3.0,817.0,2423.0,978.0,304.0,274.0,0.0
