UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,other
2023-08-18 00:00:00,2023-08-20 14:50:47,3.0,550.0,2330.0,980.0,222.0,97.0,0.0
2023-08-18 01:00:00,2023-08-20 14:50:47,3.0,548.0,2286.0,981.0,228.0,0.0,0.0
2023-08-18 02:00:00,2023-08-20 14:50:47,3.0,546.0,2054.0,980.0,228.0,0.0,0.0
2023-08-18 03:00:00,2023-08-20 14:50:47,3.0,467.0,1863.0,981.0,227.0,0.0,0.0
2023-08-18 04:00:00,2023-08-20 14:50:47,3.0,435.0,1665.0,982.0,228.0,0.0,0.0
2023-08-18 05:00:00,2023-08-20 14:50:47,3.0,436.0,1518.0,981.0,181.0,0.0,0.0
2023-08-18 06:00:00,2023-08-20 14:50:47,3.0,437.0,1611.0,980.0,20.0,0.0,0.0
2023-08-18 07:00:00,2023-08-20 14:50:47,3.0,431.0,1559.0,980.0,18.0,0.0,0.0
2023-08-18 08:00:00,2023-08-20 14:50:47,3.0,430.0,1520.0,980.0,19.0,0.0,0.0
2023-08-18 09:00:00,2023-08-20 14:50:47,3.0,434.0,1501.0,981.0,17.0,0.0,0.0
2023-08-18 10:00:00,2023-08-20 14:50:47,3.0,436.0,1495.0,981.0,19.0,0.0,0.0
2023-08-18 11:00:00,2023-08-20 14:50:47,3.0,441.0,1577.0,982.0,17.0,0.0,0.0
2023-08-18 12:00:00,2023-08-20 14:50:47,3.0,437.0,1525.0,982.0,16.0,132.0,0.0
2023-08-18 13:00:00,2023-08-20 14:50:47,3.0,438.0,1384.0,981.0,18.0,545.0,0.0
2023-08-18 14:00:00,2023-08-20 14:50:47,3.0,440.0,1399.0,983.0,15.0,761.0,0.0
2023-08-18 15:00:00,2023-08-20 14:50:47,3.0,439.0,1499.0,980.0,18.0,847.0,0.0
2023-08-18 16:00:00,2023-08-20 14:50:47,3.0,443.0,1597.0,982.0,17.0,891.0,0.0
2023-08-18 17:00:00,2023-08-20 14:50:47,3.0,435.0,1759.0,982.0,18.0,893.0,0.0
2023-08-18 18:00:00,2023-08-20 14:50:47,3.0,437.0,1964.0,980.0,18.0,872.0,0.0
2023-08-18 19:00:00,2023-08-20 14:50:47,3.0,435.0,2132.0,980.0,17.0,833.0,0.0
2023-08-18 20:00:00,2023-08-20 14:50:47,3.0,471.0,2230.0,981.0,17.0,804.0,0.0
2023-08-18 21:00:00,2023-08-20 14:50:47,3.0,636.0,2203.0,979.0,20.0,746.0,0.0
2023-08-18 22:00:00,2023-08-20 14:50:47,3.0,793.0,2166.0,978.0,75.0,619.0,0.0
2023-08-18 23:00:00,2023-08-20 14:50:47,3.0,825.0,2066.0,979.0,225.0,424.0,0.0
