UTC time,creation_time (UTC),version,forecasted_avg_carbon_intensity
2023-08-23T00:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T01:00:00.000000000,2023-08-23 19:34:33,3.0,0.98637
2023-08-23T02:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T03:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T04:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T05:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T06:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T07:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T08:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T09:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T10:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T11:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T12:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T13:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T14:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T15:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T16:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T17:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T18:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T19:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T20:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T21:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T22:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-23T23:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-24T00:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-24T01:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-24T02:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
2023-08-24T03:00:00.000000000,2023-08-23 19:34:33,3.0,0.0
