UTC time,coal,nat_gas,nuclear,hydro,solar,other
2023-01-21 00:00:00,457.0,1094.0,993.0,296.0,0.0,1.0
2023-01-21 01:00:00,454.0,1091.0,993.0,300.0,0.0,1.0
2023-01-21 02:00:00,459.0,1074.0,992.0,305.0,0.0,0.0
2023-01-21 03:00:00,461.0,1116.0,992.0,245.0,0.0,0.0
2023-01-21 04:00:00,458.0,1092.0,992.0,202.0,0.0,1.0
2023-01-21 05:00:00,458.0,1106.0,993.0,127.0,0.0,1.0
2023-01-21 06:00:00,456.0,1057.0,992.0,88.0,0.0,1.0
2023-01-21 07:00:00,458.0,1093.0,993.0,24.0,0.0,1.0
2023-01-21 08:00:00,453.0,1068.0,993.0,23.0,0.0,1.0
2023-01-21 09:00:00,456.0,1069.0,991.0,24.0,0.0,0.0
2023-01-21 10:00:00,455.0,1127.0,992.0,24.0,0.0,1.0
2023-01-21 11:00:00,459.0,1193.0,993.0,21.0,0.0,1.0
2023-01-21 12:00:00,459.0,1315.0,993.0,24.0,0.0,0.0
2023-01-21 13:00:00,461.0,1440.0,993.0,24.0,6.0,1.0
2023-01-21 14:00:00,459.0,1489.0,992.0,24.0,61.0,1.0
2023-01-21 15:00:00,457.0,1431.0,990.0,24.0,197.0,1.0
2023-01-21 16:00:00,462.0,1425.0,993.0,23.0,185.0,0.0
2023-01-21 17:00:00,462.0,1333.0,993.0,23.0,263.0,0.0
2023-01-21 18:00:00,459.0,1237.0,992.0,25.0,278.0,1.0
2023-01-21 19:00:00,463.0,1370.0,993.0,23.0,191.0,1.0
2023-01-21 20:00:00,466.0,1401.0,993.0,25.0,130.0,0.0
2023-01-21 21:00:00,461.0,1449.0,991.0,24.0,73.0,0.0
2023-01-21 22:00:00,462.0,1517.0,992.0,24.0,44.0,0.0
2023-01-21 23:00:00,465.0,1620.0,993.0,24.0,4.0,0.0
