,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-07 00:00:00,2023-08-08 18:44:47,3.0,392.58,592.0,2207.0,981.0,251.0,8.0,2.0
1,2023-08-07 01:00:00,2023-08-08 18:44:47,3.0,357.9,464.0,1848.0,982.0,356.0,0.0,0.0
2,2023-08-07 02:00:00,2023-08-08 18:44:47,3.0,385.92,615.0,1488.0,982.0,151.0,0.0,0.0
3,2023-08-07 03:00:00,2023-08-08 18:44:47,3.0,413.0,693.0,1537.0,983.0,16.0,0.0,0.0
4,2023-08-07 04:00:00,2023-08-08 18:44:47,3.0,414.41,700.0,1544.0,981.0,15.0,0.0,0.0
5,2023-08-07 05:00:00,2023-08-08 18:44:47,3.0,396.73,559.0,1582.0,983.0,16.0,0.0,0.0
6,2023-08-07 06:00:00,2023-08-08 18:44:47,3.0,375.65,439.0,1466.0,981.0,17.0,0.0,0.0
7,2023-08-07 07:00:00,2023-08-08 18:44:47,3.0,371.82,439.0,1381.0,983.0,18.0,0.0,0.0
8,2023-08-07 08:00:00,2023-08-08 18:44:47,3.0,370.43,441.0,1338.0,984.0,16.0,0.0,0.0
9,2023-08-07 09:00:00,2023-08-08 18:44:47,3.0,374.83,443.0,1433.0,982.0,17.0,0.0,0.0
10,2023-08-07 10:00:00,2023-08-08 18:44:47,3.0,381.61,443.0,1613.0,983.0,16.0,0.0,0.0
11,2023-08-07 11:00:00,2023-08-08 18:44:47,3.0,382.34,440.0,1656.0,983.0,19.0,0.0,0.0
12,2023-08-07 12:00:00,2023-08-08 18:44:47,3.0,369.85,443.0,1579.0,982.0,17.0,98.0,0.0
13,2023-08-07 13:00:00,2023-08-08 18:44:47,3.0,334.05,443.0,1489.0,984.0,25.0,425.0,0.0
14,2023-08-07 14:00:00,2023-08-08 18:44:47,3.0,317.57,441.0,1547.0,983.0,7.0,682.0,0.0
15,2023-08-07 15:00:00,2023-08-08 18:44:47,3.0,316.4,443.0,1649.0,983.0,17.0,756.0,0.0
16,2023-08-07 16:00:00,2023-08-08 18:44:47,3.0,317.27,460.0,1717.0,984.0,17.0,817.0,0.0
17,2023-08-07 17:00:00,2023-08-08 18:44:47,3.0,335.89,582.0,1835.0,982.0,18.0,828.0,0.0
18,2023-08-07 18:00:00,2023-08-08 18:44:47,3.0,355.06,709.0,1985.0,984.0,49.0,786.0,0.0
19,2023-08-07 19:00:00,2023-08-08 18:44:47,3.0,370.91,779.0,2172.0,982.0,87.0,693.0,0.0
20,2023-08-07 20:00:00,2023-08-08 18:44:47,3.0,375.99,862.0,2196.0,983.0,137.0,686.0,0.0
21,2023-08-07 21:00:00,2023-08-08 18:44:47,3.0,375.8,860.0,2239.0,981.0,157.0,682.0,0.0
22,2023-08-07 22:00:00,2023-08-08 18:44:47,3.0,390.09,859.0,2343.0,982.0,174.0,488.0,0.0
23,2023-08-07 23:00:00,2023-08-08 18:44:47,3.0,410.38,862.0,2413.0,981.0,253.0,155.0,0.0
