,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-21 00:00:00,2023-08-23 15:25:34,3.0,330.37,823.0,2315.0,979.0,300.0,69.0,0.0
1,2023-08-21 01:00:00,2023-08-23 15:25:34,3.0,328.13,753.0,2264.0,979.0,301.0,0.0,0.0
2,2023-08-21 02:00:00,2023-08-23 15:25:34,3.0,310.16,578.0,2279.0,979.0,299.0,0.0,0.0
3,2023-08-21 03:00:00,2023-08-23 15:25:34,3.0,295.23,435.0,2220.0,978.0,269.0,0.0,0.0
4,2023-08-21 04:00:00,2023-08-23 15:25:34,3.0,294.45,444.0,1976.0,979.0,230.0,0.0,0.0
5,2023-08-21 05:00:00,2023-08-23 15:25:34,3.0,300.5,449.0,1818.0,979.0,128.0,0.0,0.0
6,2023-08-21 06:00:00,2023-08-23 15:25:34,3.0,306.11,448.0,1786.0,980.0,57.0,0.0,0.0
7,2023-08-21 07:00:00,2023-08-23 15:25:34,3.0,308.2,438.0,1775.0,980.0,18.0,0.0,0.0
8,2023-08-21 08:00:00,2023-08-23 15:25:34,3.0,307.09,444.0,1680.0,979.0,20.0,0.0,0.0
9,2023-08-21 09:00:00,2023-08-23 15:25:34,3.0,307.85,445.0,1706.0,980.0,18.0,0.0,0.0
10,2023-08-21 10:00:00,2023-08-23 15:25:34,3.0,309.31,447.0,1782.0,981.0,20.0,0.0,0.0
11,2023-08-21 11:00:00,2023-08-23 15:25:34,3.0,312.2,449.0,1912.0,979.0,19.0,0.0,0.0
12,2023-08-21 12:00:00,2023-08-23 15:25:34,3.0,302.71,449.0,1861.0,980.0,17.0,95.0,0.0
13,2023-08-21 13:00:00,2023-08-23 15:25:34,3.0,270.46,447.0,1812.0,982.0,18.0,476.0,0.0
14,2023-08-21 14:00:00,2023-08-23 15:25:34,3.0,255.39,449.0,1867.0,980.0,16.0,729.0,0.0
15,2023-08-21 15:00:00,2023-08-23 15:25:34,3.0,263.43,503.0,2039.0,982.0,19.0,772.0,0.0
16,2023-08-21 16:00:00,2023-08-23 15:25:34,3.0,269.27,572.0,2068.0,980.0,18.0,818.0,0.0
17,2023-08-21 17:00:00,2023-08-23 15:25:34,3.0,285.09,680.0,2069.0,980.0,17.0,752.0,0.0
18,2023-08-21 18:00:00,2023-08-23 15:25:34,3.0,289.61,741.0,2145.0,982.0,89.0,728.0,0.0
19,2023-08-21 19:00:00,2023-08-23 15:25:34,3.0,296.54,763.0,2295.0,978.0,87.0,696.0,0.0
20,2023-08-21 20:00:00,2023-08-23 15:25:34,3.0,299.44,780.0,2348.0,977.0,91.0,685.0,0.0
21,2023-08-21 21:00:00,2023-08-23 15:25:34,3.0,302.57,803.0,2374.0,978.0,82.0,683.0,0.0
22,2023-08-21 22:00:00,2023-08-23 15:25:34,3.0,304.77,804.0,2397.0,977.0,178.0,559.0,0.0
23,2023-08-21 23:00:00,2023-08-23 15:25:34,3.0,316.39,817.0,2423.0,978.0,304.0,274.0,0.0
