,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-04 00:00:00,296.9,438.0,2026.0,984.0,189.0,9.0,0.0
1,2023-08-04 01:00:00,300.26,439.0,2010.0,984.0,155.0,0.0,0.0
2,2023-08-04 02:00:00,308.23,438.0,2001.0,983.0,60.0,0.0,0.0
3,2023-08-04 03:00:00,310.48,440.0,1904.0,984.0,18.0,0.0,0.0
4,2023-08-04 04:00:00,306.84,439.0,1718.0,984.0,18.0,0.0,0.0
5,2023-08-04 05:00:00,302.24,440.0,1506.0,985.0,19.0,0.0,0.0
6,2023-08-04 06:00:00,300.53,439.0,1431.0,984.0,18.0,0.0,0.0
7,2023-08-04 07:00:00,301.35,435.0,1488.0,984.0,17.0,0.0,0.0
8,2023-08-04 08:00:00,301.54,441.0,1469.0,984.0,20.0,0.0,0.0
9,2023-08-04 09:00:00,302.81,438.0,1531.0,984.0,17.0,0.0,0.0
10,2023-08-04 10:00:00,304.0,439.0,1587.0,984.0,19.0,0.0,0.0
11,2023-08-04 11:00:00,306.68,442.0,1679.0,985.0,15.0,0.0,0.0
12,2023-08-04 12:00:00,302.81,439.0,1718.0,983.0,19.0,42.0,0.0
13,2023-08-04 13:00:00,290.88,440.0,1674.0,985.0,20.0,160.0,0.0
14,2023-08-04 14:00:00,280.46,440.0,1637.0,985.0,19.0,271.0,0.0
15,2023-08-04 15:00:00,268.59,439.0,1602.0,984.0,17.0,407.0,0.0
16,2023-08-04 16:00:00,256.35,440.0,1580.0,983.0,17.0,565.0,0.0
17,2023-08-04 17:00:00,258.59,438.0,1682.0,984.0,17.0,573.0,0.0
18,2023-08-04 18:00:00,255.94,437.0,1713.0,982.0,15.0,627.0,0.0
19,2023-08-04 19:00:00,259.96,439.0,1889.0,983.0,18.0,643.0,0.0
20,2023-08-04 20:00:00,257.01,439.0,1942.0,983.0,84.0,646.0,0.0
21,2023-08-04 21:00:00,257.21,433.0,2031.0,980.0,89.0,668.0,0.0
22,2023-08-04 22:00:00,267.18,438.0,2152.0,983.0,154.0,499.0,0.0
23,2023-08-04 23:00:00,272.07,438.0,2149.0,982.0,159.0,418.0,0.0
