UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,other
2023-09-02 00:00:00,2023-09-04 18:10:14,3.0,334.0,1795.0,980.0,333.0,22.0,0.0
2023-09-02 01:00:00,2023-09-04 18:10:14,3.0,352.0,1852.0,980.0,113.0,0.0,0.0
2023-09-02 02:00:00,2023-09-04 18:10:14,3.0,352.0,1839.0,981.0,15.0,0.0,0.0
2023-09-02 03:00:00,2023-09-04 18:10:14,3.0,307.0,1638.0,982.0,16.0,0.0,0.0
2023-09-02 04:00:00,2023-09-04 18:10:14,3.0,251.0,1498.0,980.0,18.0,0.0,0.0
2023-09-02 05:00:00,2023-09-04 18:10:14,3.0,252.0,1352.0,981.0,16.0,0.0,0.0
2023-09-02 06:00:00,2023-09-04 18:10:14,3.0,252.0,1275.0,981.0,17.0,0.0,0.0
2023-09-02 07:00:00,2023-09-04 18:10:14,3.0,246.0,1182.0,980.0,18.0,0.0,0.0
2023-09-02 08:00:00,2023-09-04 18:10:14,3.0,251.0,1105.0,980.0,15.0,0.0,0.0
2023-09-02 09:00:00,2023-09-04 18:10:14,3.0,252.0,1072.0,982.0,16.0,0.0,0.0
2023-09-02 10:00:00,2023-09-04 18:10:14,3.0,253.0,1066.0,980.0,16.0,0.0,0.0
2023-09-02 11:00:00,2023-09-04 18:10:14,3.0,252.0,1104.0,981.0,15.0,0.0,0.0
2023-09-02 12:00:00,2023-09-04 18:10:14,3.0,253.0,1151.0,984.0,15.0,63.0,0.0
2023-09-02 13:00:00,2023-09-04 18:10:14,3.0,253.0,1094.0,982.0,14.0,377.0,0.0
2023-09-02 14:00:00,2023-09-04 18:10:14,3.0,251.0,1189.0,981.0,15.0,595.0,0.0
2023-09-02 15:00:00,2023-09-04 18:10:14,3.0,253.0,1236.0,983.0,14.0,678.0,0.0
2023-09-02 16:00:00,2023-09-04 18:10:14,3.0,252.0,1290.0,981.0,17.0,712.0,0.0
2023-09-02 17:00:00,2023-09-04 18:10:14,3.0,248.0,1313.0,981.0,14.0,704.0,0.0
2023-09-02 18:00:00,2023-09-04 18:10:14,3.0,250.0,1306.0,981.0,15.0,728.0,0.0
2023-09-02 19:00:00,2023-09-04 18:10:14,3.0,251.0,1375.0,982.0,13.0,748.0,0.0
2023-09-02 20:00:00,2023-09-04 18:10:14,3.0,251.0,1464.0,982.0,16.0,794.0,0.0
2023-09-02 21:00:00,2023-09-04 18:10:14,3.0,247.0,1582.0,981.0,15.0,770.0,0.0
2023-09-02 22:00:00,2023-09-04 18:10:14,3.0,246.0,1703.0,981.0,16.0,730.0,0.0
2023-09-02 23:00:00,2023-09-04 18:10:14,3.0,251.0,1854.0,981.0,79.0,387.0,0.0
