UTC time,oil,wind,biomass,geothermal,unknown,hydro,nat_gas,solar,coal
2023-01-03 14:00,0.0,17.0,79.0,5.0,29.0,742.0,216.0,2.0,199.0
2023-01-03 15:00,0.0,22.0,79.0,5.0,29.0,895.0,216.0,0.0,198.0
2023-01-03 16:00,0.0,25.0,79.0,5.0,29.0,875.0,216.0,0.0,201.0
2023-01-03 17:00,0.0,22.0,79.0,5.0,29.0,895.0,216.0,0.0,199.0
2023-01-03 18:00,0.0,40.0,79.0,5.0,29.0,866.0,217.0,0.0,199.0
2023-01-03 19:00,0.0,30.0,79.0,5.0,29.0,748.0,217.0,0.0,200.0
2023-01-03 20:00,0.0,37.0,79.0,5.0,29.0,633.0,217.0,0.0,201.0
2023-01-03 21:00,0.0,41.0,79.0,5.0,29.0,653.0,218.0,0.0,201.0
2023-01-03 22:00,0.0,72.0,79.0,5.0,29.0,523.0,218.0,0.0,199.0
2023-01-03 23:00,0.0,98.0,79.0,5.0,30.0,403.0,218.0,0.0,200.0
2023-01-04 00:00,0.0,126.0,79.0,5.0,30.0,409.0,219.0,0.0,201.0
2023-01-04 01:00,0.0,195.0,79.0,5.0,30.0,389.0,219.0,0.0,200.0
2023-01-04 02:00,0.0,249.0,79.0,5.0,30.0,398.0,219.0,0.0,201.0
2023-01-04 03:00,0.0,262.0,79.0,5.0,30.0,403.0,219.0,0.0,201.0
2023-01-04 04:00,0.0,280.0,79.0,6.0,30.0,391.0,219.0,0.0,202.0
2023-01-04 05:00,0.0,298.0,79.0,6.0,30.0,437.0,218.0,0.0,200.0
2023-01-04 06:00,0.0,347.0,79.0,6.0,30.0,699.0,218.0,1.0,198.0
2023-01-04 07:00,0.0,361.0,78.0,6.0,30.0,758.0,218.0,3.0,196.0
2023-01-04 08:00,0.0,319.0,79.0,6.0,30.0,741.0,218.0,9.0,196.0
2023-01-04 09:00,0.0,262.0,79.0,5.0,30.0,709.0,217.0,14.0,196.0
2023-01-04 10:00,0.0,162.0,79.0,5.0,30.0,685.0,217.0,17.0,195.0
2023-01-04 11:00,0.0,82.0,79.0,5.0,30.0,653.0,216.0,18.0,197.0
2023-01-04 12:00,0.0,33.0,79.0,5.0,29.0,685.0,216.0,15.0,198.0
2023-01-04 13:00,0.0,23.0,79.0,5.0,30.0,703.0,216.0,10.0,197.0
2023-01-04 14:00,0.0,41.0,79.0,5.0,30.0,736.0,216.0,3.0,197.0
2023-01-04 15:00,0.0,59.0,79.0,5.0,30.0,894.0,217.0,0.0,197.0
2023-01-04 16:00,0.0,68.0,79.0,5.0,30.0,914.0,217.0,0.0,199.0
2023-01-04 17:00,0.0,67.0,79.0,6.0,30.0,944.0,218.0,0.0,200.0
2023-01-04 18:00,0.0,64.0,79.0,6.0,30.0,929.0,218.0,0.0,200.0
2023-01-04 19:00,0.0,71.0,79.0,6.0,30.0,766.0,218.0,0.0,200.0
2023-01-04 20:00,0.0,87.0,79.0,6.0,30.0,733.0,218.0,0.0,199.0
2023-01-04 21:00,0.0,97.0,79.0,6.0,30.0,705.0,219.0,0.0,198.0
2023-01-04 22:00,0.0,105.0,79.0,6.0,30.0,573.0,219.0,0.0,199.0
2023-01-04 23:00,0.0,133.0,79.0,6.0,29.0,448.0,219.0,0.0,200.0
2023-01-05 00:00,0.0,156.0,79.0,6.0,29.0,407.0,220.0,0.0,199.0
2023-01-05 01:00,0.0,155.0,79.0,6.0,29.0,397.0,220.0,0.0,199.0
2023-01-05 02:00,0.0,147.0,79.0,6.0,29.0,402.0,220.0,0.0,199.0
2023-01-05 03:00,0.0,147.0,79.0,6.0,29.0,420.0,220.0,0.0,198.0
2023-01-05 04:00,0.0,167.0,79.0,6.0,29.0,420.0,219.0,0.0,199.0
2023-01-05 05:00,0.0,156.0,79.0,6.0,29.0,448.0,219.0,0.0,200.0
2023-01-05 06:00,0.0,151.0,79.0,6.0,29.0,703.0,219.0,1.0,199.0
2023-01-05 07:00,0.0,154.0,77.0,6.0,29.0,809.0,219.0,2.0,197.0
2023-01-05 08:00,0.0,154.0,78.0,6.0,29.0,838.0,219.0,6.0,196.0
2023-01-05 09:00,0.0,153.0,78.0,6.0,29.0,828.0,218.0,10.0,198.0
2023-01-05 10:00,0.0,159.0,78.0,5.0,30.0,728.0,217.0,12.0,197.0
2023-01-05 11:00,0.0,161.0,78.0,5.0,30.0,714.0,216.0,12.0,197.0
2023-01-05 12:00,0.0,150.0,78.0,5.0,28.0,715.0,217.0,10.0,197.0
2023-01-05 13:00,0.0,149.0,79.0,5.0,29.0,820.0,217.0,6.0,197.0
2023-01-05 14:00,0.0,144.0,79.0,5.0,29.0,832.0,217.0,2.0,198.0
2023-01-05 15:00,0.0,123.0,79.0,5.0,29.0,938.0,216.0,0.0,199.0
2023-01-05 16:00,0.0,99.0,79.0,5.0,29.0,960.0,216.0,0.0,198.0
2023-01-05 17:00,0.0,97.0,79.0,5.0,29.0,956.0,216.0,0.0,198.0
2023-01-05 18:00,0.0,95.0,79.0,5.0,29.0,934.0,217.0,0.0,199.0
2023-01-05 19:00,0.0,78.0,79.0,5.0,29.0,806.0,216.0,0.0,198.0
2023-01-05 20:00,0.0,73.0,79.0,6.0,29.0,681.0,217.0,0.0,199.0
2023-01-05 21:00,0.0,56.0,79.0,6.0,29.0,680.0,217.0,0.0,199.0
2023-01-05 22:00,0.0,38.0,79.0,6.0,29.0,534.0,218.0,0.0,198.0
2023-01-05 23:00,0.0,26.0,79.0,6.0,29.0,448.0,219.0,0.0,198.0
2023-01-06 00:00,0.0,36.0,79.0,6.0,29.0,412.0,220.0,0.0,199.0
2023-01-06 01:00,0.0,51.0,79.0,6.0,29.0,405.0,220.0,0.0,200.0
2023-01-06 02:00,0.0,70.0,79.0,6.0,29.0,410.0,221.0,0.0,199.0
2023-01-06 03:00,0.0,63.0,79.0,6.0,29.0,422.0,221.0,0.0,200.0
2023-01-06 04:00,0.0,59.0,79.0,6.0,29.0,425.0,220.0,0.0,200.0
2023-01-06 05:00,0.0,52.0,79.0,6.0,29.0,456.0,219.0,0.0,198.0
2023-01-06 06:00,0.0,34.0,79.0,6.0,29.0,576.0,220.0,1.0,197.0
2023-01-06 07:00,0.0,29.0,78.0,6.0,29.0,636.0,220.0,4.0,196.0
2023-01-06 08:00,0.0,19.0,79.0,6.0,29.0,628.0,220.0,10.0,195.0
2023-01-06 09:00,0.0,5.0,79.0,6.0,29.0,626.0,219.0,17.0,195.0
2023-01-06 10:00,0.0,5.0,79.0,5.0,30.0,623.0,218.0,22.0,195.0
2023-01-06 11:00,0.0,20.0,79.0,5.0,30.0,622.0,217.0,23.0,195.0
2023-01-06 12:00,0.0,20.0,79.0,5.0,28.0,625.0,216.0,18.0,195.0
2023-01-06 13:00,0.0,31.0,79.0,5.0,29.0,648.0,216.0,12.0,196.0
2023-01-06 14:00,0.0,38.0,79.0,5.0,29.0,672.0,216.0,5.0,196.0
2023-01-06 15:00,0.0,40.0,79.0,5.0,29.0,705.0,216.0,0.0,197.0
2023-01-06 16:00,0.0,46.0,79.0,5.0,29.0,741.0,216.0,0.0,199.0
2023-01-06 17:00,0.0,52.0,79.0,6.0,29.0,721.0,216.0,0.0,200.0
2023-01-06 18:00,0.0,69.0,79.0,6.0,29.0,712.0,217.0,0.0,200.0
2023-01-06 19:00,0.0,74.0,79.0,6.0,29.0,692.0,218.0,0.0,198.0
2023-01-06 20:00,0.0,66.0,79.0,6.0,29.0,654.0,218.0,0.0,199.0
2023-01-06 21:00,0.0,57.0,79.0,6.0,29.0,599.0,219.0,0.0,199.0
2023-01-06 22:00,0.0,70.0,79.0,6.0,29.0,482.0,219.0,0.0,200.0
2023-01-06 23:00,0.0,74.0,80.0,6.0,30.0,393.0,219.0,0.0,198.0
2023-01-07 00:00,0.0,83.0,80.0,6.0,30.0,383.0,218.0,0.0,200.0
2023-01-07 01:00,0.0,83.0,80.0,6.0,30.0,368.0,219.0,0.0,198.0
2023-01-07 02:00,0.0,74.0,80.0,6.0,30.0,368.0,220.0,0.0,198.0
2023-01-07 03:00,0.0,60.0,80.0,6.0,30.0,364.0,220.0,0.0,198.0
2023-01-07 04:00,0.0,55.0,80.0,6.0,30.0,377.0,220.0,0.0,199.0
2023-01-07 05:00,0.0,46.0,80.0,6.0,30.0,380.0,220.0,0.0,200.0
2023-01-07 06:00,0.0,60.0,79.0,6.0,30.0,484.0,221.0,1.0,200.0
2023-01-07 07:00,0.0,78.0,79.0,6.0,30.0,543.0,221.0,4.0,199.0
2023-01-07 08:00,0.0,94.0,79.0,6.0,30.0,549.0,221.0,10.0,200.0
2023-01-07 09:00,0.0,104.0,80.0,6.0,30.0,556.0,220.0,16.0,199.0
2023-01-07 10:00,0.0,124.0,80.0,6.0,30.0,551.0,220.0,19.0,200.0
2023-01-07 11:00,0.0,134.0,80.0,6.0,30.0,536.0,217.0,18.0,199.0
2023-01-07 12:00,0.0,122.0,80.0,6.0,29.0,537.0,216.0,15.0,199.0
2023-01-07 13:00,0.0,134.0,80.0,6.0,30.0,578.0,216.0,10.0,199.0
2023-01-07 14:00,0.0,137.0,80.0,6.0,30.0,644.0,216.0,3.0,199.0
2023-01-07 15:00,0.0,158.0,80.0,6.0,30.0,725.0,216.0,0.0,201.0
2023-01-07 16:00,0.0,156.0,80.0,6.0,30.0,741.0,217.0,0.0,201.0
2023-01-07 17:00,0.0,165.0,80.0,6.0,30.0,745.0,217.0,0.0,198.0
2023-01-07 18:00,0.0,164.0,80.0,6.0,30.0,746.0,217.0,0.0,197.0
2023-01-07 19:00,0.0,154.0,80.0,6.0,30.0,744.0,218.0,0.0,196.0
2023-01-07 20:00,0.0,155.0,80.0,6.0,30.0,720.0,218.0,0.0,197.0
2023-01-07 21:00,0.0,158.0,80.0,6.0,30.0,531.0,219.0,0.0,196.0
2023-01-07 22:00,0.0,161.0,80.0,6.0,30.0,442.0,220.0,0.0,196.0
2023-01-07 23:00,0.0,149.0,80.0,6.0,29.0,430.0,220.0,0.0,196.0
2023-01-08 00:00,0.0,141.0,80.0,6.0,29.0,408.0,220.0,0.0,197.0
2023-01-08 01:00,0.0,142.0,80.0,6.0,29.0,413.0,220.0,0.0,196.0
2023-01-08 02:00,0.0,172.0,80.0,6.0,29.0,403.0,220.0,0.0,196.0
2023-01-08 03:00,0.0,193.0,80.0,6.0,29.0,394.0,220.0,0.0,197.0
2023-01-08 04:00,0.0,203.0,80.0,6.0,29.0,399.0,219.0,0.0,197.0
2023-01-08 05:00,0.0,209.0,80.0,6.0,29.0,409.0,218.0,0.0,198.0
2023-01-08 06:00,0.0,234.0,79.0,6.0,29.0,471.0,218.0,1.0,197.0
2023-01-08 07:00,0.0,241.0,79.0,6.0,29.0,511.0,218.0,4.0,198.0
2023-01-08 08:00,0.0,251.0,79.0,5.0,29.0,514.0,217.0,9.0,197.0
2023-01-08 09:00,0.0,292.0,80.0,5.0,29.0,517.0,215.0,16.0,196.0
2023-01-08 10:00,0.0,316.0,80.0,5.0,30.0,526.0,215.0,19.0,194.0
2023-01-08 11:00,0.0,285.0,80.0,5.0,30.0,536.0,213.0,18.0,196.0
2023-01-08 12:00,0.0,283.0,80.0,5.0,29.0,618.0,211.0,15.0,197.0
2023-01-08 13:00,0.0,278.0,80.0,5.0,29.0,674.0,212.0,9.0,197.0
2023-01-08 14:00,0.0,306.0,80.0,5.0,29.0,733.0,213.0,3.0,198.0
2023-01-08 15:00,0.0,325.0,80.0,5.0,29.0,774.0,213.0,0.0,198.0
2023-01-08 16:00,0.0,360.0,80.0,5.0,29.0,766.0,213.0,0.0,199.0
2023-01-08 17:00,0.0,393.0,80.0,5.0,29.0,769.0,213.0,0.0,199.0
2023-01-08 18:00,0.0,411.0,80.0,5.0,29.0,796.0,213.0,0.0,200.0
2023-01-08 19:00,0.0,472.0,80.0,5.0,29.0,742.0,213.0,0.0,199.0
2023-01-08 20:00,0.0,547.0,80.0,5.0,29.0,712.0,214.0,0.0,201.0
2023-01-08 21:00,0.0,563.0,80.0,5.0,29.0,573.0,214.0,0.0,201.0
2023-01-08 22:00,0.0,594.0,80.0,5.0,29.0,462.0,214.0,0.0,201.0
2023-01-08 23:00,0.0,605.0,80.0,5.0,29.0,437.0,214.0,0.0,200.0
2023-01-09 00:00,0.0,614.0,80.0,5.0,29.0,413.0,215.0,0.0,198.0
2023-01-09 01:00,0.0,598.0,80.0,5.0,29.0,424.0,214.0,0.0,199.0
2023-01-09 02:00,0.0,659.0,80.0,5.0,29.0,422.0,215.0,0.0,199.0
2023-01-09 03:00,0.0,700.0,80.0,5.0,29.0,420.0,215.0,0.0,200.0
2023-01-09 04:00,0.0,785.0,80.0,5.0,29.0,410.0,215.0,0.0,200.0
2023-01-09 05:00,0.0,741.0,80.0,5.0,29.0,571.0,215.0,0.0,198.0
2023-01-09 06:00,0.0,703.0,79.0,5.0,29.0,610.0,233.0,1.0,197.0
2023-01-09 07:00,0.0,691.0,79.0,5.0,29.0,644.0,268.0,1.0,198.0
2023-01-09 08:00,0.0,752.0,79.0,5.0,29.0,627.0,290.0,3.0,198.0
2023-01-09 09:00,0.0,704.0,80.0,5.0,29.0,599.0,328.0,5.0,196.0
2023-01-09 10:00,0.0,698.0,80.0,5.0,29.0,625.0,366.0,6.0,192.0
2023-01-09 11:00,0.0,699.0,80.0,5.0,30.0,604.0,434.0,6.0,196.0
2023-01-09 12:00,0.0,697.0,80.0,5.0,29.0,614.0,459.0,5.0,198.0
2023-01-09 13:00,0.0,513.0,80.0,5.0,30.0,649.0,459.0,3.0,200.0
2023-01-09 14:00,0.0,582.0,80.0,5.0,29.0,673.0,460.0,2.0,200.0
2023-01-09 15:00,0.0,414.0,80.0,5.0,29.0,702.0,460.0,0.0,200.0
2023-01-09 16:00,0.0,300.0,80.0,5.0,29.0,700.0,461.0,0.0,199.0
2023-01-09 17:00,0.0,178.0,80.0,6.0,29.0,699.0,461.0,0.0,199.0
2023-01-09 18:00,0.0,286.0,80.0,6.0,29.0,706.0,460.0,0.0,200.0
2023-01-09 19:00,0.0,364.0,80.0,6.0,29.0,626.0,461.0,0.0,199.0
2023-01-09 20:00,0.0,342.0,80.0,6.0,29.0,722.0,462.0,0.0,199.0
2023-01-09 21:00,0.0,474.0,80.0,6.0,29.0,725.0,462.0,0.0,199.0
2023-01-09 22:00,0.0,556.0,80.0,6.0,29.0,755.0,461.0,0.0,199.0
2023-01-09 23:00,0.0,558.0,80.0,6.0,29.0,598.0,461.0,0.0,199.0
2023-01-10 00:00,0.0,516.0,80.0,6.0,29.0,618.0,462.0,0.0,199.0
2023-01-10 01:00,0.0,555.0,80.0,6.0,29.0,599.0,461.0,0.0,200.0
2023-01-10 02:00,0.0,616.0,80.0,6.0,29.0,591.0,462.0,0.0,199.0
2023-01-10 03:00,0.0,592.0,80.0,6.0,29.0,682.0,461.0,0.0,199.0
2023-01-10 04:00,0.0,527.0,80.0,6.0,29.0,968.0,460.0,0.0,199.0
2023-01-10 05:00,0.0,495.0,80.0,6.0,29.0,955.0,508.0,0.0,199.0
2023-01-10 06:00,0.0,511.0,79.0,6.0,28.0,920.0,509.0,1.0,198.0
2023-01-10 07:00,0.0,485.0,78.0,6.0,28.0,928.0,509.0,2.0,198.0
2023-01-10 08:00,0.0,472.0,79.0,6.0,29.0,992.0,510.0,5.0,197.0
2023-01-10 09:00,0.0,490.0,80.0,6.0,28.0,917.0,508.0,8.0,196.0
2023-01-10 10:00,0.0,521.0,80.0,6.0,28.0,877.0,444.0,10.0,196.0
2023-01-10 11:00,0.0,556.0,80.0,6.0,29.0,841.0,506.0,10.0,196.0
2023-01-10 12:00,0.0,552.0,80.0,5.0,29.0,891.0,474.0,9.0,195.0
2023-01-10 13:00,0.0,594.0,80.0,5.0,29.0,897.0,472.0,7.0,194.0
2023-01-10 14:00,0.0,578.0,80.0,5.0,28.0,918.0,472.0,3.0,198.0
2023-01-10 15:00,0.0,621.0,80.0,5.0,29.0,942.0,473.0,0.0,198.0
2023-01-10 16:00,0.0,608.0,80.0,5.0,29.0,1035.0,511.0,0.0,196.0
2023-01-10 17:00,0.0,613.0,80.0,5.0,29.0,1039.0,510.0,0.0,197.0
2023-01-10 18:00,0.0,654.0,80.0,5.0,29.0,1055.0,510.0,0.0,199.0
2023-01-10 19:00,0.0,676.0,80.0,5.0,29.0,1088.0,510.0,0.0,181.0
2023-01-10 20:00,0.0,629.0,80.0,5.0,29.0,1096.0,510.0,0.0,143.0
2023-01-10 21:00,0.0,644.0,80.0,6.0,29.0,1068.0,509.0,0.0,140.0
2023-01-10 22:00,0.0,682.0,80.0,6.0,29.0,1028.0,462.0,0.0,140.0
2023-01-10 23:00,0.0,670.0,78.0,6.0,30.0,868.0,464.0,0.0,141.0
2023-01-11 00:00,0.0,649.0,78.0,6.0,30.0,841.0,465.0,0.0,142.0
2023-01-11 01:00,0.0,711.0,78.0,6.0,30.0,805.0,445.0,0.0,135.0
2023-01-11 02:00,0.0,720.0,78.0,6.0,29.0,777.0,423.0,0.0,121.0
2023-01-11 03:00,0.0,684.0,78.0,6.0,29.0,814.0,422.0,0.0,121.0
2023-01-11 04:00,0.0,615.0,78.0,6.0,29.0,974.0,428.0,0.0,125.0
2023-01-11 05:00,0.0,618.0,78.0,6.0,29.0,998.0,461.0,0.0,142.0
2023-01-11 06:00,0.0,531.0,77.0,6.0,29.0,1056.0,461.0,1.0,142.0
2023-01-11 07:00,0.0,480.0,76.0,6.0,29.0,1084.0,474.0,5.0,142.0
2023-01-11 08:00,0.0,366.0,77.0,6.0,29.0,1038.0,510.0,13.0,141.0
2023-01-11 09:00,0.0,302.0,78.0,6.0,29.0,1026.0,510.0,20.0,141.0
2023-01-11 10:00,0.0,312.0,78.0,6.0,29.0,1001.0,510.0,23.0,142.0
2023-01-11 11:00,0.0,324.0,78.0,5.0,30.0,962.0,510.0,21.0,142.0
2023-01-11 12:00,0.0,303.0,78.0,5.0,30.0,946.0,509.0,18.0,153.0
2023-01-11 13:00,0.0,277.0,78.0,5.0,30.0,1056.0,509.0,12.0,141.0
2023-01-11 14:00,0.0,212.0,78.0,5.0,29.0,1098.0,509.0,5.0,140.0
2023-01-11 15:00,0.0,281.0,78.0,6.0,29.0,1098.0,508.0,0.0,141.0
2023-01-11 16:00,0.0,253.0,78.0,6.0,29.0,1091.0,509.0,0.0,141.0
2023-01-11 17:00,0.0,305.0,78.0,6.0,29.0,1121.0,509.0,0.0,140.0
2023-01-11 18:00,0.0,244.0,78.0,6.0,29.0,1131.0,509.0,0.0,143.0
2023-01-11 19:00,0.0,211.0,78.0,6.0,30.0,1060.0,510.0,0.0,143.0
2023-01-11 20:00,0.0,161.0,78.0,6.0,30.0,994.0,510.0,0.0,143.0
2023-01-11 21:00,0.0,134.0,79.0,6.0,30.0,896.0,511.0,0.0,142.0
2023-01-11 22:00,0.0,116.0,79.0,6.0,30.0,802.0,409.0,0.0,142.0
2023-01-11 23:00,0.0,103.0,74.0,6.0,30.0,730.0,291.0,0.0,143.0
2023-01-12 00:00,0.0,126.0,74.0,6.0,30.0,721.0,298.0,0.0,145.0
2023-01-12 01:00,0.0,104.0,74.0,6.0,30.0,733.0,311.0,0.0,146.0
2023-01-12 02:00,0.0,192.0,74.0,6.0,29.0,741.0,311.0,0.0,146.0
2023-01-12 03:00,0.0,263.0,74.0,6.0,29.0,745.0,311.0,0.0,146.0
2023-01-12 04:00,0.0,435.0,74.0,6.0,29.0,770.0,309.0,0.0,146.0
2023-01-12 05:00,0.0,499.0,74.0,6.0,29.0,931.0,308.0,0.0,146.0
2023-01-12 06:00,0.0,536.0,74.0,6.0,29.0,1018.0,308.0,1.0,146.0
2023-01-12 07:00,0.0,553.0,73.0,6.0,29.0,1027.0,308.0,4.0,146.0
2023-01-12 08:00,0.0,536.0,74.0,6.0,29.0,1025.0,309.0,9.0,145.0
2023-01-12 09:00,0.0,472.0,74.0,6.0,29.0,1035.0,310.0,16.0,145.0
2023-01-12 10:00,0.0,481.0,74.0,6.0,29.0,991.0,310.0,21.0,143.0
2023-01-12 11:00,0.0,495.0,74.0,6.0,30.0,1001.0,310.0,22.0,143.0
2023-01-12 12:00,0.0,474.0,74.0,6.0,30.0,1064.0,310.0,19.0,142.0
2023-01-12 13:00,0.0,478.0,74.0,6.0,30.0,1055.0,310.0,13.0,141.0
2023-01-12 14:00,0.0,481.0,74.0,6.0,29.0,1055.0,310.0,5.0,142.0
2023-01-12 15:00,0.0,453.0,74.0,6.0,29.0,1062.0,310.0,0.0,140.0
2023-01-12 16:00,0.0,455.0,74.0,6.0,29.0,1031.0,310.0,0.0,139.0
2023-01-12 17:00,0.0,398.0,74.0,6.0,29.0,1055.0,310.0,0.0,140.0
2023-01-12 18:00,0.0,290.0,74.0,6.0,29.0,1081.0,309.0,0.0,140.0
2023-01-12 19:00,0.0,182.0,74.0,6.0,30.0,1053.0,309.0,0.0,142.0
2023-01-12 20:00,0.0,146.0,79.0,6.0,30.0,952.0,309.0,0.0,143.0
2023-01-12 21:00,0.0,152.0,80.0,6.0,30.0,938.0,310.0,0.0,142.0
2023-01-12 22:00,0.0,77.0,80.0,6.0,30.0,934.0,311.0,0.0,142.0
2023-01-12 23:00,0.0,68.0,80.0,6.0,30.0,752.0,311.0,0.0,142.0
2023-01-13 00:00,0.0,72.0,80.0,6.0,30.0,728.0,311.0,0.0,142.0
2023-01-13 01:00,0.0,60.0,80.0,6.0,30.0,727.0,311.0,0.0,142.0
2023-01-13 02:00,0.0,49.0,80.0,6.0,29.0,721.0,312.0,0.0,143.0
2023-01-13 03:00,0.0,35.0,80.0,6.0,29.0,751.0,311.0,0.0,142.0
2023-01-13 04:00,0.0,40.0,80.0,6.0,29.0,762.0,309.0,0.0,143.0
2023-01-13 05:00,0.0,29.0,80.0,6.0,29.0,1058.0,309.0,0.0,144.0
2023-01-13 06:00,0.0,27.0,80.0,6.0,29.0,1171.0,309.0,1.0,144.0
