UTC time,coal,nat_gas,hydro,solar,wind
2023-05-08 00:00:00,1526.0,338.0,1070.0,102.0,460.0
2023-05-08 01:00:00,1334.0,304.0,1154.0,67.0,529.0
2023-05-08 02:00:00,1362.0,352.0,1174.0,12.0,567.0
2023-05-08 03:00:00,1618.0,375.0,1177.0,0.0,555.0
2023-05-08 04:00:00,1615.0,378.0,1128.0,0.0,356.0
2023-05-08 05:00:00,1757.0,409.0,1056.0,0.0,244.0
2023-05-08 06:00:00,1814.0,428.0,955.0,0.0,144.0
2023-05-08 07:00:00,1877.0,445.0,937.0,0.0,141.0
2023-05-08 08:00:00,1794.0,419.0,928.0,0.0,237.0
2023-05-08 09:00:00,1779.0,407.0,936.0,0.0,245.0
2023-05-08 10:00:00,1787.0,404.0,933.0,0.0,297.0
2023-05-08 11:00:00,1802.0,428.0,950.0,0.0,239.0
2023-05-08 12:00:00,1976.0,530.0,953.0,0.0,201.0
2023-05-08 13:00:00,1932.0,505.0,1082.0,24.0,181.0
2023-05-08 14:00:00,1735.0,504.0,1085.0,124.0,137.0
2023-05-08 15:00:00,1604.0,387.0,1099.0,191.0,145.0
2023-05-08 16:00:00,1366.0,310.0,1089.0,202.0,218.0
2023-05-08 17:00:00,1194.0,273.0,1029.0,202.0,244.0
2023-05-08 18:00:00,1184.0,283.0,985.0,205.0,279.0
2023-05-08 19:00:00,1172.0,302.0,989.0,203.0,365.0
2023-05-08 20:00:00,1160.0,306.0,996.0,198.0,413.0
2023-05-08 21:00:00,1150.0,275.0,1013.0,191.0,485.0
2023-05-08 22:00:00,1172.0,275.0,1023.0,187.0,461.0
2023-05-08 23:00:00,1171.0,275.0,1031.0,163.0,618.0
