UTC time,coal,nat_gas,hydro,solar,wind
2023-01-03 00:00:00,3506.0,158.0,565.0,4.0,9.0
2023-01-03 01:00:00,3582.0,152.0,639.0,0.0,15.0
2023-01-03 02:00:00,3576.0,152.0,672.0,0.0,19.0
2023-01-03 03:00:00,3450.0,151.0,651.0,0.0,21.0
2023-01-03 04:00:00,3461.0,152.0,620.0,0.0,32.0
2023-01-03 05:00:00,3423.0,149.0,540.0,0.0,73.0
2023-01-03 06:00:00,3482.0,105.0,434.0,0.0,101.0
2023-01-03 07:00:00,3482.0,104.0,365.0,0.0,129.0
2023-01-03 08:00:00,3436.0,105.0,332.0,0.0,141.0
2023-01-03 09:00:00,3277.0,104.0,335.0,0.0,158.0
2023-01-03 10:00:00,3340.0,103.0,330.0,0.0,169.0
2023-01-03 11:00:00,3309.0,103.0,336.0,0.0,170.0
2023-01-03 12:00:00,3311.0,104.0,347.0,0.0,166.0
2023-01-03 13:00:00,3461.0,105.0,395.0,0.0,173.0
2023-01-03 14:00:00,3485.0,105.0,521.0,0.0,176.0
2023-01-03 15:00:00,3574.0,105.0,544.0,3.0,172.0
2023-01-03 16:00:00,3611.0,106.0,534.0,38.0,151.0
2023-01-03 17:00:00,3608.0,106.0,533.0,58.0,151.0
2023-01-03 18:00:00,3530.0,106.0,531.0,60.0,149.0
2023-01-03 19:00:00,3534.0,106.0,484.0,64.0,117.0
2023-01-03 20:00:00,3457.0,107.0,433.0,62.0,121.0
2023-01-03 21:00:00,3437.0,108.0,406.0,66.0,114.0
2023-01-03 22:00:00,3429.0,129.0,432.0,44.0,104.0
2023-01-03 23:00:00,3421.0,134.0,444.0,14.0,121.0
