Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
41304,2023-09-18 00:00:00,2024-07-17 00:00:00,3.1,594.03,3344.0,325.0,841.0,174.0,252.0
41305,2023-09-18 01:00:00,2024-07-17 00:00:00,3.1,611.2,3613.0,334.0,857.0,35.0,318.0
41306,2023-09-18 02:00:00,2024-07-17 00:00:00,3.1,588.25,3566.0,304.0,849.0,0.0,550.0
41307,2023-09-18 03:00:00,2024-07-17 00:00:00,3.1,564.38,3352.0,243.0,780.0,0.0,754.0
41308,2023-09-18 04:00:00,2024-07-17 00:00:00,3.1,536.41,2952.0,170.0,794.0,0.0,804.0
41309,2023-09-18 05:00:00,2024-07-17 00:00:00,3.1,527.73,2645.0,169.0,686.0,0.0,815.0
41310,2023-09-18 06:00:00,2024-07-17 00:00:00,3.1,517.4,2469.0,169.0,654.0,0.0,829.0
41311,2023-09-18 07:00:00,2024-07-17 00:00:00,3.1,514.78,2210.0,169.0,634.0,0.0,713.0
41312,2023-09-18 08:00:00,2024-07-17 00:00:00,3.1,519.78,2156.0,169.0,652.0,0.0,627.0
41313,2023-09-18 09:00:00,2024-07-17 00:00:00,3.1,529.05,2249.0,169.0,624.0,0.0,642.0
41314,2023-09-18 10:00:00,2024-07-17 00:00:00,3.1,528.61,2278.0,169.0,604.0,0.0,681.0
41315,2023-09-18 11:00:00,2024-07-17 00:00:00,3.1,535.61,2187.0,169.0,530.0,0.0,654.0
41316,2023-09-18 12:00:00,2024-07-17 00:00:00,3.1,526.27,2152.0,169.0,560.0,0.0,669.0
41317,2023-09-18 13:00:00,2024-07-17 00:00:00,3.1,545.67,2387.0,176.0,558.0,1.0,661.0
41318,2023-09-18 14:00:00,2024-07-17 00:00:00,3.1,540.82,2473.0,171.0,580.0,63.0,662.0
41319,2023-09-18 15:00:00,2024-07-17 00:00:00,3.1,521.81,2321.0,169.0,675.0,187.0,512.0
41320,2023-09-18 16:00:00,2024-07-17 00:00:00,3.1,532.23,2406.0,217.0,687.0,247.0,410.0
41321,2023-09-18 17:00:00,2024-07-17 00:00:00,3.1,546.94,2581.0,246.0,679.0,247.0,395.0
41322,2023-09-18 18:00:00,2024-07-17 00:00:00,3.1,552.84,2652.0,251.0,695.0,236.0,379.0
41323,2023-09-18 19:00:00,2024-07-17 00:00:00,3.1,576.5,2877.0,312.0,712.0,209.0,299.0
41324,2023-09-18 20:00:00,2024-07-17 00:00:00,3.1,588.88,3109.0,362.0,714.0,211.0,285.0
41325,2023-09-18 21:00:00,2024-07-17 00:00:00,3.1,576.4,3078.0,311.0,740.0,222.0,347.0
41326,2023-09-18 22:00:00,2024-07-17 00:00:00,3.1,579.39,3078.0,352.0,778.0,194.0,305.0
41327,2023-09-18 23:00:00,2024-07-17 00:00:00,3.1,600.91,3254.0,422.0,783.0,166.0,207.0
