UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2023-12-08 00:00:00,2024-07-17 00:00:00,3.1,5.701343215516511,273.82738362591897,265.5301922139044,209.4046780041168,0.5732043113519225,2484.54913,171.01387,632.57316,125.46301,826.73005
2023-12-08 01:00:00,2024-07-17 00:00:00,3.1,5.288315531219608,271.7401084756919,265.2212296702364,0.0225646757415165,0.252765740339227,2568.08017,172.54559,662.92267,112.17528,826.69819
2023-12-08 02:00:00,2024-07-17 00:00:00,3.1,5.288315531219608,271.7401084756919,265.2212296702364,0.0225646757415165,0.252765740339227,2609.25584,181.82516,663.67207,98.47538,812.28196
2023-12-08 03:00:00,2024-07-17 00:00:00,3.1,5.288315531219608,271.7401084756919,265.2212296702364,0.0225646757415165,0.252765740339227,2679.69418,173.73039,654.10016,87.6865,787.37517
2023-12-08 04:00:00,2024-07-17 00:00:00,3.1,5.158023267853726,270.4725373434221,264.65143578676856,0.0112902966460233,0.4876263674155584,2628.82848,182.18599,659.16828,73.5626,712.12094
2023-12-08 05:00:00,2024-07-17 00:00:00,3.1,5.158023267853726,270.4725373434221,264.65143578676856,0.0112902966460233,0.4876263674155584,2618.03212,183.63448,621.86158,54.15969,691.96393
2023-12-08 06:00:00,2024-07-17 00:00:00,3.1,5.158023267853726,270.4725373434221,264.65143578676856,0.0112902966460233,0.4876263674155584,2607.24547,189.65398,595.44037,29.29111,644.63967
2023-12-08 07:00:00,2024-07-17 00:00:00,3.1,5.246190260990494,269.449782537936,263.97540924896293,0.0,0.1881958749049382,2552.90189,178.22262,579.52014,14.08248,615.39383
2023-12-08 08:00:00,2024-07-17 00:00:00,3.1,5.246190260990494,269.449782537936,263.97540924896293,0.0,0.1881958749049382,2423.03841,169.59303,532.98578,3.06834,631.46728
2023-12-08 09:00:00,2024-07-17 00:00:00,3.1,5.246190260990494,269.449782537936,263.97540924896293,0.0,0.1881958749049382,2333.13069,169.28585,553.30835,0.0,682.15795
2023-12-08 10:00:00,2024-07-17 00:00:00,3.1,5.34332551901549,268.625692387462,263.3454691982459,0.0,0.3414598782307908,2284.67749,173.83774,568.17469,0.0,700.06278
