UTC time,coal,nat_gas,hydro,solar,wind
2023-11-13 00:00:00,2944.0,413.0,619.0,23.0,123.0
2023-11-13 01:00:00,2988.0,322.0,707.0,0.0,237.0
2023-11-13 02:00:00,2712.0,274.0,752.0,0.0,501.0
2023-11-13 03:00:00,2441.0,272.0,730.0,0.0,692.0
2023-11-13 04:00:00,2358.0,272.0,698.0,0.0,839.0
2023-11-13 05:00:00,2311.0,272.0,653.0,0.0,956.0
2023-11-13 06:00:00,2143.0,272.0,521.0,0.0,942.0
2023-11-13 07:00:00,2004.0,272.0,479.0,0.0,881.0
2023-11-13 08:00:00,2023.0,272.0,426.0,0.0,886.0
2023-11-13 09:00:00,2025.0,271.0,406.0,0.0,876.0
2023-11-13 10:00:00,1976.0,272.0,401.0,0.0,887.0
2023-11-13 11:00:00,2016.0,272.0,427.0,0.0,935.0
2023-11-13 12:00:00,2066.0,272.0,462.0,0.0,925.0
2023-11-13 13:00:00,2132.0,275.0,579.0,0.0,864.0
2023-11-13 14:00:00,2341.0,332.0,636.0,2.0,866.0
2023-11-13 15:00:00,2376.0,312.0,631.0,89.0,883.0
2023-11-13 16:00:00,2289.0,272.0,605.0,243.0,743.0
2023-11-13 17:00:00,2169.0,272.0,550.0,262.0,686.0
2023-11-13 18:00:00,2046.0,271.0,543.0,267.0,812.0
2023-11-13 19:00:00,2003.0,271.0,540.0,259.0,923.0
2023-11-13 20:00:00,2108.0,271.0,541.0,262.0,952.0
2023-11-13 21:00:00,2153.0,271.0,543.0,279.0,991.0
2023-11-13 22:00:00,2149.0,271.0,564.0,277.0,950.0
2023-11-13 23:00:00,2110.0,272.0,579.0,162.0,956.0
