UTC time,coal,nat_gas,hydro,solar,wind
2023-01-08 00:00:00,3112.0,184.0,586.0,16.0,414.0
2023-01-08 01:00:00,3192.0,198.0,727.0,0.0,487.0
2023-01-08 02:00:00,3256.0,262.0,738.0,0.0,506.0
2023-01-08 03:00:00,3309.0,227.0,740.0,0.0,464.0
2023-01-08 04:00:00,3300.0,296.0,692.0,0.0,362.0
2023-01-08 05:00:00,3302.0,290.0,603.0,0.0,277.0
2023-01-08 06:00:00,3293.0,219.0,452.0,0.0,298.0
2023-01-08 07:00:00,3319.0,185.0,358.0,0.0,332.0
2023-01-08 08:00:00,3263.0,182.0,339.0,0.0,406.0
2023-01-08 09:00:00,3234.0,174.0,336.0,0.0,397.0
2023-01-08 10:00:00,3308.0,194.0,338.0,0.0,338.0
2023-01-08 11:00:00,3322.0,247.0,335.0,0.0,258.0
2023-01-08 12:00:00,3328.0,235.0,348.0,0.0,252.0
2023-01-08 13:00:00,3415.0,279.0,383.0,0.0,264.0
2023-01-08 14:00:00,3399.0,284.0,493.0,0.0,201.0
2023-01-08 15:00:00,3435.0,272.0,551.0,3.0,266.0
2023-01-08 16:00:00,3463.0,262.0,582.0,41.0,288.0
2023-01-08 17:00:00,3416.0,214.0,539.0,90.0,292.0
2023-01-08 18:00:00,3342.0,234.0,526.0,106.0,251.0
2023-01-08 19:00:00,3306.0,192.0,492.0,112.0,212.0
2023-01-08 20:00:00,3247.0,188.0,483.0,100.0,259.0
2023-01-08 21:00:00,3213.0,208.0,461.0,100.0,240.0
2023-01-08 22:00:00,3155.0,186.0,444.0,105.0,317.0
2023-01-08 23:00:00,3142.0,225.0,485.0,45.0,319.0
