Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
35928,2023-02-06 00:00:00,2024-07-17 00:00:00,3.1,507.44,2415.0,292.0,537.0,69.0,923.0
35929,2023-02-06 01:00:00,2024-07-17 00:00:00,3.1,501.79,2543.0,277.0,632.0,2.0,1025.0
35930,2023-02-06 02:00:00,2024-07-17 00:00:00,3.1,514.73,2734.0,289.0,672.0,0.0,988.0
35931,2023-02-06 03:00:00,2024-07-17 00:00:00,3.1,517.76,2741.0,288.0,700.0,0.0,937.0
35932,2023-02-06 04:00:00,2024-07-17 00:00:00,3.1,524.97,2760.0,276.0,653.0,0.0,929.0
35933,2023-02-06 05:00:00,2024-07-17 00:00:00,3.1,555.3,2776.0,283.0,541.0,0.0,788.0
35934,2023-02-06 06:00:00,2024-07-17 00:00:00,3.1,571.39,2677.0,271.0,463.0,0.0,696.0
35935,2023-02-06 07:00:00,2024-07-17 00:00:00,3.1,566.47,2490.0,271.0,461.0,0.0,649.0
35936,2023-02-06 08:00:00,2024-07-17 00:00:00,3.1,581.3,2478.0,269.0,435.0,0.0,569.0
35937,2023-02-06 09:00:00,2024-07-17 00:00:00,3.1,573.37,2352.0,270.0,413.0,0.0,588.0
35938,2023-02-06 10:00:00,2024-07-17 00:00:00,3.1,586.47,2410.0,283.0,418.0,0.0,522.0
35939,2023-02-06 11:00:00,2024-07-17 00:00:00,3.1,560.32,2358.0,270.0,416.0,0.0,674.0
35940,2023-02-06 12:00:00,2024-07-17 00:00:00,3.1,539.29,2353.0,270.0,484.0,0.0,753.0
35941,2023-02-06 13:00:00,2024-07-17 00:00:00,3.1,549.15,2492.0,270.0,474.0,0.0,762.0
35942,2023-02-06 14:00:00,2024-07-17 00:00:00,3.1,517.7,2568.0,274.0,579.0,0.0,953.0
35943,2023-02-06 15:00:00,2024-07-17 00:00:00,3.1,527.31,2652.0,271.0,608.0,14.0,878.0
35944,2023-02-06 16:00:00,2024-07-17 00:00:00,3.1,489.15,2410.0,271.0,574.0,103.0,1014.0
35945,2023-02-06 17:00:00,2024-07-17 00:00:00,3.1,474.26,2241.0,272.0,529.0,155.0,1024.0
35946,2023-02-06 18:00:00,2024-07-17 00:00:00,3.1,480.27,2269.0,273.0,472.0,174.0,1028.0
35947,2023-02-06 19:00:00,2024-07-17 00:00:00,3.1,484.88,2322.0,273.0,450.0,162.0,1057.0
35948,2023-02-06 20:00:00,2024-07-17 00:00:00,3.1,483.91,2317.0,271.0,492.0,144.0,1038.0
35949,2023-02-06 21:00:00,2024-07-17 00:00:00,3.1,486.39,2307.0,271.0,494.0,146.0,1005.0
35950,2023-02-06 22:00:00,2024-07-17 00:00:00,3.1,490.77,2363.0,270.0,495.0,106.0,1041.0
35951,2023-02-06 23:00:00,2024-07-17 00:00:00,3.1,485.77,2342.0,272.0,511.0,96.0,1065.0
