Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nuclear,hydro,solar,wind
41784,2023-10-08 00:00:00,2024-07-17 00:00:00,3.1,13.42,2991.0,403.0,0.0,4.0
41785,2023-10-08 01:00:00,2024-07-17 00:00:00,3.1,13.35,2993.0,380.0,0.0,4.0
41786,2023-10-08 02:00:00,2024-07-17 00:00:00,3.1,13.39,2994.0,394.0,0.0,4.0
41787,2023-10-08 03:00:00,2024-07-17 00:00:00,3.1,13.42,2994.0,401.0,0.0,3.0
41788,2023-10-08 04:00:00,2024-07-17 00:00:00,3.1,13.98,2996.0,593.0,0.0,4.0
41789,2023-10-08 05:00:00,2024-07-17 00:00:00,3.1,15.55,2997.0,1260.0,0.0,5.0
41790,2023-10-08 06:00:00,2024-07-17 00:00:00,3.1,16.44,2997.0,1389.0,99.0,5.0
41791,2023-10-08 07:00:00,2024-07-17 00:00:00,3.1,18.03,2995.0,968.0,457.0,6.0
41792,2023-10-08 08:00:00,2024-07-17 00:00:00,3.1,20.52,2990.0,675.0,947.0,5.0
41793,2023-10-08 09:00:00,2024-07-17 00:00:00,3.1,22.63,2983.0,372.0,1398.0,5.0
41794,2023-10-08 10:00:00,2024-07-17 00:00:00,3.1,23.72,2975.0,467.0,1636.0,6.0
41795,2023-10-08 11:00:00,2024-07-17 00:00:00,3.1,24.24,2965.0,411.0,1756.0,6.0
41796,2023-10-08 12:00:00,2024-07-17 00:00:00,3.1,23.87,2956.0,408.0,1661.0,6.0
41797,2023-10-08 13:00:00,2024-07-17 00:00:00,3.1,22.77,2951.0,481.0,1407.0,7.0
41798,2023-10-08 14:00:00,2024-07-17 00:00:00,3.1,21.06,2945.0,1050.0,989.0,6.0
41799,2023-10-08 15:00:00,2024-07-17 00:00:00,3.1,19.76,2942.0,2284.0,523.0,5.0
41800,2023-10-08 16:00:00,2024-07-17 00:00:00,3.1,19.03,2942.0,3271.0,172.0,3.0
41801,2023-10-08 17:00:00,2024-07-17 00:00:00,3.1,18.84,2949.0,3901.0,3.0,1.0
41802,2023-10-08 18:00:00,2024-07-17 00:00:00,3.1,18.56,2957.0,3564.0,0.0,0.0
41803,2023-10-08 19:00:00,2024-07-17 00:00:00,3.1,17.47,2964.0,2480.0,0.0,1.0
41804,2023-10-08 20:00:00,2024-07-17 00:00:00,3.1,16.07,2968.0,1526.0,0.0,3.0
41805,2023-10-08 21:00:00,2024-07-17 00:00:00,3.1,15.22,2975.0,1092.0,0.0,3.0
41806,2023-10-08 22:00:00,2024-07-17 00:00:00,3.1,13.79,2978.0,524.0,0.0,3.0
41807,2023-10-08 23:00:00,2024-07-17 00:00:00,3.1,13.49,2982.0,422.0,0.0,3.0
