Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nuclear,hydro,solar,wind
40320,2023-08-08 00:00:00,2024-07-17 00:00:00,3.1,14.05,2628.0,541.0,0.0,0.0
40321,2023-08-08 01:00:00,2024-07-17 00:00:00,3.1,13.73,2628.0,442.0,0.0,0.0
40322,2023-08-08 02:00:00,2024-07-17 00:00:00,3.1,13.89,2629.0,492.0,0.0,1.0
40323,2023-08-08 03:00:00,2024-07-17 00:00:00,3.1,14.12,2636.0,566.0,0.0,1.0
40324,2023-08-08 04:00:00,2024-07-17 00:00:00,3.1,15.8,2636.0,1170.0,15.0,1.0
40325,2023-08-08 05:00:00,2024-07-17 00:00:00,3.1,17.88,2638.0,1927.0,137.0,1.0
40326,2023-08-08 06:00:00,2024-07-17 00:00:00,3.1,19.47,2637.0,1815.0,449.0,1.0
40327,2023-08-08 07:00:00,2024-07-17 00:00:00,3.1,21.82,2636.0,1673.0,959.0,1.0
40328,2023-08-08 08:00:00,2024-07-17 00:00:00,3.1,21.94,2630.0,866.0,1057.0,1.0
40329,2023-08-08 09:00:00,2024-07-17 00:00:00,3.1,25.72,2622.0,979.0,1954.0,2.0
40330,2023-08-08 10:00:00,2024-07-17 00:00:00,3.1,26.53,2620.0,430.0,2123.0,2.0
40331,2023-08-08 11:00:00,2024-07-17 00:00:00,3.1,25.56,2618.0,443.0,1867.0,7.0
40332,2023-08-08 12:00:00,2024-07-17 00:00:00,3.1,24.19,2616.0,484.0,1543.0,10.0
40333,2023-08-08 13:00:00,2024-07-17 00:00:00,3.1,25.16,2612.0,475.0,1769.0,12.0
40334,2023-08-08 14:00:00,2024-07-17 00:00:00,3.1,25.5,2608.0,445.0,1849.0,12.0
40335,2023-08-08 15:00:00,2024-07-17 00:00:00,3.1,23.74,2604.0,744.0,1436.0,12.0
40336,2023-08-08 16:00:00,2024-07-17 00:00:00,3.1,21.59,2602.0,1748.0,891.0,10.0
40337,2023-08-08 17:00:00,2024-07-17 00:00:00,3.1,19.74,2597.0,2645.0,352.0,9.0
40338,2023-08-08 18:00:00,2024-07-17 00:00:00,3.1,18.76,2600.0,2827.0,108.0,9.0
40339,2023-08-08 19:00:00,2024-07-17 00:00:00,3.1,18.1,2603.0,2695.0,0.0,6.0
40340,2023-08-08 20:00:00,2024-07-17 00:00:00,3.1,17.75,2605.0,2407.0,0.0,7.0
40341,2023-08-08 21:00:00,2024-07-17 00:00:00,3.1,17.0,2610.0,1871.0,0.0,11.0
40342,2023-08-08 22:00:00,2024-07-17 00:00:00,3.1,15.69,2613.0,1165.0,0.0,9.0
40343,2023-08-08 23:00:00,2024-07-17 00:00:00,3.1,14.53,2614.0,701.0,0.0,8.0
