Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
37104,2023-03-27 00:00:00,0.0,3013.0,320.0,0.0,24.0
37105,2023-03-27 01:00:00,0.0,3012.0,290.0,0.0,24.0
37106,2023-03-27 02:00:00,0.0,3011.0,314.0,0.0,25.0
37107,2023-03-27 03:00:00,0.0,3010.0,434.0,0.0,21.0
37108,2023-03-27 04:00:00,0.0,3012.0,1337.0,0.0,24.0
37109,2023-03-27 05:00:00,0.0,3010.0,2160.0,2.0,30.0
37110,2023-03-27 06:00:00,0.0,3010.0,2849.0,59.0,28.0
37111,2023-03-27 07:00:00,0.0,3013.0,2336.0,105.0,33.0
37112,2023-03-27 08:00:00,0.0,3016.0,1243.0,234.0,28.0
37113,2023-03-27 09:00:00,0.0,3016.0,935.0,609.0,22.0
37114,2023-03-27 10:00:00,0.0,3016.0,917.0,1612.0,20.0
37115,2023-03-27 11:00:00,0.0,3011.0,445.0,1627.0,21.0
37116,2023-03-27 12:00:00,0.0,3014.0,418.0,2124.0,20.0
37117,2023-03-27 13:00:00,0.0,3015.0,503.0,1535.0,22.0
37118,2023-03-27 14:00:00,0.0,3015.0,563.0,454.0,23.0
37119,2023-03-27 15:00:00,0.0,3015.0,708.0,427.0,22.0
37120,2023-03-27 16:00:00,0.0,3015.0,1326.0,233.0,21.0
37121,2023-03-27 17:00:00,0.0,3013.0,1979.0,116.0,23.0
37122,2023-03-27 18:00:00,0.0,3015.0,1924.0,0.0,20.0
37123,2023-03-27 19:00:00,0.0,3016.0,1648.0,0.0,14.0
37124,2023-03-27 20:00:00,0.0,3017.0,1147.0,0.0,10.0
37125,2023-03-27 21:00:00,0.0,3016.0,764.0,0.0,9.0
37126,2023-03-27 22:00:00,0.0,3017.0,748.0,0.0,10.0
37127,2023-03-27 23:00:00,0.0,3016.0,400.0,0.0,10.0
