Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
42984,2023-11-27 00:00:00,14.97,3029.0,997.0,0.0,6.0
42985,2023-11-27 01:00:00,14.64,3025.0,855.0,0.0,9.0
42986,2023-11-27 02:00:00,14.72,3025.0,893.0,0.0,11.0
42987,2023-11-27 03:00:00,15.05,3025.0,1036.0,0.0,14.0
42988,2023-11-27 04:00:00,15.45,3024.0,1229.0,0.0,17.0
42989,2023-11-27 05:00:00,17.22,3022.0,2352.0,0.0,27.0
42990,2023-11-27 06:00:00,18.32,3022.0,3408.0,0.0,36.0
42991,2023-11-27 07:00:00,18.58,3021.0,3609.0,24.0,46.0
42992,2023-11-27 08:00:00,18.58,3019.0,2979.0,155.0,46.0
42993,2023-11-27 09:00:00,19.93,3022.0,2516.0,566.0,50.0
42994,2023-11-27 10:00:00,20.31,3020.0,2500.0,664.0,54.0
42995,2023-11-27 11:00:00,20.6,3020.0,2475.0,742.0,54.0
42996,2023-11-27 12:00:00,18.74,3016.0,2805.0,229.0,53.0
42997,2023-11-27 13:00:00,17.98,3016.0,2494.0,125.0,49.0
42998,2023-11-27 14:00:00,17.73,3015.0,2598.0,49.0,49.0
42999,2023-11-27 15:00:00,17.55,3016.0,2591.0,12.0,48.0
43000,2023-11-27 16:00:00,18.21,3017.0,3300.0,0.0,52.0
43001,2023-11-27 17:00:00,17.86,3017.0,2945.0,0.0,57.0
43002,2023-11-27 18:00:00,17.36,3017.0,2482.0,0.0,53.0
43003,2023-11-27 19:00:00,16.53,3017.0,1868.0,0.0,53.0
43004,2023-11-27 20:00:00,16.32,3017.0,1735.0,0.0,52.0
43005,2023-11-27 21:00:00,16.2,3016.0,1655.0,0.0,46.0
43006,2023-11-27 22:00:00,15.08,3020.0,1064.0,0.0,47.0
43007,2023-11-27 23:00:00,15.11,3018.0,1076.0,0.0,48.0
