UTC time,nuclear,hydro,solar,wind
2023-05-10 00:00:00,1717.0,965.0,0.0,27.0
2023-05-10 01:00:00,1717.0,911.0,0.0,22.0
2023-05-10 02:00:00,1717.0,938.0,0.0,28.0
2023-05-10 03:00:00,1717.0,970.0,0.0,26.0
2023-05-10 04:00:00,1716.0,1648.0,1.0,30.0
2023-05-10 05:00:00,1717.0,2265.0,97.0,37.0
2023-05-10 06:00:00,1719.0,2258.0,418.0,43.0
2023-05-10 07:00:00,1720.0,1887.0,592.0,38.0
2023-05-10 08:00:00,1719.0,1442.0,1234.0,30.0
2023-05-10 09:00:00,1719.0,1329.0,1238.0,32.0
2023-05-10 10:00:00,1719.0,1384.0,987.0,30.0
2023-05-10 11:00:00,1718.0,1127.0,2077.0,27.0
2023-05-10 12:00:00,1723.0,958.0,1410.0,26.0
2023-05-10 13:00:00,1719.0,972.0,2356.0,31.0
2023-05-10 14:00:00,1718.0,1246.0,1915.0,32.0
2023-05-10 15:00:00,1717.0,1728.0,928.0,29.0
2023-05-10 16:00:00,1717.0,2198.0,404.0,29.0
2023-05-10 17:00:00,1718.0,2321.0,197.0,27.0
2023-05-10 18:00:00,1719.0,2432.0,84.0,25.0
2023-05-10 19:00:00,1719.0,2417.0,0.0,20.0
2023-05-10 20:00:00,1722.0,2168.0,0.0,26.0
2023-05-10 21:00:00,1721.0,1678.0,0.0,23.0
2023-05-10 22:00:00,1719.0,989.0,0.0,20.0
2023-05-10 23:00:00,1720.0,933.0,0.0,18.0
