Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nuclear,hydro,solar,wind
37128,2023-03-28 00:00:00,2024-07-17 00:00:00,3.1,0.0,3017.0,384.0,0.0,9.0
37129,2023-03-28 01:00:00,2024-07-17 00:00:00,3.1,0.0,3018.0,376.0,0.0,8.0
37130,2023-03-28 02:00:00,2024-07-17 00:00:00,3.1,0.0,3018.0,394.0,0.0,9.0
37131,2023-03-28 03:00:00,2024-07-17 00:00:00,3.1,0.0,3019.0,422.0,0.0,6.0
37132,2023-03-28 04:00:00,2024-07-17 00:00:00,3.1,0.0,3020.0,1613.0,0.0,6.0
37133,2023-03-28 05:00:00,2024-07-17 00:00:00,3.1,0.0,3019.0,2276.0,9.0,6.0
37134,2023-03-28 06:00:00,2024-07-17 00:00:00,3.1,0.0,3020.0,2883.0,167.0,4.0
37135,2023-03-28 07:00:00,2024-07-17 00:00:00,3.1,0.0,3019.0,2063.0,649.0,3.0
37136,2023-03-28 08:00:00,2024-07-17 00:00:00,3.1,0.0,3020.0,1280.0,1505.0,2.0
37137,2023-03-28 09:00:00,2024-07-17 00:00:00,3.1,0.0,3020.0,669.0,1804.0,1.0
37138,2023-03-28 10:00:00,2024-07-17 00:00:00,3.1,0.0,2805.0,597.0,1935.0,1.0
37139,2023-03-28 11:00:00,2024-07-17 00:00:00,3.1,0.0,3016.0,276.0,1962.0,1.0
37140,2023-03-28 12:00:00,2024-07-17 00:00:00,3.1,0.0,3016.0,320.0,1665.0,1.0
37141,2023-03-28 13:00:00,2024-07-17 00:00:00,3.1,0.0,3013.0,290.0,1889.0,3.0
37142,2023-03-28 14:00:00,2024-07-17 00:00:00,3.1,0.0,3013.0,332.0,1587.0,2.0
37143,2023-03-28 15:00:00,2024-07-17 00:00:00,3.1,0.0,3011.0,528.0,769.0,3.0
37144,2023-03-28 16:00:00,2024-07-17 00:00:00,3.1,0.0,3011.0,1411.0,277.0,7.0
37145,2023-03-28 17:00:00,2024-07-17 00:00:00,3.1,0.0,3010.0,2410.0,98.0,27.0
37146,2023-03-28 18:00:00,2024-07-17 00:00:00,3.1,0.0,3010.0,2326.0,0.0,34.0
37147,2023-03-28 19:00:00,2024-07-17 00:00:00,3.1,0.0,3014.0,1227.0,0.0,40.0
37148,2023-03-28 20:00:00,2024-07-17 00:00:00,3.1,0.0,3012.0,766.0,0.0,35.0
37149,2023-03-28 21:00:00,2024-07-17 00:00:00,3.1,0.0,3014.0,481.0,0.0,37.0
37150,2023-03-28 22:00:00,2024-07-17 00:00:00,3.1,0.0,3014.0,763.0,0.0,45.0
37151,2023-03-28 23:00:00,2024-07-17 00:00:00,3.1,0.0,3014.0,563.0,0.0,46.0
