Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nuclear,hydro,solar,wind
38448,2023-05-22 00:00:00,2024-07-17 00:00:00,3.1,16.07,1350.0,694.0,0.0,1.0
38449,2023-05-22 01:00:00,2024-07-17 00:00:00,3.1,15.96,1351.0,667.0,0.0,2.0
38450,2023-05-22 02:00:00,2024-07-17 00:00:00,3.1,15.98,1353.0,673.0,0.0,1.0
38451,2023-05-22 03:00:00,2024-07-17 00:00:00,3.1,17.03,1352.0,975.0,0.0,1.0
38452,2023-05-22 04:00:00,2024-07-17 00:00:00,3.1,19.35,1353.0,1774.0,67.0,2.0
38453,2023-05-22 05:00:00,2024-07-17 00:00:00,3.1,21.59,1351.0,2275.0,320.0,2.0
38454,2023-05-22 06:00:00,2024-07-17 00:00:00,3.1,23.78,1350.0,2308.0,728.0,3.0
38455,2023-05-22 07:00:00,2024-07-17 00:00:00,3.1,24.54,1349.0,1770.0,874.0,2.0
38456,2023-05-22 08:00:00,2024-07-17 00:00:00,3.1,28.94,1349.0,1268.0,1815.0,1.0
38457,2023-05-22 09:00:00,2024-07-17 00:00:00,3.1,30.28,1344.0,1205.0,2184.0,0.0
38458,2023-05-22 10:00:00,2024-07-17 00:00:00,3.1,31.52,1341.0,848.0,2415.0,1.0
38459,2023-05-22 11:00:00,2024-07-17 00:00:00,3.1,31.68,1339.0,867.0,2484.0,3.0
38460,2023-05-22 12:00:00,2024-07-17 00:00:00,3.1,31.86,1338.0,738.0,2473.0,6.0
38461,2023-05-22 13:00:00,2024-07-17 00:00:00,3.1,28.82,1335.0,926.0,1673.0,8.0
38462,2023-05-22 14:00:00,2024-07-17 00:00:00,3.1,29.8,1336.0,1204.0,2031.0,6.0
38463,2023-05-22 15:00:00,2024-07-17 00:00:00,3.1,24.44,1340.0,1524.0,848.0,7.0
38464,2023-05-22 16:00:00,2024-07-17 00:00:00,3.1,24.83,1339.0,2008.0,941.0,11.0
38465,2023-05-22 17:00:00,2024-07-17 00:00:00,3.1,22.52,1335.0,2445.0,470.0,12.0
38466,2023-05-22 18:00:00,2024-07-17 00:00:00,3.1,20.7,1337.0,2506.0,143.0,10.0
38467,2023-05-22 19:00:00,2024-07-17 00:00:00,3.1,19.86,1339.0,2546.0,2.0,6.0
38468,2023-05-22 20:00:00,2024-07-17 00:00:00,3.1,18.92,1341.0,1830.0,0.0,3.0
38469,2023-05-22 21:00:00,2024-07-17 00:00:00,3.1,18.23,1344.0,1456.0,0.0,2.0
38470,2023-05-22 22:00:00,2024-07-17 00:00:00,3.1,16.8,1344.0,898.0,0.0,1.0
38471,2023-05-22 23:00:00,2024-07-17 00:00:00,3.1,16.58,1344.0,829.0,0.0,1.0
