UTC time,avg_hydro_production_forecast,avg_nuclear_production_forecast,avg_unknown_production_forecast,avg_wind_production_forecast
2021-07-14 09:00:00,9057.39981,4541.42707,1050.52062,970.00003
2021-07-14 10:00:00,8945.67777,4524.45294,1049.05033,1065.00004
2021-07-14 11:00:00,8842.0199,4525.84707,1049.05704,1126.00001
2021-07-14 12:00:00,8724.71183,4537.60451,1054.99017,1129.99999
2021-07-14 13:00:00,8728.65692,4536.08597,1061.08859,1098.99998
2021-07-14 14:00:00,8724.04497,4526.80955,1064.00502,1043.00001
2021-07-14 15:00:00,8835.57191,4532.75892,1054.70982,944.00003
2021-07-14 16:00:00,8839.40197,4547.20098,1057.06027,887.99998
2021-07-14 17:00:00,8879.3261,4537.7363,1046.92476,930.00004
2021-07-14 18:00:00,8780.0778,4548.68691,1043.38506,1017.00002
2021-07-14 19:00:00,8636.59627,4551.41501,1024.86073,1159.00001
2021-07-14 20:00:00,8311.35657,4545.20362,1021.47473,1352.99999
2021-07-14 21:00:00,7903.58443,4529.1846,994.59792,1442.99999
2021-07-14 22:00:00,7478.09214,4547.07967,975.55174,1430.99999
2021-07-14 23:00:00,7001.25176,4533.79108,963.38874,1455
2021-07-15 00:00:00,6916.4159,4548.27972,1019.2536,1030.55766
2021-07-15 01:00:00,7041.53772,4538.63745,1017.38499,1079.09734
2021-07-15 02:00:00,7061.71236,4549.9347,1013.16028,1042.02673
2021-07-15 03:00:00,7060.18645,4546.96089,1015.30643,1070.70281
2021-07-15 04:00:00,7049.82212,4555.70668,1017.86667,1036.31329
2021-07-15 05:00:00,6988.15448,4568.07763,1021.32164,1242.22252
2021-07-15 06:00:00,6934.30495,4569.24196,1011.91129,1381.40636
2021-07-15 07:00:00,6970.06777,4585.14103,996.19723,1528.19978
2021-07-15 08:00:00,7031.51737,4608.44416,979.05273,1700.8692
2021-07-15 09:00:00,7078.6237,4617.70544,956.10846,1881.80498
2021-07-15 10:00:00,7187.37946,4628.79212,944.87667,2042.7454
2021-07-15 11:00:00,7247.20013,4623.31691,936.39381,2221.5374
2021-07-15 12:00:00,7227.80446,4618.38009,931.92464,2379.71155
2021-07-15 13:00:00,7163.29539,4618.53459,931.23956,2492.24606
2021-07-15 14:00:00,7069.87337,4623.89645,923.70347,2566.04183
2021-07-15 15:00:00,6866.91915,4638.9561,923.3082,2662.75523
2021-07-15 16:00:00,6703.14868,4641.37152,926.25807,2742.65547
2021-07-15 17:00:00,6608.73073,4642.50635,950.13402,2893.77078
2021-07-15 18:00:00,6485.39873,4655.01297,938.65091,3046.82635
2021-07-15 19:00:00,6316.51544,4654.7428,947.00369,3165.76906
2021-07-15 20:00:00,6202.61991,4649.52262,954.11419,3171.80434
2021-07-15 21:00:00,6212.65154,4667.93998,965.22709,3231.10645
2021-07-15 22:00:00,6303.45382,4688.39546,975.43454,3281.31426
2021-07-15 23:00:00,6472.69748,4700.89528,987.26781,3343.28097
2021-07-16 00:00:00,6130.88861,4602.20502,985.18232,3313.54554
2021-07-16 01:00:00,6281.05401,4592.44863,983.42428,3360.42857
2021-07-16 02:00:00,6337.7446,4603.37537,979.06546,3299.20738
2021-07-16 03:00:00,6372.42451,4600.46833,980.76474,3273.75076
2021-07-16 04:00:00,6395.00304,4609.26962,983.11085,3109.87578
2021-07-16 05:00:00,6361.40642,4621.62407,986.75625,3227.57251
2021-07-16 06:00:00,6330.86271,4622.69641,977.83925,3207.41503
2021-07-16 07:00:00,6379.17936,4638.39848,962.69162,3186.23982
2021-07-16 08:00:00,6433.78602,4661.62282,946.18747,3174.56755
2021-07-16 09:00:00,6475.96625,4670.75211,924.0108,3158.70505
2021-07-16 10:00:00,6559.90812,4681.87508,913.55181,3102.43028
2021-07-16 11:00:00,6597.76798,4676.4548,905.41061,3075.32583
2021-07-16 12:00:00,6578.52227,4671.45607,901.00625,3022.7654
2021-07-16 13:00:00,6525.44189,4671.60746,900.5832,2933.26069
2021-07-16 14:00:00,6430.45464,4676.82706,892.95612,2821.41173
2021-07-16 15:00:00,6217.36141,4691.76967,892.61335,2731.29858
2021-07-16 16:00:00,6041.35198,4694.32542,895.28596,2640.77436
2021-07-16 17:00:00,5945.75611,4695.33234,918.28883,2604.6527
2021-07-16 18:00:00,5831.04594,4708.09302,905.87031,2569.35788
2021-07-16 19:00:00,5666.8616,4707.67554,914.66584,2477.05682
2021-07-16 20:00:00,5540.61828,4702.35637,921.75393,2457.48807
2021-07-16 21:00:00,5556.02918,4720.53578,932.63769,2445.01354
2021-07-16 22:00:00,5668.05299,4741.18224,943.12389,2433.89379
2021-07-16 23:00:00,5859.55704,4753.5006,954.86244,2445.88919
2021-07-17 00:00:00,6272.6848,4685.89192,988.88197,2777.15402
2021-07-17 01:00:00,5834.68418,4675.95793,987.11189,2815.01015
2021-07-17 02:00:00,5229.94317,4686.30979,982.7677,2754.02852
2021-07-17 03:00:00,4901.98799,4683.50678,984.51545,2731.45312
2021-07-17 04:00:00,4809.98922,4692.39386,986.8848,2580.31178
2021-07-17 05:00:00,4948.26947,4704.7225,990.50955,2704.32635
2021-07-17 06:00:00,5278.15935,4705.65218,981.53898,2698.07931
2021-07-17 07:00:00,5836.09215,4721.04876,966.32985,2693.8852
2021-07-17 08:00:00,6397.63444,4744.15043,949.7562,2698.23272
2021-07-17 09:00:00,6826.21386,4753.07574,927.49609,2699.58506
2021-07-17 10:00:00,7107.85298,4764.2548,916.9532,2669.76137
2021-07-17 11:00:00,7283.0838,4758.91894,908.77492,2665.81554
2021-07-17 12:00:00,7206.72745,4753.82414,904.36352,2638.45698
2021-07-17 13:00:00,6996.74392,4753.97087,903.91205,2576.03199
2021-07-17 14:00:00,6814.6232,4758.96979,896.29483,2491.4118
2021-07-17 15:00:00,6558.93841,4773.73054,895.94635,2424.91312
2021-07-17 16:00:00,6556.69905,4776.50406,898.64906,2357.05467
2021-07-17 17:00:00,6682.9056,4777.3134,921.74677,2340.81925
2021-07-17 18:00:00,6852.98429,4790.46788,909.42983,2326.32009
2021-07-17 19:00:00,7034.71916,4789.82157,918.17723,2263.36329
2021-07-17 20:00:00,7169.25198,4784.34947,925.2678,2253.04725
2021-07-17 21:00:00,7263.79515,4802.15895,936.1764,2253.64745
2021-07-17 22:00:00,7137.88526,4823.10139,946.63235,2255.76196
2021-07-17 23:00:00,6956.23374,4835.1387,958.38118,2279.31776
2021-07-15 00:00:00,7770.67945,4467.46144,920.38484,1437.00003
2021-07-15 01:00:00,7569.65374,4482.28857,912.6521,1389.00001
2021-07-15 02:00:00,7372.27245,4478.65893,899.1762,1323.99998
2021-07-15 03:00:00,7531.22858,4486.85739,915.59192,1207.00003
2021-07-15 04:00:00,8033.80233,4499.03794,937.41686,1058.00004
2021-07-15 05:00:00,8417.34189,4505.69864,970.18481,1001.99999
2021-07-15 06:00:00,8701.68556,4500.56502,1012.91208,996.00003
2021-07-15 07:00:00,8900.5054,4497.21391,1028.56175,1110.99999
2021-07-15 08:00:00,8941.11168,4501.68549,1039.37457,1266.99997
2021-07-15 09:00:00,8888.10883,4504.78022,1041.5278,1476.99994
2021-07-15 10:00:00,8632.76184,4487.80609,1037.83249,1731.99998
2021-07-15 11:00:00,8410.36317,4489.70504,1038.41043,2063.00003
2021-07-15 12:00:00,8166.00478,4501.29693,1043.3321,2399.99997
2021-07-15 13:00:00,7999.54504,4499.94045,1049.08592,2706.00005
2021-07-15 14:00:00,7804.08861,4490.79058,1051.73281,2944.99988
2021-07-15 15:00:00,7918.14757,4496.31392,1039.30553,3096.99989
2021-07-15 16:00:00,7762.35901,4510.89107,1041.4186,3211.00006
2021-07-15 17:00:00,7723.88289,4501.36331,1031.12924,3227.99991
2021-07-15 18:00:00,7673.80701,4511.91003,1025.07738,3438.00012
2021-07-15 19:00:00,7619.81661,4514.87549,1006.15625,3613.00002
2021-07-15 20:00:00,7285.89502,4509.05131,1001.46479,3627.99997
2021-07-15 21:00:00,6877.42362,4493.11594,974.80791,3570.00009
2021-07-15 22:00:00,6463.75641,4510.51376,955.47688,3632.0001
2021-07-15 23:00:00,6057.83452,4498.18454,944.80336,3606.00002
2021-07-16 00:00:00,6896.07782,4518.20332,1000.46666,3395.98688
2021-07-16 01:00:00,7022.52935,4508.6249,998.65902,3440.11544
2021-07-16 02:00:00,7044.35439,4520.12867,994.36039,3376.46727
2021-07-16 03:00:00,7043.89938,4517.11759,996.26017,3346.2401
2021-07-16 04:00:00,7034.12074,4525.83271,998.7023,3172.62745
2021-07-16 05:00:00,6972.60016,4538.21259,1002.26227,3283.01544
2021-07-16 06:00:00,6918.61158,4539.42835,993.12397,3250.37164
2021-07-16 07:00:00,6953.83786,4555.43709,977.7222,3216.69685
2021-07-16 08:00:00,7014.32539,4578.78428,960.93083,3190.55775
2021-07-16 09:00:00,7060.81727,4588.11892,938.4098,3159.28311
2021-07-16 10:00:00,7168.76931,4599.18521,927.60415,3088.12963
2021-07-16 11:00:00,7227.97918,4593.67992,919.30967,3046.37341
2021-07-16 12:00:00,7208.87399,4588.77746,914.87624,2979.24626
2021-07-16 13:00:00,7145.04416,4588.93389,914.33565,2876.61057
2021-07-16 14:00:00,7051.76555,4594.37495,906.74937,2753.36819
2021-07-16 15:00:00,6848.58492,4609.5002,906.38305,2650.70471
2021-07-16 16:00:00,6684.22257,4611.83701,909.18003,2549.05394
2021-07-16 17:00:00,6589.51488,4613.04307,932.57459,2499.27257
2021-07-16 18:00:00,6466.12427,4625.40801,920.57565,2450.46366
2021-07-16 19:00:00,6297.13942,4625.22013,929.17259,2344.7287
2021-07-16 20:00:00,6182.82602,4620.05487,936.27074,2325.16156
2021-07-16 21:00:00,6193.18489,4638.60519,947.2573,2309.01085
2021-07-16 22:00:00,6285.16546,4658.95411,957.61845,2295.34029
2021-07-16 23:00:00,6455.68568,4671.55506,969.39944,2305.47949
2021-07-17 00:00:00,5884.63994,4570.33079,965.19349,1889.75465
2021-07-17 01:00:00,6039.73616,4560.64174,963.50015,1929.04541
2021-07-17 02:00:00,6104.85603,4571.78742,959.06276,1877.90733
2021-07-17 03:00:00,6150.31195,4568.84097,960.4999,1877.19947
2021-07-17 04:00:00,6184.36212,4577.60966,962.72027,1777.87434
2021-07-17 05:00:00,6162.04931,4589.97382,966.47746,1937.38709
2021-07-17 06:00:00,6141.99369,4591.10049,957.84988,1995.05171
2021-07-17 07:00:00,6197.93662,4606.91902,943.03458,2058.03454
2021-07-17 08:00:00,6253.75906,4630.18974,926.90612,2136.32735
2021-07-17 09:00:00,6296.48239,4639.39726,905.17971,2216.61248
2021-07-17 10:00:00,6373.33634,4650.49849,895.17413,2273.28458
2021-07-17 11:00:00,6404.49267,4645.04599,887.23339,2351.48833
2021-07-17 12:00:00,6384.06577,4640.08375,882.86706,2408.08381
2021-07-17 13:00:00,6332.92663,4640.23708,882.59771,2425.90322
2021-07-17 14:00:00,6236.66026,4645.54071,874.91725,2414.81984
2021-07-17 15:00:00,6020.2342,4660.55262,874.6053,2422.64359
2021-07-17 16:00:00,5841.56643,4663.02529,877.11525,2422.48808
2021-07-17 17:00:00,5746.71131,4664.10791,899.60592,2481.05583
2021-07-17 18:00:00,5635.90984,4676.71837,886.63861,2541.73809
2021-07-17 19:00:00,5474.15669,4676.38784,895.69384,2562.59534
2021-07-17 20:00:00,5344.4615,4671.12729,902.7689,2561.96023
2021-07-17 21:00:00,5360.75439,4689.44722,913.51816,2590.77815
2021-07-17 22:00:00,5476.73603,4709.98072,924.16794,2616.82931
2021-07-17 23:00:00,5672.2183,4722.4064,935.85085,2659.82423
2021-07-18 00:00:00,5793.50641,4660.65936,964.45514,3572.13934
2021-07-18 01:00:00,5340.20992,4650.77895,962.10355,3646.50314
2021-07-18 02:00:00,4706.17374,4661.30412,957.35471,3598.51799
2021-07-18 03:00:00,4354.18546,4658.46947,958.49991,3595.83496
2021-07-18 04:00:00,4224.97658,4667.33074,960.6994,3469.27315
2021-07-18 05:00:00,4309.19291,4679.66734,964.62729,3619.31528
2021-07-18 06:00:00,4598.05371,4680.6401,956.26422,3650.24238
2021-07-18 07:00:00,5117.32458,4696.12868,942.1407,3676.10958
2021-07-18 08:00:00,5661.96026,4719.26762,926.78488,3723.75236
2021-07-18 09:00:00,6126.92132,4728.25426,906.25278,3770.88207
2021-07-18 10:00:00,6465.94664,4739.41624,897.06511,3762.24426
2021-07-18 11:00:00,6757.81321,4734.05515,889.80731,3785.91726
2021-07-18 12:00:00,6812.26008,4728.98908,886.1927,3780.92234
2021-07-18 13:00:00,6743.3571,4729.13736,886.43537,3728.44758
2021-07-18 14:00:00,6672.94568,4734.20285,878.97842,3643.72862
2021-07-18 15:00:00,6461.74492,4749.01853,878.66815,3592.0482
2021-07-18 16:00:00,6475.81082,4751.72605,881.08261,3533.27856
2021-07-18 17:00:00,6581.25923,4752.59518,903.14821,3546.78197
2021-07-18 18:00:00,6724.90493,4765.63107,889.9769,3559.0824
2021-07-18 19:00:00,6867.82771,4765.05366,898.62116,3502.46881
2021-07-18 20:00:00,6940.71036,4759.62736,905.06308,3470.48777
2021-07-18 21:00:00,6991.35627,4777.54864,915.16978,3461.01747
2021-07-18 22:00:00,6831.90072,4798.4018,925.00306,3446.40354
2021-07-18 23:00:00,6656.11152,4810.52374,935.98147,3453.26872
2021-07-16 00:00:00,5953.34089,4455.38433,880.31664,3564.00005
2021-07-16 01:00:00,5811.11446,4470.04009,875.59657,3511.99989
2021-07-16 02:00:00,5858.86835,4466.57679,869.29899,3399
2021-07-16 03:00:00,6066.18335,4474.63123,882.52017,3158.9999
2021-07-16 04:00:00,6356.90586,4486.76792,904.33639,2983.00004
2021-07-16 05:00:00,6635.86371,4493.43463,930.48613,2879.00005
2021-07-16 06:00:00,6902.28812,4488.23134,965.27602,2648.00002
2021-07-16 07:00:00,7162.63072,4484.99395,979.51087,2385.00002
2021-07-16 08:00:00,7288.75137,4489.63867,990.42428,2146.00004
2021-07-16 09:00:00,7328.8757,4492.20644,999.85497,1952.00005
2021-07-16 10:00:00,7376.36605,4475.24105,994.51151,1800.00004
2021-07-16 11:00:00,7286.63504,4477.45559,1000.89752,1662.99998
2021-07-16 12:00:00,7221.51736,4488.89453,997.50962,1572.99998
2021-07-16 13:00:00,7232.63845,4487.73137,1005.9585,1549.99992
2021-07-16 14:00:00,7177.65978,4478.52793,1008.89428,1548.00001
2021-07-16 15:00:00,7145.38996,4483.80575,993.31837,1482.99998
2021-07-16 16:00:00,7036.0598,4498.44423,999.99915,1397.99999
2021-07-16 17:00:00,7072.97324,4488.98925,990.0396,1318.00001
2021-07-16 18:00:00,7056.91914,4499.01407,979.57222,1337.00001
2021-07-16 19:00:00,7014.05821,4502.21962,963.55875,1527.99998
2021-07-16 20:00:00,6931.66555,4496.59477,951.69332,1803.00006
2021-07-16 21:00:00,6708.01725,4480.82767,929.25017,2059.00006
2021-07-16 22:00:00,6388.27986,4497.8051,909.6842,2219.00002
2021-07-16 23:00:00,6150.87798,4486.14354,907.2679,2355.99992
2021-07-17 00:00:00,6363.46087,4510.15431,956.50663,2388.28988
2021-07-17 01:00:00,6508.96955,4500.59258,954.61348,2435.97743
2021-07-17 02:00:00,6557.69933,4512.15167,950.03541,2384.62128
2021-07-17 03:00:00,6582.20091,4509.1305,951.26124,2381.24284
2021-07-17 04:00:00,6593.94519,4517.83766,953.42141,2270.0964
2021-07-17 05:00:00,6549.69121,4530.21986,957.2846,2423.74813
2021-07-17 06:00:00,6509.24219,4531.44941,948.8704,2468.50161
2021-07-17 07:00:00,6550.35589,4547.48765,934.43406,2515.71958
2021-07-17 08:00:00,6603.81484,4570.84648,918.73067,2579.14387
2021-07-17 09:00:00,6645.48219,4580.20092,897.60639,2643.45109
2021-07-17 10:00:00,6736.11812,4591.26178,888.07434,2675.55789
2021-07-17 11:00:00,6780.30876,4585.74833,880.45381,2732.25667
2021-07-17 12:00:00,6762.17946,4580.85519,876.36296,2765.44716
2021-07-17 13:00:00,6707.26558,4581.01201,876.33519,2758.11401
2021-07-17 14:00:00,6613.48646,4586.47442,868.70936,2721.73566
2021-07-17 15:00:00,6403.54079,4601.61674,868.41094,2707.62704
2021-07-17 16:00:00,6230.04155,4603.93299,870.81935,2686.41885
2021-07-17 17:00:00,6133.74606,4605.15768,892.94724,2726.52221
2021-07-17 18:00:00,6015.34451,4617.48496,879.67805,2767.89467
2021-07-17 19:00:00,5848.86438,4617.31921,888.70097,2761.4939
2021-07-17 20:00:00,5725.88073,4612.16851,895.55207,2752.25638
2021-07-17 21:00:00,5740.45879,4630.75434,906.0228,2768.92534
2021-07-17 22:00:00,5848.74499,4651.07493,916.45981,2782.67704
2021-07-17 23:00:00,6036.49141,4663.70285,927.87613,2814.92739
2021-07-18 00:00:00,5747.80588,4578.02151,949.03157,3078.95708
2021-07-18 01:00:00,5894.98243,4568.31635,947.39066,3159.17836
2021-07-18 02:00:00,5952.40649,4579.40924,942.88971,3119.58499
2021-07-18 03:00:00,6003.21985,4576.47211,944.11486,3134.34182
2021-07-18 04:00:00,6049.31679,4585.24875,946.23365,3046.08471
2021-07-18 05:00:00,6043.81448,4597.61058,950.08114,3223.59791
2021-07-18 06:00:00,6043.89674,4598.72426,941.68759,3302.68895
2021-07-18 07:00:00,6120.92469,4614.51445,927.14098,3377.97447
2021-07-18 08:00:00,6193.28244,4637.7741,911.31631,3481.37992
2021-07-18 09:00:00,6246.90738,4646.96279,889.95397,3587.97565
2021-07-18 10:00:00,6323.02167,4658.06946,880.31497,3640.6211
2021-07-18 11:00:00,6349.8092,4652.62452,872.53628,3723.50181
2021-07-18 12:00:00,6320.64653,4647.65355,868.20069,3778.23058
2021-07-18 13:00:00,6260.42655,4647.80649,868.05568,3781.31094
2021-07-18 14:00:00,6155.00653,4653.08975,860.33204,3746.26861
2021-07-18 15:00:00,5929.48142,4668.08477,860.04498,3746.79299
2021-07-18 16:00:00,5749.30522,4670.57744,862.42344,3734.9885
2021-07-18 17:00:00,5655.19304,4671.64201,884.49993,3803.01959
2021-07-18 18:00:00,5549.26924,4684.28876,871.08892,3869.70998
2021-07-18 19:00:00,5392.19064,4683.93707,880.35414,3870.58029
2021-07-18 20:00:00,5263.76001,4678.66254,887.41864,3842.23923
2021-07-18 21:00:00,5281.87694,4696.94851,898.05916,3850.48779
2021-07-18 22:00:00,5393.92695,4717.50918,908.84118,3849.80855
2021-07-18 23:00:00,5583.83593,4729.90905,920.47918,3867.57461
2021-07-19 00:00:00,6465.09013,4672.20641,936.60696,4417.58059
2021-07-19 01:00:00,5962.90041,4662.30135,930.77396,4472.91651
2021-07-19 02:00:00,5234.96645,4672.74753,924.24711,4405.35872
2021-07-19 03:00:00,4801.50753,4669.92744,923.50145,4363.3914
2021-07-19 04:00:00,4574.26358,4678.80035,925.43788,4154.28478
2021-07-19 05:00:00,4550.26634,4691.13326,930.42235,4243.483
2021-07-19 06:00:00,4763.0962,4692.08623,923.83469,4169.39238
2021-07-19 07:00:00,5232.3507,4707.53269,913.84756,4089.08705
2021-07-19 08:00:00,5783.41618,4730.65474,903.11674,4015.09213
2021-07-19 09:00:00,6311.12488,4739.61324,889.57889,3932.58418
2021-07-19 10:00:00,6752.43685,4750.78318,885.35415,3795.42861
2021-07-19 11:00:00,7189.69453,4745.43335,882.02759,3693.53877
2021-07-19 12:00:00,7361.01121,4740.35446,882.52235,3562.96162
2021-07-19 13:00:00,7397.64655,4740.50197,885.71638,3395.79226
2021-07-19 14:00:00,7403.45862,4745.53679,879.40417,3210.27458
2021-07-19 15:00:00,7198.41975,4760.32724,879.1397,3049.74636
2021-07-19 16:00:00,7207.07362,4763.06543,880.84383,2893.88393
2021-07-19 17:00:00,7262.91134,4763.90699,900.00009,2790.90782
2021-07-19 18:00:00,7355.81066,4776.99704,885.07093,2687.58352
2021-07-19 19:00:00,7461.017,4776.38799,891.80345,2513.06646
2021-07-19 20:00:00,7514.54075,4770.94112,894.80701,2477.93409
2021-07-19 21:00:00,7564.06916,4788.81115,901.27933,2434.47314
2021-07-19 22:00:00,7392.56721,4809.70507,906.89382,2394.85051
2021-07-19 23:00:00,7233.81892,4821.78819,913.99714,2382.85754
2021-07-17 00:00:00,6441.43559,4476.10164,942.37716,2420.99995
2021-07-17 01:00:00,6040.31711,4490.70362,933.50901,2458.99996
2021-07-17 02:00:00,5977.39001,4487.57668,915.58791,2468.00002
2021-07-17 03:00:00,6192.2938,4495.61462,922.8086,2340.99998
2021-07-17 04:00:00,6713.32081,4507.75539,931.75074,2130.99993
2021-07-17 05:00:00,7236.11544,4514.32292,951.75779,1991
2021-07-17 06:00:00,7814.3259,4509.14001,987.80696,1955.00007
2021-07-17 07:00:00,8220.0931,4505.7887,997.78076,2074.99996
2021-07-17 08:00:00,8360.08163,4510.50153,1004.2727,2226.99997
2021-07-17 09:00:00,8353.17426,4512.77294,1005.95293,2333.00003
2021-07-17 10:00:00,8207.78825,4495.76465,1010.42507,2433.99999
2021-07-17 11:00:00,8043.93479,4498.11331,1013.38105,2516.99999
2021-07-17 12:00:00,7869.9343,4509.4063,1023.65372,2565.99997
2021-07-17 13:00:00,7799.42752,4508.40131,1029.49998,2624.99996
2021-07-17 14:00:00,7759.0553,4499.03095,1028.65929,2676
2021-07-17 15:00:00,7833.86645,4504.22357,1014.51444,2680.99993
2021-07-17 16:00:00,7851.03732,4518.88204,1014.83229,2692.00006
2021-07-17 17:00:00,7928.77435,4509.65434,1005.63806,2627.00003
2021-07-17 18:00:00,7799.98772,4518.84322,1005.73301,2742.99994
2021-07-17 19:00:00,7650.49136,4522.4319,990.27156,3095.99993
2021-07-17 20:00:00,7282.07441,4516.697,997.55093,3519.99984
2021-07-17 21:00:00,6815.65625,4501.1207,981.10035,3959.00002
2021-07-17 22:00:00,6266.74896,4517.87065,967.27014,4556.99988
2021-07-17 23:00:00,5625.38207,4506.41463,961.00894,4920.00005
2021-07-18 00:00:00,6332.81852,4532.63626,975.8936,5038.09734
2021-07-18 01:00:00,6478.94054,4523.02717,970.17582,5146.64093
2021-07-18 02:00:00,6528.7194,4534.43195,963.91683,5103.49228
2021-07-18 03:00:00,6554.56197,4531.43874,963.7901,5102.86864
2021-07-18 04:00:00,6567.73388,4540.1688,965.97946,4959.37292
2021-07-18 05:00:00,6524.88423,4552.54421,970.68311,5106.69905
2021-07-18 06:00:00,6485.74017,4553.73533,963.43339,5123.37076
2021-07-18 07:00:00,6527.80247,4569.69147,952.54361,5125.53813
2021-07-18 08:00:00,6581.41284,4593.0175,940.79577,5156.96246
2021-07-18 09:00:00,6623.14754,4602.31662,925.94045,5186.35682
2021-07-18 10:00:00,6712.90148,4613.39282,920.53039,5130.25792
2021-07-18 11:00:00,6756.25855,4607.90227,916.56185,5116.10728
2021-07-18 12:00:00,6737.98183,4602.98312,916.70629,5066.78853
2021-07-18 13:00:00,6683.30965,4603.13878,919.41232,4960.89791
2021-07-18 14:00:00,6589.3711,4608.54179,913.12216,4818.31518
2021-07-18 15:00:00,6379.01082,4623.6356,912.797,4722.57959
2021-07-18 16:00:00,6205.18106,4626.01007,914.85361,4619.41338
2021-07-18 17:00:00,6108.97766,4627.18177,935.16578,4602.91464
2021-07-18 18:00:00,5991.06243,4639.61483,921.38266,4582.0721
2021-07-18 19:00:00,5824.88479,4639.38736,927.75915,4465.75099
2021-07-18 20:00:00,5701.47161,4634.1959,931.02078,4405.21259
2021-07-18 21:00:00,5716.1596,4652.68236,937.99152,4363.83561
2021-07-18 22:00:00,5824.93793,4673.08233,943.58653,4314.23915
2021-07-18 23:00:00,6013.17977,4685.63475,951.05709,4289.69261
2021-07-19 00:00:00,5945.26179,4620.19811,944.49832,4103.78084
2021-07-19 01:00:00,6099.14405,4610.40348,939.08429,4173.07116
2021-07-19 02:00:00,6162.18872,4621.20659,932.79619,4116.75598
2021-07-19 03:00:00,6204.99214,4618.32206,932.34392,4096.56908
2021-07-19 04:00:00,6236.21836,4627.14179,934.34094,3931.04659
2021-07-19 05:00:00,6211.12745,4639.49062,939.1691,4053.37259
2021-07-19 06:00:00,6188.48995,4640.53228,932.29637,4035.48012
2021-07-19 07:00:00,6242.55496,4656.16876,921.72086,4011.038
2021-07-19 08:00:00,6298.07819,4679.36669,910.33114,4002.16483
2021-07-19 09:00:00,6340.66793,4688.45213,895.82305,3989.01607
2021-07-19 10:00:00,6419.26693,4699.58713,890.88016,3917.55417
2021-07-19 11:00:00,6452.07329,4694.1849,887.0199,3880.72498
2021-07-19 12:00:00,6431.93723,4689.1654,886.99471,3814.55219
2021-07-19 13:00:00,6380.32015,4689.31601,889.78738,3704.8761
2021-07-19 14:00:00,6284.36865,4694.48806,883.34448,3568.76607
2021-07-19 15:00:00,6068.76306,4709.39166,883.06748,3463.48163
2021-07-19 16:00:00,5890.74977,4711.99399,884.89604,3356.3738
2021-07-19 17:00:00,5795.71229,4712.95899,904.52782,3314.27328
2021-07-19 18:00:00,5683.94875,4725.8039,889.93895,3271.03314
2021-07-19 19:00:00,5521.5968,4725.33712,896.85196,3155.12617
2021-07-19 20:00:00,5392.75157,4719.98535,900.28639,3118.79421
2021-07-19 21:00:00,5408.82715,4738.08519,907.24085,3090.72246
2021-07-19 22:00:00,5523.83471,4758.79511,913.34426,3061.2421
2021-07-19 23:00:00,5718.33781,4771.05311,920.9422,3056.3807
2021-07-20 00:00:00,5939.86868,4715.3486,925.88886,3660.01205
2021-07-20 01:00:00,5456.40268,4705.3525,915.68309,3750.79345
2021-07-20 02:00:00,4740.86875,4715.50212,907.05533,3711.39245
2021-07-20 03:00:00,4304.2661,4712.73521,904.28648,3723.84353
2021-07-20 04:00:00,4051.86445,4721.65256,906.04692,3623.26142
2021-07-20 05:00:00,3984.50814,4733.97247,912.20291,3795.12665
2021-07-20 06:00:00,4158.12369,4734.85188,907.46371,3861.10191
2021-07-20 07:00:00,4584.9972,4750.14094,902.18788,3919.85927
2021-07-20 08:00:00,5102.78729,4773.19991,896.71998,4008.17683
2021-07-20 09:00:00,5637.68,4782.05302,891.28046,4098.5331
2021-07-20 10:00:00,6099.01228,4793.25149,892.6436,4124.56551
2021-07-20 11:00:00,6590.48495,4787.94572,893.93119,4184.45279
2021-07-20 12:00:00,6840.15564,4782.81734,899.45191,4213.89919
2021-07-20 13:00:00,6965.74084,4782.96213,906.10613,4189.33714
2021-07-20 14:00:00,7029.85678,4787.88341,901.26965,4126.15903
2021-07-20 15:00:00,6836.53743,4802.58012,901.0253,4102.78638
2021-07-20 16:00:00,6834.38797,4805.43049,902.04526,4067.8711
2021-07-20 17:00:00,6867.29772,4806.16996,918.21735,4116.36156
2021-07-20 18:00:00,6941.33099,4819.46302,901.76818,4162.47159
2021-07-20 19:00:00,7027.18097,4818.73636,905.83438,4133.23856
2021-07-20 20:00:00,7049.77334,4813.2103,904.61038,4094.60571
2021-07-20 21:00:00,7097.11918,4830.88974,906.75691,4089.00526
2021-07-20 22:00:00,6947.58206,4851.9366,906.97181,4074.08711
2021-07-20 23:00:00,6830.40612,4863.87454,909.35899,4079.34486
2021-07-18 00:00:00,4376.11788,4566.81004,943.85347,5149.99997
2021-07-18 01:00:00,3761.49885,4578.44909,931.87313,5128.99998
2021-07-18 02:00:00,3470.06599,4577.46448,914.41235,5013.99986
2021-07-18 03:00:00,3439.68645,4585.84383,920.80213,4866.99994
2021-07-18 04:00:00,3894.89943,4596.94428,930.14984,4798.99988
2021-07-18 05:00:00,4545.23414,4600.50093,949.01016,4962.99998
2021-07-18 06:00:00,5512.94075,4595.32132,982.57247,5137.99988
2021-07-18 07:00:00,6204.12653,4595.33743,993.94569,5200.99985
2021-07-18 08:00:00,6503.68309,4603.76277,1002.15802,5244.0001
2021-07-18 09:00:00,6505.656,4603.36877,1006.80993,5288.99994
2021-07-18 10:00:00,6463.20276,4589.26365,1010.56963,5352.99986
