,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Other,Solar,Wind Onshore,Wind Offshore
2019-01-08 08:00:00+00:00,312.0,2200.0,7.0,1756.0,0.0,666.0,2.0,925.0,1.0,237.0,1.0,35.0,62.0,1910.0,
2019-01-08 09:00:00+00:00,304.0,2364.0,7.0,1756.0,0.0,653.0,2.0,1045.0,1.0,278.0,1.0,36.0,217.0,1637.0,
2019-01-08 10:00:00+00:00,308.0,2210.0,6.0,1756.0,0.0,674.0,2.0,1076.0,1.0,265.0,1.0,35.0,319.0,1410.0,
2019-01-08 11:00:00+00:00,307.0,2165.0,8.0,1756.0,0.0,336.0,2.0,1114.0,1.0,170.0,1.0,33.0,364.0,1219.0,
2019-01-08 12:00:00+00:00,285.0,2068.0,6.0,1689.0,0.0,335.0,3.0,1045.0,1.0,112.0,1.0,14.0,375.0,1020.0,
2019-01-08 13:00:00+00:00,285.0,1945.0,5.0,1621.0,0.0,15.0,3.0,768.0,1.0,60.0,1.0,14.0,362.0,821.0,
2019-01-08 14:00:00+00:00,286.0,2172.0,5.0,1543.0,0.0,0.0,3.0,842.0,1.0,62.0,1.0,14.0,327.0,655.0,
2019-01-08 15:00:00+00:00,302.0,2153.0,4.0,1531.0,0.0,20.0,3.0,776.0,1.0,65.0,1.0,29.0,247.0,638.0,
2019-01-08 16:00:00+00:00,305.0,2220.0,4.0,1609.0,0.0,758.0,2.0,991.0,1.0,179.0,1.0,30.0,105.0,737.0,
2019-01-08 17:00:00+00:00,312.0,2267.0,4.0,1543.0,0.0,1510.0,1.0,1241.0,1.0,355.0,1.0,36.0,4.0,806.0,
2019-01-08 18:00:00+00:00,315.0,2259.0,4.0,1729.0,0.0,1534.0,1.0,1358.0,1.0,310.0,1.0,36.0,0.0,938.0,
2019-01-08 19:00:00+00:00,316.0,2388.0,4.0,1756.0,0.0,623.0,2.0,1304.0,1.0,200.0,1.0,36.0,0.0,1175.0,
2019-01-08 20:00:00+00:00,313.0,2239.0,5.0,1756.0,0.0,409.0,3.0,1175.0,1.0,199.0,1.0,36.0,0.0,1381.0,
2019-01-08 21:00:00+00:00,308.0,2181.0,5.0,1756.0,0.0,72.0,3.0,828.0,1.0,112.0,1.0,36.0,0.0,1497.0,
2019-01-08 22:00:00+00:00,306.0,1779.0,6.0,1756.0,0.0,0.0,3.0,615.0,1.0,112.0,1.0,35.0,0.0,1584.0,
2019-01-08 23:00:00+00:00,308.0,1358.0,10.0,1597.0,0.0,0.0,19.0,339.0,2.0,69.0,1.0,35.0,0.0,1514.0,
2019-01-09 00:00:00+00:00,304.0,1000.0,11.0,1309.0,0.0,0.0,370.0,98.0,2.0,62.0,1.0,34.0,0.0,1438.0,
2019-01-09 01:00:00+00:00,294.0,923.0,11.0,1264.0,0.0,0.0,842.0,72.0,3.0,62.0,1.0,35.0,0.0,1468.0,
2019-01-09 02:00:00+00:00,292.0,924.0,10.0,1187.0,0.0,0.0,1303.0,75.0,3.0,61.0,1.0,34.0,0.0,1582.0,
2019-01-09 03:00:00+00:00,290.0,951.0,10.0,1176.0,0.0,0.0,1335.0,76.0,3.0,60.0,1.0,35.0,0.0,1491.0,
2019-01-09 04:00:00+00:00,285.0,970.0,11.0,1293.0,0.0,0.0,1326.0,86.0,3.0,60.0,1.0,34.0,0.0,1315.0,
2019-01-09 05:00:00+00:00,285.0,1070.0,16.0,1432.0,0.0,0.0,382.0,87.0,3.0,63.0,1.0,33.0,0.0,1165.0,
2019-01-09 06:00:00+00:00,278.0,1463.0,4.0,1752.0,0.0,9.0,18.0,404.0,2.0,224.0,1.0,30.0,0.0,1080.0,
2019-01-09 07:00:00+00:00,267.0,2108.0,4.0,1758.0,0.0,453.0,7.0,860.0,1.0,402.0,1.0,27.0,0.0,1165.0,
2019-01-09 08:00:00+00:00,265.0,2192.0,5.0,1758.0,0.0,493.0,5.0,924.0,1.0,243.0,1.0,31.0,58.0,1301.0,
2019-01-09 09:00:00+00:00,256.0,2194.0,6.0,1759.0,0.0,410.0,6.0,1028.0,1.0,287.0,1.0,32.0,207.0,1376.0,
2019-01-09 10:00:00+00:00,256.0,2127.0,6.0,1637.0,0.0,17.0,6.0,988.0,1.0,287.0,0.0,34.0,308.0,1155.0,
2019-01-09 11:00:00+00:00,252.0,2138.0,4.0,1561.0,0.0,60.0,6.0,875.0,1.0,206.0,1.0,35.0,356.0,900.0,
2019-01-09 12:00:00+00:00,255.0,2117.0,4.0,1499.0,0.0,0.0,6.0,809.0,1.0,158.0,1.0,36.0,363.0,702.0,
2019-01-09 13:00:00+00:00,260.0,2091.0,4.0,1425.0,0.0,0.0,6.0,638.0,2.0,144.0,1.0,36.0,362.0,667.0,
2019-01-09 14:00:00+00:00,260.0,2125.0,4.0,1444.0,0.0,0.0,6.0,779.0,1.0,144.0,1.0,36.0,328.0,674.0,
2019-01-09 15:00:00+00:00,269.0,2015.0,4.0,1568.0,0.0,10.0,5.0,619.0,1.0,116.0,1.0,37.0,249.0,739.0,
2019-01-09 16:00:00+00:00,274.0,2289.0,4.0,1657.0,0.0,314.0,4.0,906.0,1.0,215.0,1.0,36.0,107.0,896.0,
2019-01-09 17:00:00+00:00,277.0,2218.0,4.0,1700.0,0.0,572.0,3.0,878.0,1.0,254.0,1.0,36.0,4.0,1189.0,
2019-01-09 18:00:00+00:00,279.0,2204.0,4.0,1757.0,0.0,1068.0,2.0,802.0,1.0,289.0,1.0,35.0,0.0,1406.0,
2019-01-09 19:00:00+00:00,269.0,2246.0,4.0,1758.0,0.0,272.0,3.0,508.0,2.0,200.0,1.0,37.0,0.0,1614.0,
2019-01-09 20:00:00+00:00,273.0,2269.0,4.0,1758.0,0.0,280.0,4.0,477.0,2.0,146.0,1.0,37.0,0.0,1842.0,
2019-01-09 21:00:00+00:00,280.0,1827.0,6.0,1757.0,0.0,88.0,8.0,413.0,1.0,112.0,1.0,36.0,0.0,2130.0,
2019-01-09 22:00:00+00:00,278.0,1191.0,12.0,1620.0,0.0,12.0,78.0,328.0,2.0,68.0,1.0,36.0,0.0,2443.0,
2019-01-09 23:00:00+00:00,272.0,1097.0,11.0,1504.0,0.0,35.0,218.0,247.0,2.0,20.0,1.0,35.0,0.0,2821.0,
2019-01-10 00:00:00+00:00,270.0,908.0,11.0,1163.0,0.0,0.0,1401.0,72.0,3.0,0.0,1.0,35.0,0.0,2845.0,
2019-01-10 01:00:00+00:00,273.0,920.0,10.0,1273.0,0.0,0.0,1091.0,76.0,3.0,61.0,1.0,35.0,0.0,2720.0,
2019-01-10 02:00:00+00:00,273.0,882.0,10.0,1077.0,0.0,0.0,1452.0,81.0,3.0,0.0,1.0,35.0,0.0,2884.0,
2019-01-10 03:00:00+00:00,281.0,892.0,10.0,986.0,0.0,0.0,1473.0,83.0,3.0,0.0,1.0,36.0,0.0,2902.0,
2019-01-10 04:00:00+00:00,281.0,874.0,11.0,1384.0,0.0,0.0,876.0,96.0,3.0,0.0,1.0,35.0,0.0,2859.0,
2019-01-10 05:00:00+00:00,279.0,1104.0,15.0,1737.0,0.0,105.0,15.0,322.0,2.0,94.0,1.0,36.0,0.0,2879.0,
2019-01-10 06:00:00+00:00,280.0,1548.0,9.0,1756.0,0.0,613.0,3.0,462.0,2.0,182.0,1.0,36.0,0.0,2945.0,
2019-01-10 07:00:00+00:00,281.0,2270.0,4.0,1757.0,0.0,984.0,2.0,674.0,1.0,189.0,1.0,36.0,0.0,2998.0,
2019-01-10 08:00:00+00:00,265.0,2662.0,4.0,1758.0,0.0,1090.0,2.0,914.0,1.0,214.0,1.0,36.0,57.0,3099.0,
2019-01-10 09:00:00+00:00,264.0,2666.0,3.0,1758.0,0.0,1038.0,2.0,983.0,1.0,257.0,1.0,35.0,201.0,3042.0,
2019-01-10 10:00:00+00:00,269.0,2613.0,3.0,1757.0,0.0,709.0,2.0,989.0,1.0,192.0,1.0,36.0,293.0,2934.0,
2019-01-10 11:00:00+00:00,273.0,2643.0,4.0,1757.0,0.0,180.0,3.0,854.0,1.0,208.0,1.0,36.0,354.0,2919.0,
2019-01-10 12:00:00+00:00,277.0,2653.0,6.0,1751.0,0.0,147.0,3.0,772.0,1.0,251.0,1.0,37.0,379.0,2703.0,
2019-01-10 13:00:00+00:00,281.0,2670.0,2.0,1754.0,0.0,7.0,3.0,496.0,2.0,204.0,1.0,37.0,371.0,2442.0,
2019-01-10 14:00:00+00:00,283.0,2491.0,2.0,1747.0,0.0,0.0,3.0,539.0,2.0,237.0,1.0,37.0,335.0,2481.0,
2019-01-10 15:00:00+00:00,282.0,2358.0,2.0,1634.0,0.0,2.0,5.0,547.0,2.0,290.0,1.0,37.0,251.0,2576.0,
2019-01-10 16:00:00+00:00,284.0,2374.0,2.0,1720.0,0.0,667.0,3.0,1083.0,1.0,291.0,1.0,36.0,107.0,2562.0,
2019-01-10 17:00:00+00:00,284.0,2594.0,2.0,1729.0,0.0,929.0,2.0,996.0,1.0,396.0,1.0,36.0,5.0,2712.0,
2019-01-10 18:00:00+00:00,285.0,2838.0,2.0,1756.0,0.0,1284.0,1.0,1109.0,1.0,836.0,1.0,36.0,0.0,2878.0,
2019-01-10 19:00:00+00:00,287.0,2763.0,2.0,1754.0,0.0,1625.0,0.0,1331.0,1.0,793.0,1.0,36.0,0.0,3046.0,
2019-01-10 20:00:00+00:00,276.0,2519.0,3.0,1754.0,0.0,584.0,1.0,1001.0,2.0,202.0,1.0,36.0,0.0,2973.0,
2019-01-10 21:00:00+00:00,275.0,2335.0,5.0,1754.0,0.0,335.0,3.0,689.0,2.0,154.0,1.0,36.0,0.0,3097.0,
2019-01-10 22:00:00+00:00,278.0,2094.0,11.0,1754.0,0.0,216.0,3.0,431.0,2.0,113.0,1.0,36.0,0.0,3174.0,
2019-01-10 23:00:00+00:00,293.0,1386.0,14.0,1754.0,0.0,288.0,2.0,322.0,2.0,322.0,1.0,36.0,0.0,3252.0,
2019-01-11 00:00:00+00:00,298.0,943.0,14.0,1694.0,0.0,180.0,15.0,295.0,2.0,340.0,1.0,36.0,0.0,3267.0,
2019-01-11 01:00:00+00:00,308.0,924.0,14.0,1620.0,0.0,34.0,641.0,102.0,2.0,115.0,1.0,36.0,0.0,3334.0,
2019-01-11 02:00:00+00:00,301.0,921.0,12.0,1447.0,0.0,0.0,1032.0,72.0,3.0,0.0,1.0,36.0,0.0,3552.0,
2019-01-11 03:00:00+00:00,308.0,951.0,12.0,1250.0,0.0,0.0,1160.0,77.0,3.0,1.0,1.0,36.0,0.0,3705.0,
2019-01-11 04:00:00+00:00,297.0,951.0,13.0,1298.0,0.0,0.0,669.0,79.0,3.0,65.0,1.0,36.0,0.0,3636.0,
2019-01-11 05:00:00+00:00,295.0,1068.0,17.0,1579.0,0.0,75.0,3.0,277.0,2.0,82.0,1.0,36.0,0.0,3614.0,
2019-01-11 06:00:00+00:00,303.0,1698.0,5.0,1698.0,0.0,200.0,3.0,507.0,1.0,106.0,1.0,36.0,0.0,3566.0,
2019-01-11 07:00:00+00:00,310.0,2681.0,4.0,1699.0,0.0,615.0,3.0,974.0,1.0,215.0,1.0,36.0,0.0,3403.0,
2019-01-11 08:00:00+00:00,308.0,2753.0,4.0,1699.0,0.0,808.0,2.0,1147.0,1.0,591.0,1.0,36.0,63.0,3301.0,
2019-01-11 09:00:00+00:00,319.0,2747.0,4.0,1699.0,0.0,478.0,3.0,1181.0,1.0,491.0,1.0,36.0,219.0,3083.0,
2019-01-11 10:00:00+00:00,322.0,2684.0,4.0,1699.0,0.0,428.0,4.0,1221.0,1.0,193.0,1.0,36.0,320.0,2777.0,
2019-01-11 11:00:00+00:00,318.0,2732.0,4.0,1700.0,0.0,360.0,5.0,911.0,1.0,172.0,1.0,36.0,367.0,2378.0,
2019-01-11 12:00:00+00:00,326.0,2602.0,3.0,1697.0,0.0,277.0,6.0,770.0,2.0,149.0,1.0,36.0,386.0,2000.0,
2019-01-11 13:00:00+00:00,325.0,2584.0,4.0,1735.0,0.0,236.0,6.0,769.0,2.0,134.0,1.0,36.0,378.0,1661.0,
2019-01-11 14:00:00+00:00,323.0,2611.0,3.0,1751.0,0.0,200.0,6.0,736.0,2.0,174.0,1.0,35.0,345.0,1475.0,
2019-01-11 15:00:00+00:00,319.0,2567.0,3.0,1753.0,0.0,182.0,7.0,646.0,1.0,175.0,1.0,34.0,266.0,1410.0,
2019-01-11 16:00:00+00:00,318.0,2560.0,3.0,1754.0,0.0,453.0,5.0,716.0,1.0,164.0,1.0,33.0,119.0,1533.0,
2019-01-11 17:00:00+00:00,321.0,2654.0,4.0,1756.0,0.0,1183.0,3.0,1020.0,1.0,207.0,1.0,33.0,6.0,1771.0,
2019-01-11 18:00:00+00:00,328.0,2701.0,4.0,1757.0,0.0,1631.0,1.0,1116.0,1.0,534.0,1.0,34.0,0.0,2040.0,
2019-01-11 19:00:00+00:00,334.0,2703.0,3.0,1757.0,0.0,673.0,2.0,931.0,1.0,274.0,1.0,34.0,0.0,2264.0,
2019-01-11 20:00:00+00:00,337.0,2678.0,4.0,1757.0,0.0,429.0,2.0,928.0,1.0,154.0,1.0,33.0,0.0,2434.0,
2019-01-11 21:00:00+00:00,335.0,2226.0,6.0,1757.0,0.0,223.0,3.0,877.0,1.0,162.0,1.0,33.0,0.0,2600.0,
2019-01-11 22:00:00+00:00,334.0,1874.0,9.0,1758.0,0.0,254.0,3.0,604.0,1.0,160.0,1.0,34.0,0.0,2666.0,
2019-01-11 23:00:00+00:00,331.0,1434.0,11.0,1679.0,0.0,0.0,3.0,306.0,2.0,110.0,1.0,33.0,0.0,2798.0,
2019-01-12 00:00:00+00:00,330.0,918.0,14.0,1479.0,0.0,0.0,21.0,222.0,2.0,1.0,1.0,33.0,0.0,2835.0,
2019-01-12 01:00:00+00:00,324.0,909.0,12.0,1173.0,0.0,0.0,848.0,69.0,3.0,0.0,1.0,34.0,0.0,2819.0,
2019-01-12 02:00:00+00:00,324.0,910.0,11.0,1144.0,0.0,0.0,1423.0,70.0,3.0,0.0,1.0,34.0,0.0,2805.0,
2019-01-12 03:00:00+00:00,327.0,885.0,11.0,1169.0,0.0,0.0,1690.0,73.0,3.0,0.0,1.0,34.0,0.0,2701.0,
2019-01-12 04:00:00+00:00,327.0,877.0,11.0,1157.0,0.0,0.0,1759.0,77.0,3.0,0.0,1.0,34.0,0.0,2622.0,
2019-01-12 05:00:00+00:00,321.0,879.0,11.0,1170.0,0.0,0.0,1243.0,75.0,3.0,0.0,1.0,34.0,0.0,2415.0,
2019-01-12 06:00:00+00:00,323.0,998.0,9.0,1250.0,0.0,0.0,944.0,69.0,3.0,0.0,1.0,33.0,0.0,2345.0,
2019-01-12 07:00:00+00:00,329.0,1321.0,8.0,1574.0,0.0,0.0,417.0,159.0,2.0,34.0,1.0,33.0,0.0,2373.0,
2019-01-12 08:00:00+00:00,337.0,1487.0,9.0,1684.0,0.0,0.0,79.0,521.0,1.0,76.0,1.0,34.0,64.0,2366.0,
2019-01-12 09:00:00+00:00,338.0,1681.0,8.0,1757.0,0.0,0.0,8.0,633.0,1.0,164.0,1.0,33.0,225.0,2122.0,
2019-01-12 10:00:00+00:00,337.0,1832.0,7.0,1756.0,0.0,0.0,8.0,618.0,1.0,212.0,1.0,34.0,330.0,1654.0,
2019-01-12 11:00:00+00:00,331.0,1895.0,7.0,1756.0,0.0,10.0,8.0,609.0,1.0,72.0,1.0,34.0,376.0,1154.0,
2019-01-12 12:00:00+00:00,332.0,1931.0,7.0,1754.0,0.0,107.0,8.0,656.0,1.0,102.0,1.0,34.0,390.0,777.0,
2019-01-12 13:00:00+00:00,323.0,1769.0,7.0,1715.0,0.0,1.0,83.0,445.0,2.0,5.0,1.0,34.0,381.0,672.0,
2019-01-12 14:00:00+00:00,322.0,1677.0,7.0,1643.0,0.0,111.0,519.0,207.0,2.0,0.0,1.0,34.0,346.0,548.0,
2019-01-12 15:00:00+00:00,323.0,1676.0,7.0,1651.0,0.0,129.0,487.0,140.0,2.0,0.0,1.0,34.0,267.0,522.0,
2019-01-12 16:00:00+00:00,326.0,1682.0,7.0,1610.0,0.0,134.0,213.0,123.0,2.0,1.0,1.0,35.0,121.0,637.0,
2019-01-12 17:00:00+00:00,327.0,1735.0,7.0,1700.0,0.0,673.0,2.0,135.0,2.0,105.0,1.0,34.0,6.0,971.0,
2019-01-12 18:00:00+00:00,323.0,1775.0,7.0,1755.0,0.0,897.0,1.0,377.0,1.0,60.0,1.0,33.0,0.0,1437.0,
2019-01-12 19:00:00+00:00,322.0,1781.0,7.0,1756.0,0.0,843.0,2.0,615.0,1.0,118.0,1.0,34.0,0.0,1736.0,
2019-01-12 20:00:00+00:00,321.0,1810.0,7.0,1756.0,0.0,746.0,1.0,555.0,1.0,50.0,1.0,34.0,0.0,1982.0,
2019-01-12 21:00:00+00:00,322.0,1724.0,7.0,1756.0,0.0,299.0,2.0,562.0,1.0,0.0,1.0,34.0,0.0,2115.0,
2019-01-12 22:00:00+00:00,322.0,1521.0,8.0,1756.0,0.0,2.0,17.0,641.0,1.0,0.0,1.0,34.0,0.0,2206.0,
2019-01-12 23:00:00+00:00,325.0,1240.0,7.0,1317.0,8.0,0.0,599.0,370.0,2.0,0.0,1.0,34.0,0.0,2375.0,
2019-01-13 00:00:00+00:00,326.0,855.0,9.0,946.0,12.0,0.0,549.0,63.0,3.0,0.0,1.0,34.0,0.0,2460.0,
2019-01-13 01:00:00+00:00,324.0,703.0,10.0,946.0,9.0,0.0,1118.0,58.0,3.0,0.0,1.0,34.0,0.0,2316.0,
2019-01-13 02:00:00+00:00,325.0,672.0,9.0,936.0,8.0,0.0,1403.0,57.0,3.0,0.0,1.0,33.0,0.0,2340.0,
2019-01-13 03:00:00+00:00,322.0,709.0,9.0,951.0,7.0,0.0,1694.0,64.0,3.0,0.0,1.0,34.0,0.0,2376.0,
2019-01-13 04:00:00+00:00,320.0,772.0,9.0,972.0,6.0,0.0,1578.0,68.0,2.0,0.0,1.0,34.0,0.0,2087.0,
2019-01-13 05:00:00+00:00,320.0,739.0,8.0,957.0,6.0,0.0,1322.0,62.0,3.0,0.0,1.0,32.0,0.0,1854.0,
2019-01-13 06:00:00+00:00,323.0,757.0,8.0,957.0,6.0,0.0,1128.0,64.0,2.0,0.0,1.0,33.0,0.0,1752.0,
2019-01-13 07:00:00+00:00,329.0,714.0,9.0,948.0,6.0,0.0,663.0,186.0,2.0,0.0,1.0,33.0,0.0,1660.0,
2019-01-13 08:00:00+00:00,319.0,855.0,8.0,966.0,6.0,0.0,486.0,297.0,2.0,0.0,1.0,33.0,66.0,1597.0,
2019-01-13 09:00:00+00:00,320.0,1092.0,6.0,1081.0,6.0,0.0,76.0,459.0,1.0,0.0,1.0,34.0,224.0,1473.0,
2019-01-13 10:00:00+00:00,314.0,1281.0,6.0,1115.0,7.0,0.0,517.0,470.0,1.0,0.0,1.0,32.0,329.0,1216.0,
2019-01-13 11:00:00+00:00,318.0,1282.0,6.0,1180.0,8.0,0.0,347.0,559.0,1.0,10.0,1.0,34.0,375.0,844.0,
2019-01-13 12:00:00+00:00,313.0,1336.0,6.0,1180.0,6.0,0.0,126.0,569.0,1.0,9.0,1.0,34.0,386.0,523.0,
2019-01-13 13:00:00+00:00,317.0,1235.0,6.0,1180.0,6.0,0.0,18.0,526.0,1.0,0.0,1.0,34.0,378.0,366.0,
2019-01-13 14:00:00+00:00,313.0,1307.0,6.0,1180.0,6.0,0.0,118.0,459.0,2.0,0.0,1.0,34.0,344.0,261.0,
2019-01-13 15:00:00+00:00,303.0,1232.0,6.0,1180.0,5.0,0.0,24.0,420.0,1.0,0.0,1.0,34.0,269.0,244.0,
2019-01-13 16:00:00+00:00,300.0,1234.0,6.0,1180.0,5.0,0.0,3.0,453.0,1.0,0.0,1.0,33.0,125.0,293.0,
2019-01-13 17:00:00+00:00,304.0,1156.0,9.0,1181.0,5.0,378.0,2.0,726.0,1.0,21.0,1.0,34.0,7.0,456.0,
2019-01-13 18:00:00+00:00,304.0,1189.0,10.0,1180.0,5.0,1596.0,0.0,872.0,1.0,153.0,1.0,33.0,0.0,524.0,
2019-01-13 19:00:00+00:00,300.0,1353.0,8.0,1180.0,6.0,1973.0,0.0,1095.0,1.0,175.0,1.0,33.0,0.0,542.0,
2019-01-13 20:00:00+00:00,302.0,1453.0,8.0,1180.0,6.0,1800.0,1.0,1037.0,1.0,195.0,1.0,33.0,0.0,710.0,
2019-01-13 21:00:00+00:00,305.0,1321.0,8.0,1180.0,6.0,1097.0,1.0,927.0,1.0,167.0,1.0,34.0,0.0,812.0,
2019-01-13 22:00:00+00:00,303.0,1353.0,9.0,1180.0,5.0,225.0,2.0,880.0,1.0,159.0,1.0,33.0,0.0,748.0,
2019-01-13 23:00:00+00:00,305.0,1026.0,11.0,1180.0,6.0,197.0,3.0,665.0,1.0,56.0,1.0,34.0,0.0,738.0,
2019-01-14 00:00:00+00:00,302.0,767.0,11.0,1180.0,9.0,11.0,6.0,511.0,2.0,22.0,1.0,34.0,0.0,653.0,
2019-01-14 01:00:00+00:00,299.0,748.0,11.0,1180.0,16.0,0.0,148.0,445.0,2.0,0.0,1.0,34.0,0.0,533.0,
2019-01-14 02:00:00+00:00,301.0,757.0,11.0,1180.0,20.0,0.0,110.0,275.0,2.0,0.0,1.0,34.0,0.0,469.0,
2019-01-14 03:00:00+00:00,303.0,665.0,12.0,1214.0,16.0,0.0,119.0,221.0,2.0,0.0,1.0,34.0,0.0,481.0,
2019-01-14 04:00:00+00:00,304.0,707.0,15.0,1307.0,6.0,0.0,252.0,241.0,2.0,0.0,1.0,35.0,0.0,449.0,
2019-01-14 05:00:00+00:00,303.0,854.0,10.0,1445.0,0.0,15.0,51.0,246.0,2.0,2.0,1.0,34.0,0.0,452.0,
2019-01-14 06:00:00+00:00,305.0,1520.0,6.0,1574.0,0.0,337.0,3.0,534.0,2.0,71.0,1.0,34.0,0.0,484.0,
2019-01-14 07:00:00+00:00,305.0,2257.0,4.0,1740.0,0.0,334.0,3.0,693.0,1.0,83.0,1.0,34.0,0.0,444.0,
2019-01-14 08:00:00+00:00,303.0,2466.0,4.0,1754.0,0.0,275.0,3.0,755.0,1.0,82.0,1.0,34.0,64.0,398.0,
2019-01-14 09:00:00+00:00,297.0,2450.0,5.0,1754.0,0.0,380.0,3.0,776.0,1.0,82.0,1.0,36.0,220.0,293.0,
2019-01-14 10:00:00+00:00,295.0,2464.0,4.0,1753.0,0.0,145.0,3.0,861.0,1.0,81.0,1.0,34.0,318.0,198.0,
2019-01-14 11:00:00+00:00,311.0,2474.0,4.0,1755.0,0.0,195.0,3.0,929.0,1.0,78.0,1.0,35.0,364.0,125.0,
2019-01-14 12:00:00+00:00,321.0,2498.0,4.0,1755.0,0.0,125.0,3.0,867.0,1.0,68.0,1.0,35.0,380.0,109.0,
2019-01-14 13:00:00+00:00,316.0,2403.0,4.0,1755.0,0.0,20.0,3.0,699.0,1.0,110.0,1.0,36.0,374.0,111.0,
2019-01-14 14:00:00+00:00,314.0,2418.0,4.0,1756.0,0.0,0.0,3.0,501.0,2.0,117.0,1.0,35.0,341.0,108.0,
2019-01-14 15:00:00+00:00,328.0,2540.0,4.0,1754.0,0.0,10.0,3.0,395.0,2.0,64.0,1.0,36.0,264.0,122.0,
2019-01-14 16:00:00+00:00,324.0,2579.0,3.0,1754.0,0.0,211.0,3.0,495.0,2.0,129.0,1.0,36.0,123.0,155.0,
2019-01-14 17:00:00+00:00,323.0,2582.0,3.0,1754.0,0.0,551.0,3.0,653.0,2.0,635.0,1.0,36.0,7.0,276.0,
2019-01-14 18:00:00+00:00,321.0,2716.0,4.0,1755.0,0.0,582.0,3.0,950.0,1.0,758.0,1.0,36.0,0.0,483.0,
2019-01-14 19:00:00+00:00,317.0,2555.0,3.0,1756.0,0.0,499.0,3.0,1099.0,1.0,464.0,1.0,37.0,0.0,715.0,
2019-01-14 20:00:00+00:00,314.0,2658.0,4.0,1756.0,0.0,486.0,3.0,1102.0,1.0,345.0,1.0,37.0,0.0,936.0,
2019-01-14 21:00:00+00:00,315.0,2278.0,4.0,1756.0,0.0,243.0,3.0,853.0,1.0,152.0,1.0,37.0,0.0,1137.0,
2019-01-14 22:00:00+00:00,317.0,1816.0,6.0,1756.0,0.0,171.0,3.0,336.0,2.0,39.0,1.0,37.0,0.0,1456.0,
2019-01-14 23:00:00+00:00,321.0,1533.0,10.0,1701.0,0.0,9.0,204.0,200.0,2.0,0.0,1.0,36.0,0.0,1613.0,
2019-01-15 00:00:00+00:00,320.0,1363.0,10.0,1753.0,0.0,0.0,305.0,108.0,3.0,0.0,1.0,36.0,0.0,1569.0,
2019-01-15 01:00:00+00:00,333.0,1203.0,10.0,1484.0,0.0,0.0,475.0,62.0,3.0,0.0,1.0,37.0,0.0,1490.0,
2019-01-15 02:00:00+00:00,326.0,1160.0,10.0,1426.0,0.0,0.0,906.0,58.0,3.0,0.0,1.0,36.0,0.0,1506.0,
2019-01-15 03:00:00+00:00,325.0,1203.0,10.0,1424.0,0.0,0.0,768.0,58.0,3.0,0.0,1.0,36.0,0.0,1433.0,
2019-01-15 04:00:00+00:00,328.0,1209.0,11.0,1521.0,0.0,0.0,442.0,62.0,3.0,0.0,1.0,36.0,0.0,1335.0,
2019-01-15 05:00:00+00:00,324.0,1431.0,15.0,1685.0,0.0,3.0,21.0,83.0,3.0,2.0,1.0,36.0,0.0,1261.0,
2019-01-15 06:00:00+00:00,314.0,1695.0,5.0,1756.0,0.0,415.0,5.0,727.0,1.0,213.0,1.0,35.0,0.0,1145.0,
2019-01-15 07:00:00+00:00,320.0,2532.0,3.0,1756.0,0.0,900.0,4.0,1076.0,1.0,469.0,1.0,36.0,0.0,934.0,
2019-01-15 08:00:00+00:00,315.0,2733.0,3.0,1756.0,0.0,1082.0,3.0,1092.0,1.0,474.0,1.0,35.0,30.0,777.0,
2019-01-15 09:00:00+00:00,300.0,2866.0,3.0,1756.0,0.0,1179.0,2.0,1100.0,1.0,474.0,1.0,35.0,118.0,601.0,
2019-01-15 10:00:00+00:00,296.0,2907.0,5.0,1757.0,0.0,930.0,3.0,1161.0,1.0,469.0,1.0,35.0,173.0,442.0,
2019-01-15 11:00:00+00:00,307.0,2995.0,2.0,1757.0,0.0,655.0,3.0,1258.0,1.0,221.0,1.0,36.0,210.0,301.0,
2019-01-15 12:00:00+00:00,304.0,2967.0,2.0,1757.0,0.0,644.0,3.0,1336.0,1.0,220.0,1.0,37.0,194.0,144.0,
2019-01-15 13:00:00+00:00,306.0,2887.0,2.0,1757.0,0.0,228.0,3.0,1236.0,1.0,220.0,1.0,36.0,206.0,61.0,
2019-01-15 14:00:00+00:00,306.0,2841.0,2.0,1756.0,0.0,183.0,3.0,1283.0,1.0,141.0,1.0,36.0,150.0,46.0,
2019-01-15 15:00:00+00:00,300.0,2878.0,2.0,1755.0,0.0,196.0,3.0,1203.0,1.0,143.0,1.0,36.0,110.0,34.0,
2019-01-15 16:00:00+00:00,300.0,2687.0,1.0,1755.0,0.0,394.0,3.0,1165.0,1.0,409.0,1.0,36.0,59.0,60.0,
2019-01-15 17:00:00+00:00,299.0,2879.0,2.0,1756.0,0.0,1339.0,3.0,1715.0,1.0,729.0,1.0,36.0,4.0,81.0,
2019-01-15 18:00:00+00:00,300.0,2917.0,1.0,1756.0,0.0,1173.0,2.0,1745.0,0.0,794.0,1.0,36.0,0.0,84.0,
2019-01-15 19:00:00+00:00,304.0,2765.0,2.0,1756.0,0.0,959.0,2.0,1756.0,1.0,487.0,1.0,36.0,0.0,108.0,
