Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
38616,2023-05-29 00:00:00,153.34,193.0,483.0,0.0,32.0,0.0,1414.0
38617,2023-05-29 01:00:00,152.92,195.0,455.0,0.0,32.0,0.0,1388.0
38618,2023-05-29 02:00:00,147.66,193.0,452.0,0.0,32.0,0.0,1449.0
38619,2023-05-29 03:00:00,142.3,193.0,472.0,0.0,63.0,55.0,1475.0
38620,2023-05-29 04:00:00,112.55,195.0,467.0,0.0,263.0,422.0,1505.0
38621,2023-05-29 05:00:00,90.67,190.0,463.0,0.0,282.0,956.0,1591.0
38622,2023-05-29 06:00:00,77.04,193.0,482.0,0.0,155.0,1901.0,1488.0
38623,2023-05-29 07:00:00,65.65,195.0,418.0,0.0,127.0,2512.0,1361.0
38624,2023-05-29 08:00:00,62.2,193.0,432.0,0.0,129.0,2894.0,1280.0
38625,2023-05-29 09:00:00,59.19,193.0,433.0,0.0,129.0,3169.0,1261.0
38626,2023-05-29 10:00:00,58.17,195.0,439.0,0.0,112.0,3405.0,1189.0
38627,2023-05-29 11:00:00,61.44,196.0,470.0,0.0,75.0,3360.0,1154.0
38628,2023-05-29 12:00:00,65.1,202.0,433.0,0.0,79.0,2993.0,1112.0
38629,2023-05-29 13:00:00,76.83,217.0,454.0,0.0,77.0,2546.0,1039.0
38630,2023-05-29 14:00:00,100.2,212.0,612.0,0.0,215.0,1893.0,936.0
38631,2023-05-29 15:00:00,162.21,209.0,1259.0,0.0,388.0,1089.0,906.0
38632,2023-05-29 16:00:00,222.69,194.0,2015.0,0.0,572.0,437.0,792.0
38633,2023-05-29 17:00:00,249.64,196.0,2251.0,0.0,721.0,53.0,712.0
38634,2023-05-29 18:00:00,263.83,196.0,2543.0,0.0,747.0,0.0,645.0
38635,2023-05-29 19:00:00,270.79,195.0,2322.0,0.0,607.0,0.0,596.0
38636,2023-05-29 20:00:00,288.78,192.0,1997.0,0.0,406.0,0.0,469.0
38637,2023-05-29 21:00:00,317.49,192.0,1937.0,0.0,157.0,0.0,431.0
38638,2023-05-29 22:00:00,318.97,192.0,1622.0,0.0,112.0,0.0,413.0
38639,2023-05-29 23:00:00,306.98,191.0,1384.0,0.0,106.0,0.0,460.0
