Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
39984,2023-07-25 00:00:00,437.47,1187.0,3094.0,0.0,204.0,0.0,194.0
39985,2023-07-25 01:00:00,441.0,1196.0,3032.0,0.0,161.0,0.0,216.0
39986,2023-07-25 02:00:00,419.76,1189.0,3102.0,0.0,348.0,0.0,248.0
39987,2023-07-25 03:00:00,405.77,1186.0,3021.0,0.0,505.0,34.0,230.0
39988,2023-07-25 04:00:00,372.86,1257.0,3140.0,0.0,642.0,427.0,212.0
39989,2023-07-25 05:00:00,337.43,1508.0,3019.0,0.0,649.0,1375.0,156.0
39990,2023-07-25 06:00:00,296.03,1565.0,2978.0,0.0,561.0,2541.0,95.0
39991,2023-07-25 07:00:00,263.94,1591.0,2869.0,0.0,534.0,3526.0,83.0
39992,2023-07-25 08:00:00,248.62,1605.0,2826.0,0.0,360.0,4216.0,105.0
39993,2023-07-25 09:00:00,238.96,1605.0,2902.0,0.0,322.0,4630.0,139.0
39994,2023-07-25 10:00:00,234.91,1609.0,2995.0,0.0,345.0,4774.0,200.0
39995,2023-07-25 11:00:00,234.8,1595.0,2993.0,0.0,315.0,4634.0,342.0
39996,2023-07-25 12:00:00,242.34,1626.0,2927.0,0.0,305.0,4239.0,471.0
39997,2023-07-25 13:00:00,254.0,1617.0,2763.0,0.0,297.0,3558.0,628.0
39998,2023-07-25 14:00:00,279.5,1600.0,2988.0,0.0,515.0,2604.0,599.0
39999,2023-07-25 15:00:00,312.65,1497.0,3255.0,0.0,695.0,1481.0,563.0
40000,2023-07-25 16:00:00,348.91,1526.0,3358.0,0.0,924.0,511.0,566.0
40001,2023-07-25 17:00:00,368.8,1532.0,3081.0,0.0,954.0,61.0,620.0
40002,2023-07-25 18:00:00,369.46,1494.0,3231.0,0.0,909.0,0.0,675.0
40003,2023-07-25 19:00:00,362.63,1414.0,3224.0,0.0,898.0,0.0,717.0
40004,2023-07-25 20:00:00,366.11,1387.0,3174.0,0.0,759.0,0.0,767.0
40005,2023-07-25 21:00:00,382.52,1386.0,3139.0,0.0,472.0,0.0,793.0
40006,2023-07-25 22:00:00,396.41,1355.0,3030.0,0.0,159.0,0.0,882.0
40007,2023-07-25 23:00:00,396.13,1373.0,2414.0,0.0,151.0,0.0,951.0
