Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
35976,2023-02-08 00:00:00,360.9,1221.0,989.0,0.0,55.0,0.0,1914.0
35977,2023-02-08 01:00:00,359.54,1203.0,991.0,0.0,49.0,0.0,1913.0
35978,2023-02-08 02:00:00,363.71,1211.0,968.0,0.0,49.0,0.0,1866.0
35979,2023-02-08 03:00:00,357.25,1178.0,996.0,0.0,49.0,0.0,1909.0
35980,2023-02-08 04:00:00,344.43,1197.0,1201.0,0.0,215.0,0.0,2025.0
35981,2023-02-08 05:00:00,351.37,1282.0,1859.0,0.0,442.0,19.0,2080.0
35982,2023-02-08 06:00:00,337.07,1313.0,2331.0,0.0,579.0,490.0,2043.0
35983,2023-02-08 07:00:00,305.47,1350.0,2267.0,0.0,588.0,1373.0,2003.0
35984,2023-02-08 08:00:00,294.76,1410.0,2219.0,0.0,457.0,2057.0,1890.0
35985,2023-02-08 09:00:00,281.05,1422.0,1870.0,0.0,238.0,2491.0,1881.0
35986,2023-02-08 10:00:00,275.18,1421.0,1819.0,0.0,173.0,2710.0,1884.0
35987,2023-02-08 11:00:00,282.42,1429.0,1973.0,0.0,175.0,2614.0,1886.0
35988,2023-02-08 12:00:00,294.17,1450.0,2004.0,0.0,170.0,2214.0,1968.0
35989,2023-02-08 13:00:00,305.6,1532.0,1877.0,0.0,308.0,1641.0,2104.0
35990,2023-02-08 14:00:00,332.89,1581.0,1984.0,0.0,439.0,865.0,2166.0
35991,2023-02-08 15:00:00,353.45,1547.0,2353.0,0.0,731.0,145.0,2212.0
35992,2023-02-08 16:00:00,356.48,1516.0,2550.0,0.0,888.0,0.0,2165.0
35993,2023-02-08 17:00:00,353.03,1493.0,2565.0,0.0,882.0,0.0,2217.0
35994,2023-02-08 18:00:00,348.59,1481.0,2427.0,0.0,866.0,0.0,2252.0
35995,2023-02-08 19:00:00,352.63,1455.0,2273.0,0.0,697.0,0.0,2234.0
35996,2023-02-08 20:00:00,344.88,1376.0,2068.0,0.0,492.0,0.0,2384.0
35997,2023-02-08 21:00:00,338.12,1287.0,1857.0,0.0,375.0,0.0,2398.0
35998,2023-02-08 22:00:00,330.08,1137.0,1598.0,0.0,231.0,0.0,2325.0
35999,2023-02-08 23:00:00,327.51,1179.0,1231.0,0.0,87.0,0.0,2383.0
