UTC time,nat_gas,nuclear,hydro,solar,wind,other
2023-10-17 00:00:00,1001.0,1137.0,5826.0,26.0,118.0,161.0
2023-10-17 01:00:00,1020.0,1139.0,6592.0,17.0,126.0,163.0
2023-10-17 02:00:00,1021.0,1141.0,6823.0,29.0,269.0,158.0
2023-10-17 03:00:00,1023.0,1141.0,6374.0,18.0,731.0,159.0
2023-10-17 04:00:00,1005.0,1138.0,5086.0,3.0,1230.0,165.0
2023-10-17 05:00:00,1003.0,1140.0,4411.0,0.0,1702.0,163.0
2023-10-17 06:00:00,912.0,1139.0,3701.0,3.0,1809.0,141.0
2023-10-17 07:00:00,910.0,1143.0,3383.0,11.0,1776.0,142.0
2023-10-17 08:00:00,912.0,1146.0,3542.0,0.0,1772.0,149.0
2023-10-17 09:00:00,911.0,1147.0,3522.0,0.0,1408.0,157.0
2023-10-17 10:00:00,912.0,1150.0,3391.0,1.0,1297.0,158.0
2023-10-17 11:00:00,911.0,1150.0,3516.0,0.0,1194.0,157.0
2023-10-17 12:00:00,912.0,1151.0,3845.0,0.0,903.0,160.0
2023-10-17 13:00:00,914.0,1152.0,4440.0,0.0,803.0,162.0
2023-10-17 14:00:00,1008.0,1152.0,5179.0,0.0,728.0,167.0
2023-10-17 15:00:00,1033.0,1154.0,5804.0,2.0,656.0,169.0
2023-10-17 16:00:00,1009.0,1152.0,5178.0,55.0,562.0,170.0
2023-10-17 17:00:00,1010.0,1151.0,4869.0,128.0,401.0,166.0
2023-10-17 18:00:00,1028.0,1147.0,4461.0,120.0,390.0,162.0
2023-10-17 19:00:00,1022.0,1146.0,4121.0,116.0,445.0,162.0
2023-10-17 20:00:00,1022.0,1144.0,4246.0,109.0,420.0,165.0
2023-10-17 21:00:00,1021.0,1145.0,4082.0,106.0,301.0,163.0
2023-10-17 22:00:00,1020.0,1144.0,4250.0,118.0,259.0,167.0
2023-10-17 23:00:00,1001.0,1144.0,4773.0,86.0,219.0,162.0
