Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
39216,2023-06-23 00:00:00,2024-07-17 00:00:00,3.1,37.52,804.0,821.0,8254.0,114.0,299.0,165.0
39217,2023-06-23 01:00:00,2024-07-17 00:00:00,3.1,35.99,804.0,915.0,8494.0,118.0,345.0,161.0
39218,2023-06-23 02:00:00,2024-07-17 00:00:00,3.1,37.06,847.0,932.0,8540.0,98.0,392.0,162.0
39219,2023-06-23 03:00:00,2024-07-17 00:00:00,3.1,37.36,848.0,932.0,8590.0,53.0,350.0,165.0
39220,2023-06-23 04:00:00,2024-07-17 00:00:00,3.1,37.45,808.0,903.0,8353.0,31.0,284.0,167.0
39221,2023-06-23 05:00:00,2024-07-17 00:00:00,3.1,39.14,799.0,949.0,7757.0,29.0,375.0,172.0
39222,2023-06-23 06:00:00,2024-07-17 00:00:00,3.1,30.53,539.0,981.0,6987.0,24.0,819.0,158.0
39223,2023-06-23 07:00:00,2024-07-17 00:00:00,3.1,33.54,517.0,987.0,6193.0,22.0,599.0,162.0
39224,2023-06-23 08:00:00,2024-07-17 00:00:00,3.1,30.26,367.0,1010.0,5762.0,0.0,284.0,163.0
39225,2023-06-23 09:00:00,2024-07-17 00:00:00,3.1,34.16,364.0,1023.0,5131.0,0.0,117.0,170.0
39226,2023-06-23 10:00:00,2024-07-17 00:00:00,3.1,36.04,366.0,1047.0,4831.0,0.0,56.0,170.0
39227,2023-06-23 11:00:00,2024-07-17 00:00:00,3.1,36.55,368.0,1077.0,4738.0,0.0,46.0,170.0
39228,2023-06-23 12:00:00,2024-07-17 00:00:00,3.1,35.7,370.0,1103.0,4854.0,0.0,31.0,167.0
39229,2023-06-23 13:00:00,2024-07-17 00:00:00,3.1,34.13,371.0,1126.0,5247.0,5.0,30.0,174.0
39230,2023-06-23 14:00:00,2024-07-17 00:00:00,3.1,30.14,371.0,1143.0,6195.0,47.0,16.0,178.0
39231,2023-06-23 15:00:00,2024-07-17 00:00:00,3.1,28.65,368.0,1140.0,6491.0,111.0,18.0,177.0
39232,2023-06-23 16:00:00,2024-07-17 00:00:00,3.1,27.03,367.0,1140.0,6757.0,128.0,36.0,168.0
39233,2023-06-23 17:00:00,2024-07-17 00:00:00,3.1,26.07,363.0,1141.0,7026.0,132.0,47.0,169.0
39234,2023-06-23 18:00:00,2024-07-17 00:00:00,3.1,25.77,362.0,1138.0,7183.0,131.0,49.0,172.0
39235,2023-06-23 19:00:00,2024-07-17 00:00:00,3.1,25.2,359.0,1135.0,7330.0,126.0,50.0,171.0
39236,2023-06-23 20:00:00,2024-07-17 00:00:00,3.1,25.12,359.0,1135.0,7349.0,120.0,67.0,171.0
39237,2023-06-23 21:00:00,2024-07-17 00:00:00,3.1,24.68,357.0,1135.0,7438.0,113.0,122.0,171.0
39238,2023-06-23 22:00:00,2024-07-17 00:00:00,3.1,23.98,356.0,1135.0,7634.0,79.0,263.0,173.0
39239,2023-06-23 23:00:00,2024-07-17 00:00:00,3.1,22.73,357.0,1134.0,8097.0,97.0,331.0,173.0
