UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown,avg_wind_production_forecast
4/5/2020 19:00,20013,29087.20179,24038,1767.030037,5552,0,123187,21683,80,1964,111645
4/5/2020 20:00,19818,29530.5263,23880,1767.190992,5596,0,126793,21563,83,1784,115225
4/5/2020 21:00,19962,29757.17462,24065,1717.291364,5501,0,124243,21294,86,1658,113288
4/5/2020 22:00,20034,29671.72111,24419,1616,5444,0,120248,21995,88,1834,111538
4/5/2020 23:00,19415,29282.74006,24238,1616,5562,0,115358,21932,92,1849,106959
4/6/2020 0:00,19502,28696.59187,24263,1678.156016,5538,0,108851,21853,92,1828,102140
4/6/2020 1:00,19381,28043.84435,24289,1719.122338,5458,0,103536,21847,92,1828,98628
4/6/2020 2:00,19987,27422.57467,24341,1745.119238,5437,0,99098,22063,92,1835,95957
4/6/2020 3:00,21497,26928.80417,24345,1761.354331,5489,0,98274,22290,90,1933,94681
4/6/2020 4:00,23478,26656.84723,24573,1771.450099,5513,218,99853,22579,88,1948,94598
4/6/2020 5:00,26426,26688.33307,24460,1777.703575,5431,9376,93554,22793,88,1955,91312
4/6/2020 6:00,25782,27037.75534,24722,1781.491572,5551,35003,79141,22943,83,1955,79840
4/6/2020 7:00,22824,27635.06947,24839,1783.612768,5703,67259,57761,22905,78,1957,64243
4/6/2020 8:00,22931,28313.75922,25592,1784.52907,5529,93967,46976,22721,76,1869,55071
4/6/2020 9:00,21505,28881.86452,25848,1784.520572,5600,112205,46550,22537,72,1830,53083
4/6/2020 10:00,22967,29234.49564,26980,1783.778128,5585,121653,44929,22288,72,1823,52051
4/6/2020 11:00,21856,29358.41742,28325,1782.454753,5438,122911,45540,22067,71,1848,50527
4/6/2020 12:00,22235,29281.43812,27946,1780.69172,5362,116823,50929,22028,68,1848,48880
4/6/2020 13:00,23394,29046.53766,27384,1778.630181,5664,102936,52148,22003,68,1783,46935
4/6/2020 14:00,24615,26430.60153,28847,1776.414818,5530,80838,52382,22093,68,1758,44711
4/6/2020 15:00,29490,26226.99702,29153,1774.192806,5624,52066,49410,22422,68,1752,41513
4/6/2020 16:00,36294,26665.91616,29608,1772.109433,5952,21939,42150,22651,69,1752,37990
4/6/2020 17:00,38175,27236.78163,29886,1770.301098,5948,3481,36873,22868,74,1752,39824
4/6/2020 18:00,38877,27393.57023,29825,1768.886622,5664,9,41807,22804,78,1819,43917
4/6/2020 19:00,39241,26805.25734,29654,1767.95833,5647,0,47739,22722,85,1835,47027
4/6/2020 20:00,41206,26778.59455,29801,1767.574661,5747,0,47884,22657,88,1826,49682
4/6/2020 21:00,42076,26347.58972,29807,1742.433012,5666,0,45761,22508,89,1888,48386
4/6/2020 22:00,41642,25077.77028,29655,1679.216506,5544,0,42973,22248,92,2036,49474
4/6/2020 23:00,41051,23971.83678,29843,1647.608253,5396,0,38047,22220,92,2038,46129
4/7/2020 0:00,38600,23458.80955,29716,1662.882134,5304,0,36764,22273,92,2076,43060
4/7/2020 1:00,37240,22682.5513,29761,1691.002236,5255,0,36340,22228,92,2077,39793
4/7/2020 2:00,39786,22613.70866,29837,1718.060737,5319,0,37479,22233,92,2080,36785
4/7/2020 3:00,42187,23686.50427,29967,1739.707534,5323,0,34592,22418,92,2118,33841
4/7/2020 4:00,45613,24499.11717,30272,1755.578816,5579,253,30420,22813,92,2133,29885
4/7/2020 5:00,48026,25120.81675,30035,1766.641196,5662,8991,28184,22849,89,2134,24948
4/7/2020 6:00,46138,25497.85736,30244,1774.066384,5825,32105,23222,22990,85,2132,18354
4/7/2020 7:00,44441,26566.46341,30122,1778.839576,5608,61531,16721,22818,81,2297,12365
4/7/2020 8:00,36434,27440.11132,29779,1781.684323,5540,87717,14963,22465,77,2283,9817
4/7/2020 9:00,32572,28160.98792,29687,1783.102448,5725,105548,14933,22241,74,2228,9125
4/7/2020 10:00,30453,26551.16119,30055,1783.440288,5979,115596,14206,21982,71,2166,8862
4/7/2020 11:00,30956,25362.5262,30013,1782.947521,5761,118661,11970,21738,67,2078,8547
4/7/2020 12:00,30553,24714.65477,30017,1781.81962,5570,113597,10971,21554,64,2063,8267
4/7/2020 13:00,30924,24411.54811,29971,1780.2249,5675,99871,10823,21614,67,2031,8156
4/7/2020 14:00,33806,21863,29995,1778.319859,5663,78065,11375,21685,68,1993,8648
4/7/2020 15:00,45073,24179,30028,1776.256333,5618,50422,12532,21993,69,1959,9967
4/7/2020 16:00,49879,25779,30448,1774.182883,5616,21630,15483,22281,72,1944,12625
4/7/2020 17:00,50780,26862,30511,1772.24199,5960,3712,21422,22437,73,1972,19452
4/7/2020 18:00,49967,26357,30526,1770.564306,5826,12,34875,22353,77,2091,30762
4/7/2020 19:00,47430,23935,30429,1769.261318,5654,0,49225,22155,80,2108,41671
4/7/2020 20:00,41589,24000,30510,1768.417989,5631,0,54804,22012,84,2116,49640
4/7/2020 21:00,35552,22507,30392,1755.425501,5470,0,57712,21838,88,2233,52986
4/7/2020 22:00,31519,19214,30286,1717.321003,5515,0,59698,21633,90,2168,53940
4/7/2020 23:00,29787,17555,30301,1682.464628,5654,0,60600,21559,92,2245,55129
4/8/2020 0:00,29672,17708,30291,1672.673381,5860,0,62521,21493,95,2256,56241
4/8/2020 1:00,29635,16545,30397,1681.837809,5688,0,61589,21384,96,2248,55636
4/8/2020 2:00,30500,17736,30458,1699.949273,5515,0,59683,21459,96,2268,53743
4/8/2020 3:00,38407,21517,30641,1719.828403,5623,0,56533,21578,96,2268,51166
4/8/2020 4:00,46963,23154,31078,1737.70361,5636,303,53412,21951,96,2288,47729
4/8/2020 5:00,50290,24175,31225,1752.172403,6004,9789,46036,22234,93,2288,42886
4/8/2020 6:00,49690,24335,31209,1763.119393,5912,34754,32967,22333,87,2288,31951
4/8/2020 7:00,47488,25450.73171,30856,1770.979485,5833,65040,16999,22033,83,2287,19807
4/8/2020 8:00,40594,26445.42151,30718,1776.331904,5715,90754,9637,21792,78,2279,12646
4/8/2020 9:00,35711,25621.46981,30751,1779.717176,5629,107988,6210,21704,73,2173,9806
4/8/2020 10:00,32957,22258,30124,1781.578732,5606,117318,5367,21478,72,2098,8182
4/8/2020 11:00,32389,20178,28389,1782.263126,5618,118515,6210,21554,69,2032,7374
4/8/2020 12:00,32301,19500,27989,1782.041373,5464,112554,7067,21408,68,2002,6792
4/8/2020 13:00,33272,22022,28920,1781.133137,5668,98409,7528,21330,68,1933,6608
4/8/2020 14:00,38191,22460,29116,1779.726498,5442,76282,7418,21339,68,1892,6640
4/8/2020 15:00,47947,25769,29216,1777.991415,5513,48723,6956,21620,68,1892,6662
4/8/2020 16:00,51897,29795,29872,1776.087149,5464,21081,6808,21906,70,1888,7056
4/8/2020 17:00,53704,31893,29950,1774.16457,5518,3853,7344,22071,73,1888,9210
4/8/2020 18:00,53736,32340,30060,1772.364438,5810,20,10218,22082,80,1928,12129
4/8/2020 19:00,52896,32379,30154,1770.812878,5885,0,12939,22052,84,1943,15018
4/8/2020 20:00,52773,31443,30228,1769.615434,5711,0,15344,21874,87,2017,17618
4/8/2020 21:00,50759,28444,30298,1762.520467,5619,0,16718,21548,88,2000,19499
4/8/2020 22:00,48200,26999,30119,1739.920735,6040,0,17710,21302,88,2019,22652
4/8/2020 23:00,41485,26258,29936,1711.192682,6088,0,17977,21308,88,1971,25415
4/9/2020 0:00,40233,26506,30014,1691.933032,6084,0,18450,21308,88,1928,28513
4/9/2020 1:00,40802,26548,30111,1686.88542,5797,0,20554,21243,89,1929,30150
4/9/2020 2:00,40923,26102,30155,1693.417346,5990,0,23433,21388,92,1990,30829
4/9/2020 3:00,49134,27490,30320,1706.622875,6548,0,24771,21521,92,2056,30613
4/9/2020 4:00,52339,27040,30642,1722.163242,6335,386,24599,22114,92,2165,29079
4/9/2020 5:00,53336,27083,30749,1737.167823,5993,9585,23282,22515,89,2234,26709
4/9/2020 6:00,52355,27064,30728,1750.143608,5966,31806,18049,22750,86,2244,22610
4/9/2020 7:00,51369,23196.91057,29772,1760.561546,5894,59502,14587,22616,81,2248,18763
4/9/2020 8:00,42830,20621.44403,29309,1768.446725,5838,84370,17297,22389,77,2156,17929
4/9/2020 9:00,35603,19505.30461,29289,1774.08195,5885,102583,19531,22338,74,2084,19900
4/9/2020 10:00,33105,17509.7682,28029,1777.830341,6054,112266,23734,22023,72,2076,23470
4/9/2020 11:00,33113,17132.19205,27665,1780.046734,5921,111949,29573,21921,72,2064,28052
4/9/2020 12:00,31621,20046,27687,1781.044053,5993,102957,34434,21905,71,2054,33230
4/9/2020 13:00,29899,19485,28204,1781.088595,5752,88665,36816,21807,72,2011,37442
4/9/2020 14:00,31875,21410,29494,1780.407547,5893,69855,38852,22071,72,2004,41055
4/9/2020 15:00,37904,21558.25,30327,1779.199481,6025,46372,38601,22368,70,2004,43027
4/9/2020 16:00,42420,23613,30594,1777.643315,5832,20500,36602,22724,72,2000,42311
4/9/2020 17:00,44474,25304,30747,1775.903942,5979,4054,33267,22831,74,2008,41440
4/9/2020 18:00,45415,25958,30806,1774.13419,6428,29,33744,22732,80,2035,41071
4/9/2020 19:00,44094,25504,30839,1772.473534,5852,0,35260,22551,85,2072,39587
4/9/2020 20:00,42625,23419,30746,1771.044484,6294,0,35508,22254,88,2076,37030
4/9/2020 21:00,39854,22797,30806,1766.782476,5768,0,34222,22060,88,2141,33335
4/9/2020 22:00,31452,18718,30550,1753.351605,5952,0,30251,21592,88,2060,27131
4/9/2020 23:00,26914,19810,30564,1732.272144,6088,0,25814,21549,89,2036,23527
4/10/2020 0:00,25652,19032,30658,1712.102588,6109,0,21899,21563,92,2032,20685
4/10/2020 1:00,25287,18731,30711,1699.494004,6037,0,19849,21530,92,2068,18076
4/10/2020 2:00,27036,19286,30872,1696.455675,5786,0,18049,21602,92,2064,15973
4/10/2020 3:00,29133,19294,30882,1701.539275,5992,0,16346,21706,92,2068,14328
4/10/2020 4:00,29617,19064,30912,1711.851259,6201,433,14612,21952,95,2068,13102
4/10/2020 5:00,29045,19260,31171,1724.509541,6348,10249,12208,22142,92,2056,11482
4/10/2020 6:00,28723,19014,31197,1737.326574,6183,33983,8035,22306,87,2058,8538
4/10/2020 7:00,25200,17076,30940,1748.94406,6047,63718,4901,22309,81,2050,5642
4/10/2020 8:00,23279,12222,30854,1758.695393,6424,89674,4294,22094,76,1963,4427
4/10/2020 9:00,23210,12273,30840,1766.388672,6307,108196,5345,22013,73,1931,4469
4/10/2020 10:00,23173,10766,30807,1772.109506,6069,117298,7211,21825,72,1896,4998
4/10/2020 11:00,23112,10795,30787,1776.07812,5928,116170,9061,21795,71,1883,5718
4/10/2020 12:00,23149,10547,30821,1778.561087,5935,108674,11381,21727,69,1854,6632
4/10/2020 13:00,23063,10456,30858,1779.824841,5919,96009,12937,21728,68,1843,7540
4/10/2020 14:00,23418,11427,30830,1780.116194,5938,76660,14913,21811,68,1792,8387
4/10/2020 15:00,25657,15441,30863,1779.657837,6113,50063,16595,21992,68,1792,9335
4/10/2020 16:00,30528,20543,30987,1778.650576,6176,22707,17913,22306,70,1804,10752
4/10/2020 17:00,33744,21404,31437,1777.277259,6425,4668,19151,22373,73,1796,13755
4/10/2020 18:00,34288,21799,31511,1775.705725,6374,43,23785,22391,78,1791,17534
4/10/2020 19:00,34209,21107,31549,1774.089629,6241,0,28808,22311,84,1792,19884
4/10/2020 20:00,33341,20775,31349,1772.567057,6169,0,29651,22089,87,1820,20179
4/10/2020 21:00,31443,19392,31285,1769.674766,6111,0,27254,21980,88,1923,18911
4/10/2020 22:00,27368,15548,31236,1761.513186,6087,0,24990,21804,91,1932,20266
4/10/2020 23:00,25798,14945,31263,1746.892665,5958,0,22528,21707,92,2050,17858
4/11/2020 0:00,24572,14829,31343,1729.497626,5994,0,19827,21704,92,2044,15811
4/11/2020 1:00,24732,14757,31416,1714.495815,5929,0,18223,21651,92,2044,13778
4/11/2020 2:00,25119,15025,31484,1705.475745,5931,0,16881,21772,92,2047,12259
4/11/2020 3:00,25518,16374,31515,1703.50751,5975,0,16410,21877,92,2044,11284
4/11/2020 4:00,25319,16505,31552,1707.679384,5976,580,16379,22017,92,2046,10925
4/11/2020 5:00,25639,15611,31534,1716.094463,6163,11648,15200,22206,91,2049,11018
4/11/2020 6:00,25383,12385,31399,1726.710518,6224,37420,13454,22393,86,2051,9908
4/11/2020 7:00,25421,11184,31358,1737.827289,6371,67739,9645,22226,82,2048,7785
4/11/2020 8:00,25292,10894,31276,1748.261341,6328,93692,7159,22070,77,2048,6854
4/11/2020 9:00,25137,10573,31154,1757.325006,6232,111125,6485,22039,75,2013,6856
4/11/2020 10:00,25249,10702,31058,1764.717256,6329,120111,5751,21834,72,2005,7064
4/11/2020 11:00,25271,10795,31089,1770.397688,6327,121279,5257,21834,72,1750,7160
4/11/2020 12:00,25226,10324,31157,1774.479387,6295,114873,4498,21843,72,1664,7266
4/11/2020 13:00,25357,9889,30925,1777.152114,6266,101278,4336,21834,72,1666,7374
4/11/2020 14:00,25789,10554,30819,1778.634154,6268,80027,4931,21973,71,1668,7543
4/11/2020 15:00,27585,12715,30253,1779.145996,6473,52414,5781,22168,72,1667,8250
4/11/2020 16:00,32412,16777,28116,1778.898286,6470,23466,7296,22530,72,1680,9930
4/11/2020 17:00,36564,16912,28762,1778.087773,6534,4822,9947,22526,74,1683,13432
4/11/2020 18:00,35327,16636,30610,1712.597832,5883,56,16141,22481,78,1680,19429
4/11/2020 19:00,34374,16625,29633,1743.343731,5829,0,24026,22354,84,1680,26655
4/11/2020 20:00,30752,15245,28481,1757.955394,5746,0,31352,22173,88,1699,33690
4/11/2020 21:00,27677,14260,26824,1763.81508,5725,0,36080,22043,88,1871,38821
4/11/2020 22:00,26886,14128,26225,1762.664133,5832,0,38533,22011,91,1836,40612
4/11/2020 23:00,25750,12920,26010,1754.778399,5742,0,41095,21833,92,1878,42266
4/12/2020 0:00,24818,11966,26026,1742.138012,5756,0,41324,21786,92,1892,42300
4/12/2020 1:00,24808,10959,26035,1728.316914,5664,0,40926,21740,92,1897,40535
4/12/2020 2:00,24894,10868,26043,1716.896329,5653,0,37812,21825,92,1978,38998
4/12/2020 3:00,24910,10548,26066,1710.20192,5616,0,36126,22012,92,2004,37967
4/12/2020 4:00,24854,9295,26089,1708.940652,5640,697,35485,22213,90,1984,36543
4/12/2020 5:00,24924,8925,26159,1712.517557,5689,11842,31131,22339,88,1948,34725
4/12/2020 6:00,24884,8748,26142,1719.614038,5681,36136,24229,22459,83,1840,28842
4/12/2020 7:00,24898,8732,26144,1728.720664,5725,63622,13586,22396,77,1792,19204
4/12/2020 8:00,24783,8232,26053,1738.491002,5816,87635,9076,22324,72,1689,14731
4/12/2020 9:00,24797,8440,25967,1747.908004,5839,104148,9128,22172,71,1677,14684
4/12/2020 10:00,24798,9149,25153,1756.31263,5794,112474,11338,21961,68,1676,17233
4/12/2020 11:00,24786,8172,23177,1763.355159,5785,111850,15050,21768,68,1670,20548
4/12/2020 12:00,24880,8546,23382,1768.917273,5742,101644,19592,21604,68,1672,23607
4/12/2020 13:00,24903,8157,22332,1773.034694,5687,84859,23514,21539,68,1660,25284
4/12/2020 14:00,24958,8428,24235,1775.834424,5707,64695,25948,21652,68,1652,25630
4/12/2020 15:00,25168,10806,25924,1777.49021,5689,41626,24246,22026,68,1652,24564
4/12/2020 16:00,25870,12588,25770,1778.194248,5744,18941,22431,22257,68,1652,23217
4/12/2020 17:00,27755,13474,25889,1713.42734,5980,4007,23159,22339,72,1652,25231
4/12/2020 18:00,27828,13649,25897,1584,5986,42,29866,22431,75,1652,29795
4/12/2020 19:00,26019,13303,25864,1663.671865,5922,0,37960,22399,77,1652,34766
4/12/2020 20:00,25153,13071,25884,1710.81363,5891,0,43641,22264,80,1652,39935
4/12/2020 21:00,24802,11775,25898,1737.314355,5803,0,51726,22010,82,1652,46068
4/12/2020 22:00,21657,11363,25798,1749.989244,5915,0,60051,21829,84,1620,58017
4/12/2020 23:00,19938,10607,25097,1752.383821,5801,0,67609,21733,84,1608,65815
4/13/2020 0:00,19917,8525,24659,1747.260917,5739,0,75904,21600,83,1608,73285
4/13/2020 1:00,19090,8308,24222,1737.788915,5616,0,83969,21484,80,1608,80557
4/13/2020 2:00,18938,8231,20611,1727.342622,5548,0,90992,21413,80,1608,87420
4/13/2020 3:00,18937,8009,20545,1718.772271,5792,0,89401,21305,80,1609,90438
4/13/2020 4:00,18810,8054,19814,1713.856462,5749,548,89971,21405,82,1610,95125
4/13/2020 5:00,18706,8003,19790,1713.187009,5518,7976,89684,21576,82,1609,97775
4/13/2020 6:00,18718,8155,19370,1716.400524,5361,22643,93316,21662,79,1608,98087
4/13/2020 7:00,18798,8509,19147,1722.560594,5312,40147,95627,21808,75,1608,98416
4/13/2020 8:00,18385,8406,19694,1730.525798,5384,58725,98713,21635,72,1611,98380
4/13/2020 9:00,19348,8377,19938,1739.216901,5539,71919,101369,21575,72,1608,99610
4/13/2020 10:00,19323,8132,19582,1747.764766,4636,81252,102719,20983,69,1608,102141
4/13/2020 11:00,19193,8090,19400,1755.559962,4629,85888,90691,19848,69,1608,105451
4/13/2020 12:00,19195,7771,19067,1762.238618,4663,83235,77645,19955,72,1608,110303
4/13/2020 13:00,19227,8052,18935,1767.636656,4495,75644,71464,19915,70,1651,114360
4/13/2020 14:00,19366,8060,18839,1771.73554,4487,61995,75842,20097,71,1656,117805
4/13/2020 15:00,19612,8189,19555,1774.612875,4966,41628,103072,20302,72,1682,121647
4/13/2020 16:00,20628,9069,21293,1776.403561,5788,19951,116404,21760,74,1808,120792
4/13/2020 17:00,22996,9787,23032,1744.915451,5889,4610,120669,22032,80,1808,118925
4/13/2020 18:00,21903,9806,24803,1664.457725,5968,82,110468,22183,84,1716,114838
4/13/2020 19:00,23413,9853,25272,1664.064795,6089,0,101050,22203,86,1687,109956
4/13/2020 20:00,21921,9851,24862,1687.439213,5780,0,98510,22020,88,1723,104303
4/13/2020 21:00,19761,9659,24736,1712.376784,5816,0,97680,21787,92,1635,99573
4/13/2020 22:00,19233,9581,24799,1731.183014,5898,0,90816,21540,92,1656,94900
4/13/2020 23:00,19093,10978,24738,1741.783418,5659,0,84058,21503,96,1673,89280
4/14/2020 0:00,19152,9915,24952,1744.522167,5641,0,79379,21541,96,1696,83435
4/14/2020 1:00,19263,10152,24310,1741.155541,5664,0,74743,21484,96,1696,77596
4/14/2020 2:00,19632,11117,25646,1734.249082,5846,0,70132,21564,96,1728,72289
4/14/2020 3:00,20945,13598,26135,1726.510676,5882,1,66642,21734,96,1998,67498
4/14/2020 4:00,24631,16216,26249,1720.183569,5880,828,63693,21868,96,2040,63718
4/14/2020 5:00,26537,17967,26431,1716.685289,6268,12174,55368,22189,95,2041,57921
4/14/2020 6:00,26635,18705,26845,1716.542906,6579,36986,43415,22408,92,2036,52112
4/14/2020 7:00,25881,18701,26086,1719.55175,6140,65094,46720,21893,92,2052,52148
4/14/2020 8:00,23665,15681,26513,1725.038774,6362,78970,50545,21974,92,2047,54065
4/14/2020 9:00,24208,17266,26658,1732.127838,6925,78679,52013,22034,92,1965,53726
4/14/2020 10:00,25857,18202,26782,1739.946302,6231,79653,48785,21663,92,1964,52610
4/14/2020 11:00,22842,18027,26448,1747.753132,6116,82733,48521,21503,92,2018,52526
4/14/2020 12:00,20128,17054,25785,1754.995875,6209,83528,51898,21282,92,2036,53735
4/14/2020 13:00,19398,16254,25264,1761.316265,6503,79322,54225,21476,92,2036,54984
4/14/2020 14:00,19615,17572,25202,1766.525903,6465,69509,56039,21612,91,2036,56072
4/14/2020 15:00,23565,19936,24811,1770.569389,6470,49831,57003,21835,90,2036,55574
4/14/2020 16:00,26325,23617,25302,1773.486475,6633,24411,55590,22293,92,2036,52315
4/14/2020 17:00,28474,25406,25977,1759.200963,6382,5688,49387,22438,92,2036,47938
4/14/2020 18:00,28979,27212,26547,1711.829344,6769,114,45374,22315,92,2039,46622
4/14/2020 19:00,28585,26460,26603,1687.94707,6510,0,47858,22203,95,2040,47964
4/14/2020 20:00,28886,24154,26600,1687.693141,6532,0,52983,21758,96,2037,50862
4/14/2020 21:00,25714,19489,26371,1700.034962,6523,0,56080,21804,100,2024,53620
4/14/2020 22:00,21266,15827,26304,1715.608988,6299,0,60218,21584,100,1988,55908
4/14/2020 23:00,19394,16559,26446,1728.696203,5919,0,63103,21628,100,1988,59873
4/15/2020 0:00,19456,17009,26678,1736.609185,5965,0,62285,21713,100,1988,62370
4/15/2020 1:00,19781,17147,26482,1738.882363,6064,0,60140,21638,100,1994,63368
4/15/2020 2:00,23135,17518,26401,1736.565722,5921,0,60291,21708,100,2011,63896
4/15/2020 3:00,23774,17431,26282,1731.538199,6222,1,60525,21868,97,2006,64848
4/15/2020 4:00,28682,19243,26675,1725.860884,6416,847,62536,22137,96,2012,66933
4/15/2020 5:00,30264,20162,26753,1721.273087,6429,11779,59934,22345,96,1990,66446
4/15/2020 6:00,28796,20100,26753,1718.907997,6712,34018,57555,22389,93,1988,65026
4/15/2020 7:00,26720,16253,26664,1719.229873,6356,61675,63734,22199,92,1988,64929
4/15/2020 8:00,20456,12513,26440,1722.134324,6058,87112,68526,21927,85,1984,66973
4/15/2020 9:00,20922,12975,26388,1727.131081,6218,106776,64413,21787,69,1984,67330
4/15/2020 10:00,20571,13208,26300,1733.538691,6434,116870,59426,21657,68,1982,66188
4/15/2020 11:00,19898,13062,26169,1740.645912,6289,119199,55031,21604,77,1944,65158
4/15/2020 12:00,19827,12118,26130,1747.820893,6497,115092,51181,21413,79,1923,64062
4/15/2020 13:00,21266,13193,26263,1754.568579,6169,102929,48826,21165,76,1920,61938
4/15/2020 14:00,20999,13196,25849,1760.547241,6396,82424,47890,21345,76,1928,59181
4/15/2020 15:00,25375,17587,25635,1765.558315,6466,54790,47013,21503,76,1928,55939
4/15/2020 16:00,29234,24145,26289,1769.522395,6578,26087,43460,21754,76,1932,50704
4/15/2020 17:00,29796,27379,26499,1764.361679,6672,6016,38707,21955,77,1984,46302
4/15/2020 18:00,29988,27660,26562,1738.095511,6365,95,40242,21952,83,1984,46758
4/15/2020 19:00,29774,27297,26429,1713.021291,5959,0,46934,21931,85,1977,49348
4/15/2020 20:00,29255,25064,26523,1700.357216,5945,0,49920,21665,88,1895,50768
4/15/2020 21:00,27599,21908,26497,1700.196089,5791,0,48652,21479,91,1881,50757
4/15/2020 22:00,27279,20501,26023,1707.902539,5830,0,47243,21428,93,1832,52043
4/15/2020 23:00,26671,20241,25995,1718.299371,5802,0,46228,21320,95,1917,50242
4/16/2020 0:00,26518,20206,26028,1727.454278,5972,0,44987,21255,96,1940,48989
4/16/2020 1:00,27426,20413,26093,1733.168321,5930,0,41826,21235,96,2029,47581
4/16/2020 2:00,30125,21624,26318,1734.867021,5818,0,37247,21220,96,2089,45155
4/16/2020 3:00,34010,24474,26365,1733.20261,6115,4,33703,21379,96,2092,41410
4/16/2020 4:00,37554,28182,26616,1729.531747,6432,1137,29420,21672,95,2102,36745
4/16/2020 5:00,39735,31144,26738,1725.402417,6186,14137,26195,21976,91,2106,31668
4/16/2020 6:00,36442,31351,26664,1722.155207,6086,40442,21148,22107,84,2094,25015
4/16/2020 7:00,33764,25852,26404,1720.69254,6165,70122,16679,22014,79,2084,17538
4/16/2020 8:00,28031,23962,26196,1721.413432,6207,93974,17039,21883,74,2057,17151
4/16/2020 9:00,25739,21893,26113,1724.272256,6127,109062,17666,21833,72,2017,19039
4/16/2020 10:00,24032,17012,25453,1728.905474,6097,116400,17708,21613,68,1949,20535
4/16/2020 11:00,24239,16705,24343,1734.775693,6184,116028,18640,21506,68,1943,22190
4/16/2020 12:00,24642,15435,23407,1741.298293,6362,109367,19826,21375,68,1861,23866
4/16/2020 13:00,25798,18387,22378,1747.933436,6244,95240,20910,21391,69,1890,24957
4/16/2020 14:00,28552,21804,22029,1754.240339,6171,75279,21769,21418,67,1888,25712
4/16/2020 15:00,34944,26612,22669,1759.899327,5986,49638,22842,21697,68,1889,26277
4/16/2020 16:00,38155,29332,23780,1764.710861,6128,23509,23424,22004,68,1887,26670
4/16/2020 17:00,39693,30649,24652,1764.53627,6136,5765,24629,22222,70,1885,28038
4/16/2020 18:00,39886,31006,24783,1751.315891,6137,136,28180,22124,77,1961,32345
4/16/2020 19:00,39158,30433,24786,1732.168591,6112,0,31074,21963,81,1845,34862
4/16/2020 20:00,37259,29435,24828,1716.262903,5859,0,31453,21707,84,1840,35114
4/16/2020 21:00,34638,26631,24740,1708.229496,5865,0,29877,21364,84,1840,33665
4/16/2020 22:00,33647,25057,24377,1708.066017,6108,0,27880,20885,87,1757,30148
4/16/2020 23:00,32708,24787,24293,1713.182694,5967,0,26111,20876,88,1756,27437
4/17/2020 0:00,33736,25132,24374,1720.318486,6006,0,23001,20913,88,1756,25058
4/17/2020 1:00,33790,25597,24499,1726.743403,5939,0,19946,20954,88,1776,22510
4/17/2020 2:00,34236,26097,25245,1730.805212,6080,0,18384,21052,88,1915,20429
4/17/2020 3:00,36142,27986,25436,1732.003911,6298,5,18387,21257,88,1981,19191
4/17/2020 4:00,37514,29721,25592,1730.767829,6045,1220,17901,21561,88,2040,18258
4/17/2020 5:00,38029,31577,25843,1728.085123,6411,13681,14651,21837,86,2040,15746
4/17/2020 6:00,36346,31893,25894,1725.120165,6671,38428,9214,21963,81,2040,11156
4/17/2020 7:00,36113,31057,25848,1722.906353,6000,67534,5897,21784,74,2040,6686
4/17/2020 8:00,33881,27962,25627,1722.159892,6276,92657,4165,21708,72,2040,4731
4/17/2020 9:00,32138,27159,25498,1723.216074,6203,109657,3626,21498,68,1992,3861
4/17/2020 10:00,29817,25408,25390,1726.060774,5993,118816,3312,21245,68,1932,3596
4/17/2020 11:00,28248,22896,25358,1730.418233,6020,119431,3873,21243,66,1932,3604
4/17/2020 12:00,27907,22189,25356,1735.858263,6117,111674,4503,21201,64,1932,3852
4/17/2020 13:00,29082,24249,25388,1741.89585,6259,96593,5099,21201,64,1924,4279
4/17/2020 14:00,31156,26251,25533,1748.068094,6198,74478,5436,21389,64,1801,5109
4/17/2020 15:00,33291,28940,25707,1753.98371,6312,49017,6009,21595,64,1792,6783
4/17/2020 16:00,35944,30348,25898,1759.347286,6442,22669,8584,21852,64,1792,9807
4/17/2020 17:00,36991,30649,25954,1761.941778,6930,5464,12311,21997,68,1794,14402
4/17/2020 18:00,35987,30767,25991,1756.628834,6764,148,21750,21850,72,1848,21543
4/17/2020 19:00,34999,29635,25914,1744.398712,6561,0,32219,21732,77,1852,30344
4/17/2020 20:00,35573,28588,25798,1730.330808,6473,0,36759,21542,80,1852,35382
4/17/2020 21:00,33030,24649,25969,1719.280152,6349,0,37339,21349,83,1859,38313
4/17/2020 22:00,28191,18183,25773,1713.673085,6454,0,37881,21173,84,1992,35700
4/17/2020 23:00,27758,15939,25827,1713.427889,6263,0,39358,21124,84,2044,35346
4/18/2020 0:00,27721,15241,25849,1716.873188,6244,0,40626,21145,84,2086,35222
4/18/2020 1:00,28290,14191,25819,1721.808295,6249,0,40282,21083,87,2105,34831
4/18/2020 2:00,27861,14653,25741,1726.306754,6244,0,40984,21024,88,2108,35609
4/18/2020 3:00,27956,14519,25892,1729.155333,6300,8,39416,21085,87,2109,36213
4/18/2020 4:00,28144,15585,25903,1729.961581,6207,1291,38090,21171,84,2113,35531
4/18/2020 5:00,27739,15996,25918,1729.023352,6232,13148,33554,21449,82,2111,32918
4/18/2020 6:00,27623,15978,26245,1727.071759,6320,33729,23029,21611,78,2098,27237
4/18/2020 7:00,28365,15772,25832,1724.989056,6347,58796,16622,21608,73,2060,20990
4/18/2020 8:00,27366,14535,25841,1723.574474,6318,80957,17298,21507,68,2025,20692
