UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown,avg_wind_production_forecast
1/2/2019 0:00,30199,11908,22942,0,5346,0,136287,20187,74,1862,152987
1/2/2019 1:00,31090,11801,22943,0,5361,0,134124,20259,76,1856,152268
1/2/2019 2:00,31578,11919,23004,0,5320,0,131805,20271,76,1856,150504
1/2/2019 3:00,31819,11937,23128,0,5183,0,132887,20274,75,1856,148430
1/2/2019 4:00,32678,13651,24360,0,5350,0,136012,21607,72,1856,146290
1/2/2019 5:00,36155,16964,30645,0,5651,0,140987,21947,72,1956,145919
1/2/2019 6:00,41434,19016,34341,0,5603,0,141840,22162,72,2254,142142
1/2/2019 7:00,47843,19799,35361,0,5615,433,137186,22508,70,2272,136772
1/2/2019 8:00,54562,21685,36056,0,5519,5919,132653,22539,69,2293,132349
1/2/2019 9:00,56970,20979,36052,0,5610,16593,129815,22498,68,2313,130473
1/2/2019 10:00,57253,21325,36044,0,5798,25338,129213,22499,68,2333,130892
1/2/2019 11:00,57534,21699,36394,0,5867,27717,129501,22502,68,2333,128115
1/2/2019 12:00,56251,22018,36032,0,5872,25083,126529,22448,68,2332,123215
1/2/2019 13:00,61559,21559,36049,0,5810,17054,118436,22568,68,2332,114508
1/2/2019 14:00,70409,22009,36244,0,5943,6000,109188,22638,68,2334,103264
1/2/2019 15:00,80439,23274,36834,0,5803,332,102523,22681,73,2335,94170
1/2/2019 16:00,84405,24023,36990,633.3333333,5805,0,98202,22662,86,2351,88241
1/2/2019 17:00,86621,25126,36793,845.7777778,5957,0,90929,22797,88,2356,83622
1/2/2019 18:00,87314,25537,36511,917.2592593,6034,0,83615,22778,88,2360,79037
1/2/2019 19:00,89291,24750,36850,941.4197531,5770,0,76950,22577,88,2359,74116
1/2/2019 20:00,86291,24097,37010,949.1399177,5530,0,71370,22532,88,2357,69635
1/2/2019 21:00,85614,23565,37035,954.0466392,5600,0,66567,22306,89,2364,65724
1/2/2019 22:00,81141,23423,37154,956.0155464,5676,0,61656,22058,92,2363,63931
1/2/2019 23:00,79381,22661,37862,976.3385155,5730,0,60461,21876,92,2252,61344
1/3/2019 0:00,80966,22996,37969,983.4461718,5769,0,60672,21830,92,2248,61114
1/3/2019 1:00,82279,22610,37974,984.8153906,5716,0,58858,21829,92,2248,60903
1/3/2019 2:00,82075,23121,37953,987.6051302,5582,0,60590,21793,92,2264,61508
1/3/2019 3:00,80798,24066,37944,991.8683767,5606,0,63456,21889,92,2272,63015
1/3/2019 4:00,85498,26087,37960,990.2894589,5742,0,66180,21868,88,2272,63908
1/3/2019 5:00,95437,32563,37920,992.763153,5873,0,66860,22014,88,2308,64767
1/3/2019 6:00,99967,35281,37757,997.5877177,5784,0,67153,22320,88,2352,64528
1/3/2019 7:00,104919,38007,37922,999.1959059,5716,722,66653,22551,87,2320,63258
1/3/2019 8:00,109630,39297,37943,998.3986353,5604,6428,62421,22544,88,2320,61383
1/3/2019 9:00,113219,39345,37982,997.1328784,5596,14025,53353,22494,88,2317,57677
1/3/2019 10:00,114982,39184,37972,996.0442928,5730,18964,45132,22456,88,2319,52882
1/3/2019 11:00,116431,39051,37979,995.6814309,5490,19103,39862,22414,88,2350,49381
1/3/2019 12:00,116133,39207,37958,994.2271436,5483,16521,35254,22344,88,2352,46653
1/3/2019 13:00,114683,39812,37958,992.4090479,5507,10810,32555,22276,90,2352,44128
1/3/2019 14:00,115564,39888,37956,990.803016,5583,3368,32855,22476,91,2352,42698
1/3/2019 15:00,117137,40102,37938,1220.450754,5516,174,36192,22507,92,2352,43349
1/3/2019 16:00,116785,40180,37925,1900,5545,0,40796,22605,88,2352,44927
1/3/2019 17:00,114197,40254,37916,1904,5540,0,42164,22693,88,2352,46129
1/3/2019 18:00,114854,40196,37865,1906,5502,0,42051,22654,88,2354,46100
1/3/2019 19:00,116991,40070,37895,1907,5616,0,41186,22493,88,2356,44522
1/3/2019 20:00,116376,38515,37897,1906,5581,0,38154,22404,92,2356,42401
1/3/2019 21:00,113789,36259,37944,1913,5537,0,33926,22282,92,2355,40275
1/3/2019 22:00,105778,33723,37912,1914,5526,0,31786,22198,84,2351,39536
1/3/2019 23:00,99983,31529,37919,1973,5641,0,32070,21845,76,2527,36047
1/4/2019 0:00,97416,29244,37929,1974,5411,0,38175,21839,76,2524,38601
1/4/2019 1:00,95744,27462,37579,1971,5452,0,44711,21950,76,2522,43755
1/4/2019 2:00,94396,26974,37515,1978,5495,0,52200,21870,76,2521,50447
1/4/2019 3:00,92463,26855,37531,1988,5566,0,59380,21949,75,2523,57836
1/4/2019 4:00,92069,28350,37510,1979,5575,0,65689,22006,72,2525,64935
1/4/2019 5:00,93381,30320,37379,1988,5513,0,72596,22094,69,2528,71845
1/4/2019 6:00,97790,31111,37353,2000,5585,0,81132,22343,68,2530,76972
1/4/2019 7:00,98983,31486,37447,2000,5621,354,85406,22600,77,2528,81752
1/4/2019 8:00,98870,33045,37461,1996,6105,2797,88656,22453,84,2527,85946
1/4/2019 9:00,97843,33049,36514,1993,6027,6191,93707,22415,84,2523,90236
1/4/2019 10:00,97927,33030,36141,1991,6050,8572,99959,22324,84,2523,94479
1/4/2019 11:00,96984,32400,36673,1991,5916,8395,106767,22236,84,2522,98432
1/4/2019 12:00,94520,30550,36913,1987,5952,6708,110537,22141,86,2524,101399
1/4/2019 13:00,96150,31839,36908,1983,5987,3963,109143,22185,85,2523,102909
1/4/2019 14:00,96587,32745,36728,1980,5841,1261,107673,22211,84,2520,104086
1/4/2019 15:00,97716,30390,36642,1991,5846,83,109312,22391,84,2520,104629
1/4/2019 16:00,99097,30468,36555,1984,5643,0,111172,22373,84,2520,104761
1/4/2019 17:00,96548,30421,36543,1989,5872,0,110366,22549,84,2520,105016
1/4/2019 18:00,90238,29748,36544,1985,5799,0,108683,22486,87,2520,105663
1/4/2019 19:00,85898,28775,36598,1981,5890,0,107852,22375,88,2514,106790
1/4/2019 20:00,79022,25799,36614,1988,5714,0,107757,22227,88,2496,108640
1/4/2019 21:00,74522,25174,36583,1992,5591,0,108455,22029,88,2496,108595
1/4/2019 22:00,64151,23967,36025,1993,5462,0,113729,21949,91,2496,110592
1/4/2019 23:00,56099,20488,35730,1997,5601,0,117501,21814,92,2487,111436
1/5/2019 0:00,51411,20364,35720,2002,5477,0,119724,21730,91,2484,114652
1/5/2019 1:00,50309,20397,35700,2007,5350,0,123471,21678,89,2484,118369
1/5/2019 2:00,47929,20165,35725,2003,5452,0,127613,21576,88,2484,122150
1/5/2019 3:00,47332,20139,35734,2001,5506,0,130301,21595,82,2484,124955
1/5/2019 4:00,49289,20293,35745,2002,5575,0,129112,21581,68,2501,126306
1/5/2019 5:00,52085,20567,35702,1996,5644,0,131212,21694,66,2509,128327
1/5/2019 6:00,59904,22336,35576,1988,5400,0,126065,21907,64,2490,126301
1/5/2019 7:00,66358,23369,35940,1991,5618,264,120452,22192,67,2504,121295
1/5/2019 8:00,75165,23872,36482,1997,5947,1496,114954,22175,67,2504,115354
1/5/2019 9:00,82300,25559,36628,2007,5887,3588,109359,22130,67,2504,109759
1/5/2019 10:00,85061,25244,36698,2010,5909,5773,104693,22113,68,2504,104088
1/5/2019 11:00,86779,25980,36654,2009,5653,6566,99434,22095,68,2504,98146
1/5/2019 12:00,88915,25094,36655,2007,5627,5318,96494,22093,68,2504,92533
1/5/2019 13:00,89094,25419,36773,2003,5737,3171,91134,22113,68,2509,87494
1/5/2019 14:00,89634,26318,36634,2010,5722,998,86554,22179,68,2514,82584
1/5/2019 15:00,90430,26485,36518,2011,5740,49,84081,22355,68,2528,78433
1/5/2019 16:00,93343,26669,36452,2012,5585,0,82319,22327,68,2541,75938
1/5/2019 17:00,92370,27027,37295,2012,5614,0,81674,22493,68,2544,75368
1/5/2019 18:00,90997,26577,37664,2013,5834,0,78473,22415,68,2547,71394
1/5/2019 19:00,88754,25253,37637,2007,5658,0,77501,22197,68,2548,67454
1/5/2019 20:00,83087,25195,37643,2000,5714,0,75441,22065,68,2550,63906
1/5/2019 21:00,81166,24771,37671,2004,5657,0,71208,21904,70,2514,60732
1/5/2019 22:00,77771,24168,37551,2007,5607,0,69086,21769,72,2516,58370
1/5/2019 23:00,75063,22772,37708,2009,5835,0,66176,21715,72,2504,54591
1/6/2019 0:00,76362,22438,37727,2008,5649,0,62494,21652,72,2504,52038
1/6/2019 1:00,78949,22783,37762,2010,5591,0,58022,21641,72,2516,50516
1/6/2019 2:00,78225,22691,37779,2012,5857,0,55626,21686,72,2528,49377
1/6/2019 3:00,76834,22913,37737,2007,5599,0,53012,21744,72,2520,48085
1/6/2019 4:00,78788,23459,37781,2001,5980,0,50290,21794,68,2523,45896
1/6/2019 5:00,79911,23501,36993,2003,5872,0,44911,21905,68,2520,43332
1/6/2019 6:00,86137,23724,36758,2003,5583,0,40152,21937,68,2523,40052
1/6/2019 7:00,89502,25363,37467,2007,5632,320,37797,22144,68,2534,36975
1/6/2019 8:00,93500,28321,37684,2012,5494,2928,33394,22203,68,2535,34907
1/6/2019 9:00,97042,28984,37673,2011,5582,6958,30924,22290,68,2536,33507
1/6/2019 10:00,101109,30266,37743,2003,5562,9800,28959,22335,68,2558,32779
1/6/2019 11:00,102989,31365,37693,2010,5692,10565,29178,22345,68,2564,32399
1/6/2019 12:00,102919,31164,37649,2002,5592,9051,31289,22265,68,2563,32135
1/6/2019 13:00,101940,29985,37678,2001,5733,5736,31421,22128,68,2564,32182
1/6/2019 14:00,105627,31425,37669,2002,5736,1908,32404,22183,68,2564,32881
1/6/2019 15:00,108079,31687,37678,2005,5876,108,35207,22288,68,2564,34051
1/6/2019 16:00,109944,32205,37638,2004,5795,0,39709,22342,68,2564,34534
1/6/2019 17:00,110364,32244,37631,2006,5688,0,42664,22366,68,2564,34423
1/6/2019 18:00,110124,32046,37616,2002,5734,0,44344,22365,68,2567,34184
1/6/2019 19:00,108691,31361,37595,1997,5747,0,42541,22248,68,2568,33180
1/6/2019 20:00,107693,30575,37597,1997,5795,0,42144,22148,68,2566,32471
1/6/2019 21:00,105498,29573,37508,1997,5806,0,41923,22065,72,2523,32493
1/6/2019 22:00,102991,29033,37382,2004,5774,0,41902,21995,72,2544,33324
1/6/2019 23:00,100627,27620,37586,2003,5502,0,43304,21879,72,2538,39719
1/7/2019 0:00,98551,27510,37608,2007,5574,0,44197,21683,72,2537,40465
1/7/2019 1:00,97044,27597,37580,2005,5584,0,45368,21761,72,2537,41683
1/7/2019 2:00,95739,27593,37634,2005,5672,0,45217,21734,72,2532,42477
1/7/2019 3:00,98213,28654,37688,2008,5600,0,45936,21772,72,2532,42701
1/7/2019 4:00,105374,29866,37557,2008,5876,0,47622,21774,68,2529,41897
1/7/2019 5:00,113883,32788,37757,2002,5881,0,45830,21873,68,2524,40853
1/7/2019 6:00,120189,27212.66667,37784,1980,5852,0,40948,22242,68,2534,39298
1/7/2019 7:00,122157,26332.22222,37811,1980,5861,282,37251,22308,68,2536,37508
1/7/2019 8:00,122947,26876.40741,37834,1995,6114,2623,34637,22353,68,2540,36618
1/7/2019 9:00,123347,27180.1358,37823,2013,6265,6128,36171,22316,68,2540,37725
1/7/2019 10:00,123068,27742.04527,37821,2011,6126,8598,43234,22069,81,2540,42416
1/7/2019 11:00,121010,28309.34842,37820,1996,6160,9180,53017,21496,85,2539,48887
1/7/2019 12:00,119546,28425.44947,37791,1987,5742,7965,60490,21612,84,2536,56181
1/7/2019 13:00,118454,28223.48316,37469,1994,6407,5062,66557,21356,87,2536,63088
1/7/2019 14:00,116734,28681.49439,36880,1985,6529,1748,74906,21454,79,2536,69919
1/7/2019 15:00,114878,28766.49813,36735,1979,6752,132,85760,21568,68,2536,79793
1/7/2019 16:00,112502,29161.49938,36652,1971,6425,0,97844,21693,76,2536,90511
1/7/2019 17:00,107425,30943.37484,36166,1981,6264,0,111691,21725,88,2536,102929
1/7/2019 18:00,91459,36216,36273,1977,6351,0,125878,21681,88,2539,114223
1/7/2019 19:00,72982,30026,36233,1977,6399,0,139623,21554,88,2529,125514
1/7/2019 20:00,63494,24452,36266,1979,6478,0,147282,21489,88,2528,136447
1/7/2019 21:00,52471,22245,36305,1979,6520,0,145622,21274,88,2525,143036
1/7/2019 22:00,46753,20618,36116,1975,6444,0,148755,21165,91,2471,147792
1/7/2019 23:00,41989,16672,34702,1977,6322,0,149711,21411,92,2120,149411
1/8/2019 0:00,40385,15884,35834,1978,6562,0,149208,21356,90,1936,150534
1/8/2019 1:00,39922,16168,34883,1980,6236,0,148820,21319,88,1890,151410
1/8/2019 2:00,39985,16815,35515,1975,6388,0,149907,21365,88,1947,151912
1/8/2019 3:00,40714,17897,35883,1978,6591,0,148703,21361,88,2093,153685
1/8/2019 4:00,44373,20328,36402,1978,6486,0,148818,21494,85,2175,156784
1/8/2019 5:00,51859,23256,36465,1976,6403,0,155546,21567,84,2252,162560
1/8/2019 6:00,60350,25126,36540,1974,6338,0,158455,21682,84,2274,165749
1/8/2019 7:00,64593,26421,36566,1957,5980,352,161330,22041,83,2276,168441
1/8/2019 8:00,62738,25976,36375,1967,6067,3018,165170,22251,84,2276,170500
1/8/2019 9:00,60425,25680,36028,1969,6082,7263,167587,22213,84,2276,172006
1/8/2019 10:00,58703,25780,36018,1960,6195,10389,168015,22115,84,2276,171314
1/8/2019 11:00,57784,25821,36022,1955,6228,12052,169844,22012,84,2276,170769
1/8/2019 12:00,56950,25803,36260,1966,6226,11002,169020,22080,84,2272,170096
1/8/2019 13:00,56916,26260,36305,1980,6170,7142,168030,22130,84,2289,169686
1/8/2019 14:00,58643,26396,36306,1977,6122,2566,167225,22217,84,2284,169852
1/8/2019 15:00,59141,25931,36226,1955,6278,196,168973,22474,84,2312,170697
1/8/2019 16:00,60525,26513,36317,1951,6340,0,168564,22629,84,2329,171631
1/8/2019 17:00,61003,26152,36398,1969,6258,0,167598,22636,84,2344,170388
1/8/2019 18:00,57581,25263,36352,1973,6210,0,166953,22575,84,2344,167880
1/8/2019 19:00,55839,23346,35932,1952,6150,0,166071,22481,84,2345,165796
1/8/2019 20:00,51825,22071,35593,1958,6092,0,163450,22407,84,2302,163490
1/8/2019 21:00,48957,20693,36186,1955,6368,0,156172,22251,88,2150,160035
1/8/2019 22:00,43487,18833,35581,1961,6107,0,153073,22200,88,1998,157894
1/8/2019 23:00,41803,18784,36044,1965,6113,0,150900,21677,92,1952,156859
1/9/2019 0:00,41279,18529,36273,1968,6053,0,145454,21501,89,1947,155306
1/9/2019 1:00,41125,18437,36416,1966,5997,0,143218,21384,88,1944,153867
1/9/2019 2:00,42015,18282,36443,1969,6192,0,141887,21371,88,1944,152020
1/9/2019 3:00,44853,19021,36639,1968,6180,0,140539,21348,88,1986,150248
1/9/2019 4:00,53258,22042,36639,1966,6309,0,137487,21484,87,2287,148032
1/9/2019 5:00,66077,24545,36573,1968,6302,0,138372,21541,81,2330,148078
1/9/2019 6:00,78443,28425,36584,1969,6271,0,138543,21709,79,2369,145638
1/9/2019 7:00,83930,29111,36659,1971,6331,303,136809,21947,65,2372,143162
1/9/2019 8:00,84820,29351,36667,1971,6079,3102,134074,22091,65,2376,141654
1/9/2019 9:00,84404,29777,36671,1968,6137,7784,133671,22136,68,2349,141863
1/9/2019 10:00,85501,29872,36704,1971,5978,11206,134577,22088,68,2508,144429
1/9/2019 11:00,85400,29684,36670,1973,6079,11253,136028,21906,68,2529,146727
1/9/2019 12:00,86390,29422,36697,1969,5987,9496,136822,21952,68,2536,146492
1/9/2019 13:00,85627,29014,37075,1977,6245,6209,134889,21994,69,2536,142703
1/9/2019 14:00,87146,30654,37112,1969,6055,2444,132655,22166,68,2536,137764
1/9/2019 15:00,90297,31484,37745,1966,6184,211,130470,22405,78,2536,133521
1/9/2019 16:00,91535,32701,37786,1969,6078,0,126432,22539,88,2536,130648
1/9/2019 17:00,91975,32634,37761,1978,6005,0,124472,22457,88,2548,127651
1/9/2019 18:00,90233,31961,37742,1979,6035,0,121382,22460,88,2593,123680
1/9/2019 19:00,90932,31950,37801,1965,6228,0,114531,22517,88,2604,118164
1/9/2019 20:00,90640,31157,37835,1968,6259,0,104088,22447,88,2608,111979
1/9/2019 21:00,87707,30188,37808,1989,6124,0,92629,22161,91,2614,104623
1/9/2019 22:00,88188,30170,37865,1990,6233,0,83231,22176,92,2603,97915
1/9/2019 23:00,91622,28439,37929,1986,6246,0,73727,22165,92,2616,80192
1/10/2019 0:00,93649,28807,37957,1978,6220,0,66408,22062,92,2649,73407
1/10/2019 1:00,94212,28407,37972,1980,6256,0,59029,22053,92,2660,66884
1/10/2019 2:00,98604,29163,37973,1980,6338,0,53048,22056,92,2653,61152
1/10/2019 3:00,101956,30262,37925,1977,6241,0,48808,22085,92,2665,56767
1/10/2019 4:00,112238,32198,37966,1974,6227,0,43946,22089,88,2667,52479
1/10/2019 5:00,118411,31692.66667,37968,1995,6626,0,39233,22237,85,2660,48238
1/10/2019 6:00,120120,30058.83333,37948,1997,7576,0,34010,22456,84,2660,43524
1/10/2019 7:00,121937,29584.91667,37967,2164,7503,352,29177,22498,84,2660,38852
1/10/2019 8:00,122466,29467.95833,37992,2067.5,7397,2902,24248,22476,86,2663,34073
1/10/2019 9:00,121743,29622.47917,38005,2017.75,7468,6456,20042,22438,88,2660,30078
1/10/2019 10:00,121659,29747.23958,37965,1994.375,7455,8846,17606,22341,88,2887,27194
1/10/2019 11:00,122374,29715.61979,37960,1983.6875,7364,9691,16318,22173,88,2964,24654
1/10/2019 12:00,122654,29568.8099,37959,1977.5625,7315,8297,15517,22285,88,2965,22726
1/10/2019 13:00,122343,29291.40495,37298,1978.1875,7185,5311,14469,22308,88,2963,21317
1/10/2019 14:00,122421,29972.70247,37681,1975.395833,7152,1902,13580,22357,88,2982,20538
1/10/2019 15:00,122930,30728.35124,38019,1973.131944,7416,151,13648,22557,88,2975,21124
1/10/2019 16:00,123686,31714.67562,38019,1973.377315,7555,0,15029,22641,88,2956,22886
1/10/2019 17:00,124238,32174.33781,38027,1976.459105,6730,0,17344,22690,88,2960,24461
1/10/2019 18:00,124331,34593.44594,38008,1977.819702,6863,0,19161,22619,88,2964,25413
1/10/2019 19:00,123786,34514.48198,37980,1968.704925,6633,0,20349,22522,89,2967,25799
1/10/2019 20:00,122829,33220.16066,37946,1961,6590,0,23118,22449,92,2968,26428
1/10/2019 21:00,122766,31726.79016,37959,1981,6805,0,26286,22132,92,2966,27722
1/10/2019 22:00,120104,36015,37913,1982,6570,0,30252,22152,95,2972,30334
1/10/2019 23:00,115302,33555,37914,1983,6523,0,33438,22140,96,2956,36765
1/11/2019 0:00,113318,33256,37850,1984,6595,0,36893,22061,96,2956,40992
1/11/2019 1:00,111228,32795,37889,1983,6867,0,43054,22109,96,2948,45603
1/11/2019 2:00,107471,31094,37814,1981,6546,0,50832,22068,96,2948,50646
1/11/2019 3:00,106309,32640,37887,1976,6957,0,55704,22210,94,2948,56251
1/11/2019 4:00,109824,35757,37736,1979,6779,0,61052,22230,92,2952,61754
1/11/2019 5:00,112919,38335,37390,1977,6906,0,66892,22373,85,2949,67679
1/11/2019 6:00,115994,31355.94444,37135,1988,6436,0,70877,22578,72,2945,72494
1/11/2019 7:00,116207,28887.62037,36814,2045.666667,6411,325,72794,22678,72,2940,76407
1/11/2019 8:00,115267,28252.52623,36293,2033.055556,6489,1447,75809,22749,72,2941,80266
1/11/2019 9:00,114941,28126.0018,36132,2012.601852,6135,3057,80003,22746,72,2944,83875
1/11/2019 10:00,115062,27743.41379,36125,1997.658951,6120,4068,84323,22734,72,2914,87391
1/11/2019 11:00,113796,27115.34453,36053,1986.836613,6121,4536,91995,22588,72,2901,91014
1/11/2019 12:00,110305,26831.71814,36051,1980,6113,4019,98561,22512,72,2900,94735
1/11/2019 13:00,106451,26374.04103,35754,1980,6061,2702,103555,22569,72,2856,98356
1/11/2019 14:00,102638,26305.24783,35215,1979,6043,1110,107671,22597,84,2855,101959
1/11/2019 15:00,102040,26527.19969,35562,1978,6148,97,110044,22648,88,2852,104028
1/11/2019 16:00,103757,27261.29177,35959,1978,6064,0,112294,22814,88,2850,105825
1/11/2019 17:00,101070,30650.40739,35989,1978,5947,0,113024,22808,88,2849,107479
1/11/2019 18:00,95822,39645,35966,1978,5921,0,107791,22734,88,2869,107748
1/11/2019 19:00,88832,37000,35921,1971,5865,0,105240,22554,91,2855,106941
1/11/2019 20:00,82689,33989,35883,1983,5892,0,102757,22667,92,2856,104221
1/11/2019 21:00,82002,27484,35900,1979,6000,0,99430,22365,92,2860,99664
1/11/2019 22:00,77420,24170,36044,1989,6005,0,97709,22319,95,2847,96419
1/11/2019 23:00,76663,22867,36589,1986,6081,0,95066,22239,96,2876,94685
1/12/2019 0:00,75462,23256,36783,1988,5919,0,92632,22159,96,2819,94648
1/12/2019 1:00,75185,23125,36651,1986,5947,0,89209,22208,93,2800,93919
1/12/2019 2:00,74110,22977,36725,1991,5995,0,86765,22248,92,2796,93010
1/12/2019 3:00,71090,23285,36613,1991,5786,0,87612,22231,92,2796,92725
1/12/2019 4:00,66877,23059,36364,1988,5753,0,91165,22234,90,2801,93174
1/12/2019 5:00,65235,25312,36524,1987,5769,0,95777,22314,88,2804,94504
1/12/2019 6:00,66216,25674,36458,1990,5684,0,99271,22502,88,2818,95631
1/12/2019 7:00,69911,25722,35811,1985,5613,244,102726,22700,88,2827,98433
1/12/2019 8:00,72142,26402,35199,1986,5633,2001,107492,22705,88,2824,102097
1/12/2019 9:00,71760,26503,35215,1987,5586,4519,115685,22677,88,2824,108788
1/12/2019 10:00,68711,25357,35264,1986,5607,5562,125603,22647,88,2824,116288
1/12/2019 11:00,67227,23887,35184,1986,5645,5898,135075,22621,88,2827,124348
1/12/2019 12:00,61712,23811,35207,1988,5628,4977,139913,22557,88,2824,129613
1/12/2019 13:00,58855,22999,35223,1985,5643,3119,143210,22521,88,2828,132627
1/12/2019 14:00,57873,22569,35036,1981,5607,1083,144431,22585,88,2769,135656
1/12/2019 15:00,59006,22548,35160,1991,5730,86,145682,22751,88,2758,137417
1/12/2019 16:00,60825,23542,35233,1985,5509,0,146413,22799,88,2795,137781
1/12/2019 17:00,59857,23521,35177,1987,5563,0,147378,22778,88,2808,137546
1/12/2019 18:00,58390,22561,35111,1987,5586,0,145400,22825,88,2808,136616
1/12/2019 19:00,53287,21524,35076,1985,5688,0,143600,22650,88,2604,134964
1/12/2019 20:00,46845,19817,35077,1990,5798,0,138351,22580,89,2568,132351
1/12/2019 21:00,44834,19348,35046,1988,5927,0,134469,22407,92,2604,129939
1/12/2019 22:00,40369,18565,35003,1986,6031,0,134017,22305,92,2367,129675
1/12/2019 23:00,33607,15398,35449,1985,5861,0,133965,22198,92,1999,128538
1/13/2019 0:00,31793,14894,35945,1986,5926,0,129907,22079,92,1984,124819
1/13/2019 1:00,31725,14841,36120,1990,5826,0,125030,22044,92,1981,120810
1/13/2019 2:00,33995,14787,36153,1985,5713,0,122183,22031,92,1987,118409
1/13/2019 3:00,34119,14938,36040,1986,5639,0,120136,22051,92,1984,116347
1/13/2019 4:00,32993,15554,35880,1990,5609,0,119436,22161,91,1984,115636
1/13/2019 5:00,33144,15485,35890,1990,5519,0,123959,22166,88,1984,117563
1/13/2019 6:00,32600,15490,35127,1984,5559,0,129185,22480,88,1987,120000
1/13/2019 7:00,32958,15585,33970,1991,5563,340,136153,22550,88,1984,125106
1/13/2019 8:00,33125,15738,34906,1985,5607,1595,143290,22514,88,1985,132790
1/13/2019 9:00,33526,15409,35798,1990,5617,3469,150093,22561,88,1984,140868
1/13/2019 10:00,35487,15559,35834,1992,5700,4873,155153,22571,88,1984,147461
1/13/2019 11:00,33864,15590,35810,1992,5839,5331,159233,22468,88,1986,153270
1/13/2019 12:00,30711,14744,35795,1987,5961,4585,161943,22474,88,1944,158006
1/13/2019 13:00,30595,14932,35341,1988,6038,2882,163494,22493,88,1940,161081
1/13/2019 14:00,30773,15297,34984,1987,6036,1134,166242,22441,88,1940,163433
1/13/2019 15:00,31100,15652,35409,1991,6253,88,167568,22342,88,1940,165702
1/13/2019 16:00,31483,16076,35872,1988,6474,0,170908,22371,87,1940,168254
1/13/2019 17:00,31463,16194,35563,1984,6355,0,174986,22396,84,1956,170540
1/13/2019 18:00,30542,15799,34891,1992,6409,0,177129,22339,84,1976,172143
1/13/2019 19:00,28780,15571,33707,1990,6800,0,174839,22233,84,1945,173027
1/13/2019 20:00,29710,15309,31269,1980,6803,0,174219,22172,84,1936,173249
1/13/2019 21:00,30588,15387,30377,1980,6889,0,167639,22032,88,1940,169327
1/13/2019 22:00,29784,15233,30013,1984,7103,0,161113,22037,88,1940,167419
1/13/2019 23:00,29130,15602,29491,1978,7137,0,160836,21917,92,1969,168093
1/14/2019 0:00,28999,16103,28532,1984,6834,0,156775,21725,92,1968,166074
1/14/2019 1:00,28841,16183,28591,1980,6982,0,152604,21768,92,1968,163591
1/14/2019 2:00,30925,16494,28775,1987,7071,0,148309,21765,92,1968,161074
1/14/2019 3:00,32668,17173,29730,1992,7453,0,145121,21861,92,1984,158026
1/14/2019 4:00,37016,20127,33071,1988,7306,0,146879,21904,88,2407,154486
1/14/2019 5:00,47635,25076,35158,1977,7565,0,146685,22036,87,2605,153468
1/14/2019 6:00,56369,28539,35503,1990,7424,0,143210,22196,86,2612,150393
1/14/2019 7:00,61892,29419,35553,2007,7416,934,138891,22328,87,2616,147679
1/14/2019 8:00,64349,29076,35524,2011,7484,6349,135955,22318,88,2616,146816
1/14/2019 9:00,64330,29552,35573,2004,7507,14005,136151,22087,88,2617,148450
1/14/2019 10:00,62983,29892,35538,2007,7193,19662,142011,21759,88,2788,151770
