Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
36912,2023-03-19 00:00:00,2024-07-17 00:00:00,3.1,228.53,61.0,64.0,1.0,0.0,144.0,38.0,1.0
36913,2023-03-19 01:00:00,2024-07-17 00:00:00,3.1,235.23,62.0,65.0,1.0,0.0,138.0,38.0,1.0
36914,2023-03-19 02:00:00,2024-07-17 00:00:00,3.1,249.05,61.0,67.0,1.0,0.0,116.0,42.0,1.0
36915,2023-03-19 03:00:00,2024-07-17 00:00:00,3.1,266.86,57.0,66.0,1.0,0.0,89.0,42.0,1.0
36916,2023-03-19 04:00:00,2024-07-17 00:00:00,3.1,269.24,59.0,65.0,1.0,2.0,74.0,56.0,1.0
36917,2023-03-19 05:00:00,2024-07-17 00:00:00,3.1,259.6,65.0,67.0,1.0,14.0,61.0,79.0,1.0
36918,2023-03-19 06:00:00,2024-07-17 00:00:00,3.1,254.81,63.0,66.0,1.0,35.0,42.0,78.0,1.0
36919,2023-03-19 07:00:00,2024-07-17 00:00:00,3.1,269.42,79.0,67.0,1.0,59.0,30.0,80.0,1.0
36920,2023-03-19 08:00:00,2024-07-17 00:00:00,3.1,289.82,102.0,67.0,1.0,80.0,30.0,74.0,1.0
36921,2023-03-19 09:00:00,2024-07-17 00:00:00,3.1,258.57,84.0,67.0,1.0,94.0,25.0,73.0,1.0
36922,2023-03-19 10:00:00,2024-07-17 00:00:00,3.1,259.99,91.0,68.0,1.0,107.0,25.0,72.0,1.0
36923,2023-03-19 11:00:00,2024-07-17 00:00:00,3.1,247.33,75.0,71.0,1.0,104.0,25.0,62.0,1.0
36924,2023-03-19 12:00:00,2024-07-17 00:00:00,3.1,255.96,61.0,71.0,1.0,77.0,21.0,54.0,1.0
36925,2023-03-19 13:00:00,2024-07-17 00:00:00,3.1,283.11,66.0,71.0,1.0,54.0,19.0,60.0,1.0
36926,2023-03-19 14:00:00,2024-07-17 00:00:00,3.1,358.19,108.0,68.0,1.0,34.0,16.0,73.0,1.0
36927,2023-03-19 15:00:00,2024-07-17 00:00:00,3.1,472.93,193.0,66.0,1.0,13.0,16.0,73.0,1.0
36928,2023-03-19 16:00:00,2024-07-17 00:00:00,3.1,495.53,202.0,67.0,1.0,1.0,15.0,74.0,1.0
36929,2023-03-19 17:00:00,2024-07-17 00:00:00,3.1,482.12,205.0,66.0,1.0,0.0,22.0,80.0,1.0
36930,2023-03-19 18:00:00,2024-07-17 00:00:00,3.1,490.41,212.0,64.0,1.0,0.0,18.0,82.0,1.0
36931,2023-03-19 19:00:00,2024-07-17 00:00:00,3.1,474.32,192.0,63.0,1.0,0.0,16.0,85.0,1.0
36932,2023-03-19 20:00:00,2024-07-17 00:00:00,3.1,449.61,129.0,64.0,1.0,0.0,16.0,61.0,1.0
36933,2023-03-19 21:00:00,2024-07-17 00:00:00,3.1,401.4,79.0,64.0,1.0,0.0,19.0,46.0,1.0
36934,2023-03-19 22:00:00,2024-07-17 00:00:00,3.1,363.93,61.0,62.0,1.0,0.0,21.0,46.0,1.0
36935,2023-03-19 23:00:00,2024-07-17 00:00:00,3.1,369.6,60.0,64.0,1.0,0.0,21.0,42.0,1.0
