Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
43440,2023-12-16 00:00:00,2024-07-17 00:00:00,3.1,568.53,311.0,58.0,1.0,0.0,67.0,106.0,1.0
43441,2023-12-16 01:00:00,2024-07-17 00:00:00,3.1,553.23,311.0,61.0,1.0,0.0,82.0,106.0,1.0
43442,2023-12-16 02:00:00,2024-07-17 00:00:00,3.1,566.11,312.0,61.0,1.0,0.0,67.0,110.0,1.0
43443,2023-12-16 03:00:00,2024-07-17 00:00:00,3.1,579.49,310.0,61.0,1.0,0.0,55.0,107.0,1.0
43444,2023-12-16 04:00:00,2024-07-17 00:00:00,3.1,580.8,310.0,61.0,1.0,0.0,55.0,105.0,1.0
43445,2023-12-16 05:00:00,2024-07-17 00:00:00,3.1,574.47,319.0,63.0,1.0,0.0,64.0,106.0,1.0
43446,2023-12-16 06:00:00,2024-07-17 00:00:00,3.1,561.99,313.0,58.0,1.0,0.0,75.0,105.0,1.0
43447,2023-12-16 07:00:00,2024-07-17 00:00:00,3.1,570.33,311.0,57.0,1.0,0.0,66.0,105.0,1.0
43448,2023-12-16 08:00:00,2024-07-17 00:00:00,3.1,570.76,313.0,61.0,0.0,2.0,65.0,105.0,1.0
43449,2023-12-16 09:00:00,2024-07-17 00:00:00,3.1,567.61,328.0,62.0,0.0,3.0,72.0,108.0,1.0
43450,2023-12-16 10:00:00,2024-07-17 00:00:00,3.1,566.41,332.0,64.0,0.0,3.0,76.0,106.0,1.0
43451,2023-12-16 11:00:00,2024-07-17 00:00:00,3.1,542.14,320.0,63.0,0.0,3.0,97.0,105.0,1.0
43452,2023-12-16 12:00:00,2024-07-17 00:00:00,3.1,536.13,319.0,61.0,0.0,1.0,107.0,102.0,1.0
43453,2023-12-16 13:00:00,2024-07-17 00:00:00,3.1,512.33,323.0,61.0,0.0,0.0,139.0,101.0,1.0
43454,2023-12-16 14:00:00,2024-07-17 00:00:00,3.1,484.92,322.0,62.0,0.0,0.0,175.0,100.0,1.0
43455,2023-12-16 15:00:00,2024-07-17 00:00:00,3.1,466.09,321.0,62.0,0.0,0.0,201.0,101.0,1.0
43456,2023-12-16 16:00:00,2024-07-17 00:00:00,3.1,438.82,313.0,61.0,0.0,0.0,237.0,102.0,1.0
43457,2023-12-16 17:00:00,2024-07-17 00:00:00,3.1,420.53,311.0,61.0,0.0,0.0,266.0,104.0,1.0
43458,2023-12-16 18:00:00,2024-07-17 00:00:00,3.1,415.7,313.0,63.0,0.0,0.0,280.0,98.0,1.0
43459,2023-12-16 19:00:00,2024-07-17 00:00:00,3.1,401.17,313.0,62.0,0.0,0.0,307.0,100.0,1.0
43460,2023-12-16 20:00:00,2024-07-17 00:00:00,3.1,400.11,313.0,62.0,0.0,0.0,310.0,98.0,1.0
43461,2023-12-16 21:00:00,2024-07-17 00:00:00,3.1,396.06,312.0,62.0,0.0,0.0,315.0,103.0,1.0
43462,2023-12-16 22:00:00,2024-07-17 00:00:00,3.1,392.93,311.0,65.0,0.0,0.0,319.0,108.0,1.0
43463,2023-12-16 23:00:00,2024-07-17 00:00:00,3.1,416.05,312.0,66.0,1.0,0.0,277.0,100.0,1.0
