UTC time,coal,nat_gas,hydro,solar,wind,biomass,unknown
2023-06-12 00:00:00,373.0,50.0,0.0,0.0,22.0,60.0,2.0
2023-06-12 01:00:00,298.0,50.0,0.0,4.0,24.0,63.0,2.0
2023-06-12 02:00:00,299.0,50.0,0.0,19.0,18.0,67.0,2.0
2023-06-12 03:00:00,373.0,53.0,0.0,45.0,16.0,73.0,2.0
2023-06-12 04:00:00,384.0,53.0,0.0,127.0,20.0,73.0,2.0
2023-06-12 05:00:00,398.0,53.0,0.0,258.0,24.0,77.0,2.0
2023-06-12 06:00:00,372.0,53.0,0.0,380.0,31.0,73.0,2.0
2023-06-12 07:00:00,354.0,53.0,0.0,463.0,37.0,68.0,2.0
2023-06-12 08:00:00,344.0,53.0,0.0,505.0,41.0,61.0,2.0
2023-06-12 09:00:00,304.0,52.0,0.0,520.0,46.0,54.0,2.0
2023-06-12 10:00:00,257.0,53.0,0.0,524.0,49.0,57.0,2.0
2023-06-12 11:00:00,224.0,54.0,0.0,517.0,54.0,58.0,2.0
2023-06-12 12:00:00,229.0,51.0,0.0,494.0,67.0,62.0,2.0
2023-06-12 13:00:00,297.0,52.0,0.0,439.0,65.0,67.0,2.0
2023-06-12 14:00:00,367.0,53.0,0.0,336.0,52.0,72.0,2.0
2023-06-12 15:00:00,362.0,52.0,0.0,202.0,32.0,70.0,2.0
2023-06-12 16:00:00,376.0,52.0,0.0,83.0,17.0,60.0,2.0
2023-06-12 17:00:00,396.0,50.0,0.0,31.0,12.0,62.0,2.0
2023-06-12 18:00:00,396.0,50.0,0.0,12.0,15.0,62.0,2.0
2023-06-12 19:00:00,382.0,49.0,0.0,2.0,23.0,62.0,2.0
2023-06-12 20:00:00,363.0,50.0,0.0,0.0,27.0,61.0,2.0
2023-06-12 21:00:00,357.0,51.0,0.0,0.0,38.0,61.0,2.0
2023-06-12 22:00:00,353.0,49.0,0.0,0.0,50.0,58.0,2.0
2023-06-12 23:00:00,300.0,51.0,0.0,0.0,47.0,53.0,2.0
