Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
37248,2023-04-02 00:00:00,2024-07-17 00:00:00,3.1,273.03,108.0,43.0,1.0,0.0,161.0,47.0,1.0
37249,2023-04-02 01:00:00,2024-07-17 00:00:00,3.1,284.6,109.0,43.0,1.0,0.0,146.0,49.0,1.0
37250,2023-04-02 02:00:00,2024-07-17 00:00:00,3.1,288.2,108.0,43.0,1.0,0.0,142.0,47.0,1.0
37251,2023-04-02 03:00:00,2024-07-17 00:00:00,3.1,290.28,108.0,41.0,1.0,1.0,139.0,46.0,1.0
37252,2023-04-02 04:00:00,2024-07-17 00:00:00,3.1,272.98,108.0,40.0,1.0,23.0,137.0,47.0,1.0
37253,2023-04-02 05:00:00,2024-07-17 00:00:00,3.1,230.66,111.0,41.0,1.0,116.0,118.0,46.0,1.0
37254,2023-04-02 06:00:00,2024-07-17 00:00:00,3.1,181.35,116.0,42.0,1.0,257.0,112.0,46.0,1.0
37255,2023-04-02 07:00:00,2024-07-17 00:00:00,3.1,152.74,120.0,43.0,1.0,376.0,118.0,46.0,1.0
37256,2023-04-02 08:00:00,2024-07-17 00:00:00,3.1,126.2,107.0,43.0,1.0,436.0,141.0,46.0,1.0
37257,2023-04-02 09:00:00,2024-07-17 00:00:00,3.1,127.29,114.0,45.0,1.0,458.0,150.0,47.0,1.0
37258,2023-04-02 10:00:00,2024-07-17 00:00:00,3.1,131.98,123.0,44.0,1.0,462.0,158.0,47.0,1.0
37259,2023-04-02 11:00:00,2024-07-17 00:00:00,3.1,123.33,113.0,42.0,1.0,445.0,175.0,50.0,1.0
37260,2023-04-02 12:00:00,2024-07-17 00:00:00,3.1,126.82,113.0,45.0,1.0,419.0,183.0,51.0,1.0
37261,2023-04-02 13:00:00,2024-07-17 00:00:00,3.1,140.82,111.0,46.0,1.0,349.0,166.0,50.0,1.0
37262,2023-04-02 14:00:00,2024-07-17 00:00:00,3.1,172.86,110.0,43.0,1.0,223.0,148.0,53.0,1.0
37263,2023-04-02 15:00:00,2024-07-17 00:00:00,3.1,235.57,115.0,43.0,1.0,87.0,130.0,64.0,1.0
37264,2023-04-02 16:00:00,2024-07-17 00:00:00,3.1,333.81,158.0,42.0,1.0,13.0,118.0,75.0,1.0
37265,2023-04-02 17:00:00,2024-07-17 00:00:00,3.1,420.72,245.0,41.0,1.0,1.0,114.0,77.0,1.0
37266,2023-04-02 18:00:00,2024-07-17 00:00:00,3.1,339.38,178.0,41.0,1.0,0.0,149.0,75.0,1.0
37267,2023-04-02 19:00:00,2024-07-17 00:00:00,3.1,270.75,120.0,41.0,1.0,0.0,158.0,74.0,1.0
37268,2023-04-02 20:00:00,2024-07-17 00:00:00,3.1,260.69,111.0,41.0,1.0,0.0,156.0,74.0,1.0
37269,2023-04-02 21:00:00,2024-07-17 00:00:00,3.1,259.58,112.0,42.0,1.0,0.0,161.0,73.0,1.0
37270,2023-04-02 22:00:00,2024-07-17 00:00:00,3.1,240.26,107.0,41.0,1.0,0.0,177.0,77.0,1.0
37271,2023-04-02 23:00:00,2024-07-17 00:00:00,3.1,238.92,108.0,42.0,1.0,0.0,184.0,75.0,1.0
