Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
37584,2023-04-16 00:00:00,398.93,110.0,43.0,1.0,0.0,101.0,65.0,1.0
37585,2023-04-16 01:00:00,408.97,110.0,42.0,1.0,0.0,90.0,71.0,1.0
37586,2023-04-16 02:00:00,416.55,111.0,41.0,1.0,0.0,84.0,73.0,1.0
37587,2023-04-16 03:00:00,427.85,117.0,43.0,1.0,6.0,76.0,73.0,1.0
37588,2023-04-16 04:00:00,412.93,113.0,43.0,1.0,33.0,59.0,73.0,1.0
37589,2023-04-16 05:00:00,396.26,133.0,44.0,1.0,92.0,41.0,74.0,1.0
37590,2023-04-16 06:00:00,351.98,149.0,46.0,1.0,189.0,28.0,70.0,1.0
37591,2023-04-16 07:00:00,298.98,147.0,48.0,1.0,284.0,31.0,70.0,1.0
37592,2023-04-16 08:00:00,272.4,139.0,50.0,1.0,327.0,38.0,68.0,1.0
37593,2023-04-16 09:00:00,252.14,125.0,51.0,1.0,338.0,49.0,68.0,1.0
37594,2023-04-16 10:00:00,282.3,152.0,50.0,1.0,316.0,51.0,66.0,1.0
37595,2023-04-16 11:00:00,303.08,155.0,48.0,1.0,267.0,53.0,66.0,1.0
37596,2023-04-16 12:00:00,329.9,143.0,47.0,1.0,198.0,46.0,66.0,1.0
37597,2023-04-16 13:00:00,382.23,147.0,47.0,1.0,133.0,39.0,66.0,1.0
37598,2023-04-16 14:00:00,434.67,147.0,48.0,1.0,78.0,36.0,66.0,1.0
37599,2023-04-16 15:00:00,480.64,140.0,48.0,1.0,37.0,31.0,68.0,1.0
37600,2023-04-16 16:00:00,568.56,199.0,47.0,1.0,12.0,28.0,71.0,1.0
37601,2023-04-16 17:00:00,604.74,238.0,47.0,1.0,1.0,30.0,72.0,1.0
37602,2023-04-16 18:00:00,617.01,233.0,44.0,1.0,0.0,22.0,72.0,1.0
37603,2023-04-16 19:00:00,629.45,252.0,44.0,1.0,0.0,21.0,71.0,1.0
37604,2023-04-16 20:00:00,604.27,191.0,44.0,1.0,0.0,16.0,70.0,1.0
37605,2023-04-16 21:00:00,544.84,118.0,45.0,1.0,0.0,16.0,67.0,1.0
37606,2023-04-16 22:00:00,542.73,111.0,46.0,1.0,0.0,15.0,64.0,1.0
37607,2023-04-16 23:00:00,542.88,110.0,46.0,1.0,0.0,15.0,63.0,1.0
