Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
41448,2023-09-24 00:00:00,2024-07-17 00:00:00,3.1,407.02,76.0,71.0,0.0,0.0,67.0,64.0,2.0
41449,2023-09-24 01:00:00,2024-07-17 00:00:00,3.1,397.45,76.0,70.0,0.0,0.0,75.0,61.0,2.0
41450,2023-09-24 02:00:00,2024-07-17 00:00:00,3.1,389.54,75.0,66.0,0.0,0.0,80.0,58.0,2.0
41451,2023-09-24 03:00:00,2024-07-17 00:00:00,3.1,388.04,77.0,66.0,0.0,0.0,83.0,57.0,1.0
41452,2023-09-24 04:00:00,2024-07-17 00:00:00,3.1,363.6,77.0,65.0,0.0,7.0,96.0,57.0,1.0
41453,2023-09-24 05:00:00,2024-07-17 00:00:00,3.1,324.99,74.0,67.0,0.0,45.0,96.0,56.0,1.0
41454,2023-09-24 06:00:00,2024-07-17 00:00:00,3.1,280.71,75.0,66.0,0.0,105.0,102.0,56.0,2.0
41455,2023-09-24 07:00:00,2024-07-17 00:00:00,3.1,247.26,78.0,65.0,0.0,169.0,111.0,55.0,2.0
41456,2023-09-24 08:00:00,2024-07-17 00:00:00,3.1,212.27,73.0,65.0,0.0,238.0,122.0,55.0,2.0
41457,2023-09-24 09:00:00,2024-07-17 00:00:00,3.1,186.43,74.0,67.0,0.0,315.0,149.0,56.0,2.0
41458,2023-09-24 10:00:00,2024-07-17 00:00:00,3.1,190.67,75.0,66.0,0.0,314.0,136.0,56.0,2.0
41459,2023-09-24 11:00:00,2024-07-17 00:00:00,3.1,191.35,75.0,68.0,0.0,306.0,144.0,59.0,2.0
41460,2023-09-24 12:00:00,2024-07-17 00:00:00,3.1,198.91,75.0,66.0,0.0,264.0,149.0,59.0,2.0
41461,2023-09-24 13:00:00,2024-07-17 00:00:00,3.1,223.31,76.0,66.0,0.0,196.0,136.0,59.0,1.0
41462,2023-09-24 14:00:00,2024-07-17 00:00:00,3.1,234.21,74.0,65.0,0.0,107.0,181.0,62.0,2.0
41463,2023-09-24 15:00:00,2024-07-17 00:00:00,3.1,294.07,75.0,68.0,0.0,27.0,149.0,73.0,2.0
41464,2023-09-24 16:00:00,2024-07-17 00:00:00,3.1,324.82,77.0,71.0,0.0,2.0,135.0,81.0,2.0
41465,2023-09-24 17:00:00,2024-07-17 00:00:00,3.1,311.7,77.0,70.0,0.0,1.0,150.0,86.0,2.0
41466,2023-09-24 18:00:00,2024-07-17 00:00:00,3.1,320.71,76.0,71.0,0.0,1.0,138.0,85.0,2.0
41467,2023-09-24 19:00:00,2024-07-17 00:00:00,3.1,327.41,78.0,69.0,0.0,0.0,134.0,82.0,2.0
41468,2023-09-24 20:00:00,2024-07-17 00:00:00,3.1,343.93,79.0,66.0,0.0,0.0,116.0,82.0,2.0
41469,2023-09-24 21:00:00,2024-07-17 00:00:00,3.1,339.42,73.0,61.0,0.0,0.0,110.0,81.0,2.0
41470,2023-09-24 22:00:00,2024-07-17 00:00:00,3.1,340.45,71.0,63.0,0.0,0.0,111.0,69.0,2.0
41471,2023-09-24 23:00:00,2024-07-17 00:00:00,3.1,360.7,72.0,64.0,0.0,0.0,97.0,62.0,2.0
