,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2023-08-17 00:00:00,2023-08-18 22:28:40,3.0,396.08,19148.0,57785.0,32264.0,573.0,3974.0,33.0,1467.0,2493.0
1,2023-08-17 01:00:00,2023-08-18 22:28:40,3.0,395.11,18616.0,55838.0,32350.0,437.0,1681.0,33.0,2440.0,2119.0
2,2023-08-17 02:00:00,2023-08-18 22:28:40,3.0,384.7,17902.0,51115.0,32214.0,208.0,1016.0,33.0,3304.0,1230.0
3,2023-08-17 03:00:00,2023-08-18 22:28:40,3.0,367.98,15929.0,46974.0,32236.0,210.0,907.0,33.0,4269.0,996.0
4,2023-08-17 04:00:00,2023-08-18 22:28:40,3.0,383.08,16181.0,46398.0,31560.0,226.0,603.0,4.0,1326.0,1047.0
5,2023-08-17 05:00:00,2023-08-18 22:28:40,3.0,348.09,14633.0,39494.0,32269.0,214.0,774.0,33.0,5295.0,899.0
6,2023-08-17 06:00:00,2023-08-18 22:28:40,3.0,344.79,14533.0,38348.0,32375.0,214.0,751.0,33.0,5511.0,914.0
7,2023-08-17 07:00:00,2023-08-18 22:28:40,3.0,339.42,14501.0,35911.0,32485.0,217.0,809.0,33.0,5705.0,917.0
8,2023-08-17 08:00:00,2023-08-18 22:28:40,3.0,336.45,14582.0,34684.0,32521.0,217.0,823.0,33.0,6043.0,935.0
9,2023-08-17 09:00:00,2023-08-18 22:28:40,3.0,338.98,14645.0,37016.0,32583.0,218.0,812.0,33.0,6467.0,937.0
10,2023-08-17 10:00:00,2023-08-18 22:28:40,3.0,344.37,14739.0,40781.0,32621.0,219.0,856.0,33.0,6644.0,914.0
11,2023-08-17 11:00:00,2023-08-18 22:28:40,3.0,346.53,14890.0,43058.0,32652.0,220.0,860.0,242.0,7008.0,934.0
12,2023-08-17 12:00:00,2023-08-18 22:28:40,3.0,347.97,15172.0,44742.0,32641.0,217.0,812.0,1227.0,6865.0,944.0
13,2023-08-17 13:00:00,2023-08-18 22:28:40,3.0,357.06,16193.0,47532.0,32613.0,224.0,859.0,2011.0,5962.0,1020.0
14,2023-08-17 14:00:00,2023-08-18 22:28:40,3.0,365.51,17067.0,50320.0,32620.0,222.0,920.0,2641.0,5608.0,1782.0
15,2023-08-17 15:00:00,2023-08-18 22:28:40,3.0,369.55,17169.0,53246.0,32569.0,251.0,1183.0,2894.0,5515.0,2279.0
16,2023-08-17 16:00:00,2023-08-18 22:28:40,3.0,374.52,17933.0,55894.0,32547.0,387.0,1510.0,3131.0,5486.0,2469.0
17,2023-08-17 17:00:00,2023-08-18 22:28:40,3.0,373.45,18456.0,57676.0,32512.0,418.0,3608.0,3185.0,5134.0,2572.0
18,2023-08-17 18:00:00,2023-08-18 22:28:40,3.0,374.3,19237.0,58570.0,32508.0,449.0,4426.0,3014.0,5435.0,2522.0
19,2023-08-17 19:00:00,2023-08-18 22:28:40,3.0,379.23,20501.0,59162.0,32460.0,441.0,4682.0,2666.0,5556.0,2530.0
20,2023-08-17 20:00:00,2023-08-18 22:28:40,3.0,376.99,20055.0,59898.0,32468.0,442.0,5062.0,2769.0,5664.0,2646.0
21,2023-08-17 21:00:00,2023-08-18 22:28:40,3.0,379.85,20295.0,60083.0,32422.0,442.0,5220.0,1884.0,5646.0,2582.0
22,2023-08-17 22:00:00,2023-08-18 22:28:40,3.0,379.57,19739.0,59425.0,32381.0,439.0,5478.0,1324.0,4992.0,2367.0
23,2023-08-17 23:00:00,2023-08-18 22:28:40,3.0,389.46,20023.0,59315.0,32388.0,449.0,4741.0,224.0,3697.0,2360.0
