UTC time,coal,nat_gas,nuclear,hydro,solar,other
2019-01-01 00:00:00,426.0,1266.0,991.0,98.0,0.0,81.0
2019-01-01 01:00:00,432.0,1210.0,993.0,98.0,0.0,81.0
2019-01-01 02:00:00,432.0,1133.0,993.0,100.0,0.0,76.0
2019-01-01 03:00:00,375.0,1106.0,990.0,98.0,0.0,71.0
2019-01-01 04:00:00,329.0,1046.0,992.0,99.0,0.0,79.0
2019-01-01 05:00:00,332.0,962.0,992.0,99.0,0.0,81.0
2019-01-01 06:00:00,327.0,920.0,990.0,96.0,0.0,82.0
2019-01-01 07:00:00,329.0,957.0,993.0,100.0,0.0,80.0
2019-01-01 08:00:00,328.0,983.0,993.0,98.0,0.0,81.0
2019-01-01 09:00:00,327.0,956.0,991.0,98.0,0.0,82.0
2019-01-01 10:00:00,329.0,996.0,991.0,99.0,0.0,80.0
2019-01-01 11:00:00,329.0,931.0,993.0,97.0,0.0,81.0
2019-01-01 12:00:00,328.0,928.0,991.0,98.0,0.0,80.0
2019-01-01 13:00:00,330.0,816.0,992.0,98.0,0.0,79.0
2019-01-01 14:00:00,328.0,840.0,992.0,98.0,26.0,79.0
2019-01-01 15:00:00,326.0,870.0,991.0,98.0,33.0,81.0
2019-01-01 16:00:00,325.0,922.0,992.0,98.0,53.0,82.0
2019-01-01 17:00:00,328.0,990.0,993.0,98.0,93.0,80.0
2019-01-01 18:00:00,329.0,1011.0,991.0,97.0,107.0,81.0
2019-01-01 19:00:00,327.0,1049.0,991.0,98.0,92.0,80.0
2019-01-01 20:00:00,327.0,1067.0,993.0,87.0,69.0,79.0
2019-01-01 21:00:00,328.0,1096.0,991.0,93.0,45.0,78.0
2019-01-01 22:00:00,326.0,1107.0,992.0,99.0,18.0,79.0
2019-01-01 23:00:00,329.0,1167.0,993.0,172.0,2.0,77.0
2019-01-02 00:00:00,327.0,1150.0,990.0,257.0,0.0,79.0
2019-01-02 01:00:00,326.0,1081.0,992.0,262.0,0.0,78.0
2019-01-02 02:00:00,298.0,1109.0,992.0,190.0,0.0,79.0
2019-01-02 03:00:00,316.0,1088.0,990.0,99.0,0.0,77.0
2019-01-02 04:00:00,326.0,985.0,993.0,100.0,0.0,78.0
2019-01-02 05:00:00,329.0,875.0,992.0,99.0,0.0,80.0
2019-01-02 06:00:00,330.0,842.0,994.0,100.0,0.0,78.0
2019-01-02 07:00:00,327.0,863.0,992.0,98.0,0.0,77.0
2019-01-02 08:00:00,329.0,841.0,992.0,100.0,0.0,78.0
2019-01-02 09:00:00,328.0,816.0,991.0,98.0,0.0,78.0
2019-01-02 10:00:00,330.0,838.0,992.0,99.0,0.0,77.0
2019-01-02 11:00:00,329.0,841.0,993.0,101.0,0.0,77.0
2019-01-02 12:00:00,328.0,937.0,992.0,99.0,0.0,78.0
2019-01-02 13:00:00,329.0,1071.0,991.0,100.0,0.0,77.0
2019-01-02 14:00:00,329.0,1094.0,993.0,99.0,24.0,79.0
2019-01-02 15:00:00,329.0,1115.0,992.0,99.0,72.0,80.0
2019-01-02 16:00:00,328.0,1117.0,991.0,101.0,76.0,78.0
2019-01-02 17:00:00,373.0,1134.0,992.0,112.0,84.0,78.0
2019-01-02 18:00:00,379.0,1134.0,993.0,122.0,77.0,78.0
2019-01-02 19:00:00,390.0,1145.0,991.0,124.0,64.0,78.0
2019-01-02 20:00:00,434.0,1089.0,992.0,170.0,51.0,72.0
2019-01-02 21:00:00,388.0,1110.0,992.0,194.0,32.0,77.0
2019-01-02 22:00:00,329.0,1145.0,992.0,245.0,11.0,77.0
2019-01-02 23:00:00,329.0,1194.0,991.0,306.0,2.0,78.0
2019-01-03 00:00:00,330.0,1195.0,992.0,401.0,0.0,79.0
2019-01-03 01:00:00,329.0,1166.0,992.0,381.0,0.0,74.0
2019-01-03 02:00:00,329.0,1099.0,990.0,337.0,0.0,78.0
2019-01-03 03:00:00,328.0,982.0,992.0,331.0,0.0,73.0
2019-01-03 04:00:00,331.0,877.0,993.0,311.0,0.0,72.0
2019-01-03 05:00:00,326.0,893.0,991.0,218.0,0.0,72.0
2019-01-03 06:00:00,330.0,845.0,992.0,135.0,0.0,72.0
2019-01-03 07:00:00,330.0,800.0,991.0,123.0,0.0,71.0
2019-01-03 08:00:00,330.0,823.0,992.0,124.0,0.0,71.0
2019-01-03 09:00:00,328.0,814.0,992.0,122.0,0.0,70.0
2019-01-03 10:00:00,294.0,870.0,992.0,124.0,0.0,71.0
2019-01-03 11:00:00,298.0,900.0,993.0,122.0,0.0,71.0
2019-01-03 12:00:00,292.0,1031.0,991.0,186.0,0.0,71.0
2019-01-03 13:00:00,294.0,1130.0,992.0,216.0,0.0,73.0
2019-01-03 14:00:00,292.0,1063.0,992.0,238.0,25.0,75.0
2019-01-03 15:00:00,293.0,1058.0,993.0,263.0,28.0,69.0
2019-01-03 16:00:00,320.0,1067.0,991.0,260.0,28.0,71.0
2019-01-03 17:00:00,365.0,1103.0,992.0,174.0,41.0,68.0
2019-01-03 18:00:00,419.0,1099.0,994.0,127.0,40.0,70.0
2019-01-03 19:00:00,480.0,1057.0,993.0,122.0,44.0,75.0
2019-01-03 20:00:00,519.0,999.0,993.0,122.0,47.0,70.0
2019-01-03 21:00:00,592.0,927.0,993.0,122.0,42.0,72.0
2019-01-03 22:00:00,621.0,924.0,993.0,126.0,15.0,74.0
2019-01-03 23:00:00,683.0,997.0,993.0,125.0,0.0,74.0
2019-01-04 00:00:00,689.0,1099.0,991.0,123.0,0.0,78.0
2019-01-04 01:00:00,688.0,1037.0,992.0,125.0,0.0,77.0
2019-01-04 02:00:00,684.0,999.0,991.0,125.0,0.0,75.0
2019-01-04 03:00:00,685.0,924.0,993.0,107.0,0.0,74.0
2019-01-04 04:00:00,684.0,916.0,992.0,89.0,0.0,72.0
2019-01-04 05:00:00,686.0,821.0,991.0,91.0,0.0,75.0
2019-01-04 06:00:00,675.0,795.0,992.0,73.0,0.0,66.0
2019-01-04 07:00:00,682.0,793.0,992.0,63.0,0.0,64.0
2019-01-04 08:00:00,683.0,766.0,992.0,67.0,0.0,64.0
2019-01-04 09:00:00,684.0,801.0,991.0,65.0,0.0,62.0
2019-01-04 10:00:00,684.0,776.0,992.0,66.0,0.0,63.0
2019-01-04 11:00:00,681.0,764.0,992.0,114.0,0.0,63.0
2019-01-04 12:00:00,684.0,785.0,992.0,123.0,0.0,63.0
2019-01-04 13:00:00,682.0,887.0,993.0,122.0,0.0,65.0
2019-01-04 14:00:00,685.0,902.0,990.0,123.0,3.0,66.0
2019-01-04 15:00:00,694.0,939.0,993.0,125.0,6.0,68.0
2019-01-04 16:00:00,724.0,950.0,992.0,122.0,8.0,68.0
2019-01-04 17:00:00,731.0,957.0,992.0,124.0,17.0,67.0
2019-01-04 18:00:00,746.0,918.0,993.0,131.0,14.0,67.0
2019-01-04 19:00:00,766.0,832.0,991.0,190.0,16.0,70.0
2019-01-04 20:00:00,681.0,913.0,992.0,193.0,7.0,74.0
2019-01-04 21:00:00,680.0,894.0,993.0,194.0,7.0,73.0
2019-01-04 22:00:00,682.0,892.0,992.0,192.0,3.0,74.0
2019-01-04 23:00:00,675.0,1036.0,991.0,123.0,0.0,68.0
2019-01-05 00:00:00,676.0,1057.0,993.0,122.0,0.0,68.0
2019-01-05 01:00:00,679.0,1006.0,993.0,122.0,0.0,67.0
2019-01-05 02:00:00,676.0,964.0,990.0,124.0,0.0,70.0
2019-01-05 03:00:00,679.0,881.0,993.0,121.0,0.0,78.0
2019-01-05 04:00:00,680.0,776.0,992.0,122.0,0.0,80.0
2019-01-05 05:00:00,681.0,711.0,990.0,122.0,0.0,78.0
2019-01-05 06:00:00,682.0,663.0,993.0,123.0,0.0,79.0
2019-01-05 07:00:00,683.0,707.0,993.0,121.0,0.0,77.0
2019-01-05 08:00:00,677.0,688.0,991.0,123.0,0.0,79.0
2019-01-05 09:00:00,681.0,698.0,993.0,121.0,0.0,73.0
2019-01-05 10:00:00,676.0,765.0,993.0,67.0,0.0,79.0
2019-01-05 11:00:00,682.0,808.0,991.0,61.0,0.0,75.0
2019-01-05 12:00:00,680.0,879.0,992.0,76.0,0.0,74.0
2019-01-05 13:00:00,684.0,897.0,992.0,119.0,3.0,76.0
2019-01-05 14:00:00,688.0,907.0,992.0,108.0,91.0,73.0
2019-01-05 15:00:00,732.0,817.0,991.0,59.0,217.0,77.0
2019-01-05 16:00:00,713.0,806.0,992.0,59.0,215.0,78.0
2019-01-05 17:00:00,683.0,764.0,993.0,59.0,243.0,78.0
2019-01-05 18:00:00,682.0,673.0,990.0,60.0,235.0,80.0
2019-01-05 19:00:00,683.0,642.0,993.0,58.0,235.0,76.0
2019-01-05 20:00:00,682.0,619.0,992.0,59.0,246.0,73.0
2019-01-05 21:00:00,685.0,634.0,991.0,60.0,237.0,67.0
2019-01-05 22:00:00,681.0,698.0,992.0,121.0,101.0,73.0
2019-01-05 23:00:00,683.0,843.0,992.0,146.0,2.0,76.0
2019-01-06 00:00:00,751.0,927.0,991.0,160.0,0.0,78.0
2019-01-06 01:00:00,802.0,891.0,992.0,160.0,0.0,78.0
2019-01-06 02:00:00,797.0,873.0,992.0,161.0,0.0,74.0
2019-01-06 03:00:00,799.0,862.0,991.0,159.0,0.0,74.0
2019-01-06 04:00:00,759.0,863.0,992.0,160.0,0.0,72.0
